"DISTRITO","UNIDADE","ANO","MES","CONS_ENF","CONS_MED","CONS_ODO","FALTAS_ENF","FALTAS_MED","FALTAS_ODO","AREA"
"Sul","CS RIO TAVARES",2018,7,102,266,7,18,16,0,291
"Sul","CS RIO TAVARES",2018,4,17,63,5,4,5,2,292
"Sul","CS RIO TAVARES",2018,5,40,85,10,3,9,0,292
"Sul","CS RIO TAVARES",2018,6,35,78,17,3,2,1,292
"Sul","CS RIO TAVARES",2018,7,48,115,11,7,12,0,292
"Sul","CS RIO TAVARES",2018,4,14,33,4,6,5,0,293
"Sul","CS RIO TAVARES",2018,5,25,58,5,3,3,0,293
"Sul","CS RIO TAVARES",2018,6,19,39,10,1,3,1,293
"Sul","CS RIO TAVARES",2018,7,18,64,1,2,8,0,293
"Sul","CS TAPERA",2018,4,97,343,7,7,4,1,260
"Sul","CS TAPERA",2018,5,308,623,63,18,13,3,260
"Sul","CS TAPERA",2018,6,299,780,66,14,15,4,260
"Sul","CS TAPERA",2018,7,88,826,29,7,35,0,260
"Sul","CS TAPERA",2018,4,83,234,7,6,9,1,261
"Sul","CS TAPERA",2018,5,246,358,53,18,12,3,261
"Sul","CS TAPERA",2018,6,215,499,60,21,29,3,261
"Sul","CS TAPERA",2018,7,87,377,59,6,22,3,261
"Sul","CS TAPERA",2018,4,60,307,7,0,10,1,262
"Sul","CS TAPERA",2018,5,233,503,68,11,17,4,262
"Sul","CS TAPERA",2018,6,154,579,70,23,9,8,262
"Sul","CS TAPERA",2018,7,157,556,71,28,36,2,262
"Sul","CS TAPERA",2018,4,60,248,7,1,6,0,263
"Sul","CS TAPERA",2018,5,125,544,59,11,83,1,263
"Sul","CS TAPERA",2018,6,175,670,53,25,157,4,263
"Sul","CS TAPERA",2018,7,160,646,38,14,68,9,263
