"DISTRITO","UNIDADE","AREA","ANO","MES","COD_PROCEDIMENTO","QUANTIDADE"
"Continente","CS CAPOEIRAS",2,2018,6,"0214010058",3
"Continente","CS CAPOEIRAS",2,2018,7,"0214010058",1
"Continente","CS CAPOEIRAS",2,2018,6,"0214010074",3
"Continente","CS CAPOEIRAS",2,2018,7,"0214010074",1
"Continente","CS CAPOEIRAS",2,2018,6,"0214010090",3
"Continente","CS CAPOEIRAS",2,2018,7,"0214010090",1
"Continente","CS CAPOEIRAS",2,2018,6,"0214010104",3
"Continente","CS CAPOEIRAS",2,2018,7,"0214010104",1
"Continente","CS COLONINHA",0,2018,4,"0214010058",2
"Continente","CS COLONINHA",0,2018,6,"0214010058",6
"Continente","CS COLONINHA",0,2018,7,"0214010058",1
"Continente","CS COLONINHA",0,2018,4,"0214010074",2
"Continente","CS COLONINHA",0,2018,6,"0214010074",6
"Continente","CS COLONINHA",0,2018,7,"0214010074",1
"Continente","CS COLONINHA",0,2018,4,"0214010090",2
"Continente","CS COLONINHA",0,2018,6,"0214010090",6
"Continente","CS COLONINHA",0,2018,7,"0214010090",1
"Continente","CS COLONINHA",0,2018,4,"0214010104",2
"Continente","CS COLONINHA",0,2018,6,"0214010104",6
"Continente","CS COLONINHA",0,2018,7,"0214010104",1
"Continente","CS COLONINHA",1,2018,5,"0214010058",1
"Continente","CS COLONINHA",1,2018,7,"0214010058",2
"Continente","CS COLONINHA",1,2018,5,"0214010074",1
"Continente","CS COLONINHA",1,2018,7,"0214010074",2
"Continente","CS COLONINHA",1,2018,5,"0214010090",1
"Continente","CS COLONINHA",1,2018,7,"0214010090",2
"Continente","CS COLONINHA",1,2018,5,"0214010104",1
"Continente","CS COLONINHA",1,2018,7,"0214010104",2
"Continente","CS COLONINHA",2,2018,4,"0214010040",1
"Continente","CS COLONINHA",2,2018,5,"0214010058",1
"Continente","CS COLONINHA",2,2018,6,"0214010058",1
"Continente","CS COLONINHA",2,2018,7,"0214010058",1
"Continente","CS COLONINHA",2,2018,5,"0214010074",1
"Continente","CS COLONINHA",2,2018,6,"0214010074",1
"Continente","CS COLONINHA",2,2018,7,"0214010074",1
"Continente","CS COLONINHA",2,2018,4,"0214010082",1
"Continente","CS COLONINHA",2,2018,5,"0214010090",1
"Continente","CS COLONINHA",2,2018,6,"0214010090",1
"Continente","CS COLONINHA",2,2018,7,"0214010090",1
"Continente","CS COLONINHA",2,2018,5,"0214010104",1
"Continente","CS COLONINHA",2,2018,6,"0214010104",1
"Continente","CS COLONINHA",2,2018,7,"0214010104",1
"Continente","CS COQUEIROS",0,2018,5,"0214010058",1
"Continente","CS COQUEIROS",0,2018,6,"0214010058",2
"Continente","CS COQUEIROS",0,2018,7,"0214010058",3
"Continente","CS COQUEIROS",0,2018,4,"0214010074",1
"Continente","CS COQUEIROS",0,2018,5,"0214010074",1
"Continente","CS COQUEIROS",0,2018,6,"0214010074",2
"Continente","CS COQUEIROS",0,2018,7,"0214010074",3
"Continente","CS COQUEIROS",0,2018,5,"0214010090",1
"Continente","CS COQUEIROS",0,2018,6,"0214010090",2
"Continente","CS COQUEIROS",0,2018,7,"0214010090",3
"Continente","CS COQUEIROS",0,2018,5,"0214010104",1
"Continente","CS COQUEIROS",0,2018,6,"0214010104",2
"Continente","CS COQUEIROS",0,2018,7,"0214010104",3
"Continente","CS COQUEIROS",1,2018,6,"0214010058",3
"Continente","CS COQUEIROS",1,2018,6,"0214010074",3
"Continente","CS COQUEIROS",1,2018,6,"0214010090",3
"Continente","CS COQUEIROS",1,2018,6,"0214010104",3
"Continente","CS COQUEIROS",2,2018,5,"0214010058",2
"Continente","CS COQUEIROS",2,2018,7,"0214010058",2
"Continente","CS COQUEIROS",2,2018,5,"0214010074",2
"Continente","CS COQUEIROS",2,2018,7,"0214010074",2
"Continente","CS COQUEIROS",2,2018,5,"0214010090",2
"Continente","CS COQUEIROS",2,2018,7,"0214010090",2
"Continente","CS COQUEIROS",2,2018,5,"0214010104",2
"Continente","CS COQUEIROS",2,2018,7,"0214010104",2
"Continente","CS ESTREITO",0,2018,6,"0214010058",1
"Continente","CS ESTREITO",0,2018,6,"0214010074",1
"Continente","CS ESTREITO",0,2018,6,"0214010090",1
"Continente","CS ESTREITO",0,2018,6,"0214010104",1
"Continente","CS ESTREITO",1,2018,6,"0214010074",1
"Continente","CS ESTREITO",1,2018,6,"0214010090",1
"Continente","CS ESTREITO",1,2018,6,"0214010104",1
"Continente","CS ESTREITO",2,2018,4,"0214010058",2
"Continente","CS ESTREITO",2,2018,7,"0214010058",2
"Continente","CS ESTREITO",2,2018,4,"0214010074",1
"Continente","CS ESTREITO",2,2018,7,"0214010074",1
"Continente","CS ESTREITO",2,2018,4,"0214010104",1
"Continente","CS ESTREITO",3,2018,4,"0214010058",1
"Continente","CS ESTREITO",3,2018,5,"0214010058",2
"Continente","CS ESTREITO",3,2018,6,"0214010058",1
"Continente","CS ESTREITO",3,2018,7,"0214010058",2
"Continente","CS ESTREITO",3,2018,4,"0214010074",1
"Continente","CS ESTREITO",3,2018,5,"0214010074",2
"Continente","CS ESTREITO",3,2018,6,"0214010074",1
"Continente","CS ESTREITO",3,2018,7,"0214010074",2
"Continente","CS ESTREITO",3,2018,4,"0214010090",1
"Continente","CS ESTREITO",3,2018,5,"0214010090",2
"Continente","CS ESTREITO",3,2018,7,"0214010090",2
"Continente","CS ESTREITO",3,2018,4,"0214010104",1
"Continente","CS ESTREITO",3,2018,5,"0214010104",2
"Continente","CS ESTREITO",3,2018,7,"0214010104",2
"Continente","CS JARDIM ATLÂNTICO",0,2018,4,"0214010058",5
"Continente","CS JARDIM ATLÂNTICO",0,2018,5,"0214010058",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,6,"0214010058",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,7,"0214010058",3
"Continente","CS JARDIM ATLÂNTICO",0,2018,4,"0214010074",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,5,"0214010074",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,6,"0214010074",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,7,"0214010074",3
"Continente","CS JARDIM ATLÂNTICO",0,2018,4,"0214010090",5
"Continente","CS JARDIM ATLÂNTICO",0,2018,5,"0214010090",3
"Continente","CS JARDIM ATLÂNTICO",0,2018,6,"0214010090",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,7,"0214010090",3
"Continente","CS JARDIM ATLÂNTICO",0,2018,4,"0214010104",5
"Continente","CS JARDIM ATLÂNTICO",0,2018,5,"0214010104",3
"Continente","CS JARDIM ATLÂNTICO",0,2018,6,"0214010104",4
"Continente","CS JARDIM ATLÂNTICO",0,2018,7,"0214010104",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,6,"0214010040",1
"Continente","CS JARDIM ATLÂNTICO",1,2018,7,"0214010040",1
"Continente","CS JARDIM ATLÂNTICO",1,2018,4,"0214010058",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,5,"0214010058",4
"Continente","CS JARDIM ATLÂNTICO",1,2018,6,"0214010058",2
"Continente","CS JARDIM ATLÂNTICO",1,2018,7,"0214010058",6
"Continente","CS JARDIM ATLÂNTICO",1,2018,4,"0214010074",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,5,"0214010074",5
"Continente","CS JARDIM ATLÂNTICO",1,2018,6,"0214010074",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,7,"0214010074",6
"Continente","CS JARDIM ATLÂNTICO",1,2018,5,"0214010082",1
"Continente","CS JARDIM ATLÂNTICO",1,2018,6,"0214010082",1
"Continente","CS JARDIM ATLÂNTICO",1,2018,7,"0214010082",1
"Continente","CS JARDIM ATLÂNTICO",1,2018,4,"0214010090",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,5,"0214010090",5
"Continente","CS JARDIM ATLÂNTICO",1,2018,6,"0214010090",2
"Continente","CS JARDIM ATLÂNTICO",1,2018,7,"0214010090",6
"Continente","CS JARDIM ATLÂNTICO",1,2018,4,"0214010104",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,5,"0214010104",4
"Continente","CS JARDIM ATLÂNTICO",1,2018,6,"0214010104",3
"Continente","CS JARDIM ATLÂNTICO",1,2018,7,"0214010104",5
"Continente","CS MONTE CRISTO",0,2018,4,"0214010040",1
"Continente","CS MONTE CRISTO",0,2018,4,"0214010058",2
"Continente","CS MONTE CRISTO",0,2018,5,"0214010058",2
"Continente","CS MONTE CRISTO",0,2018,7,"0214010058",2
"Continente","CS MONTE CRISTO",0,2018,4,"0214010074",2
"Continente","CS MONTE CRISTO",0,2018,7,"0214010074",2
"Continente","CS MONTE CRISTO",0,2018,4,"0214010082",1
"Continente","CS MONTE CRISTO",0,2018,4,"0214010090",1
"Continente","CS MONTE CRISTO",0,2018,7,"0214010090",1
"Continente","CS MONTE CRISTO",0,2018,4,"0214010104",2
"Continente","CS MONTE CRISTO",0,2018,7,"0214010104",1
"Continente","CS MONTE CRISTO",1,2018,5,"0214010040",3
"Continente","CS MONTE CRISTO",1,2018,6,"0214010058",2
"Continente","CS MONTE CRISTO",1,2018,7,"0214010058",1
"Continente","CS MONTE CRISTO",1,2018,6,"0214010074",1
"Continente","CS MONTE CRISTO",1,2018,7,"0214010074",1
"Continente","CS MONTE CRISTO",1,2018,5,"0214010082",1
"Continente","CS MONTE CRISTO",1,2018,5,"0214010090",1
"Continente","CS MONTE CRISTO",1,2018,7,"0214010090",1
"Continente","CS MONTE CRISTO",1,2018,5,"0214010104",1
"Continente","CS MONTE CRISTO",1,2018,6,"0214010104",1
"Continente","CS MONTE CRISTO",1,2018,7,"0214010104",1
"Continente","CS MONTE CRISTO",2,2018,6,"0214010058",1
"Continente","CS MONTE CRISTO",2,2018,7,"0214010058",2
"Continente","CS MONTE CRISTO",2,2018,6,"0214010074",1
"Continente","CS MONTE CRISTO",2,2018,7,"0214010074",2
"Continente","CS MONTE CRISTO",2,2018,6,"0214010090",1
"Continente","CS MONTE CRISTO",2,2018,7,"0214010090",2
"Continente","CS MONTE CRISTO",2,2018,6,"0214010104",1
"Continente","CS MONTE CRISTO",2,2018,7,"0214010104",1
"Continente","CS MONTE CRISTO",4,2018,6,"0214010058",1
"Continente","CS MONTE CRISTO",5,2018,7,"0214010058",3
"Continente","CS MONTE CRISTO",5,2018,7,"0214010074",1
"Continente","CS MONTE CRISTO",6,2018,6,"0214010040",1
"Continente","CS MONTE CRISTO",6,2018,5,"0214010058",1
"Continente","CS MONTE CRISTO",6,2018,7,"0214010058",1
"Continente","CS MONTE CRISTO",6,2018,6,"0214010082",1
"Continente","CS MONTE CRISTO",6,2018,6,"0214010090",1
"Continente","CS MONTE CRISTO",6,2018,6,"0214010104",1
"Continente","CS NOVO CONTINENTE",0,2018,5,"0214010040",1
"Continente","CS NOVO CONTINENTE",0,2018,4,"0214010058",1
"Continente","CS NOVO CONTINENTE",0,2018,6,"0214010058",4
"Continente","CS NOVO CONTINENTE",0,2018,7,"0214010058",1
"Continente","CS NOVO CONTINENTE",0,2018,6,"0214010074",2
"Continente","CS NOVO CONTINENTE",0,2018,7,"0214010074",1
"Continente","CS NOVO CONTINENTE",0,2018,5,"0214010082",1
"Continente","CS NOVO CONTINENTE",0,2018,6,"0214010090",1
"Continente","CS NOVO CONTINENTE",0,2018,7,"0214010090",1
"Continente","CS NOVO CONTINENTE",0,2018,4,"0214010104",1
"Continente","CS NOVO CONTINENTE",0,2018,5,"0214010104",1
"Continente","CS NOVO CONTINENTE",0,2018,6,"0214010104",1
"Continente","CS NOVO CONTINENTE",0,2018,7,"0214010104",1
"Continente","CS NOVO CONTINENTE",1,2018,4,"0214010058",1
"Continente","CS NOVO CONTINENTE",1,2018,4,"0214010074",1
"Continente","CS NOVO CONTINENTE",1,2018,4,"0214010090",1
"Continente","CS NOVO CONTINENTE",1,2018,4,"0214010104",1
"Continente","CS NOVO CONTINENTE",2,2018,5,"0214010058",1
"Continente","CS NOVO CONTINENTE",2,2018,6,"0214010058",1
"Continente","CS NOVO CONTINENTE",2,2018,5,"0214010074",1
"Continente","CS NOVO CONTINENTE",2,2018,6,"0214010074",1
"Continente","CS NOVO CONTINENTE",2,2018,5,"0214010090",1
"Continente","CS NOVO CONTINENTE",2,2018,5,"0214010104",1
"Continente","CS SAPE",0,2018,7,"0214010040",1
"Continente","CS SAPE",0,2018,4,"0214010058",2
"Continente","CS SAPE",0,2018,5,"0214010058",3
"Continente","CS SAPE",0,2018,6,"0214010058",2
"Continente","CS SAPE",0,2018,7,"0214010058",2
"Continente","CS SAPE",0,2018,4,"0214010074",1
"Continente","CS SAPE",0,2018,5,"0214010074",3
"Continente","CS SAPE",0,2018,6,"0214010074",2
"Continente","CS SAPE",0,2018,7,"0214010074",2
"Continente","CS SAPE",0,2018,7,"0214010082",1
"Continente","CS SAPE",0,2018,4,"0214010090",2
"Continente","CS SAPE",0,2018,5,"0214010090",3
"Continente","CS SAPE",0,2018,6,"0214010090",2
"Continente","CS SAPE",0,2018,7,"0214010090",2
"Continente","CS SAPE",0,2018,4,"0214010104",2
"Continente","CS SAPE",0,2018,5,"0214010104",3
"Continente","CS SAPE",0,2018,6,"0214010104",2
"Continente","CS SAPE",0,2018,7,"0214010104",2
"Continente","CS SAPE",1,2018,4,"0214010040",1
"Continente","CS SAPE",1,2018,5,"0214010040",3
"Continente","CS SAPE",1,2018,6,"0214010040",2
"Continente","CS SAPE",1,2018,7,"0214010040",1
"Continente","CS SAPE",1,2018,4,"0214010058",2
"Continente","CS SAPE",1,2018,5,"0214010058",1
"Continente","CS SAPE",1,2018,6,"0214010058",10
"Continente","CS SAPE",1,2018,7,"0214010058",3
"Continente","CS SAPE",1,2018,4,"0214010074",2
"Continente","CS SAPE",1,2018,5,"0214010074",1
"Continente","CS SAPE",1,2018,6,"0214010074",10
"Continente","CS SAPE",1,2018,7,"0214010074",4
"Continente","CS SAPE",1,2018,4,"0214010082",1
"Continente","CS SAPE",1,2018,5,"0214010082",3
"Continente","CS SAPE",1,2018,6,"0214010082",3
"Continente","CS SAPE",1,2018,7,"0214010082",1
"Continente","CS SAPE",1,2018,4,"0214010090",2
"Continente","CS SAPE",1,2018,5,"0214010090",1
"Continente","CS SAPE",1,2018,6,"0214010090",9
"Continente","CS SAPE",1,2018,7,"0214010090",3
"Continente","CS SAPE",1,2018,4,"0214010104",3
"Continente","CS SAPE",1,2018,5,"0214010104",2
"Continente","CS SAPE",1,2018,6,"0214010104",11
"Continente","CS SAPE",1,2018,7,"0214010104",4
"Continente","CS VILA APARECIDA",0,2018,6,"0214010058",1
"Continente","CS VILA APARECIDA",0,2018,7,"0214010058",1
"Continente","CS VILA APARECIDA",0,2018,6,"0214010074",1
"Continente","CS VILA APARECIDA",0,2018,7,"0214010074",1
"Continente","CS VILA APARECIDA",0,2018,6,"0214010090",1
"Continente","CS VILA APARECIDA",0,2018,6,"0214010104",1
"Norte","CS BARRA DA LAGOA",0,2018,4,"0214010058",1
"Norte","CS BARRA DA LAGOA",0,2018,6,"0214010058",2
"Norte","CS BARRA DA LAGOA",0,2018,4,"0214010074",1
"Norte","CS BARRA DA LAGOA",0,2018,6,"0214010074",2
"Norte","CS BARRA DA LAGOA",0,2018,4,"0214010090",1
"Norte","CS BARRA DA LAGOA",0,2018,6,"0214010090",2
"Norte","CS BARRA DA LAGOA",0,2018,4,"0214010104",1
"Norte","CS BARRA DA LAGOA",1,2018,5,"0214010058",1
"Norte","CS BARRA DA LAGOA",1,2018,7,"0214010058",1
"Norte","CS BARRA DA LAGOA",1,2018,5,"0214010074",2
"Norte","CS BARRA DA LAGOA",1,2018,7,"0214010074",1
"Norte","CS BARRA DA LAGOA",1,2018,5,"0214010090",1
"Norte","CS BARRA DA LAGOA",1,2018,7,"0214010090",1
"Norte","CS BARRA DA LAGOA",1,2018,5,"0214010104",1
"Norte","CS BARRA DA LAGOA",1,2018,7,"0214010104",1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,5,"0214010040",1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,4,"0214010058",1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,6,"0214010058",8
"Norte","CS CACHOEIRA BOM JESUS",0,2018,7,"0214010058",3
"Norte","CS CACHOEIRA BOM JESUS",0,2018,4,"0214010074",1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,6,"0214010074",8
"Norte","CS CACHOEIRA BOM JESUS",0,2018,7,"0214010074",3
"Norte","CS CACHOEIRA BOM JESUS",0,2018,4,"0214010082",1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,4,"0214010090",1
"Norte","CS CACHOEIRA BOM JESUS",0,2018,6,"0214010090",8
"Norte","CS CACHOEIRA BOM JESUS",0,2018,7,"0214010090",2
"Norte","CS CACHOEIRA BOM JESUS",0,2018,4,"0214010104",2
"Norte","CS CACHOEIRA BOM JESUS",0,2018,6,"0214010104",8
"Norte","CS CACHOEIRA BOM JESUS",0,2018,7,"0214010104",3
"Norte","CS CACHOEIRA BOM JESUS",1,2018,4,"0214010040",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,4,"0214010058",2
"Norte","CS CACHOEIRA BOM JESUS",1,2018,5,"0214010058",2
"Norte","CS CACHOEIRA BOM JESUS",1,2018,6,"0214010058",3
"Norte","CS CACHOEIRA BOM JESUS",1,2018,7,"0214010058",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,5,"0214010074",2
"Norte","CS CACHOEIRA BOM JESUS",1,2018,6,"0214010074",4
"Norte","CS CACHOEIRA BOM JESUS",1,2018,7,"0214010074",3
"Norte","CS CACHOEIRA BOM JESUS",1,2018,4,"0214010082",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,4,"0214010090",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,5,"0214010090",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,6,"0214010090",3
"Norte","CS CACHOEIRA BOM JESUS",1,2018,7,"0214010090",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,4,"0214010104",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,5,"0214010104",1
"Norte","CS CACHOEIRA BOM JESUS",1,2018,6,"0214010104",3
"Norte","CS CACHOEIRA BOM JESUS",1,2018,7,"0214010104",1
"Norte","CS CANASVIEIRAS",0,2018,6,"0214010040",1
"Norte","CS CANASVIEIRAS",0,2018,5,"0214010058",2
"Norte","CS CANASVIEIRAS",0,2018,6,"0214010058",2
"Norte","CS CANASVIEIRAS",0,2018,5,"0214010074",3
"Norte","CS CANASVIEIRAS",0,2018,6,"0214010074",2
"Norte","CS CANASVIEIRAS",0,2018,6,"0214010082",2
"Norte","CS CANASVIEIRAS",0,2018,5,"0214010090",3
"Norte","CS CANASVIEIRAS",0,2018,6,"0214010090",2
"Norte","CS CANASVIEIRAS",0,2018,5,"0214010104",3
"Norte","CS CANASVIEIRAS",0,2018,6,"0214010104",3
"Norte","CS CANASVIEIRAS",1,2018,5,"0214010058",4
"Norte","CS CANASVIEIRAS",1,2018,7,"0214010058",1
"Norte","CS CANASVIEIRAS",1,2018,5,"0214010074",3
"Norte","CS CANASVIEIRAS",1,2018,7,"0214010074",1
"Norte","CS CANASVIEIRAS",1,2018,5,"0214010090",3
"Norte","CS CANASVIEIRAS",1,2018,7,"0214010090",1
"Norte","CS CANASVIEIRAS",1,2018,5,"0214010104",3
"Norte","CS CANASVIEIRAS",1,2018,7,"0214010104",1
"Norte","CS CANASVIEIRAS",2,2018,5,"0214010040",1
"Norte","CS CANASVIEIRAS",2,2018,5,"0214010058",7
"Norte","CS CANASVIEIRAS",2,2018,6,"0214010058",7
"Norte","CS CANASVIEIRAS",2,2018,7,"0214010058",2
"Norte","CS CANASVIEIRAS",2,2018,5,"0214010074",7
"Norte","CS CANASVIEIRAS",2,2018,6,"0214010074",7
"Norte","CS CANASVIEIRAS",2,2018,7,"0214010074",3
"Norte","CS CANASVIEIRAS",2,2018,5,"0214010090",3
"Norte","CS CANASVIEIRAS",2,2018,6,"0214010090",6
"Norte","CS CANASVIEIRAS",2,2018,7,"0214010090",3
"Norte","CS CANASVIEIRAS",2,2018,5,"0214010104",3
"Norte","CS CANASVIEIRAS",2,2018,6,"0214010104",5
"Norte","CS CANASVIEIRAS",2,2018,7,"0214010104",3
"Norte","CS CANASVIEIRAS",3,2018,4,"0214010058",1
"Norte","CS CANASVIEIRAS",3,2018,6,"0214010058",1
"Norte","CS CANASVIEIRAS",3,2018,4,"0214010074",1
"Norte","CS CANASVIEIRAS",3,2018,6,"0214010074",1
"Norte","CS CANASVIEIRAS",3,2018,4,"0214010090",1
"Norte","CS CANASVIEIRAS",3,2018,6,"0214010090",1
"Norte","CS CANASVIEIRAS",3,2018,4,"0214010104",1
"Norte","CS CANASVIEIRAS",3,2018,6,"0214010104",1
"Norte","CS CANASVIEIRAS",4,2018,5,"0214010058",2
"Norte","CS CANASVIEIRAS",4,2018,6,"0214010058",1
"Norte","CS CANASVIEIRAS",4,2018,7,"0214010058",1
"Norte","CS CANASVIEIRAS",4,2018,5,"0214010074",3
"Norte","CS CANASVIEIRAS",4,2018,6,"0214010074",1
"Norte","CS CANASVIEIRAS",4,2018,7,"0214010074",1
"Norte","CS CANASVIEIRAS",4,2018,5,"0214010090",2
"Norte","CS CANASVIEIRAS",4,2018,7,"0214010090",1
"Norte","CS CANASVIEIRAS",4,2018,5,"0214010104",2
"Norte","CS CANASVIEIRAS",4,2018,7,"0214010104",1
"Norte","CS INGLESES",1,2018,4,"0214010040",1
"Norte","CS INGLESES",1,2018,5,"0214010040",1
"Norte","CS INGLESES",1,2018,5,"0214010058",1
"Norte","CS INGLESES",1,2018,7,"0214010058",1
"Norte","CS INGLESES",1,2018,5,"0214010074",1
"Norte","CS INGLESES",1,2018,7,"0214010074",1
"Norte","CS INGLESES",1,2018,4,"0214010082",1
"Norte","CS INGLESES",1,2018,5,"0214010082",1
"Norte","CS INGLESES",1,2018,4,"0214010090",1
"Norte","CS INGLESES",1,2018,7,"0214010090",1
"Norte","CS INGLESES",1,2018,5,"0214010104",2
"Norte","CS INGLESES",2,2018,4,"0214010058",2
"Norte","CS INGLESES",2,2018,4,"0214010074",2
"Norte","CS INGLESES",2,2018,4,"0214010090",1
"Norte","CS INGLESES",2,2018,4,"0214010104",1
"Norte","CS INGLESES",3,2018,4,"0214010058",1
"Norte","CS INGLESES",3,2018,5,"0214010058",3
"Norte","CS INGLESES",3,2018,6,"0214010058",2
"Norte","CS INGLESES",3,2018,4,"0214010074",2
"Norte","CS INGLESES",3,2018,5,"0214010074",3
"Norte","CS INGLESES",3,2018,6,"0214010074",2
"Norte","CS INGLESES",3,2018,4,"0214010090",1
"Norte","CS INGLESES",3,2018,5,"0214010090",3
"Norte","CS INGLESES",3,2018,6,"0214010090",1
"Norte","CS INGLESES",3,2018,4,"0214010104",1
"Norte","CS INGLESES",3,2018,5,"0214010104",1
"Norte","CS INGLESES",3,2018,6,"0214010104",2
"Norte","CS INGLESES",4,2018,6,"0214010040",1
"Norte","CS INGLESES",4,2018,4,"0214010058",1
"Norte","CS INGLESES",4,2018,5,"0214010058",2
"Norte","CS INGLESES",4,2018,6,"0214010058",1
"Norte","CS INGLESES",4,2018,4,"0214010074",1
"Norte","CS INGLESES",4,2018,5,"0214010074",2
"Norte","CS INGLESES",4,2018,6,"0214010074",1
"Norte","CS INGLESES",4,2018,6,"0214010082",1
"Norte","CS INGLESES",4,2018,5,"0214010090",2
"Norte","CS INGLESES",4,2018,6,"0214010090",1
"Norte","CS INGLESES",4,2018,5,"0214010104",2
"Norte","CS INGLESES",5,2018,6,"0214010040",2
"Norte","CS INGLESES",5,2018,7,"0214010074",1
"Norte","CS INGLESES",5,2018,7,"0214010090",1
"Norte","CS INGLESES",5,2018,7,"0214010104",2
"Norte","CS INGLESES",6,2018,5,"0214010058",2
"Norte","CS INGLESES",6,2018,7,"0214010058",3
"Norte","CS INGLESES",6,2018,5,"0214010074",3
"Norte","CS INGLESES",6,2018,7,"0214010074",2
"Norte","CS INGLESES",6,2018,5,"0214010090",2
"Norte","CS INGLESES",6,2018,7,"0214010090",2
"Norte","CS INGLESES",6,2018,5,"0214010104",1
"Norte","CS INGLESES",8,2018,4,"0214010058",1
"Norte","CS INGLESES",8,2018,5,"0214010058",1
"Norte","CS INGLESES",8,2018,4,"0214010074",1
"Norte","CS INGLESES",8,2018,5,"0214010074",1
"Norte","CS INGLESES",8,2018,4,"0214010090",2
"Norte","CS JURERE",0,2018,5,"0214010040",1
"Norte","CS JURERE",0,2018,4,"0214010058",1
"Norte","CS JURERE",0,2018,6,"0214010058",4
"Norte","CS JURERE",0,2018,7,"0214010058",1
"Norte","CS JURERE",0,2018,4,"0214010074",1
"Norte","CS JURERE",0,2018,5,"0214010074",1
"Norte","CS JURERE",0,2018,6,"0214010074",4
"Norte","CS JURERE",0,2018,7,"0214010074",1
"Norte","CS JURERE",0,2018,4,"0214010090",1
"Norte","CS JURERE",0,2018,6,"0214010090",2
"Norte","CS JURERE",0,2018,7,"0214010090",1
"Norte","CS JURERE",0,2018,4,"0214010104",1
"Norte","CS JURERE",0,2018,6,"0214010104",3
"Norte","CS JURERE",0,2018,7,"0214010104",1
"Norte","CS PONTA DAS CANAS",0,2018,5,"0214010058",2
"Norte","CS PONTA DAS CANAS",0,2018,6,"0214010058",1
"Norte","CS PONTA DAS CANAS",0,2018,7,"0214010058",1
"Norte","CS PONTA DAS CANAS",0,2018,5,"0214010074",3
"Norte","CS PONTA DAS CANAS",0,2018,6,"0214010074",1
"Norte","CS PONTA DAS CANAS",0,2018,7,"0214010074",1
"Norte","CS PONTA DAS CANAS",0,2018,5,"0214010090",1
"Norte","CS PONTA DAS CANAS",0,2018,6,"0214010090",1
"Norte","CS PONTA DAS CANAS",0,2018,7,"0214010090",1
"Norte","CS PONTA DAS CANAS",0,2018,5,"0214010104",2
"Norte","CS PONTA DAS CANAS",0,2018,6,"0214010104",1
"Norte","CS PONTA DAS CANAS",0,2018,7,"0214010104",1
"Norte","CS PONTA DAS CANAS",1,2018,4,"0214010058",1
"Norte","CS PONTA DAS CANAS",1,2018,6,"0214010058",1
"Norte","CS PONTA DAS CANAS",1,2018,7,"0214010058",2
"Norte","CS PONTA DAS CANAS",1,2018,4,"0214010074",1
"Norte","CS PONTA DAS CANAS",1,2018,6,"0214010074",1
"Norte","CS PONTA DAS CANAS",1,2018,7,"0214010074",2
"Norte","CS PONTA DAS CANAS",1,2018,4,"0214010090",1
"Norte","CS PONTA DAS CANAS",1,2018,6,"0214010090",1
"Norte","CS PONTA DAS CANAS",1,2018,7,"0214010090",2
"Norte","CS PONTA DAS CANAS",1,2018,6,"0214010104",1
"Norte","CS PONTA DAS CANAS",1,2018,7,"0214010104",2
"Norte","CS RATONES",0,2018,6,"0214010040",4
"Norte","CS RATONES",0,2018,4,"0214010058",3
"Norte","CS RATONES",0,2018,6,"0214010058",3
"Norte","CS RATONES",0,2018,7,"0214010058",2
"Norte","CS RATONES",0,2018,4,"0214010074",2
"Norte","CS RATONES",0,2018,6,"0214010074",3
"Norte","CS RATONES",0,2018,7,"0214010074",1
"Norte","CS RATONES",0,2018,4,"0214010082",1
"Norte","CS RATONES",0,2018,6,"0214010082",4
"Norte","CS RATONES",0,2018,6,"0214010090",3
"Norte","CS RATONES",0,2018,7,"0214010090",1
"Norte","CS RATONES",0,2018,4,"0214010104",3
"Norte","CS RATONES",0,2018,6,"0214010104",7
"Norte","CS RATONES",0,2018,7,"0214010104",1
"Norte","CS RATONES",1,2018,6,"0214010040",1
"Norte","CS RATONES",1,2018,4,"0214010058",2
"Norte","CS RATONES",1,2018,6,"0214010058",2
"Norte","CS RATONES",1,2018,6,"0214010074",2
