"DISTRITO","UNIDADE","TRIMESTRE","TIPO","VALOR"
"Centro","CS TRINDADE","2014 Q4","PORCENT_ESP_ODO",58.71
"Norte","CS VARGEM GRANDE","2014 Q4","PORCENT_ESP_ODO",43.75
"Norte","CS VARGEM PEQUENA","2014 Q4","PORCENT_ESP_ODO",38.74
"Continente","CS VILA APARECIDA","2014 Q4","PORCENT_ESP_ODO",70.8
"Continente","CS ABRAÃO","2015 Q1","PORCENT_ESP_ODO",48.25
"Centro","CS AGRONÔMICA","2015 Q1","PORCENT_ESP_ODO",72.39
"Sul","CS ALTO RIBEIRÃO","2015 Q1","PORCENT_ESP_ODO",58.51
"Sul","CS ARMAÇÃO","2015 Q1","PORCENT_ESP_ODO",58.96
"Continente","CS BALNEÁRIO","2015 Q1","PORCENT_ESP_ODO",50
"Norte","CS BARRA DA LAGOA","2015 Q1","PORCENT_ESP_ODO",54.55
"Norte","CS CACHOEIRA BOM JESUS","2015 Q1","PORCENT_ESP_ODO",56.57
"Sul","CS CAIEIRA BARRA DO SUL","2015 Q1","PORCENT_ESP_ODO",50
"Sul","CS CAMPECHE","2015 Q1","PORCENT_ESP_ODO",42.31
"Norte","CS CANASVIEIRAS","2015 Q1","PORCENT_ESP_ODO",40.31
"Sul","CS CANTO DA LAGOA","2015 Q1","PORCENT_ESP_ODO",49.23
"Continente","CS CAPOEIRAS","2015 Q1","PORCENT_ESP_ODO",53.27
"Sul","CS CARIANOS","2015 Q1","PORCENT_ESP_ODO",52.25
"Centro","CS CENTRO","2015 Q1","PORCENT_ESP_ODO",53.7
"Continente","CS COLONINHA","2015 Q1","PORCENT_ESP_ODO",53.35
"Continente","CS COQUEIROS","2015 Q1","PORCENT_ESP_ODO",51.17
"Centro","CS CÓRREGO GRANDE","2015 Q1","PORCENT_ESP_ODO",72.41
"Sul","CS COSTA DA LAGOA","2015 Q1","PORCENT_ESP_ODO",78
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2015 Q1","PORCENT_ESP_ODO",46.54
"Continente","CS ESTREITO","2015 Q1","PORCENT_ESP_ODO",41.58
"Sul","CS FAZENDA DO RIO TAVARES","2015 Q1","PORCENT_ESP_ODO",68.22
"Norte","CS INGLESES","2015 Q1","PORCENT_ESP_ODO",43.78
"Centro","CS ITACORUBI","2015 Q1","PORCENT_ESP_ODO",65.97
"Continente","CS JARDIM ATLÂNTICO","2015 Q1","PORCENT_ESP_ODO",39.11
"Centro","CS JOÃO PAULO","2015 Q1","PORCENT_ESP_ODO",45.41
"Norte","CS JURERE","2015 Q1","PORCENT_ESP_ODO",37.44
"Sul","CS LAGOA DA CONCEIÇÃO","2015 Q1","PORCENT_ESP_ODO",67.63
"Continente","CS MONTE CRISTO","2015 Q1","PORCENT_ESP_ODO",63.96
"Centro","CS MONTE SERRAT","2015 Q1","PORCENT_ESP_ODO",59.57
"Sul","CS MORRO DAS PEDRAS","2015 Q1","PORCENT_ESP_ODO",72.69
"Continente","CS NOVO CONTINENTE","2015 Q1","PORCENT_ESP_ODO",56.32
"Centro","CS PANTANAL","2015 Q1","PORCENT_ESP_ODO",55.74
