"DISTRITO","UNIDADE","AREA","ANO","MES","PESSOAS"
"Sul","CS TAPERA",0,2018,4,146
"Sul","CS TAPERA",0,2018,5,243
"Sul","CS TAPERA",0,2018,6,267
"Sul","CS TAPERA",0,2018,7,266
"Sul","CS TAPERA",1,2018,4,91
"Sul","CS TAPERA",1,2018,5,156
"Sul","CS TAPERA",1,2018,6,162
"Sul","CS TAPERA",1,2018,7,132
"Sul","CS TAPERA",2,2018,4,103
"Sul","CS TAPERA",2,2018,5,190
"Sul","CS TAPERA",2,2018,6,208
"Sul","CS TAPERA",2,2018,7,203
"Sul","CS TAPERA",3,2018,4,109
"Sul","CS TAPERA",3,2018,5,202
"Sul","CS TAPERA",3,2018,6,230
"Sul","CS TAPERA",3,2018,7,243
