"DISTRITO","UNIDADE","AREA","ANO","MES","CONSULTA_MED","CONSULTA_ODO","ENCS_MED","ENCS_ODO"
"Sul","CS PANTANO DO SUL",0,2018,6,440,113,32,1
"Sul","CS PANTANO DO SUL",0,2018,7,517,117,32,1
"Sul","CS RIBEIRÃO DA ILHA",0,2018,4,207,65,27,7
"Sul","CS RIBEIRÃO DA ILHA",0,2018,5,228,51,13,7
"Sul","CS RIBEIRÃO DA ILHA",0,2018,6,248,81,17,12
"Sul","CS RIBEIRÃO DA ILHA",0,2018,7,134,3,9,0
"Sul","CS RIO TAVARES",0,2018,4,190,34,24,0
"Sul","CS RIO TAVARES",0,2018,5,270,50,26,3
"Sul","CS RIO TAVARES",0,2018,6,261,50,33,5
"Sul","CS RIO TAVARES",0,2018,7,389,10,51,1
"Sul","CS RIO TAVARES",1,2018,4,159,17,15,0
"Sul","CS RIO TAVARES",1,2018,5,244,29,19,2
"Sul","CS RIO TAVARES",1,2018,6,158,52,20,5
"Sul","CS RIO TAVARES",1,2018,7,266,7,23,1
"Sul","CS RIO TAVARES",2,2018,4,63,5,2,0
"Sul","CS RIO TAVARES",2,2018,5,85,10,9,0
"Sul","CS RIO TAVARES",2,2018,6,78,17,7,2
"Sul","CS RIO TAVARES",2,2018,7,114,11,12,0
"Sul","CS RIO TAVARES",3,2018,4,33,4,6,2
"Sul","CS RIO TAVARES",3,2018,5,58,5,6,0
"Sul","CS RIO TAVARES",3,2018,6,39,10,2,0
"Sul","CS RIO TAVARES",3,2018,7,64,1,7,0
"Sul","CS TAPERA",0,2018,4,342,7,11,0
"Sul","CS TAPERA",0,2018,5,623,63,46,2
"Sul","CS TAPERA",0,2018,6,771,66,40,3
"Sul","CS TAPERA",0,2018,7,831,29,43,2
"Sul","CS TAPERA",1,2018,4,234,7,25,0
"Sul","CS TAPERA",1,2018,5,358,53,34,2
"Sul","CS TAPERA",1,2018,6,497,60,46,2
"Sul","CS TAPERA",1,2018,7,379,59,27,1
"Sul","CS TAPERA",2,2018,4,307,7,31,0
"Sul","CS TAPERA",2,2018,5,503,68,40,1
"Sul","CS TAPERA",2,2018,6,577,70,72,6
"Sul","CS TAPERA",2,2018,7,558,71,53,1
"Sul","CS TAPERA",3,2018,4,248,7,12,1
"Sul","CS TAPERA",3,2018,5,544,59,37,4
"Sul","CS TAPERA",3,2018,6,664,53,40,3
"Sul","CS TAPERA",3,2018,7,648,38,43,0
