DISTRITO,UNIDADE,AREA,ANO,MES,CONSULTA_MED,CONSULTA_ODO,ENCS_MED,ENCS_ODO
Centro,CS AGRONÔMICA,0,2013,1,223,98,40,7
Centro,CS AGRONÔMICA,0,2013,2,125,74,9,5
Centro,CS AGRONÔMICA,0,2013,3,221,71,39,2
Centro,CS AGRONÔMICA,0,2013,4,260,85,53,8
Centro,CS AGRONÔMICA,0,2013,5,222,80,30,1
Centro,CS AGRONÔMICA,0,2013,6,252,93,36,2
Centro,CS AGRONÔMICA,0,2013,7,190,81,15,3
Centro,CS AGRONÔMICA,0,2013,8,270,68,38,3
Centro,CS AGRONÔMICA,0,2013,9,270,86,34,3
Centro,CS AGRONÔMICA,0,2013,10,302,89,44,5
Centro,CS AGRONÔMICA,0,2013,11,289,70,34,2
Centro,CS AGRONÔMICA,0,2013,12,282,78,41,3
Centro,CS AGRONÔMICA,0,2014,1,282,118,44,6
Centro,CS AGRONÔMICA,0,2014,2,314,93,46,12
Centro,CS AGRONÔMICA,0,2014,3,302,90,44,7
Centro,CS AGRONÔMICA,0,2014,4,293,94,42,8
Centro,CS AGRONÔMICA,0,2014,5,334,104,44,8
Centro,CS AGRONÔMICA,0,2014,6,272,85,41,6
Centro,CS AGRONÔMICA,0,2014,7,278,118,46,4
Centro,CS AGRONÔMICA,0,2014,8,135,104,16,4
Centro,CS AGRONÔMICA,0,2014,9,287,31,47,2
Centro,CS AGRONÔMICA,0,2014,10,231,101,25,5
Centro,CS AGRONÔMICA,0,2014,11,266,89,33,7
Centro,CS AGRONÔMICA,0,2014,12,269,77,43,4
Centro,CS AGRONÔMICA,0,2015,1,129,93,8,6
Centro,CS AGRONÔMICA,0,2015,2,281,58,36,6
Centro,CS AGRONÔMICA,0,2015,3,267,47,49,1
Centro,CS AGRONÔMICA,0,2015,4,366,33,29,4
Centro,CS AGRONÔMICA,0,2015,5,194,39,15,2
Centro,CS AGRONÔMICA,0,2015,6,370,83,40,3
Centro,CS AGRONÔMICA,0,2015,7,409,25,41,4
Centro,CS AGRONÔMICA,0,2015,8,359,78,42,5
Centro,CS AGRONÔMICA,0,2015,9,378,81,30,6
Centro,CS AGRONÔMICA,0,2015,10,324,63,39,3
Centro,CS AGRONÔMICA,0,2015,11,289,70,29,2
Centro,CS AGRONÔMICA,0,2015,12,116,35,9,2
Centro,CS AGRONÔMICA,0,2016,1,309,40,28,4
Centro,CS AGRONÔMICA,0,2016,2,222,71,26,2
Centro,CS AGRONÔMICA,0,2016,3,150,42,14,0
Centro,CS AGRONÔMICA,0,2016,4,339,45,32,0
Centro,CS AGRONÔMICA,0,2016,5,423,86,32,4
Centro,CS AGRONÔMICA,0,2016,6,382,69,17,5
Centro,CS AGRONÔMICA,0,2016,7,425,114,18,3
Centro,CS AGRONÔMICA,0,2016,8,295,17,15,2
Centro,CS AGRONÔMICA,0,2016,9,471,90,28,4
Centro,CS AGRONÔMICA,0,2016,10,409,83,25,4
Centro,CS AGRONÔMICA,0,2016,11,458,90,31,3
Centro,CS AGRONÔMICA,0,2016,12,346,52,23,5
Centro,CS AGRONÔMICA,0,2017,1,240,38,20,0
Centro,CS AGRONÔMICA,0,2017,2,83,22,3,2
Centro,CS AGRONÔMICA,0,2017,3,270,77,20,2
Centro,CS AGRONÔMICA,0,2017,4,288,117,28,3
Centro,CS AGRONÔMICA,0,2017,5,287,148,19,4
Centro,CS AGRONÔMICA,0,2017,6,280,111,20,4
Centro,CS AGRONÔMICA,0,2017,7,286,108,15,3
Centro,CS AGRONÔMICA,0,2017,8,442,46,34,6
Centro,CS AGRONÔMICA,0,2017,9,428,85,30,7
Centro,CS AGRONÔMICA,0,2017,10,568,101,33,3
Centro,CS AGRONÔMICA,0,2017,11,478,96,33,4
Centro,CS AGRONÔMICA,0,2017,12,383,80,33,5
Centro,CS AGRONÔMICA,1,2013,1,233,78,33,2
Centro,CS AGRONÔMICA,1,2013,2,148,42,22,1
Centro,CS AGRONÔMICA,1,2013,3,186,79,23,4
Centro,CS AGRONÔMICA,1,2013,4,247,67,36,4
Centro,CS AGRONÔMICA,1,2013,5,195,53,30,0
Centro,CS AGRONÔMICA,1,2013,6,189,46,28,1
Centro,CS AGRONÔMICA,1,2013,7,186,74,38,2
Centro,CS AGRONÔMICA,1,2013,8,107,40,5,1
Centro,CS AGRONÔMICA,1,2013,9,230,24,30,0
Centro,CS AGRONÔMICA,1,2013,10,240,58,39,1
Centro,CS AGRONÔMICA,1,2013,11,277,40,35,3
Centro,CS AGRONÔMICA,1,2013,12,203,52,20,4
Centro,CS AGRONÔMICA,1,2014,1,267,59,30,2
Centro,CS AGRONÔMICA,1,2014,2,189,68,23,1
Centro,CS AGRONÔMICA,1,2014,3,266,55,46,5
Centro,CS AGRONÔMICA,1,2014,4,286,66,35,0
Centro,CS AGRONÔMICA,1,2014,5,281,66,37,5
Centro,CS AGRONÔMICA,1,2014,6,246,76,26,1
Centro,CS AGRONÔMICA,1,2014,7,305,72,50,1
Centro,CS AGRONÔMICA,1,2014,8,261,71,43,3
Centro,CS AGRONÔMICA,1,2014,9,121,72,6,2
Centro,CS AGRONÔMICA,1,2014,10,232,37,29,2
Centro,CS AGRONÔMICA,1,2014,11,235,84,21,5
Centro,CS AGRONÔMICA,1,2014,12,222,34,25,5
Centro,CS AGRONÔMICA,1,2015,1,236,94,22,2
Centro,CS AGRONÔMICA,1,2015,2,211,35,16,4
Centro,CS AGRONÔMICA,1,2015,3,287,22,32,1
Centro,CS AGRONÔMICA,1,2015,4,271,41,19,3
Centro,CS AGRONÔMICA,1,2015,5,123,21,10,1
Centro,CS AGRONÔMICA,1,2015,6,294,58,37,2
Centro,CS AGRONÔMICA,1,2015,7,349,21,51,5
Centro,CS AGRONÔMICA,1,2015,8,335,64,50,10
Centro,CS AGRONÔMICA,1,2015,9,305,52,48,6
Centro,CS AGRONÔMICA,1,2015,10,303,65,37,3
Centro,CS AGRONÔMICA,1,2015,11,254,64,29,4
Centro,CS AGRONÔMICA,1,2015,12,182,23,25,0
Centro,CS AGRONÔMICA,1,2016,1,264,34,31,2
Centro,CS AGRONÔMICA,1,2016,2,223,71,26,0
Centro,CS AGRONÔMICA,1,2016,3,127,56,15,4
Centro,CS AGRONÔMICA,1,2016,4,245,73,29,3
Centro,CS AGRONÔMICA,1,2016,5,276,91,26,2
Centro,CS AGRONÔMICA,1,2016,6,274,65,24,1
Centro,CS AGRONÔMICA,1,2016,7,263,53,26,0
Centro,CS AGRONÔMICA,1,2016,8,207,21,17,1
Centro,CS AGRONÔMICA,1,2016,9,303,81,26,3
Centro,CS AGRONÔMICA,1,2016,10,253,69,24,1
Centro,CS AGRONÔMICA,1,2016,11,302,51,22,1
Centro,CS AGRONÔMICA,1,2016,12,265,32,25,0
Centro,CS AGRONÔMICA,1,2017,1,195,21,15,0
Centro,CS AGRONÔMICA,1,2017,2,98,20,3,1
Centro,CS AGRONÔMICA,1,2017,3,452,69,38,5
Centro,CS AGRONÔMICA,1,2017,4,337,58,26,0
Centro,CS AGRONÔMICA,1,2017,5,418,107,37,5
Centro,CS AGRONÔMICA,1,2017,6,370,76,25,0
Centro,CS AGRONÔMICA,1,2017,7,353,91,23,2
Centro,CS AGRONÔMICA,1,2017,8,472,76,32,1
Centro,CS AGRONÔMICA,1,2017,9,315,67,13,1
Centro,CS AGRONÔMICA,1,2017,10,466,36,25,0
Centro,CS AGRONÔMICA,1,2017,11,468,66,22,3
Centro,CS AGRONÔMICA,1,2017,12,352,61,12,0
Centro,CS AGRONÔMICA,2,2013,1,223,40,24,2
Centro,CS AGRONÔMICA,2,2013,2,197,35,29,1
Centro,CS AGRONÔMICA,2,2013,3,225,72,24,9
Centro,CS AGRONÔMICA,2,2013,4,275,56,30,4
Centro,CS AGRONÔMICA,2,2013,5,203,58,25,7
Centro,CS AGRONÔMICA,2,2013,6,294,36,33,0
Centro,CS AGRONÔMICA,2,2013,7,192,60,19,6
Centro,CS AGRONÔMICA,2,2013,8,272,70,28,6
Centro,CS AGRONÔMICA,2,2013,9,265,58,22,8
Centro,CS AGRONÔMICA,2,2013,10,296,57,35,2
Centro,CS AGRONÔMICA,2,2013,11,219,35,15,4
Centro,CS AGRONÔMICA,2,2013,12,167,46,14,3
Centro,CS AGRONÔMICA,2,2014,1,306,81,47,11
Centro,CS AGRONÔMICA,2,2014,2,266,57,36,9
Centro,CS AGRONÔMICA,2,2014,3,238,33,27,4
Centro,CS AGRONÔMICA,2,2014,4,281,32,44,5
Centro,CS AGRONÔMICA,2,2014,5,287,48,36,0
Centro,CS AGRONÔMICA,2,2014,6,257,64,28,2
Centro,CS AGRONÔMICA,2,2014,7,202,63,23,5
Centro,CS AGRONÔMICA,2,2014,8,277,58,49,8
Centro,CS AGRONÔMICA,2,2014,9,189,55,23,4
Centro,CS AGRONÔMICA,2,2014,10,176,42,23,2
Centro,CS AGRONÔMICA,2,2014,11,290,48,45,5
Centro,CS AGRONÔMICA,2,2014,12,266,56,34,6
Centro,CS AGRONÔMICA,2,2015,1,306,27,39,3
Centro,CS AGRONÔMICA,2,2015,2,269,51,38,8
Centro,CS AGRONÔMICA,2,2015,3,308,49,53,7
Centro,CS AGRONÔMICA,2,2015,4,263,30,35,4
Centro,CS AGRONÔMICA,2,2015,5,143,21,14,1
Centro,CS AGRONÔMICA,2,2015,6,323,42,28,3
Centro,CS AGRONÔMICA,2,2015,7,335,34,32,5
Centro,CS AGRONÔMICA,2,2015,8,354,55,38,9
Centro,CS AGRONÔMICA,2,2015,9,314,48,31,8
Centro,CS AGRONÔMICA,2,2015,10,296,48,44,5
Centro,CS AGRONÔMICA,2,2015,11,283,50,23,5
Centro,CS AGRONÔMICA,2,2015,12,231,37,30,5
Centro,CS AGRONÔMICA,2,2016,1,329,36,40,5
Centro,CS AGRONÔMICA,2,2016,2,210,66,27,3
Centro,CS AGRONÔMICA,2,2016,3,154,29,13,2
Centro,CS AGRONÔMICA,2,2016,4,293,50,41,3
Centro,CS AGRONÔMICA,2,2016,5,295,47,37,2
Centro,CS AGRONÔMICA,2,2016,6,298,67,28,5
Centro,CS AGRONÔMICA,2,2016,7,267,40,25,1
Centro,CS AGRONÔMICA,2,2016,8,200,43,25,4
Centro,CS AGRONÔMICA,2,2016,9,360,66,54,5
Centro,CS AGRONÔMICA,2,2016,10,267,57,32,3
Centro,CS AGRONÔMICA,2,2016,11,271,41,27,2
Centro,CS AGRONÔMICA,2,2016,12,275,50,30,5
Centro,CS AGRONÔMICA,2,2017,1,184,26,26,0
Centro,CS AGRONÔMICA,2,2017,2,77,20,2,1
Centro,CS AGRONÔMICA,2,2017,3,395,66,67,3
Centro,CS AGRONÔMICA,2,2017,4,197,48,17,4
Centro,CS AGRONÔMICA,2,2017,5,261,68,26,5
Centro,CS AGRONÔMICA,2,2017,6,232,84,19,5
Centro,CS AGRONÔMICA,2,2017,7,255,79,24,5
Centro,CS AGRONÔMICA,2,2017,8,297,40,23,1
Centro,CS AGRONÔMICA,2,2017,9,380,65,36,2
Centro,CS AGRONÔMICA,2,2017,10,472,70,39,2
Centro,CS AGRONÔMICA,2,2017,11,392,73,36,0
Centro,CS AGRONÔMICA,2,2017,12,313,67,24,7
Centro,CS AGRONÔMICA,3,2013,1,221,70,25,3
Centro,CS AGRONÔMICA,3,2013,2,179,49,28,4
Centro,CS AGRONÔMICA,3,2013,3,245,65,27,5
Centro,CS AGRONÔMICA,3,2013,4,285,85,38,2
Centro,CS AGRONÔMICA,3,2013,5,167,79,24,5
Centro,CS AGRONÔMICA,3,2013,6,307,51,44,0
Centro,CS AGRONÔMICA,3,2013,7,224,74,26,3
Centro,CS AGRONÔMICA,3,2013,8,225,75,20,6
Centro,CS AGRONÔMICA,3,2013,9,257,63,30,4
Centro,CS AGRONÔMICA,3,2013,10,265,70,22,4
Centro,CS AGRONÔMICA,3,2013,11,273,37,34,5
Centro,CS AGRONÔMICA,3,2013,12,187,60,22,1
Centro,CS AGRONÔMICA,3,2014,1,334,60,42,5
Centro,CS AGRONÔMICA,3,2014,2,251,89,35,2
Centro,CS AGRONÔMICA,3,2014,3,299,52,36,3
Centro,CS AGRONÔMICA,3,2014,4,293,93,26,3
Centro,CS AGRONÔMICA,3,2014,5,249,86,32,5
Centro,CS AGRONÔMICA,3,2014,6,275,74,41,8
Centro,CS AGRONÔMICA,3,2014,7,304,94,42,3
Centro,CS AGRONÔMICA,3,2014,8,267,77,25,4
Centro,CS AGRONÔMICA,3,2014,9,212,78,26,9
Centro,CS AGRONÔMICA,3,2014,10,199,41,26,5
Centro,CS AGRONÔMICA,3,2014,11,275,54,33,1
Centro,CS AGRONÔMICA,3,2014,12,278,48,31,3
Centro,CS AGRONÔMICA,3,2015,1,273,55,42,3
Centro,CS AGRONÔMICA,3,2015,2,238,47,36,7
Centro,CS AGRONÔMICA,3,2015,3,324,43,48,3
Centro,CS AGRONÔMICA,3,2015,4,298,36,33,3
Centro,CS AGRONÔMICA,3,2015,5,153,22,19,4
Centro,CS AGRONÔMICA,3,2015,6,339,64,44,4
Centro,CS AGRONÔMICA,3,2015,7,350,31,36,6
Centro,CS AGRONÔMICA,3,2015,8,320,80,29,17
Centro,CS AGRONÔMICA,3,2015,9,375,60,45,6
Centro,CS AGRONÔMICA,3,2015,10,363,52,50,3
Centro,CS AGRONÔMICA,3,2015,11,236,53,27,7
Centro,CS AGRONÔMICA,3,2015,12,204,32,21,5
Centro,CS AGRONÔMICA,3,2016,1,308,51,30,2
Centro,CS AGRONÔMICA,3,2016,2,237,52,21,2
Centro,CS AGRONÔMICA,3,2016,3,185,38,21,1
Centro,CS AGRONÔMICA,3,2016,4,262,61,24,2
Centro,CS AGRONÔMICA,3,2016,5,232,66,26,6
Centro,CS AGRONÔMICA,3,2016,6,225,102,24,3
Centro,CS AGRONÔMICA,3,2016,7,173,86,11,3
Centro,CS AGRONÔMICA,3,2016,8,243,56,21,8
Centro,CS AGRONÔMICA,3,2016,9,444,83,28,5
Centro,CS AGRONÔMICA,3,2016,10,375,83,22,8
Centro,CS AGRONÔMICA,3,2016,11,436,62,33,8
Centro,CS AGRONÔMICA,3,2016,12,347,57,24,3
Centro,CS AGRONÔMICA,3,2017,1,295,27,26,0
Centro,CS AGRONÔMICA,3,2017,2,155,16,5,1
Centro,CS AGRONÔMICA,3,2017,3,545,80,41,5
Centro,CS AGRONÔMICA,3,2017,4,378,76,34,7
Centro,CS AGRONÔMICA,3,2017,5,431,110,29,12
Centro,CS AGRONÔMICA,3,2017,6,362,95,29,13
Centro,CS AGRONÔMICA,3,2017,7,351,82,27,8
Centro,CS AGRONÔMICA,3,2017,8,503,71,48,8
Centro,CS AGRONÔMICA,3,2017,9,455,76,44,6
Centro,CS AGRONÔMICA,3,2017,10,434,85,25,11
Centro,CS AGRONÔMICA,3,2017,11,399,52,18,1
Centro,CS AGRONÔMICA,3,2017,12,361,68,18,11
Centro,CS CENTRO,0,2013,1,298,73,37,3
Centro,CS CENTRO,0,2013,2,311,53,37,3
Centro,CS CENTRO,0,2013,3,289,78,38,1
Centro,CS CENTRO,0,2013,4,364,96,46,1
Centro,CS CENTRO,0,2013,5,301,52,27,3
Centro,CS CENTRO,0,2013,6,308,59,34,5
Centro,CS CENTRO,0,2013,7,224,54,31,2
Centro,CS CENTRO,0,2013,8,256,68,19,2
Centro,CS CENTRO,0,2013,9,304,74,47,5
Centro,CS CENTRO,0,2013,10,367,53,48,8
Centro,CS CENTRO,0,2013,11,319,77,35,3
Centro,CS CENTRO,0,2013,12,260,68,26,2
Centro,CS CENTRO,0,2014,1,265,81,28,4
Centro,CS CENTRO,0,2014,2,314,70,29,5
Centro,CS CENTRO,0,2014,3,332,64,40,5
Centro,CS CENTRO,0,2014,4,363,70,38,0
Centro,CS CENTRO,0,2014,5,364,47,39,2
Centro,CS CENTRO,0,2014,6,372,51,38,3
Centro,CS CENTRO,0,2014,7,383,89,40,3
Centro,CS CENTRO,0,2014,8,384,78,52,3
Centro,CS CENTRO,0,2014,9,185,46,10,2
Centro,CS CENTRO,0,2014,10,314,50,37,0
Centro,CS CENTRO,0,2014,11,341,64,45,3
Centro,CS CENTRO,0,2014,12,272,55,27,0
Centro,CS CENTRO,0,2015,1,265,58,29,4
Centro,CS CENTRO,0,2015,2,230,60,24,2
Centro,CS CENTRO,0,2015,3,329,68,45,1
Centro,CS CENTRO,0,2015,4,303,62,49,2
Centro,CS CENTRO,0,2015,5,282,27,34,0
Centro,CS CENTRO,0,2015,6,340,60,45,3
Centro,CS CENTRO,0,2015,7,410,88,39,5
Centro,CS CENTRO,0,2015,8,368,72,58,4
Centro,CS CENTRO,0,2015,9,315,81,52,3
Centro,CS CENTRO,0,2015,10,365,39,33,3
Centro,CS CENTRO,0,2015,11,277,53,27,3
Centro,CS CENTRO,0,2015,12,309,48,29,0
Centro,CS CENTRO,0,2016,1,365,76,42,7
Centro,CS CENTRO,0,2016,2,351,69,52,2
Centro,CS CENTRO,0,2016,3,302,49,36,3
Centro,CS CENTRO,0,2016,4,411,75,51,3
Centro,CS CENTRO,0,2016,5,329,81,33,5
Centro,CS CENTRO,0,2016,6,217,52,19,2
Centro,CS CENTRO,0,2016,7,329,88,30,4
Centro,CS CENTRO,0,2016,8,295,77,34,4
Centro,CS CENTRO,0,2016,9,372,76,36,4
Centro,CS CENTRO,0,2016,10,293,63,28,1
Centro,CS CENTRO,0,2016,11,399,85,50,3
Centro,CS CENTRO,0,2016,12,284,45,29,2
Centro,CS CENTRO,0,2017,1,145,41,12,2
Centro,CS CENTRO,0,2017,2,75,38,2,1
Centro,CS CENTRO,0,2017,3,477,62,45,4
Centro,CS CENTRO,0,2017,4,307,66,24,0
Centro,CS CENTRO,0,2017,5,414,77,41,4
Centro,CS CENTRO,0,2017,6,366,30,40,1
Centro,CS CENTRO,0,2017,7,334,91,34,3
Centro,CS CENTRO,0,2017,8,430,101,45,6
Centro,CS CENTRO,0,2017,9,351,70,31,4
Centro,CS CENTRO,0,2017,10,456,47,40,3
Centro,CS CENTRO,0,2017,11,437,51,34,2
Centro,CS CENTRO,0,2017,12,385,62,26,9
Centro,CS CENTRO,1,2013,1,138,41,16,4
Centro,CS CENTRO,1,2013,2,109,25,7,0
Centro,CS CENTRO,1,2013,3,113,24,12,1
Centro,CS CENTRO,1,2013,4,136,22,16,0
Centro,CS CENTRO,1,2013,5,151,27,10,1
Centro,CS CENTRO,1,2013,6,132,17,14,2
Centro,CS CENTRO,1,2013,7,107,34,10,0
Centro,CS CENTRO,1,2013,8,145,40,17,1
Centro,CS CENTRO,1,2013,9,135,36,22,2
Centro,CS CENTRO,1,2013,10,224,19,36,1
Centro,CS CENTRO,1,2013,11,175,16,22,0
Centro,CS CENTRO,1,2013,12,155,18,25,0
Centro,CS CENTRO,1,2014,1,130,28,26,0
Centro,CS CENTRO,1,2014,2,82,23,2,0
Centro,CS CENTRO,1,2014,3,205,19,48,1
Centro,CS CENTRO,1,2014,4,189,19,38,0
Centro,CS CENTRO,1,2014,5,170,14,28,1
Centro,CS CENTRO,1,2014,6,171,16,34,1
Centro,CS CENTRO,1,2014,7,170,28,35,1
Centro,CS CENTRO,1,2014,8,172,28,26,0
Centro,CS CENTRO,1,2014,9,139,7,18,1
Centro,CS CENTRO,1,2014,10,146,34,15,2
Centro,CS CENTRO,1,2014,11,160,31,24,0
Centro,CS CENTRO,1,2014,12,125,23,12,0
Centro,CS CENTRO,1,2015,1,91,29,11,1
Centro,CS CENTRO,1,2015,2,109,34,7,0
Centro,CS CENTRO,1,2015,3,120,22,19,1
Centro,CS CENTRO,1,2015,4,160,20,27,0
Centro,CS CENTRO,1,2015,5,95,10,13,1
Centro,CS CENTRO,1,2015,6,195,21,39,1
Centro,CS CENTRO,1,2015,7,187,31,37,3
Centro,CS CENTRO,1,2015,8,190,25,37,0
Centro,CS CENTRO,1,2015,9,167,19,31,1
Centro,CS CENTRO,1,2015,10,196,14,26,1
Centro,CS CENTRO,1,2015,11,162,29,25,1
Centro,CS CENTRO,1,2015,12,126,21,20,1
Centro,CS CENTRO,1,2016,1,71,42,2,3
Centro,CS CENTRO,1,2016,2,129,21,28,0
Centro,CS CENTRO,1,2016,3,164,18,30,1
Centro,CS CENTRO,1,2016,4,192,24,29,3
Centro,CS CENTRO,1,2016,5,156,13,23,1
Centro,CS CENTRO,1,2016,6,119,14,19,0
Centro,CS CENTRO,1,2016,7,140,40,22,2
Centro,CS CENTRO,1,2016,8,137,36,27,2
Centro,CS CENTRO,1,2016,9,163,24,33,1
Centro,CS CENTRO,1,2016,10,143,14,31,1
Centro,CS CENTRO,1,2016,11,164,17,34,2
Centro,CS CENTRO,1,2016,12,115,8,17,0
Centro,CS CENTRO,1,2017,1,80,26,10,0
Centro,CS CENTRO,1,2017,2,33,21,0,0
Centro,CS CENTRO,1,2017,3,221,42,41,3
Centro,CS CENTRO,1,2017,4,143,25,28,0
Centro,CS CENTRO,1,2017,5,207,25,34,0
Centro,CS CENTRO,1,2017,6,154,1,17,0
Centro,CS CENTRO,1,2017,7,175,18,20,1
Centro,CS CENTRO,1,2017,8,179,23,43,2
Centro,CS CENTRO,1,2017,9,206,26,43,2
Centro,CS CENTRO,1,2017,10,176,13,31,1
Centro,CS CENTRO,1,2017,11,172,25,17,0
Centro,CS CENTRO,1,2017,12,156,17,17,0
Centro,CS CENTRO,2,2013,1,225,39,27,3
Centro,CS CENTRO,2,2013,2,177,32,21,2
Centro,CS CENTRO,2,2013,3,170,36,16,2
Centro,CS CENTRO,2,2013,4,239,40,36,4
Centro,CS CENTRO,2,2013,5,221,43,26,4
Centro,CS CENTRO,2,2013,6,204,26,27,6
Centro,CS CENTRO,2,2013,7,148,28,14,3
Centro,CS CENTRO,2,2013,8,187,49,23,3
Centro,CS CENTRO,2,2013,9,196,41,29,2
Centro,CS CENTRO,2,2013,10,233,20,42,3
Centro,CS CENTRO,2,2013,11,211,19,44,1
Centro,CS CENTRO,2,2013,12,227,23,36,2
Centro,CS CENTRO,2,2014,1,117,50,3,1
Centro,CS CENTRO,2,2014,2,196,36,24,4
Centro,CS CENTRO,2,2014,3,240,33,24,1
Centro,CS CENTRO,2,2014,4,280,31,34,1
Centro,CS CENTRO,2,2014,5,256,27,44,4
Centro,CS CENTRO,2,2014,6,250,44,32,0
Centro,CS CENTRO,2,2014,7,219,53,24,5
Centro,CS CENTRO,2,2014,8,263,33,33,3
Centro,CS CENTRO,2,2014,9,216,22,30,2
Centro,CS CENTRO,2,2014,10,179,43,24,1
Centro,CS CENTRO,2,2014,11,205,51,16,1
Centro,CS CENTRO,2,2014,12,158,36,21,5
Centro,CS CENTRO,2,2015,1,104,28,11,1
Centro,CS CENTRO,2,2015,2,189,32,27,3
Centro,CS CENTRO,2,2015,3,222,35,33,2
Centro,CS CENTRO,2,2015,4,211,44,31,1
Centro,CS CENTRO,2,2015,5,155,14,25,0
Centro,CS CENTRO,2,2015,6,194,35,23,5
Centro,CS CENTRO,2,2015,7,263,57,30,5
Centro,CS CENTRO,2,2015,8,244,46,38,0
Centro,CS CENTRO,2,2015,9,219,37,30,3
Centro,CS CENTRO,2,2015,10,232,19,34,0
Centro,CS CENTRO,2,2015,11,213,36,17,4
Centro,CS CENTRO,2,2015,12,208,39,29,1
Centro,CS CENTRO,2,2016,1,191,46,21,1
Centro,CS CENTRO,2,2016,2,137,25,13,0
Centro,CS CENTRO,2,2016,3,253,42,32,3
Centro,CS CENTRO,2,2016,4,203,35,22,1
Centro,CS CENTRO,2,2016,5,179,45,27,3
Centro,CS CENTRO,2,2016,6,182,33,21,0
Centro,CS CENTRO,2,2016,7,190,41,29,2
Centro,CS CENTRO,2,2016,8,200,33,38,0
Centro,CS CENTRO,2,2016,9,189,41,34,3
Centro,CS CENTRO,2,2016,10,207,31,26,0
Centro,CS CENTRO,2,2016,11,211,42,31,0
Centro,CS CENTRO,2,2016,12,197,12,26,0
Centro,CS CENTRO,2,2017,1,92,27,11,0
Centro,CS CENTRO,2,2017,2,65,20,3,1
Centro,CS CENTRO,2,2017,3,284,33,33,2
Centro,CS CENTRO,2,2017,4,162,52,15,3
Centro,CS CENTRO,2,2017,5,298,62,28,1
Centro,CS CENTRO,2,2017,6,240,10,27,0
Centro,CS CENTRO,2,2017,7,249,58,25,4
Centro,CS CENTRO,2,2017,8,292,59,24,2
Centro,CS CENTRO,2,2017,9,251,45,19,3
Centro,CS CENTRO,2,2017,10,295,23,30,0
Centro,CS CENTRO,2,2017,11,328,29,26,2
Centro,CS CENTRO,2,2017,12,255,38,15,1
Centro,CS CÓRREGO GRANDE,0,2013,1,288,28,25,0
Centro,CS CÓRREGO GRANDE,0,2013,2,220,56,30,0
Centro,CS CÓRREGO GRANDE,0,2013,3,252,59,18,4
Centro,CS CÓRREGO GRANDE,0,2013,4,337,60,22,4
Centro,CS CÓRREGO GRANDE,0,2013,5,204,36,25,0
Centro,CS CÓRREGO GRANDE,0,2013,6,148,63,8,0
Centro,CS CÓRREGO GRANDE,0,2013,7,256,22,17,2
Centro,CS CÓRREGO GRANDE,0,2013,8,325,36,31,1
Centro,CS CÓRREGO GRANDE,0,2013,9,287,44,15,1
Centro,CS CÓRREGO GRANDE,0,2013,10,333,24,18,1
Centro,CS CÓRREGO GRANDE,0,2013,11,207,45,11,1
Centro,CS CÓRREGO GRANDE,0,2013,12,188,64,11,0
Centro,CS CÓRREGO GRANDE,0,2014,1,209,20,22,0
Centro,CS CÓRREGO GRANDE,0,2014,2,281,62,30,0
Centro,CS CÓRREGO GRANDE,0,2014,3,210,49,10,0
Centro,CS CÓRREGO GRANDE,0,2014,4,219,47,21,0
Centro,CS CÓRREGO GRANDE,0,2014,5,267,60,26,0
Centro,CS CÓRREGO GRANDE,0,2014,6,230,74,17,1
Centro,CS CÓRREGO GRANDE,0,2014,7,287,104,22,1
Centro,CS CÓRREGO GRANDE,0,2014,8,265,59,15,1
Centro,CS CÓRREGO GRANDE,0,2014,9,282,11,11,1
Centro,CS CÓRREGO GRANDE,0,2014,10,221,7,12,2
Centro,CS CÓRREGO GRANDE,0,2014,11,209,11,20,1
Centro,CS CÓRREGO GRANDE,0,2014,12,239,9,20,0
Centro,CS CÓRREGO GRANDE,0,2015,1,144,9,5,1
Centro,CS CÓRREGO GRANDE,0,2015,2,196,8,14,0
Centro,CS CÓRREGO GRANDE,0,2015,3,242,12,14,0
Centro,CS CÓRREGO GRANDE,0,2015,4,224,48,23,0
Centro,CS CÓRREGO GRANDE,0,2015,5,135,39,4,1
Centro,CS CÓRREGO GRANDE,0,2015,6,210,50,14,0
Centro,CS CÓRREGO GRANDE,0,2015,7,182,69,13,0
Centro,CS CÓRREGO GRANDE,0,2015,8,265,60,19,1
Centro,CS CÓRREGO GRANDE,0,2015,9,304,59,24,1
Centro,CS CÓRREGO GRANDE,0,2015,10,246,51,17,1
Centro,CS CÓRREGO GRANDE,0,2015,11,280,59,19,1
Centro,CS CÓRREGO GRANDE,0,2015,12,191,55,6,0
Centro,CS CÓRREGO GRANDE,0,2016,1,218,54,13,0
Centro,CS CÓRREGO GRANDE,0,2016,2,248,4,11,0
Centro,CS CÓRREGO GRANDE,0,2016,3,181,34,14,0
Centro,CS CÓRREGO GRANDE,0,2016,4,265,50,14,0
Centro,CS CÓRREGO GRANDE,0,2016,5,287,80,15,0
Centro,CS CÓRREGO GRANDE,0,2016,6,274,57,16,0
Centro,CS CÓRREGO GRANDE,0,2016,7,302,52,17,3
Centro,CS CÓRREGO GRANDE,0,2016,8,208,76,22,4
Centro,CS CÓRREGO GRANDE,0,2016,9,193,48,8,0
Centro,CS CÓRREGO GRANDE,0,2016,10,252,45,19,0
Centro,CS CÓRREGO GRANDE,0,2016,11,219,32,15,0
Centro,CS CÓRREGO GRANDE,0,2016,12,181,44,4,0
