"DISTRITO","UNIDADE","TRIMESTRE","VALOR"
"Norte","CS SANTO ANTONIO LISBOA","2016 Q1",116
"Continente","CS SAPE","2016 Q1",13
"Sul","CS TAPERA","2016 Q1",452
"Centro","CS TRINDADE","2016 Q1",161
"Norte","CS VARGEM GRANDE","2016 Q1",249
"Norte","CS VARGEM PEQUENA","2016 Q1",94
"Continente","CS VILA APARECIDA","2016 Q1",11
"Continente","CS ABRAÃO","2016 Q2",32
"Centro","CS AGRONÔMICA","2016 Q2",154
"Sul","CS ALTO RIBEIRÃO","2016 Q2",259
"Sul","CS ARMAÇÃO","2016 Q2",227
"Continente","CS BALNEÁRIO","2016 Q2",22
"Norte","CS BARRA DA LAGOA","2016 Q2",147
"Norte","CS CACHOEIRA BOM JESUS","2016 Q2",504
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q2",74
"Sul","CS CAMPECHE","2016 Q2",562
"Norte","CS CANASVIEIRAS","2016 Q2",1577
"Sul","CS CANTO DA LAGOA","2016 Q2",86
"Continente","CS CAPOEIRAS","2016 Q2",24
"Sul","CS CARIANOS","2016 Q2",236
"Centro","CS CENTRO","2016 Q2",95
"Continente","CS COLONINHA","2016 Q2",27
"Continente","CS COQUEIROS","2016 Q2",56
"Centro","CS CÓRREGO GRANDE","2016 Q2",61
"Sul","CS COSTA DA LAGOA","2016 Q2",14
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q2",500
"Continente","CS ESTREITO","2016 Q2",25
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q2",635
"Norte","CS INGLESES","2016 Q2",1682
"Centro","CS ITACORUBI","2016 Q2",131
"Continente","CS JARDIM ATLÂNTICO","2016 Q2",12
"Centro","CS JOÃO PAULO","2016 Q2",26
"Norte","CS JURERE","2016 Q2",212
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q2",209
"Continente","CS MONTE CRISTO","2016 Q2",37
"Centro","CS MONTE SERRAT","2016 Q2",93
"Sul","CS MORRO DAS PEDRAS","2016 Q2",460
"Continente","CS NOVO CONTINENTE","2016 Q2",27
"Centro","CS PANTANAL","2016 Q2",105
"Sul","CS PANTANO DO SUL","2016 Q2",101
"Norte","CS PONTA DAS CANAS","2016 Q2",247
"Centro","CS PRAINHA","2016 Q2",126
"Norte","CS RATONES","2016 Q2",168
"Sul","CS RIBEIRÃO DA ILHA","2016 Q2",165
"Sul","CS RIO TAVARES","2016 Q2",370
"Norte","CS RIO VERMELHO","2016 Q2",825
"Centro","CS SACO DOS LIMÕES","2016 Q2",362
"Norte","CS SACO GRANDE","2016 Q2",243
"Norte","CS SANTINHO","2016 Q2",439
"Norte","CS SANTO ANTONIO LISBOA","2016 Q2",156
"Continente","CS SAPE","2016 Q2",20
"Sul","CS TAPERA","2016 Q2",534
"Centro","CS TRINDADE","2016 Q2",235
"Norte","CS VARGEM GRANDE","2016 Q2",303
"Norte","CS VARGEM PEQUENA","2016 Q2",143
"Continente","CS VILA APARECIDA","2016 Q2",18
"Continente","CS ABRAÃO","2016 Q3",24
"Centro","CS AGRONÔMICA","2016 Q3",163
"Sul","CS ALTO RIBEIRÃO","2016 Q3",380
"Sul","CS ARMAÇÃO","2016 Q3",267
"Continente","CS BALNEÁRIO","2016 Q3",17
"Norte","CS BARRA DA LAGOA","2016 Q3",163
"Norte","CS CACHOEIRA BOM JESUS","2016 Q3",465
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q3",82
"Sul","CS CAMPECHE","2016 Q3",657
"Norte","CS CANASVIEIRAS","2016 Q3",1488
"Sul","CS CANTO DA LAGOA","2016 Q3",94
"Continente","CS CAPOEIRAS","2016 Q3",21
"Sul","CS CARIANOS","2016 Q3",180
"Centro","CS CENTRO","2016 Q3",100
"Continente","CS COLONINHA","2016 Q3",10
"Continente","CS COQUEIROS","2016 Q3",50
"Centro","CS CÓRREGO GRANDE","2016 Q3",59
"Sul","CS COSTA DA LAGOA","2016 Q3",14
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q3",529
"Continente","CS ESTREITO","2016 Q3",32
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q3",668
"Norte","CS INGLESES","2016 Q3",1723
"Centro","CS ITACORUBI","2016 Q3",90
"Continente","CS JARDIM ATLÂNTICO","2016 Q3",6
"Centro","CS JOÃO PAULO","2016 Q3",41
"Norte","CS JURERE","2016 Q3",230
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q3",191
"Continente","CS MONTE CRISTO","2016 Q3",40
"Centro","CS MONTE SERRAT","2016 Q3",79
"Sul","CS MORRO DAS PEDRAS","2016 Q3",490
"Continente","CS NOVO CONTINENTE","2016 Q3",27
"Centro","CS PANTANAL","2016 Q3",85
"Sul","CS PANTANO DO SUL","2016 Q3",105
"Norte","CS PONTA DAS CANAS","2016 Q3",231
"Centro","CS PRAINHA","2016 Q3",150
"Norte","CS RATONES","2016 Q3",145
"Sul","CS RIBEIRÃO DA ILHA","2016 Q3",126
"Sul","CS RIO TAVARES","2016 Q3",424
"Norte","CS RIO VERMELHO","2016 Q3",874
"Centro","CS SACO DOS LIMÕES","2016 Q3",326
"Norte","CS SACO GRANDE","2016 Q3",250
"Norte","CS SANTINHO","2016 Q3",458
"Norte","CS SANTO ANTONIO LISBOA","2016 Q3",191
"Continente","CS SAPE","2016 Q3",18
"Sul","CS TAPERA","2016 Q3",546
"Centro","CS TRINDADE","2016 Q3",210
"Norte","CS VARGEM GRANDE","2016 Q3",336
"Norte","CS VARGEM PEQUENA","2016 Q3",110
"Continente","CS VILA APARECIDA","2016 Q3",18
"Continente","CS ABRAÃO","2016 Q4",31
"Centro","CS AGRONÔMICA","2016 Q4",115
"Sul","CS ALTO RIBEIRÃO","2016 Q4",226
"Sul","CS ARMAÇÃO","2016 Q4",205
"Continente","CS BALNEÁRIO","2016 Q4",13
"Norte","CS BARRA DA LAGOA","2016 Q4",148
"Norte","CS CACHOEIRA BOM JESUS","2016 Q4",463
"Sul","CS CAIEIRA BARRA DO SUL","2016 Q4",92
"Sul","CS CAMPECHE","2016 Q4",561
"Norte","CS CANASVIEIRAS","2016 Q4",1407
"Sul","CS CANTO DA LAGOA","2016 Q4",62
"Continente","CS CAPOEIRAS","2016 Q4",23
"Sul","CS CARIANOS","2016 Q4",179
"Centro","CS CENTRO","2016 Q4",89
"Continente","CS COLONINHA","2016 Q4",14
"Continente","CS COQUEIROS","2016 Q4",27
"Centro","CS CÓRREGO GRANDE","2016 Q4",56
"Sul","CS COSTA DA LAGOA","2016 Q4",24
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2016 Q4",445
"Continente","CS ESTREITO","2016 Q4",26
"Sul","CS FAZENDA DO RIO TAVARES","2016 Q4",524
"Norte","CS INGLESES","2016 Q4",1637
"Centro","CS ITACORUBI","2016 Q4",98
"Continente","CS JARDIM ATLÂNTICO","2016 Q4",12
"Centro","CS JOÃO PAULO","2016 Q4",53
"Norte","CS JURERE","2016 Q4",196
"Sul","CS LAGOA DA CONCEIÇÃO","2016 Q4",220
"Continente","CS MONTE CRISTO","2016 Q4",37
"Centro","CS MONTE SERRAT","2016 Q4",76
"Sul","CS MORRO DAS PEDRAS","2016 Q4",410
"Continente","CS NOVO CONTINENTE","2016 Q4",24
"Centro","CS PANTANAL","2016 Q4",77
"Sul","CS PANTANO DO SUL","2016 Q4",118
"Norte","CS PONTA DAS CANAS","2016 Q4",204
"Centro","CS PRAINHA","2016 Q4",140
"Norte","CS RATONES","2016 Q4",138
"Sul","CS RIBEIRÃO DA ILHA","2016 Q4",134
"Sul","CS RIO TAVARES","2016 Q4",370
"Norte","CS RIO VERMELHO","2016 Q4",836
"Centro","CS SACO DOS LIMÕES","2016 Q4",251
"Norte","CS SACO GRANDE","2016 Q4",243
"Norte","CS SANTINHO","2016 Q4",387
"Norte","CS SANTO ANTONIO LISBOA","2016 Q4",221
"Continente","CS SAPE","2016 Q4",15
"Sul","CS TAPERA","2016 Q4",459
"Centro","CS TRINDADE","2016 Q4",204
"Norte","CS VARGEM GRANDE","2016 Q4",312
"Norte","CS VARGEM PEQUENA","2016 Q4",89
"Continente","CS VILA APARECIDA","2016 Q4",10
"Continente","CS ABRAÃO","2017 Q1",15
"Centro","CS AGRONÔMICA","2017 Q1",80
"Sul","CS ALTO RIBEIRÃO","2017 Q1",146
"Sul","CS ARMAÇÃO","2017 Q1",110
"Continente","CS BALNEÁRIO","2017 Q1",6
"Norte","CS BARRA DA LAGOA","2017 Q1",97
"Norte","CS CACHOEIRA BOM JESUS","2017 Q1",247
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q1",52
"Sul","CS CAMPECHE","2017 Q1",341
"Norte","CS CANASVIEIRAS","2017 Q1",755
"Sul","CS CANTO DA LAGOA","2017 Q1",46
"Continente","CS CAPOEIRAS","2017 Q1",12
"Sul","CS CARIANOS","2017 Q1",78
"Centro","CS CENTRO","2017 Q1",59
"Continente","CS COLONINHA","2017 Q1",14
"Continente","CS COQUEIROS","2017 Q1",20
"Centro","CS CÓRREGO GRANDE","2017 Q1",37
"Sul","CS COSTA DA LAGOA","2017 Q1",17
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q1",288
"Continente","CS ESTREITO","2017 Q1",7
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q1",322
"Norte","CS INGLESES","2017 Q1",833
"Centro","CS ITACORUBI","2017 Q1",59
"Continente","CS JARDIM ATLÂNTICO","2017 Q1",3
"Centro","CS JOÃO PAULO","2017 Q1",16
"Norte","CS JURERE","2017 Q1",94
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q1",112
"Continente","CS MONTE CRISTO","2017 Q1",25
"Centro","CS MONTE SERRAT","2017 Q1",55
"Sul","CS MORRO DAS PEDRAS","2017 Q1",254
"Continente","CS NOVO CONTINENTE","2017 Q1",11
"Centro","CS PANTANAL","2017 Q1",54
"Sul","CS PANTANO DO SUL","2017 Q1",51
"Norte","CS PONTA DAS CANAS","2017 Q1",140
"Centro","CS PRAINHA","2017 Q1",71
"Norte","CS RATONES","2017 Q1",86
"Sul","CS RIBEIRÃO DA ILHA","2017 Q1",76
"Sul","CS RIO TAVARES","2017 Q1",270
"Norte","CS RIO VERMELHO","2017 Q1",445
"Centro","CS SACO DOS LIMÕES","2017 Q1",163
"Norte","CS SACO GRANDE","2017 Q1",151
"Norte","CS SANTINHO","2017 Q1",227
"Norte","CS SANTO ANTONIO LISBOA","2017 Q1",104
"Continente","CS SAPE","2017 Q1",9
"Sul","CS TAPERA","2017 Q1",270
"Centro","CS TRINDADE","2017 Q1",106
"Norte","CS VARGEM GRANDE","2017 Q1",151
"Norte","CS VARGEM PEQUENA","2017 Q1",70
"Continente","CS VILA APARECIDA","2017 Q1",15
"Continente","CS ABRAÃO","2017 Q2",21
"Centro","CS AGRONÔMICA","2017 Q2",131
"Sul","CS ALTO RIBEIRÃO","2017 Q2",332
"Sul","CS ARMAÇÃO","2017 Q2",189
"Continente","CS BALNEÁRIO","2017 Q2",11
"Norte","CS BARRA DA LAGOA","2017 Q2",133
"Norte","CS CACHOEIRA BOM JESUS","2017 Q2",496
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q2",85
"Sul","CS CAMPECHE","2017 Q2",569
"Norte","CS CANASVIEIRAS","2017 Q2",1271
"Sul","CS CANTO DA LAGOA","2017 Q2",94
"Continente","CS CAPOEIRAS","2017 Q2",18
"Sul","CS CARIANOS","2017 Q2",177
"Centro","CS CENTRO","2017 Q2",66
"Continente","CS COLONINHA","2017 Q2",18
"Continente","CS COQUEIROS","2017 Q2",41
"Centro","CS CÓRREGO GRANDE","2017 Q2",60
"Sul","CS COSTA DA LAGOA","2017 Q2",11
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q2",488
"Continente","CS ESTREITO","2017 Q2",23
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q2",635
"Norte","CS INGLESES","2017 Q2",1499
"Centro","CS ITACORUBI","2017 Q2",112
"Continente","CS JARDIM ATLÂNTICO","2017 Q2",13
"Centro","CS JOÃO PAULO","2017 Q2",23
"Norte","CS JURERE","2017 Q2",182
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q2",209
"Continente","CS MONTE CRISTO","2017 Q2",30
"Centro","CS MONTE SERRAT","2017 Q2",88
"Sul","CS MORRO DAS PEDRAS","2017 Q2",453
"Continente","CS NOVO CONTINENTE","2017 Q2",25
"Centro","CS PANTANAL","2017 Q2",94
"Sul","CS PANTANO DO SUL","2017 Q2",91
"Norte","CS PONTA DAS CANAS","2017 Q2",197
"Centro","CS PRAINHA","2017 Q2",111
"Norte","CS RATONES","2017 Q2",139
"Sul","CS RIBEIRÃO DA ILHA","2017 Q2",137
"Sul","CS RIO TAVARES","2017 Q2",439
"Norte","CS RIO VERMELHO","2017 Q2",828
"Centro","CS SACO DOS LIMÕES","2017 Q2",282
"Norte","CS SACO GRANDE","2017 Q2",210
"Norte","CS SANTINHO","2017 Q2",405
"Norte","CS SANTO ANTONIO LISBOA","2017 Q2",199
"Continente","CS SAPE","2017 Q2",24
"Sul","CS TAPERA","2017 Q2",481
"Centro","CS TRINDADE","2017 Q2",208
"Norte","CS VARGEM GRANDE","2017 Q2",337
"Norte","CS VARGEM PEQUENA","2017 Q2",83
"Continente","CS VILA APARECIDA","2017 Q2",14
"Continente","CS ABRAÃO","2017 Q3",21
"Centro","CS AGRONÔMICA","2017 Q3",133
"Sul","CS ALTO RIBEIRÃO","2017 Q3",330
"Sul","CS ARMAÇÃO","2017 Q3",181
"Continente","CS BALNEÁRIO","2017 Q3",5
"Norte","CS BARRA DA LAGOA","2017 Q3",149
"Norte","CS CACHOEIRA BOM JESUS","2017 Q3",463
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q3",82
"Sul","CS CAMPECHE","2017 Q3",518
"Norte","CS CANASVIEIRAS","2017 Q3",1344
"Sul","CS CANTO DA LAGOA","2017 Q3",106
"Continente","CS CAPOEIRAS","2017 Q3",28
"Sul","CS CARIANOS","2017 Q3",148
"Centro","CS CENTRO","2017 Q3",77
"Continente","CS COLONINHA","2017 Q3",21
"Continente","CS COQUEIROS","2017 Q3",28
"Centro","CS CÓRREGO GRANDE","2017 Q3",84
"Sul","CS COSTA DA LAGOA","2017 Q3",17
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q3",408
"Continente","CS ESTREITO","2017 Q3",17
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q3",538
"Norte","CS INGLESES","2017 Q3",1631
"Centro","CS ITACORUBI","2017 Q3",129
"Continente","CS JARDIM ATLÂNTICO","2017 Q3",15
"Centro","CS JOÃO PAULO","2017 Q3",33
"Norte","CS JURERE","2017 Q3",229
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q3",239
"Continente","CS MONTE CRISTO","2017 Q3",30
"Centro","CS MONTE SERRAT","2017 Q3",87
"Sul","CS MORRO DAS PEDRAS","2017 Q3",432
"Continente","CS NOVO CONTINENTE","2017 Q3",17
"Centro","CS PANTANAL","2017 Q3",117
"Sul","CS PANTANO DO SUL","2017 Q3",78
"Norte","CS PONTA DAS CANAS","2017 Q3",222
"Centro","CS PRAINHA","2017 Q3",132
"Norte","CS RATONES","2017 Q3",154
"Sul","CS RIBEIRÃO DA ILHA","2017 Q3",143
"Sul","CS RIO TAVARES","2017 Q3",453
"Norte","CS RIO VERMELHO","2017 Q3",831
"Centro","CS SACO DOS LIMÕES","2017 Q3",246
"Norte","CS SACO GRANDE","2017 Q3",219
"Norte","CS SANTINHO","2017 Q3",409
"Norte","CS SANTO ANTONIO LISBOA","2017 Q3",239
"Continente","CS SAPE","2017 Q3",20
"Sul","CS TAPERA","2017 Q3",531
"Centro","CS TRINDADE","2017 Q3",263
"Norte","CS VARGEM GRANDE","2017 Q3",296
"Norte","CS VARGEM PEQUENA","2017 Q3",85
"Continente","CS VILA APARECIDA","2017 Q3",10
"Continente","CS ABRAÃO","2017 Q4",14
"Centro","CS AGRONÔMICA","2017 Q4",62
"Sul","CS ALTO RIBEIRÃO","2017 Q4",241
"Sul","CS ARMAÇÃO","2017 Q4",153
"Continente","CS BALNEÁRIO","2017 Q4",6
"Norte","CS BARRA DA LAGOA","2017 Q4",84
"Norte","CS CACHOEIRA BOM JESUS","2017 Q4",315
"Sul","CS CAIEIRA BARRA DO SUL","2017 Q4",61
"Sul","CS CAMPECHE","2017 Q4",373
"Norte","CS CANASVIEIRAS","2017 Q4",786
"Sul","CS CANTO DA LAGOA","2017 Q4",72
"Continente","CS CAPOEIRAS","2017 Q4",8
"Sul","CS CARIANOS","2017 Q4",130
"Centro","CS CENTRO","2017 Q4",59
"Continente","CS COLONINHA","2017 Q4",9
"Continente","CS COQUEIROS","2017 Q4",24
"Centro","CS CÓRREGO GRANDE","2017 Q4",46
"Sul","CS COSTA DA LAGOA","2017 Q4",10
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2017 Q4",262
"Continente","CS ESTREITO","2017 Q4",20
"Sul","CS FAZENDA DO RIO TAVARES","2017 Q4",434
"Norte","CS INGLESES","2017 Q4",911
"Centro","CS ITACORUBI","2017 Q4",88
"Continente","CS JARDIM ATLÂNTICO","2017 Q4",4
"Centro","CS JOÃO PAULO","2017 Q4",18
"Norte","CS JURERE","2017 Q4",89
"Sul","CS LAGOA DA CONCEIÇÃO","2017 Q4",156
"Continente","CS MONTE CRISTO","2017 Q4",21
"Centro","CS MONTE SERRAT","2017 Q4",49
"Sul","CS MORRO DAS PEDRAS","2017 Q4",299
"Continente","CS NOVO CONTINENTE","2017 Q4",9
"Centro","CS PANTANAL","2017 Q4",71
"Sul","CS PANTANO DO SUL","2017 Q4",82
"Norte","CS PONTA DAS CANAS","2017 Q4",118
"Centro","CS PRAINHA","2017 Q4",69
"Norte","CS RATONES","2017 Q4",95
"Sul","CS RIBEIRÃO DA ILHA","2017 Q4",76
"Sul","CS RIO TAVARES","2017 Q4",377
"Norte","CS RIO VERMELHO","2017 Q4",520
"Centro","CS SACO DOS LIMÕES","2017 Q4",201
"Norte","CS SACO GRANDE","2017 Q4",135
"Norte","CS SANTINHO","2017 Q4",233
"Norte","CS SANTO ANTONIO LISBOA","2017 Q4",110
"Continente","CS SAPE","2017 Q4",9
"Sul","CS TAPERA","2017 Q4",328
"Centro","CS TRINDADE","2017 Q4",209
"Norte","CS VARGEM GRANDE","2017 Q4",177
"Norte","CS VARGEM PEQUENA","2017 Q4",55
"Continente","CS VILA APARECIDA","2017 Q4",14
"Continente","CS ABRAÃO","2018 Q1",15
"Centro","CS AGRONÔMICA","2018 Q1",108
"Sul","CS ALTO RIBEIRÃO","2018 Q1",251
"Sul","CS ARMAÇÃO","2018 Q1",172
"Continente","CS BALNEÁRIO","2018 Q1",8
"Norte","CS BARRA DA LAGOA","2018 Q1",132
"Norte","CS CACHOEIRA BOM JESUS","2018 Q1",398
"Sul","CS CAIEIRA BARRA DO SUL","2018 Q1",67
"Sul","CS CAMPECHE","2018 Q1",481
"Norte","CS CANASVIEIRAS","2018 Q1",1094
"Sul","CS CANTO DA LAGOA","2018 Q1",98
"Continente","CS CAPOEIRAS","2018 Q1",17
"Sul","CS CARIANOS","2018 Q1",146
"Centro","CS CENTRO","2018 Q1",61
"Continente","CS COLONINHA","2018 Q1",13
"Continente","CS COQUEIROS","2018 Q1",18
"Centro","CS CÓRREGO GRANDE","2018 Q1",47
"Sul","CS COSTA DA LAGOA","2018 Q1",10
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2018 Q1",377
"Continente","CS ESTREITO","2018 Q1",14
"Sul","CS FAZENDA DO RIO TAVARES","2018 Q1",536
"Norte","CS INGLESES","2018 Q1",1438
"Centro","CS ITACORUBI","2018 Q1",88
"Continente","CS JARDIM ATLÂNTICO","2018 Q1",2
"Centro","CS JOÃO PAULO","2018 Q1",32
"Norte","CS JURERE","2018 Q1",157
"Sul","CS LAGOA DA CONCEIÇÃO","2018 Q1",173
"Continente","CS MONTE CRISTO","2018 Q1",19
"Centro","CS MONTE SERRAT","2018 Q1",56
"Sul","CS MORRO DAS PEDRAS","2018 Q1",427
"Continente","CS NOVO CONTINENTE","2018 Q1",15
"Centro","CS PANTANAL","2018 Q1",88
"Sul","CS PANTANO DO SUL","2018 Q1",58
"Norte","CS PONTA DAS CANAS","2018 Q1",190
"Centro","CS PRAINHA","2018 Q1",116
"Norte","CS RATONES","2018 Q1",124
"Sul","CS RIBEIRÃO DA ILHA","2018 Q1",98
"Sul","CS RIO TAVARES","2018 Q1",402
"Norte","CS RIO VERMELHO","2018 Q1",648
"Centro","CS SACO DOS LIMÕES","2018 Q1",187
"Norte","CS SACO GRANDE","2018 Q1",188
"Norte","CS SANTINHO","2018 Q1",318
"Norte","CS SANTO ANTONIO LISBOA","2018 Q1",195
"Continente","CS SAPE","2018 Q1",11
"Sul","CS TAPERA","2018 Q1",489
"Centro","CS TRINDADE","2018 Q1",253
"Norte","CS VARGEM GRANDE","2018 Q1",211
"Norte","CS VARGEM PEQUENA","2018 Q1",77
"Continente","CS VILA APARECIDA","2018 Q1",14
