"DISTRITO","UNIDADE","TRIMESTRE","VALOR"
"Sul","CS RIO TAVARES","2013 Q2",334
"Norte","CS RIO VERMELHO","2013 Q2",977
"Centro","CS SACO DOS LIMÕES","2013 Q2",464
"Norte","CS SACO GRANDE","2013 Q2",234
"Norte","CS SANTINHO","2013 Q2",405
"Norte","CS SANTO ANTONIO LISBOA","2013 Q2",164
"Continente","CS SAPE","2013 Q2",23
"Sul","CS TAPERA","2013 Q2",597
"Centro","CS TRINDADE","2013 Q2",259
"Norte","CS VARGEM GRANDE","2013 Q2",273
"Norte","CS VARGEM PEQUENA","2013 Q2",105
"Continente","CS VILA APARECIDA","2013 Q2",19
"Continente","CS ABRAÃO","2013 Q3",37
"Centro","CS AGRONÔMICA","2013 Q3",293
"Sul","CS ALTO RIBEIRÃO","2013 Q3",278
"Sul","CS ARMAÇÃO","2013 Q3",302
"Continente","CS BALNEÁRIO","2013 Q3",21
"Norte","CS BARRA DA LAGOA","2013 Q3",182
"Norte","CS CACHOEIRA BOM JESUS","2013 Q3",623
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q3",80
"Sul","CS CAMPECHE","2013 Q3",554
"Norte","CS CANASVIEIRAS","2013 Q3",1563
"Sul","CS CANTO DA LAGOA","2013 Q3",90
"Continente","CS CAPOEIRAS","2013 Q3",40
"Sul","CS CARIANOS","2013 Q3",230
"Centro","CS CENTRO","2013 Q3",154
"Continente","CS COLONINHA","2013 Q3",34
"Continente","CS COQUEIROS","2013 Q3",54
"Centro","CS CÓRREGO GRANDE","2013 Q3",74
"Sul","CS COSTA DA LAGOA","2013 Q3",20
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q3",617
"Continente","CS ESTREITO","2013 Q3",52
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q3",568
"Norte","CS INGLESES","2013 Q3",1719
"Centro","CS ITACORUBI","2013 Q3",151
"Continente","CS JARDIM ATLÂNTICO","2013 Q3",12
"Centro","CS JOÃO PAULO","2013 Q3",42
"Norte","CS JURERE","2013 Q3",250
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q3",193
"Continente","CS MONTE CRISTO","2013 Q3",85
"Centro","CS MONTE SERRAT","2013 Q3",80
"Sul","CS MORRO DAS PEDRAS","2013 Q3",464
"Continente","CS NOVO CONTINENTE","2013 Q3",55
"Centro","CS PANTANAL","2013 Q3",96
"Sul","CS PANTANO DO SUL","2013 Q3",123
"Norte","CS PONTA DAS CANAS","2013 Q3",340
"Centro","CS PRAINHA","2013 Q3",244
"Norte","CS RATONES","2013 Q3",222
"Sul","CS RIBEIRÃO DA ILHA","2013 Q3",117
"Sul","CS RIO TAVARES","2013 Q3",344
"Norte","CS RIO VERMELHO","2013 Q3",1085
"Centro","CS SACO DOS LIMÕES","2013 Q3",473
"Norte","CS SACO GRANDE","2013 Q3",263
"Norte","CS SANTINHO","2013 Q3",435
"Norte","CS SANTO ANTONIO LISBOA","2013 Q3",198
"Continente","CS SAPE","2013 Q3",23
"Sul","CS TAPERA","2013 Q3",611
"Centro","CS TRINDADE","2013 Q3",205
"Norte","CS VARGEM GRANDE","2013 Q3",285
"Norte","CS VARGEM PEQUENA","2013 Q3",148
"Continente","CS VILA APARECIDA","2013 Q3",26
"Continente","CS ABRAÃO","2013 Q4",46
"Centro","CS AGRONÔMICA","2013 Q4",173
"Sul","CS ALTO RIBEIRÃO","2013 Q4",219
"Sul","CS ARMAÇÃO","2013 Q4",230
"Continente","CS BALNEÁRIO","2013 Q4",23
"Norte","CS BARRA DA LAGOA","2013 Q4",130
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4",523
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q4",63
"Sul","CS CAMPECHE","2013 Q4",414
"Norte","CS CANASVIEIRAS","2013 Q4",1528
"Sul","CS CANTO DA LAGOA","2013 Q4",70
"Continente","CS CAPOEIRAS","2013 Q4",43
"Sul","CS CARIANOS","2013 Q4",155
"Centro","CS CENTRO","2013 Q4",137
"Continente","CS COLONINHA","2013 Q4",43
"Continente","CS COQUEIROS","2013 Q4",46
"Centro","CS CÓRREGO GRANDE","2013 Q4",66
"Sul","CS COSTA DA LAGOA","2013 Q4",8
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",455
"Continente","CS ESTREITO","2013 Q4",40
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4",389
"Norte","CS INGLESES","2013 Q4",1535
"Centro","CS ITACORUBI","2013 Q4",103
"Continente","CS JARDIM ATLÂNTICO","2013 Q4",16
"Centro","CS JOÃO PAULO","2013 Q4",39
"Norte","CS JURERE","2013 Q4",197
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",182
"Continente","CS MONTE CRISTO","2013 Q4",51
"Centro","CS MONTE SERRAT","2013 Q4",73
"Sul","CS MORRO DAS PEDRAS","2013 Q4",341
"Continente","CS NOVO CONTINENTE","2013 Q4",53
"Centro","CS PANTANAL","2013 Q4",70
"Sul","CS PANTANO DO SUL","2013 Q4",91
"Norte","CS PONTA DAS CANAS","2013 Q4",289
"Centro","CS PRAINHA","2013 Q4",217
"Norte","CS RATONES","2013 Q4",216
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4",82
"Sul","CS RIO TAVARES","2013 Q4",244
"Norte","CS RIO VERMELHO","2013 Q4",1009
"Centro","CS SACO DOS LIMÕES","2013 Q4",352
"Norte","CS SACO GRANDE","2013 Q4",256
"Norte","CS SANTINHO","2013 Q4",402
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4",154
"Continente","CS SAPE","2013 Q4",14
"Sul","CS TAPERA","2013 Q4",494
"Centro","CS TRINDADE","2013 Q4",188
"Norte","CS VARGEM GRANDE","2013 Q4",273
"Norte","CS VARGEM PEQUENA","2013 Q4",138
"Continente","CS VILA APARECIDA","2013 Q4",25
"Continente","CS ABRAÃO","2014 Q1",46
"Centro","CS AGRONÔMICA","2014 Q1",235
"Sul","CS ALTO RIBEIRÃO","2014 Q1",276
"Sul","CS ARMAÇÃO","2014 Q1",241
"Continente","CS BALNEÁRIO","2014 Q1",12
"Norte","CS BARRA DA LAGOA","2014 Q1",136
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1",531
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1",70
"Sul","CS CAMPECHE","2014 Q1",496
"Norte","CS CANASVIEIRAS","2014 Q1",1549
"Sul","CS CANTO DA LAGOA","2014 Q1",70
"Continente","CS CAPOEIRAS","2014 Q1",45
"Sul","CS CARIANOS","2014 Q1",216
"Centro","CS CENTRO","2014 Q1",138
"Continente","CS COLONINHA","2014 Q1",33
"Continente","CS COQUEIROS","2014 Q1",52
"Centro","CS CÓRREGO GRANDE","2014 Q1",61
"Sul","CS COSTA DA LAGOA","2014 Q1",15
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",507
"Continente","CS ESTREITO","2014 Q1",36
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1",560
"Norte","CS INGLESES","2014 Q1",1659
"Centro","CS ITACORUBI","2014 Q1",126
"Continente","CS JARDIM ATLÂNTICO","2014 Q1",25
"Centro","CS JOÃO PAULO","2014 Q1",46
"Norte","CS JURERE","2014 Q1",209
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",187
"Continente","CS MONTE CRISTO","2014 Q1",39
"Centro","CS MONTE SERRAT","2014 Q1",89
"Sul","CS MORRO DAS PEDRAS","2014 Q1",383
"Continente","CS NOVO CONTINENTE","2014 Q1",44
"Centro","CS PANTANAL","2014 Q1",93
"Sul","CS PANTANO DO SUL","2014 Q1",98
"Norte","CS PONTA DAS CANAS","2014 Q1",259
"Centro","CS PRAINHA","2014 Q1",240
"Norte","CS RATONES","2014 Q1",212
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1",105
"Sul","CS RIO TAVARES","2014 Q1",327
"Norte","CS RIO VERMELHO","2014 Q1",951
"Centro","CS SACO DOS LIMÕES","2014 Q1",380
"Norte","CS SACO GRANDE","2014 Q1",229
"Norte","CS SANTINHO","2014 Q1",409
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1",180
"Continente","CS SAPE","2014 Q1",23
"Sul","CS TAPERA","2014 Q1",541
"Centro","CS TRINDADE","2014 Q1",198
"Norte","CS VARGEM GRANDE","2014 Q1",295
"Norte","CS VARGEM PEQUENA","2014 Q1",115
"Continente","CS VILA APARECIDA","2014 Q1",31
"Continente","CS ABRAÃO","2014 Q2",28
"Centro","CS AGRONÔMICA","2014 Q2",185
"Sul","CS ALTO RIBEIRÃO","2014 Q2",240
