"DISTRITO","UNIDADE","TRIMESTRE","TIPO","VALOR"
"Sul","CS COSTA DA LAGOA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.31
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.23
"Continente","CS ESTREITO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.43
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.36
"Norte","CS INGLESES","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.97
"Centro","CS ITACORUBI","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",1.39
"Continente","CS JARDIM ATLÂNTICO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",7.04
"Centro","CS JOÃO PAULO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",1.9
"Norte","CS JURERE","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",1.85
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.89
"Continente","CS MONTE CRISTO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.57
"Centro","CS MONTE SERRAT","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",1.95
"Sul","CS MORRO DAS PEDRAS","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.72
"Continente","CS NOVO CONTINENTE","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.24
"Centro","CS PANTANAL","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",5.96
"Sul","CS PANTANO DO SUL","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.17
"Norte","CS PONTA DAS CANAS","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.67
"Centro","CS PRAINHA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.56
"Norte","CS RATONES","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.01
"Sul","CS RIBEIRÃO DA ILHA","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",10.43
"Sul","CS RIO TAVARES","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.91
"Norte","CS RIO VERMELHO","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.7
"Centro","CS SACO DOS LIMÕES","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",2.49
