"DISTRITO","UNIDADE","ANO","MES","CONSULTA_MED","CONSULTA_ODO","ENCS_MED","ENCS_ODO","AREA"
"Sul","CS ARMAÇÃO",2018,4,269,82,14,2,241
"Sul","CS ARMAÇÃO",2018,5,214,89,6,3,241
"Sul","CS ARMAÇÃO",2018,6,337,95,32,4,241
"Sul","CS ARMAÇÃO",2018,7,275,82,22,3,241
"Sul","CS ARMAÇÃO",2018,4,54,10,5,0,242
"Sul","CS ARMAÇÃO",2018,5,61,6,6,1,242
"Sul","CS ARMAÇÃO",2018,6,70,19,3,0,242
"Sul","CS ARMAÇÃO",2018,7,44,11,5,1,242
"Sul","CS CAIEIRA BARRA DO SUL",2018,4,253,23,16,2,200
"Sul","CS CAIEIRA BARRA DO SUL",2018,5,268,8,16,2,200
"Sul","CS CAIEIRA BARRA DO SUL",2018,6,314,7,23,1,200
"Sul","CS CAIEIRA BARRA DO SUL",2018,7,331,15,20,0,200
"Sul","CS CAMPECHE",2018,4,344,36,16,0,280
"Sul","CS CAMPECHE",2018,5,501,14,34,0,280
"Sul","CS CAMPECHE",2018,6,534,90,34,1,280
"Sul","CS CAMPECHE",2018,7,516,64,36,3,280
"Sul","CS CAMPECHE",2018,4,306,45,18,1,281
"Sul","CS CAMPECHE",2018,5,389,10,28,0,281
"Sul","CS CAMPECHE",2018,6,290,78,15,1,281
"Sul","CS CAMPECHE",2018,7,472,80,42,0,281
"Sul","CS CANTO DA LAGOA",2018,4,132,21,12,2,450
"Sul","CS CANTO DA LAGOA",2018,5,154,24,16,0,450
"Sul","CS CANTO DA LAGOA",2018,6,203,43,25,2,450
"Sul","CS CANTO DA LAGOA",2018,7,203,42,23,3,450
"Sul","CS CARIANOS",2018,4,184,92,12,3,270
"Sul","CS CARIANOS",2018,5,226,79,11,2,270
"Sul","CS CARIANOS",2018,6,326,81,32,0,270
"Sul","CS CARIANOS",2018,7,377,95,34,4,270
"Sul","CS CARIANOS",2018,4,225,109,7,4,271
"Sul","CS CARIANOS",2018,5,324,135,16,6,271
"Sul","CS CARIANOS",2018,6,396,128,12,0,271
"Sul","CS CARIANOS",2018,7,542,107,22,5,271
"Sul","CS CARIANOS",2018,4,27,16,3,0,272
"Sul","CS CARIANOS",2018,5,39,12,0,0,272
"Sul","CS CARIANOS",2018,6,37,18,2,0,272
"Sul","CS CARIANOS",2018,7,51,15,4,0,272
"Sul","CS COSTA DA LAGOA",2018,4,14,1,1,0,460
"Sul","CS COSTA DA LAGOA",2018,5,217,16,7,1,460
"Sul","CS COSTA DA LAGOA",2018,6,201,8,18,0,460
"Sul","CS COSTA DA LAGOA",2018,7,224,20,12,1,460
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,4,161,71,13,17,300
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,5,359,19,61,2,300
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,6,120,95,9,5,300
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,7,332,78,43,6,300
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,4,312,65,18,5,301
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,5,367,25,27,3,301
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,6,298,78,26,2,301
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,7,357,93,19,8,301
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,4,230,33,32,3,302
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,5,247,29,36,3,302
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,6,238,73,25,0,302
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2018,7,299,85,36,4,302
"Sul","CS FAZENDA DO RIO TAVARES",2018,4,203,27,22,0,780
"Sul","CS FAZENDA DO RIO TAVARES",2018,5,230,44,33,2,780
"Sul","CS FAZENDA DO RIO TAVARES",2018,6,163,53,8,4,780
"Sul","CS FAZENDA DO RIO TAVARES",2018,7,292,57,31,11,780
"Sul","CS FAZENDA DO RIO TAVARES",2018,4,300,37,20,4,781
"Sul","CS FAZENDA DO RIO TAVARES",2018,5,211,59,12,2,781
"Sul","CS FAZENDA DO RIO TAVARES",2018,6,508,73,37,5,781
"Sul","CS FAZENDA DO RIO TAVARES",2018,7,535,98,35,10,781
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,232,21,6,4,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,381,15,18,2,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,473,55,31,5,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,398,29,7,0,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,208,16,12,1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,194,2,14,0,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,388,40,36,7,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,430,25,42,3,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,176,24,9,2,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,297,12,17,1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,350,32,21,3,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,382,30,31,4,472
"Sul","CS MORRO DAS PEDRAS",2018,4,227,26,18,3,250
"Sul","CS MORRO DAS PEDRAS",2018,5,317,40,32,0,250
"Sul","CS MORRO DAS PEDRAS",2018,6,324,58,29,1,250
"Sul","CS MORRO DAS PEDRAS",2018,7,322,48,27,0,250
"Sul","CS MORRO DAS PEDRAS",2018,4,257,53,26,2,251
"Sul","CS MORRO DAS PEDRAS",2018,5,393,81,42,3,251
"Sul","CS MORRO DAS PEDRAS",2018,6,425,99,56,7,251
"Sul","CS MORRO DAS PEDRAS",2018,7,375,104,53,4,251
"Sul","CS PANTANO DO SUL",2018,4,405,16,28,0,230
"Sul","CS PANTANO DO SUL",2018,5,535,137,35,1,230
"Sul","CS PANTANO DO SUL",2018,6,440,113,32,1,230
"Sul","CS PANTANO DO SUL",2018,7,517,117,32,1,230
"Sul","CS RIBEIRÃO DA ILHA",2018,4,207,65,27,7,220
"Sul","CS RIBEIRÃO DA ILHA",2018,5,228,51,13,7,220
"Sul","CS RIBEIRÃO DA ILHA",2018,6,248,81,17,12,220
"Sul","CS RIBEIRÃO DA ILHA",2018,7,134,3,9,0,220
"Sul","CS RIO TAVARES",2018,4,190,34,24,0,290
"Sul","CS RIO TAVARES",2018,5,270,50,26,3,290
"Sul","CS RIO TAVARES",2018,6,261,50,33,5,290
"Sul","CS RIO TAVARES",2018,7,389,10,51,1,290
"Sul","CS RIO TAVARES",2018,4,159,17,15,0,291
"Sul","CS RIO TAVARES",2018,5,244,29,19,2,291
"Sul","CS RIO TAVARES",2018,6,158,52,20,5,291
"Sul","CS RIO TAVARES",2018,7,266,7,23,1,291
"Sul","CS RIO TAVARES",2018,4,63,5,2,0,292
"Sul","CS RIO TAVARES",2018,5,85,10,9,0,292
"Sul","CS RIO TAVARES",2018,6,78,17,7,2,292
"Sul","CS RIO TAVARES",2018,7,114,11,12,0,292
"Sul","CS RIO TAVARES",2018,4,33,4,6,2,293
"Sul","CS RIO TAVARES",2018,5,58,5,6,0,293
"Sul","CS RIO TAVARES",2018,6,39,10,2,0,293
"Sul","CS RIO TAVARES",2018,7,64,1,7,0,293
"Sul","CS TAPERA",2018,4,342,7,11,0,260
"Sul","CS TAPERA",2018,5,623,63,46,2,260
"Sul","CS TAPERA",2018,6,771,66,40,3,260
"Sul","CS TAPERA",2018,7,831,29,43,2,260
"Sul","CS TAPERA",2018,4,234,7,25,0,261
"Sul","CS TAPERA",2018,5,358,53,34,2,261
"Sul","CS TAPERA",2018,6,497,60,46,2,261
"Sul","CS TAPERA",2018,7,379,59,27,1,261
"Sul","CS TAPERA",2018,4,307,7,31,0,262
"Sul","CS TAPERA",2018,5,503,68,40,1,262
"Sul","CS TAPERA",2018,6,577,70,72,6,262
"Sul","CS TAPERA",2018,7,558,71,53,1,262
"Sul","CS TAPERA",2018,4,248,7,12,1,263
"Sul","CS TAPERA",2018,5,544,59,37,4,263
"Sul","CS TAPERA",2018,6,664,53,40,3,263
"Sul","CS TAPERA",2018,7,648,38,43,0,263
