"DISTRITO","TRIMESTRE","TIPO","VALOR"
"Norte","2017 Q4","ENCS_ODO",328
"Sul","2017 Q4","ENCS_ODO",227
"Centro","2018 Q1","ENCS_ODO",322
"Continente","2018 Q1","ENCS_ODO",255
"Norte","2018 Q1","ENCS_ODO",322
"Sul","2018 Q1","ENCS_ODO",216
"Centro","2013 Q1","PORCENT_ENCAMINHAMENTOS_MED",10.49
"Continente","2013 Q1","PORCENT_ENCAMINHAMENTOS_MED",10.41
"Norte","2013 Q1","PORCENT_ENCAMINHAMENTOS_MED",9
"Sul","2013 Q1","PORCENT_ENCAMINHAMENTOS_MED",9.93
"Centro","2013 Q2","PORCENT_ENCAMINHAMENTOS_MED",10.25
"Continente","2013 Q2","PORCENT_ENCAMINHAMENTOS_MED",10.45
"Norte","2013 Q2","PORCENT_ENCAMINHAMENTOS_MED",9.89
"Sul","2013 Q2","PORCENT_ENCAMINHAMENTOS_MED",9.35
"Centro","2013 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.57
"Continente","2013 Q3","PORCENT_ENCAMINHAMENTOS_MED",10.79
"Norte","2013 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.98
"Sul","2013 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.42
"Centro","2013 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.44
"Continente","2013 Q4","PORCENT_ENCAMINHAMENTOS_MED",10.3
"Norte","2013 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.97
"Sul","2013 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.64
"Centro","2014 Q1","PORCENT_ENCAMINHAMENTOS_MED",10.16
"Continente","2014 Q1","PORCENT_ENCAMINHAMENTOS_MED",9.96
"Norte","2014 Q1","PORCENT_ENCAMINHAMENTOS_MED",10.12
"Sul","2014 Q1","PORCENT_ENCAMINHAMENTOS_MED",9.47
"Centro","2014 Q2","PORCENT_ENCAMINHAMENTOS_MED",10.83
"Continente","2014 Q2","PORCENT_ENCAMINHAMENTOS_MED",10.64
"Norte","2014 Q2","PORCENT_ENCAMINHAMENTOS_MED",11
"Sul","2014 Q2","PORCENT_ENCAMINHAMENTOS_MED",9.32
"Centro","2014 Q3","PORCENT_ENCAMINHAMENTOS_MED",10.7
"Continente","2014 Q3","PORCENT_ENCAMINHAMENTOS_MED",10.45
"Norte","2014 Q3","PORCENT_ENCAMINHAMENTOS_MED",10.31
"Sul","2014 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.18
"Centro","2014 Q4","PORCENT_ENCAMINHAMENTOS_MED",10.12
"Continente","2014 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.78
"Norte","2014 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.35
"Sul","2014 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.23
"Centro","2015 Q1","PORCENT_ENCAMINHAMENTOS_MED",11.2
"Continente","2015 Q1","PORCENT_ENCAMINHAMENTOS_MED",8.57
"Norte","2015 Q1","PORCENT_ENCAMINHAMENTOS_MED",9.81
"Sul","2015 Q1","PORCENT_ENCAMINHAMENTOS_MED",8.97
"Centro","2015 Q2","PORCENT_ENCAMINHAMENTOS_MED",10.13
"Continente","2015 Q2","PORCENT_ENCAMINHAMENTOS_MED",9.05
"Norte","2015 Q2","PORCENT_ENCAMINHAMENTOS_MED",9.5
"Sul","2015 Q2","PORCENT_ENCAMINHAMENTOS_MED",8.8
"Centro","2015 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.92
"Continente","2015 Q3","PORCENT_ENCAMINHAMENTOS_MED",8.87
"Norte","2015 Q3","PORCENT_ENCAMINHAMENTOS_MED",10.2
"Sul","2015 Q3","PORCENT_ENCAMINHAMENTOS_MED",8.9
"Centro","2015 Q4","PORCENT_ENCAMINHAMENTOS_MED",8.86
"Continente","2015 Q4","PORCENT_ENCAMINHAMENTOS_MED",8.11
"Norte","2015 Q4","PORCENT_ENCAMINHAMENTOS_MED",9.19
"Sul","2015 Q4","PORCENT_ENCAMINHAMENTOS_MED",8.37
"Centro","2016 Q1","PORCENT_ENCAMINHAMENTOS_MED",9.35
"Continente","2016 Q1","PORCENT_ENCAMINHAMENTOS_MED",7.92
"Norte","2016 Q1","PORCENT_ENCAMINHAMENTOS_MED",9.2
"Sul","2016 Q1","PORCENT_ENCAMINHAMENTOS_MED",8.26
"Centro","2016 Q2","PORCENT_ENCAMINHAMENTOS_MED",8.46
"Continente","2016 Q2","PORCENT_ENCAMINHAMENTOS_MED",7.65
"Norte","2016 Q2","PORCENT_ENCAMINHAMENTOS_MED",9.58
"Sul","2016 Q2","PORCENT_ENCAMINHAMENTOS_MED",8.13
"Centro","2016 Q3","PORCENT_ENCAMINHAMENTOS_MED",8.09
"Continente","2016 Q3","PORCENT_ENCAMINHAMENTOS_MED",7.2
"Norte","2016 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.42
"Sul","2016 Q3","PORCENT_ENCAMINHAMENTOS_MED",7.47
"Centro","2016 Q4","PORCENT_ENCAMINHAMENTOS_MED",7.91
"Continente","2016 Q4","PORCENT_ENCAMINHAMENTOS_MED",7.41
"Norte","2016 Q4","PORCENT_ENCAMINHAMENTOS_MED",8.97
"Sul","2016 Q4","PORCENT_ENCAMINHAMENTOS_MED",7.08
"Centro","2017 Q1","PORCENT_ENCAMINHAMENTOS_MED",7.4
"Continente","2017 Q1","PORCENT_ENCAMINHAMENTOS_MED",6.99
"Norte","2017 Q1","PORCENT_ENCAMINHAMENTOS_MED",7.57
"Sul","2017 Q1","PORCENT_ENCAMINHAMENTOS_MED",6.74
"Centro","2017 Q2","PORCENT_ENCAMINHAMENTOS_MED",7.51
"Continente","2017 Q2","PORCENT_ENCAMINHAMENTOS_MED",7.33
"Norte","2017 Q2","PORCENT_ENCAMINHAMENTOS_MED",8.71
"Sul","2017 Q2","PORCENT_ENCAMINHAMENTOS_MED",8.11
"Centro","2017 Q3","PORCENT_ENCAMINHAMENTOS_MED",7.56
"Continente","2017 Q3","PORCENT_ENCAMINHAMENTOS_MED",7.26
"Norte","2017 Q3","PORCENT_ENCAMINHAMENTOS_MED",9.96
"Sul","2017 Q3","PORCENT_ENCAMINHAMENTOS_MED",8.23
"Centro","2017 Q4","PORCENT_ENCAMINHAMENTOS_MED",6.93
"Continente","2017 Q4","PORCENT_ENCAMINHAMENTOS_MED",7.12
"Norte","2017 Q4","PORCENT_ENCAMINHAMENTOS_MED",8.85
"Sul","2017 Q4","PORCENT_ENCAMINHAMENTOS_MED",8.24
"Centro","2018 Q1","PORCENT_ENCAMINHAMENTOS_MED",7.38
"Continente","2018 Q1","PORCENT_ENCAMINHAMENTOS_MED",7.63
"Norte","2018 Q1","PORCENT_ENCAMINHAMENTOS_MED",8.16
"Sul","2018 Q1","PORCENT_ENCAMINHAMENTOS_MED",7.71
"Centro","2013 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.67
"Continente","2013 Q1","PORCENT_ENCAMINHAMENTOS_ODO",2.99
"Norte","2013 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.92
"Sul","2013 Q1","PORCENT_ENCAMINHAMENTOS_ODO",2.89
"Centro","2013 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.94
"Continente","2013 Q2","PORCENT_ENCAMINHAMENTOS_ODO",2.7
"Norte","2013 Q2","PORCENT_ENCAMINHAMENTOS_ODO",5.45
"Sul","2013 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.54
"Centro","2013 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.98
"Continente","2013 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.07
"Norte","2013 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.97
"Sul","2013 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.23
"Centro","2013 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4
"Continente","2013 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.05
"Norte","2013 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.58
"Sul","2013 Q4","PORCENT_ENCAMINHAMENTOS_ODO",4.01
"Centro","2014 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.92
"Continente","2014 Q1","PORCENT_ENCAMINHAMENTOS_ODO",2.71
"Norte","2014 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.07
"Sul","2014 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.67
"Centro","2014 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.52
"Continente","2014 Q2","PORCENT_ENCAMINHAMENTOS_ODO",2.73
"Norte","2014 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.52
"Sul","2014 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.33
"Centro","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.13
"Continente","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",4.18
"Norte","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.73
"Sul","2014 Q3","PORCENT_ENCAMINHAMENTOS_ODO",3.27
"Centro","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.72
"Continente","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.88
"Norte","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.38
"Sul","2014 Q4","PORCENT_ENCAMINHAMENTOS_ODO",3.88
"Centro","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",4.72
"Continente","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.44
"Norte","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.44
"Sul","2015 Q1","PORCENT_ENCAMINHAMENTOS_ODO",3.52
"Centro","2015 Q2","PORCENT_ENCAMINHAMENTOS_ODO",3.9
"Continente","2015 Q2","PORCENT_ENCAMINHAMENTOS_ODO",2.31
