"DISTRITO","UNIDADE","TRIMESTRE","VALOR"
"Continente","CS COQUEIROS","2013 Q3",136
"Centro","CS CÓRREGO GRANDE","2013 Q3",71
"Sul","CS COSTA DA LAGOA","2013 Q3",21
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q3",73
"Continente","CS ESTREITO","2013 Q3",120
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q3",19
"Norte","CS INGLESES","2013 Q3",162
"Centro","CS ITACORUBI","2013 Q3",208
"Continente","CS JARDIM ATLÂNTICO","2013 Q3",47
"Centro","CS JOÃO PAULO","2013 Q3",59
"Norte","CS JURERE","2013 Q3",53
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q3",80
"Continente","CS MONTE CRISTO","2013 Q3",232
"Centro","CS MONTE SERRAT","2013 Q3",49
"Sul","CS MORRO DAS PEDRAS","2013 Q3",87
"Continente","CS NOVO CONTINENTE","2013 Q3",91
"Centro","CS PANTANAL","2013 Q3",82
