"","DISTRITO","UNIDADE","AREA","ANO","MES","CANTOPLASTIA","EXERESE_CISTO","DIU","RETIRADA_CERUMEN","SUTURA","EXO_DESCIDUO","BIOPSIA_BOCA","RASPAGEM_SUB","ADAPT_PROTESE"
"1","Centro","CS AGRONÔMICA",0,2013,1,0,0,0,0,0,1,0,1,0
"2","Centro","CS AGRONÔMICA",0,2013,2,0,0,0,0,0,0,0,0,0
"3","Centro","CS AGRONÔMICA",0,2013,3,0,0,0,0,0,0,0,1,0
"4","Centro","CS AGRONÔMICA",0,2013,4,0,0,0,0,0,5,0,1,0
"5","Centro","CS AGRONÔMICA",0,2013,5,0,0,0,0,0,1,0,0,0
"6","Centro","CS AGRONÔMICA",0,2013,6,0,0,0,0,0,3,0,0,0
"7","Centro","CS AGRONÔMICA",0,2013,7,0,0,0,0,0,1,0,0,0
"8","Centro","CS AGRONÔMICA",0,2013,8,0,0,0,0,0,2,0,0,0
"9","Centro","CS AGRONÔMICA",0,2013,9,0,0,0,0,0,5,0,1,0
"10","Centro","CS AGRONÔMICA",0,2013,10,0,0,0,0,0,2,0,0,0
"11","Centro","CS AGRONÔMICA",0,2013,11,0,0,0,0,0,2,0,0,0
"12","Centro","CS AGRONÔMICA",0,2013,12,0,0,0,0,1,3,0,1,0
"13","Centro","CS AGRONÔMICA",0,2014,1,0,1,0,0,0,2,0,0,0
"14","Centro","CS AGRONÔMICA",0,2014,2,0,0,0,0,0,2,0,0,0
"15","Centro","CS AGRONÔMICA",0,2014,3,0,0,0,0,0,2,0,0,0
"16","Centro","CS AGRONÔMICA",0,2014,4,0,0,0,0,0,2,0,0,0
"17","Centro","CS AGRONÔMICA",0,2014,5,0,0,0,0,0,4,0,1,0
"18","Centro","CS AGRONÔMICA",0,2014,6,0,0,0,0,0,2,0,0,0
"19","Centro","CS AGRONÔMICA",0,2014,7,0,0,0,0,0,3,0,0,0
"20","Centro","CS AGRONÔMICA",0,2014,8,0,0,0,0,0,2,0,0,0
"21","Centro","CS AGRONÔMICA",0,2014,9,0,0,0,0,0,0,0,0,0
"22","Centro","CS AGRONÔMICA",0,2014,10,0,0,0,0,0,4,0,0,0
"23","Centro","CS AGRONÔMICA",0,2014,11,0,0,0,0,0,1,0,0,0
"24","Centro","CS AGRONÔMICA",0,2014,12,0,0,0,0,0,1,0,0,0
"25","Centro","CS AGRONÔMICA",0,2015,1,0,0,0,0,0,2,0,1,0
"26","Centro","CS AGRONÔMICA",0,2015,2,0,0,0,0,0,0,0,0,0
"27","Centro","CS AGRONÔMICA",0,2015,3,0,0,0,0,0,1,0,0,0
"28","Centro","CS AGRONÔMICA",0,2015,4,0,0,0,0,0,0,0,0,0
"29","Centro","CS AGRONÔMICA",0,2015,5,0,0,0,0,0,0,0,0,0
"30","Centro","CS AGRONÔMICA",0,2015,6,0,0,0,0,1,1,0,0,0
"31","Centro","CS AGRONÔMICA",0,2015,7,0,0,0,1,0,0,0,0,0
"32","Centro","CS AGRONÔMICA",0,2015,8,0,0,0,0,0,0,0,0,0
"33","Centro","CS AGRONÔMICA",0,2015,9,0,0,0,1,0,1,0,0,0
"34","Centro","CS AGRONÔMICA",0,2015,10,0,0,0,2,0,0,0,0,0
"35","Centro","CS AGRONÔMICA",0,2015,11,0,0,0,0,0,1,0,0,0
"36","Centro","CS AGRONÔMICA",0,2015,12,0,0,0,0,0,0,0,0,0
"37","Centro","CS AGRONÔMICA",0,2016,1,0,0,0,0,0,3,0,0,0
"38","Centro","CS AGRONÔMICA",0,2016,2,0,0,0,0,0,1,0,0,0
"39","Centro","CS AGRONÔMICA",0,2016,3,0,0,0,0,0,1,0,0,0
"40","Centro","CS AGRONÔMICA",0,2016,4,0,0,0,0,0,2,0,0,0
"41","Centro","CS AGRONÔMICA",0,2016,5,0,0,0,0,0,3,0,0,0
"42","Centro","CS AGRONÔMICA",0,2016,6,0,1,1,0,1,2,0,0,0
"43","Centro","CS AGRONÔMICA",0,2016,7,0,0,1,0,0,3,0,0,0
"44","Centro","CS AGRONÔMICA",0,2016,8,0,0,0,1,0,2,0,0,0
"45","Centro","CS AGRONÔMICA",0,2016,9,0,0,5,0,0,3,0,1,0
"46","Centro","CS AGRONÔMICA",0,2016,10,0,0,0,1,0,2,0,0,0
"47","Centro","CS AGRONÔMICA",0,2016,11,1,0,0,0,0,2,0,0,0
"48","Centro","CS AGRONÔMICA",0,2016,12,0,0,1,1,0,1,0,0,0
"49","Centro","CS AGRONÔMICA",0,2017,1,0,0,0,0,0,0,0,0,0
"50","Centro","CS AGRONÔMICA",0,2017,2,0,0,0,0,0,0,0,0,0
"51","Centro","CS AGRONÔMICA",0,2017,3,0,1,0,0,0,0,0,0,0
"52","Centro","CS AGRONÔMICA",0,2017,4,0,0,0,0,0,4,0,3,1
"53","Centro","CS AGRONÔMICA",0,2017,5,0,0,0,3,1,1,0,1,0
"54","Centro","CS AGRONÔMICA",0,2017,6,0,0,0,1,0,6,0,1,0
"55","Centro","CS AGRONÔMICA",0,2017,7,0,1,1,0,0,3,0,0,0
"56","Centro","CS AGRONÔMICA",0,2017,8,0,0,0,0,0,1,0,0,0
"57","Centro","CS AGRONÔMICA",0,2017,9,0,0,0,0,0,2,0,1,0
"58","Centro","CS AGRONÔMICA",0,2017,10,0,2,0,0,0,1,0,0,0
"59","Centro","CS AGRONÔMICA",0,2017,11,0,1,0,1,0,1,0,0,0
"60","Centro","CS AGRONÔMICA",0,2017,12,1,0,0,2,0,1,0,1,0
"61","Centro","CS AGRONÔMICA",0,2018,1,0,1,0,3,0,2,0,0,0
"62","Centro","CS AGRONÔMICA",0,2018,2,1,2,0,3,1,1,0,0,0
"63","Centro","CS AGRONÔMICA",0,2018,3,0,1,0,0,0,0,0,0,0
"64","Centro","CS AGRONÔMICA",1,2013,1,0,0,0,0,0,0,0,1,0
"65","Centro","CS AGRONÔMICA",1,2013,2,0,0,0,2,0,2,0,1,0
"66","Centro","CS AGRONÔMICA",1,2013,3,0,0,0,0,0,0,0,0,0
"67","Centro","CS AGRONÔMICA",1,2013,4,0,0,1,0,0,1,0,0,0
"68","Centro","CS AGRONÔMICA",1,2013,5,0,0,0,1,0,1,0,0,0
"69","Centro","CS AGRONÔMICA",1,2013,6,0,0,0,0,0,1,0,1,0
"70","Centro","CS AGRONÔMICA",1,2013,7,0,0,0,0,0,2,0,1,0
"71","Centro","CS AGRONÔMICA",1,2013,8,0,2,0,0,0,2,0,0,0
"72","Centro","CS AGRONÔMICA",1,2013,9,0,0,0,0,0,1,0,0,0
"73","Centro","CS AGRONÔMICA",1,2013,10,0,0,1,0,0,0,0,0,0
"74","Centro","CS AGRONÔMICA",1,2013,11,0,1,0,0,0,2,0,0,0
"75","Centro","CS AGRONÔMICA",1,2013,12,0,0,1,1,1,2,0,0,0
"76","Centro","CS AGRONÔMICA",1,2014,1,0,1,0,0,0,1,0,0,0
"77","Centro","CS AGRONÔMICA",1,2014,2,0,0,0,0,0,2,0,0,0
"78","Centro","CS AGRONÔMICA",1,2014,3,0,0,0,0,0,5,0,1,0
"79","Centro","CS AGRONÔMICA",1,2014,4,0,0,0,0,0,4,0,0,0
"80","Centro","CS AGRONÔMICA",1,2014,5,0,0,0,0,0,1,0,0,0
"81","Centro","CS AGRONÔMICA",1,2014,6,0,0,0,0,0,2,0,0,0
"82","Centro","CS AGRONÔMICA",1,2014,7,0,0,0,0,0,4,0,0,0
"83","Centro","CS AGRONÔMICA",1,2014,8,0,0,0,0,0,1,0,1,0
"84","Centro","CS AGRONÔMICA",1,2014,9,0,0,0,0,0,0,0,0,0
"85","Centro","CS AGRONÔMICA",1,2014,10,0,0,0,0,0,1,0,0,0
"86","Centro","CS AGRONÔMICA",1,2014,11,0,0,0,0,0,2,0,0,0
"87","Centro","CS AGRONÔMICA",1,2014,12,0,0,0,0,0,0,0,1,0
"88","Centro","CS AGRONÔMICA",1,2015,1,0,0,0,0,0,3,0,2,0
"89","Centro","CS AGRONÔMICA",1,2015,2,0,0,0,0,1,0,0,1,2
"90","Centro","CS AGRONÔMICA",1,2015,3,0,0,0,0,0,0,0,0,0
"91","Centro","CS AGRONÔMICA",1,2015,4,0,0,0,3,0,0,0,0,0
"92","Centro","CS AGRONÔMICA",1,2015,5,0,0,0,1,0,1,0,0,0
"93","Centro","CS AGRONÔMICA",1,2015,6,0,0,0,0,0,1,0,0,0
"94","Centro","CS AGRONÔMICA",1,2015,7,0,0,0,0,0,2,0,0,0
"95","Centro","CS AGRONÔMICA",1,2015,8,0,0,0,0,0,3,0,0,0
"96","Centro","CS AGRONÔMICA",1,2015,9,0,0,0,0,0,3,0,0,0
"97","Centro","CS AGRONÔMICA",1,2015,10,0,0,0,1,0,2,0,0,0
"98","Centro","CS AGRONÔMICA",1,2015,11,0,0,0,0,0,3,0,0,0
"99","Centro","CS AGRONÔMICA",1,2015,12,0,0,0,0,0,1,0,0,0
"100","Centro","CS AGRONÔMICA",1,2016,1,0,0,0,0,0,1,0,0,0
"101","Centro","CS AGRONÔMICA",1,2016,2,0,0,0,0,0,1,0,0,0
"102","Centro","CS AGRONÔMICA",1,2016,3,0,0,0,0,0,1,0,1,0
"103","Centro","CS AGRONÔMICA",1,2016,4,0,0,0,0,0,1,0,0,0
"104","Centro","CS AGRONÔMICA",1,2016,5,0,1,0,0,0,1,0,0,1
"105","Centro","CS AGRONÔMICA",1,2016,6,0,0,1,0,0,1,0,0,0
"106","Centro","CS AGRONÔMICA",1,2016,7,0,0,0,0,0,0,0,0,0
"107","Centro","CS AGRONÔMICA",1,2016,8,0,0,0,0,0,1,0,0,0
"108","Centro","CS AGRONÔMICA",1,2016,9,0,0,0,0,0,2,0,2,0
"109","Centro","CS AGRONÔMICA",1,2016,10,0,0,0,0,0,0,0,2,0
"110","Centro","CS AGRONÔMICA",1,2016,11,0,0,0,0,0,0,0,0,0
"111","Centro","CS AGRONÔMICA",1,2016,12,0,0,0,2,0,0,0,0,0
"112","Centro","CS AGRONÔMICA",1,2017,1,0,0,0,0,0,0,0,0,0
"113","Centro","CS AGRONÔMICA",1,2017,2,0,0,0,0,0,1,0,0,0
"114","Centro","CS AGRONÔMICA",1,2017,3,0,0,0,1,1,0,0,1,0
"115","Centro","CS AGRONÔMICA",1,2017,4,0,0,0,1,0,0,0,0,0
"116","Centro","CS AGRONÔMICA",1,2017,5,1,0,2,0,0,0,0,5,1
"117","Centro","CS AGRONÔMICA",1,2017,6,0,0,2,2,0,1,0,1,0
"118","Centro","CS AGRONÔMICA",1,2017,7,0,1,1,0,0,3,0,0,0
"119","Centro","CS AGRONÔMICA",1,2017,8,0,2,1,1,0,1,0,2,0
"120","Centro","CS AGRONÔMICA",1,2017,9,0,0,0,1,0,1,0,0,0
"121","Centro","CS AGRONÔMICA",1,2017,10,0,0,0,2,1,0,0,0,0
"122","Centro","CS AGRONÔMICA",1,2017,11,1,0,2,0,0,1,0,0,0
"123","Centro","CS AGRONÔMICA",1,2017,12,0,2,1,1,0,0,0,1,0
"124","Centro","CS AGRONÔMICA",1,2018,1,0,1,1,1,0,0,0,0,0
"125","Centro","CS AGRONÔMICA",1,2018,2,0,3,1,1,0,0,0,0,0
"126","Centro","CS AGRONÔMICA",1,2018,3,0,2,2,0,0,1,0,1,0
"127","Centro","CS AGRONÔMICA",2,2013,1,0,0,0,2,0,1,0,0,0
"128","Centro","CS AGRONÔMICA",2,2013,2,0,0,0,0,0,3,0,0,0
"129","Centro","CS AGRONÔMICA",2,2013,3,0,0,0,0,0,2,0,0,0
"130","Centro","CS AGRONÔMICA",2,2013,4,0,0,1,0,0,0,0,0,0
"131","Centro","CS AGRONÔMICA",2,2013,5,0,0,0,0,0,0,0,0,0
"132","Centro","CS AGRONÔMICA",2,2013,6,0,0,0,0,0,0,0,0,0
"133","Centro","CS AGRONÔMICA",2,2013,7,0,0,0,1,0,1,0,0,0
"134","Centro","CS AGRONÔMICA",2,2013,8,0,0,0,0,0,3,0,0,0
"135","Centro","CS AGRONÔMICA",2,2013,9,0,0,0,0,0,3,0,0,0
"136","Centro","CS AGRONÔMICA",2,2013,10,0,1,0,1,0,2,0,0,0
"137","Centro","CS AGRONÔMICA",2,2013,11,0,0,0,0,0,2,0,0,0
"138","Centro","CS AGRONÔMICA",2,2013,12,0,0,0,0,0,0,0,0,0
"139","Centro","CS AGRONÔMICA",2,2014,1,0,0,0,0,0,2,0,0,0
"140","Centro","CS AGRONÔMICA",2,2014,2,0,0,0,1,0,3,0,0,0
"141","Centro","CS AGRONÔMICA",2,2014,3,0,0,0,0,0,0,0,0,0
"142","Centro","CS AGRONÔMICA",2,2014,4,0,1,0,0,0,2,0,0,0
"143","Centro","CS AGRONÔMICA",2,2014,5,0,0,0,0,0,0,0,0,0
"144","Centro","CS AGRONÔMICA",2,2014,6,0,0,0,0,0,0,0,0,0
"145","Centro","CS AGRONÔMICA",2,2014,7,0,0,0,0,0,2,0,0,0
"146","Centro","CS AGRONÔMICA",2,2014,8,0,0,0,0,0,1,0,0,0
"147","Centro","CS AGRONÔMICA",2,2014,9,0,0,0,0,0,2,0,0,0
"148","Centro","CS AGRONÔMICA",2,2014,10,0,0,0,0,0,3,0,0,0
"149","Centro","CS AGRONÔMICA",2,2014,11,0,0,0,0,0,2,0,0,0
"150","Centro","CS AGRONÔMICA",2,2014,12,0,0,0,0,0,1,0,0,0
"151","Centro","CS AGRONÔMICA",2,2015,1,0,0,0,0,0,0,0,0,0
"152","Centro","CS AGRONÔMICA",2,2015,2,0,0,0,0,0,2,0,0,0
"153","Centro","CS AGRONÔMICA",2,2015,3,0,0,0,1,0,1,0,1,0
"154","Centro","CS AGRONÔMICA",2,2015,4,0,0,0,0,0,3,0,0,0
"155","Centro","CS AGRONÔMICA",2,2015,5,0,0,0,0,0,0,0,0,0
"156","Centro","CS AGRONÔMICA",2,2015,6,0,0,0,0,0,1,0,0,0
"157","Centro","CS AGRONÔMICA",2,2015,7,0,0,0,0,0,0,0,1,0
"158","Centro","CS AGRONÔMICA",2,2015,8,0,0,0,0,0,3,0,0,0
"159","Centro","CS AGRONÔMICA",2,2015,9,0,0,0,1,0,0,0,0,0
"160","Centro","CS AGRONÔMICA",2,2015,10,0,0,0,0,0,2,0,0,0
"161","Centro","CS AGRONÔMICA",2,2015,11,0,0,0,0,0,1,0,0,0
"162","Centro","CS AGRONÔMICA",2,2015,12,0,0,0,0,0,2,0,0,0
"163","Centro","CS AGRONÔMICA",2,2016,1,0,0,0,0,0,0,0,0,0
"164","Centro","CS AGRONÔMICA",2,2016,2,0,0,0,0,0,1,0,1,0
"165","Centro","CS AGRONÔMICA",2,2016,3,0,0,0,0,0,2,0,0,1
"166","Centro","CS AGRONÔMICA",2,2016,4,0,1,1,0,0,0,0,0,0
"167","Centro","CS AGRONÔMICA",2,2016,5,0,0,0,0,1,1,0,0,0
"168","Centro","CS AGRONÔMICA",2,2016,6,0,0,1,0,0,0,0,0,0
"169","Centro","CS AGRONÔMICA",2,2016,7,0,0,3,0,0,1,0,0,0
"170","Centro","CS AGRONÔMICA",2,2016,8,0,0,0,0,0,1,0,0,0
"171","Centro","CS AGRONÔMICA",2,2016,9,0,0,0,0,0,1,0,0,0
"172","Centro","CS AGRONÔMICA",2,2016,10,0,0,0,0,0,0,0,0,0
"173","Centro","CS AGRONÔMICA",2,2016,11,0,0,0,2,0,0,0,0,0
"174","Centro","CS AGRONÔMICA",2,2016,12,0,0,0,3,0,0,0,0,0
"175","Centro","CS AGRONÔMICA",2,2017,1,0,0,0,0,0,0,0,0,0
"176","Centro","CS AGRONÔMICA",2,2017,2,0,0,0,0,0,1,0,0,0
"177","Centro","CS AGRONÔMICA",2,2017,3,0,0,0,0,0,0,0,1,0
"178","Centro","CS AGRONÔMICA",2,2017,4,0,0,0,1,0,4,0,0,0
"179","Centro","CS AGRONÔMICA",2,2017,5,1,2,0,1,0,1,0,0,0
"180","Centro","CS AGRONÔMICA",2,2017,6,0,0,0,1,0,2,0,0,0
"181","Centro","CS AGRONÔMICA",2,2017,7,0,0,0,0,0,2,0,0,0
"182","Centro","CS AGRONÔMICA",2,2017,8,0,0,0,0,0,0,0,0,0
"183","Centro","CS AGRONÔMICA",2,2017,9,1,0,0,2,0,3,0,1,0
"184","Centro","CS AGRONÔMICA",2,2017,10,0,0,0,2,0,4,0,0,0
"185","Centro","CS AGRONÔMICA",2,2017,11,1,0,0,0,0,1,0,1,0
"186","Centro","CS AGRONÔMICA",2,2017,12,0,0,0,3,0,1,0,0,0
"187","Centro","CS AGRONÔMICA",2,2018,1,0,0,0,1,0,0,0,0,0
"188","Centro","CS AGRONÔMICA",2,2018,2,0,0,0,0,0,0,0,0,0
"189","Centro","CS AGRONÔMICA",2,2018,3,1,0,0,0,0,0,0,0,0
"190","Centro","CS AGRONÔMICA",3,2013,1,0,0,0,0,1,2,0,0,0
"191","Centro","CS AGRONÔMICA",3,2013,2,0,0,0,0,0,1,0,0,0
"192","Centro","CS AGRONÔMICA",3,2013,3,0,0,0,1,0,0,0,0,0
"193","Centro","CS AGRONÔMICA",3,2013,4,0,0,0,1,0,1,0,0,0
"194","Centro","CS AGRONÔMICA",3,2013,5,0,0,0,0,0,2,0,0,0
"195","Centro","CS AGRONÔMICA",3,2013,6,0,0,0,0,0,2,0,0,0
"196","Centro","CS AGRONÔMICA",3,2013,7,0,0,0,0,0,3,0,0,0
"197","Centro","CS AGRONÔMICA",3,2013,8,0,0,0,0,0,3,0,0,0
"198","Centro","CS AGRONÔMICA",3,2013,9,0,0,0,0,0,4,0,0,0
"199","Centro","CS AGRONÔMICA",3,2013,10,0,0,1,0,0,1,0,0,0
"200","Centro","CS AGRONÔMICA",3,2013,11,0,0,0,0,0,2,0,0,0
"201","Centro","CS AGRONÔMICA",3,2013,12,0,0,1,0,0,4,0,0,0
"202","Centro","CS AGRONÔMICA",3,2014,1,0,0,0,0,1,0,0,0,0
"203","Centro","CS AGRONÔMICA",3,2014,2,0,0,0,0,0,1,0,0,0
"204","Centro","CS AGRONÔMICA",3,2014,3,0,0,0,0,0,2,0,0,1
"205","Centro","CS AGRONÔMICA",3,2014,4,0,0,0,0,0,3,0,1,0
"206","Centro","CS AGRONÔMICA",3,2014,5,0,0,0,0,0,1,0,0,0
"207","Centro","CS AGRONÔMICA",3,2014,6,0,0,0,0,0,1,0,0,0
"208","Centro","CS AGRONÔMICA",3,2014,7,0,0,0,0,0,3,0,0,0
"209","Centro","CS AGRONÔMICA",3,2014,8,0,0,0,0,0,2,0,0,0
"210","Centro","CS AGRONÔMICA",3,2014,9,0,0,0,0,0,2,0,1,0
"211","Centro","CS AGRONÔMICA",3,2014,10,0,0,0,0,0,1,0,0,0
"212","Centro","CS AGRONÔMICA",3,2014,11,0,0,0,0,0,7,0,2,0
"213","Centro","CS AGRONÔMICA",3,2014,12,0,0,0,0,0,0,0,0,0
"214","Centro","CS AGRONÔMICA",3,2015,1,0,0,0,0,0,1,0,2,0
"215","Centro","CS AGRONÔMICA",3,2015,2,0,0,0,0,0,3,0,1,0
"216","Centro","CS AGRONÔMICA",3,2015,3,0,0,0,0,0,1,0,0,0
"217","Centro","CS AGRONÔMICA",3,2015,4,0,0,0,0,1,0,0,0,0
"218","Centro","CS AGRONÔMICA",3,2015,5,0,0,0,0,0,0,0,0,0
"219","Centro","CS AGRONÔMICA",3,2015,6,0,0,0,0,0,2,0,1,0
"220","Centro","CS AGRONÔMICA",3,2015,7,0,0,0,0,0,0,0,0,0
"221","Centro","CS AGRONÔMICA",3,2015,8,0,0,0,0,0,5,0,0,0
"222","Centro","CS AGRONÔMICA",3,2015,9,0,0,0,0,0,0,0,0,1
"223","Centro","CS AGRONÔMICA",3,2015,10,0,0,0,0,0,3,0,0,0
"224","Centro","CS AGRONÔMICA",3,2015,11,0,0,0,0,0,3,0,0,0
"225","Centro","CS AGRONÔMICA",3,2015,12,0,0,0,0,0,0,0,0,0
"226","Centro","CS AGRONÔMICA",3,2016,1,0,0,0,0,0,1,0,0,0
"227","Centro","CS AGRONÔMICA",3,2016,2,0,0,0,0,0,1,0,0,0
"228","Centro","CS AGRONÔMICA",3,2016,3,0,0,0,0,0,2,0,0,0
"229","Centro","CS AGRONÔMICA",3,2016,4,0,0,0,1,0,0,0,1,0
"230","Centro","CS AGRONÔMICA",3,2016,5,0,0,0,0,0,3,0,2,0
"231","Centro","CS AGRONÔMICA",3,2016,6,0,0,0,0,0,4,0,0,0
"232","Centro","CS AGRONÔMICA",3,2016,7,0,1,0,0,0,3,0,0,0
"233","Centro","CS AGRONÔMICA",3,2016,8,0,0,0,0,0,4,0,0,0
"234","Centro","CS AGRONÔMICA",3,2016,9,0,1,0,0,0,0,0,0,0
"235","Centro","CS AGRONÔMICA",3,2016,10,0,0,0,0,0,1,0,0,0
"236","Centro","CS AGRONÔMICA",3,2016,11,0,1,2,0,0,3,0,0,0
"237","Centro","CS AGRONÔMICA",3,2016,12,0,0,1,1,0,2,0,0,0
"238","Centro","CS AGRONÔMICA",3,2017,1,0,0,0,1,0,0,0,0,0
"239","Centro","CS AGRONÔMICA",3,2017,2,0,0,0,0,0,0,0,0,0
"240","Centro","CS AGRONÔMICA",3,2017,3,0,0,0,1,0,0,0,0,0
"241","Centro","CS AGRONÔMICA",3,2017,4,0,0,0,0,0,2,0,0,0
"242","Centro","CS AGRONÔMICA",3,2017,5,0,0,0,3,0,2,0,0,0
"243","Centro","CS AGRONÔMICA",3,2017,6,0,0,0,1,0,1,0,1,0
"244","Centro","CS AGRONÔMICA",3,2017,7,0,0,2,0,2,2,0,0,0
"245","Centro","CS AGRONÔMICA",3,2017,8,1,0,0,1,0,1,0,0,0
"246","Centro","CS AGRONÔMICA",3,2017,9,0,2,0,0,0,2,0,0,0
"247","Centro","CS AGRONÔMICA",3,2017,10,0,0,0,0,1,3,0,0,0
"248","Centro","CS AGRONÔMICA",3,2017,11,0,0,0,0,1,3,0,0,0
"249","Centro","CS AGRONÔMICA",3,2017,12,0,4,3,2,2,3,0,0,0
"250","Centro","CS AGRONÔMICA",3,2018,1,0,0,1,1,0,4,0,0,0
"251","Centro","CS AGRONÔMICA",3,2018,2,0,1,1,3,1,4,0,0,0
"252","Centro","CS AGRONÔMICA",3,2018,3,0,1,0,2,0,6,0,0,0
"253","Centro","CS CENTRO",0,2013,1,0,0,0,0,0,0,0,0,0
"254","Centro","CS CENTRO",0,2013,2,0,0,0,0,0,0,0,0,0
"255","Centro","CS CENTRO",0,2013,3,0,0,0,0,0,0,0,0,0
"256","Centro","CS CENTRO",0,2013,4,0,0,0,0,0,0,0,0,0
"257","Centro","CS CENTRO",0,2013,5,0,0,0,0,0,0,0,0,0
"258","Centro","CS CENTRO",0,2013,6,0,0,0,0,0,0,0,0,0
"259","Centro","CS CENTRO",0,2013,7,0,0,0,0,0,2,0,0,0
"260","Centro","CS CENTRO",0,2013,8,0,0,0,0,0,1,0,0,0
"261","Centro","CS CENTRO",0,2013,9,0,0,0,0,0,0,0,2,0
"262","Centro","CS CENTRO",0,2013,10,0,0,0,0,1,0,0,0,0
"263","Centro","CS CENTRO",0,2013,11,0,0,0,0,0,1,0,0,0
"264","Centro","CS CENTRO",0,2013,12,0,0,0,0,0,0,0,0,0
"265","Centro","CS CENTRO",0,2014,1,0,0,0,0,0,0,0,0,0
"266","Centro","CS CENTRO",0,2014,2,0,0,0,0,0,0,0,1,0
"267","Centro","CS CENTRO",0,2014,3,0,0,0,0,0,0,0,0,0
"268","Centro","CS CENTRO",0,2014,4,0,0,0,0,0,0,0,2,0
"269","Centro","CS CENTRO",0,2014,5,0,0,0,0,0,0,0,2,0
"270","Centro","CS CENTRO",0,2014,6,0,0,0,0,0,0,0,0,0
"271","Centro","CS CENTRO",0,2014,7,0,0,0,0,0,2,0,1,0
"272","Centro","CS CENTRO",0,2014,8,0,0,0,0,0,0,0,0,0
"273","Centro","CS CENTRO",0,2014,9,0,0,0,0,0,0,0,0,0
"274","Centro","CS CENTRO",0,2014,10,0,0,0,0,0,0,0,1,0
"275","Centro","CS CENTRO",0,2014,11,0,0,0,0,0,0,0,0,0
"276","Centro","CS CENTRO",0,2014,12,0,0,0,0,0,0,0,0,0
"277","Centro","CS CENTRO",0,2015,1,0,0,0,0,0,0,0,0,0
"278","Centro","CS CENTRO",0,2015,2,0,0,0,0,0,1,0,0,0
"279","Centro","CS CENTRO",0,2015,3,0,0,0,0,0,1,0,0,0
"280","Centro","CS CENTRO",0,2015,4,0,0,0,0,0,1,0,0,0
"281","Centro","CS CENTRO",0,2015,5,0,0,0,0,0,0,0,1,0
"282","Centro","CS CENTRO",0,2015,6,0,0,0,0,0,0,0,1,0
"283","Centro","CS CENTRO",0,2015,7,0,0,0,1,0,0,0,0,0
"284","Centro","CS CENTRO",0,2015,8,0,0,0,0,0,0,0,0,0
"285","Centro","CS CENTRO",0,2015,9,0,0,0,0,0,1,0,0,0
"286","Centro","CS CENTRO",0,2015,10,0,1,0,0,0,0,0,0,1
"287","Centro","CS CENTRO",0,2015,11,0,0,0,0,0,0,0,2,0
"288","Centro","CS CENTRO",0,2015,12,0,0,0,0,0,2,0,2,1
"289","Centro","CS CENTRO",0,2016,1,0,0,0,1,2,1,0,1,0
"290","Centro","CS CENTRO",0,2016,2,0,0,0,0,0,3,0,0,0
"291","Centro","CS CENTRO",0,2016,3,0,0,0,0,0,1,0,0,0
"292","Centro","CS CENTRO",0,2016,4,0,0,0,0,0,0,0,2,0
"293","Centro","CS CENTRO",0,2016,5,0,0,0,0,0,0,0,0,0
"294","Centro","CS CENTRO",0,2016,6,0,0,0,0,0,2,0,6,2
"295","Centro","CS CENTRO",0,2016,7,0,0,1,0,0,0,0,1,0
"296","Centro","CS CENTRO",0,2016,8,0,0,0,0,0,0,0,0,0
"297","Centro","CS CENTRO",0,2016,9,0,0,0,3,0,0,0,0,0
"298","Centro","CS CENTRO",0,2016,10,0,0,0,0,0,2,0,0,0
"299","Centro","CS CENTRO",0,2016,11,0,0,0,1,0,0,0,1,1
"300","Centro","CS CENTRO",0,2016,12,0,0,0,0,1,0,0,2,0
"301","Centro","CS CENTRO",0,2017,1,0,0,0,1,0,0,0,0,0
"302","Centro","CS CENTRO",0,2017,2,0,0,0,0,0,1,0,2,0
"303","Centro","CS CENTRO",0,2017,3,0,0,1,0,0,1,0,0,0
"304","Centro","CS CENTRO",0,2017,4,0,0,0,0,0,0,0,1,0
"305","Centro","CS CENTRO",0,2017,5,0,0,0,2,0,0,0,2,0
"306","Centro","CS CENTRO",0,2017,6,0,0,0,0,0,0,0,1,0
"307","Centro","CS CENTRO",0,2017,7,0,0,0,0,0,0,0,0,0
"308","Centro","CS CENTRO",0,2017,8,0,0,0,0,0,0,0,0,0
"309","Centro","CS CENTRO",0,2017,9,0,1,0,0,0,0,0,0,0
"310","Centro","CS CENTRO",0,2017,10,0,0,0,0,0,0,0,0,0
"311","Centro","CS CENTRO",0,2017,11,0,0,0,0,0,0,0,0,0
"312","Centro","CS CENTRO",0,2017,12,0,0,0,0,0,2,0,0,0
"313","Centro","CS CENTRO",0,2018,1,0,0,0,4,0,0,0,0,0
"314","Centro","CS CENTRO",0,2018,2,0,0,0,0,0,1,0,0,0
"315","Centro","CS CENTRO",0,2018,3,0,0,0,0,0,0,0,0,0
"316","Centro","CS CENTRO",1,2013,1,0,0,0,0,0,0,0,0,0
"317","Centro","CS CENTRO",1,2013,2,0,0,0,0,0,0,0,0,0
"318","Centro","CS CENTRO",1,2013,3,0,0,0,0,0,0,0,0,0
"319","Centro","CS CENTRO",1,2013,4,0,0,0,0,0,0,0,0,0
"320","Centro","CS CENTRO",1,2013,5,0,0,0,0,0,0,0,0,0
"321","Centro","CS CENTRO",1,2013,6,0,0,0,0,0,0,0,0,0
