"DISTRITO","UNIDADE","AREA","TRIMESTRE","TIPO","VALOR"
"Centro","CS SACO DOS LIMÕES","311","2016 Q4","PERCENTUAL_TODOS_TRI",42.8571428571429
"Centro","CS SACO DOS LIMÕES","312","2016 Q4","PERCENTUAL_TODOS_TRI",61.9047619047619
"Centro","CS SACO DOS LIMÕES","313","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Centro","CS SACO DOS LIMÕES","314","2016 Q4","PERCENTUAL_TODOS_TRI",0
"Centro","CS JOÃO PAULO","320","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Centro","CS JOÃO PAULO","321","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Norte","CS SACO GRANDE","330","2016 Q4","PERCENTUAL_TODOS_TRI",75
"Norte","CS SACO GRANDE","331","2016 Q4","PERCENTUAL_TODOS_TRI",60
"Norte","CS SACO GRANDE","332","2016 Q4","PERCENTUAL_TODOS_TRI",75
"Norte","CS SACO GRANDE","333","2016 Q4","PERCENTUAL_TODOS_TRI",40
"Norte","CS SACO GRANDE","334","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS SACO GRANDE","335","2016 Q4","PERCENTUAL_TODOS_TRI",87.5
"Norte","CS VARGEM PEQUENA","340","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS RATONES","350","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS RATONES","351","2016 Q4","PERCENTUAL_TODOS_TRI",42.8571428571429
"Norte","CS SANTO ANTONIO LISBOA","360","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS SANTO ANTONIO LISBOA","361","2016 Q4","PERCENTUAL_TODOS_TRI",62.5
"Norte","CS PONTA DAS CANAS","370","2016 Q4","PERCENTUAL_TODOS_TRI",62.5
"Norte","CS PONTA DAS CANAS","371","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS CANASVIEIRAS","380","2016 Q4","PERCENTUAL_TODOS_TRI",57.1428571428571
"Norte","CS CANASVIEIRAS","381","2016 Q4","PERCENTUAL_TODOS_TRI",44.4444444444444
"Norte","CS CANASVIEIRAS","382","2016 Q4","PERCENTUAL_TODOS_TRI",72.7272727272727
"Norte","CS CANASVIEIRAS","383","2016 Q4","PERCENTUAL_TODOS_TRI",37.5
"Norte","CS CANASVIEIRAS","384","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS JURERE","390","2016 Q4","PERCENTUAL_TODOS_TRI",55.5555555555556
"Continente","CS MONTE CRISTO","40","2016 Q4","PERCENTUAL_TODOS_TRI",46.1538461538462
"Norte","CS CACHOEIRA BOM JESUS","400","2016 Q4","PERCENTUAL_TODOS_TRI",37.5
"Norte","CS CACHOEIRA BOM JESUS","401","2016 Q4","PERCENTUAL_TODOS_TRI",30
"Continente","CS MONTE CRISTO","41","2016 Q4","PERCENTUAL_TODOS_TRI",43.75
"Norte","CS VARGEM GRANDE","410","2016 Q4","PERCENTUAL_TODOS_TRI",55.5555555555556
"Continente","CS MONTE CRISTO","42","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS RIO VERMELHO","420","2016 Q4","PERCENTUAL_TODOS_TRI",77.7777777777778
"Norte","CS RIO VERMELHO","421","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS RIO VERMELHO","422","2016 Q4","PERCENTUAL_TODOS_TRI",69.2307692307692
"Norte","CS RIO VERMELHO","423","2016 Q4","PERCENTUAL_TODOS_TRI",47.6190476190476
"Norte","CS RIO VERMELHO","424","2016 Q4","PERCENTUAL_TODOS_TRI",42.8571428571429
"Continente","CS MONTE CRISTO","43","2016 Q4","PERCENTUAL_TODOS_TRI",42.8571428571429
"Norte","CS INGLESES","431","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS INGLESES","432","2016 Q4","PERCENTUAL_TODOS_TRI",44.4444444444444
"Norte","CS INGLESES","433","2016 Q4","PERCENTUAL_TODOS_TRI",57.8947368421053
"Norte","CS INGLESES","434","2016 Q4","PERCENTUAL_TODOS_TRI",63.6363636363636
"Norte","CS INGLESES","435","2016 Q4","PERCENTUAL_TODOS_TRI",46.6666666666667
"Norte","CS INGLESES","436","2016 Q4","PERCENTUAL_TODOS_TRI",72.7272727272727
"Norte","CS INGLESES","437","2016 Q4","PERCENTUAL_TODOS_TRI",0
"Norte","CS INGLESES","438","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Continente","CS MONTE CRISTO","44","2016 Q4","PERCENTUAL_TODOS_TRI",57.1428571428571
"Norte","CS BARRA DA LAGOA","440","2016 Q4","PERCENTUAL_TODOS_TRI",55.5555555555556
"Norte","CS BARRA DA LAGOA","441","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Norte","CS BARRA DA LAGOA","442","2016 Q4","PERCENTUAL_TODOS_TRI",0
"Continente","CS MONTE CRISTO","45","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Sul","CS CANTO DA LAGOA","450","2016 Q4","PERCENTUAL_TODOS_TRI",0
"Continente","CS MONTE CRISTO","46","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Sul","CS COSTA DA LAGOA","460","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Sul","CS LAGOA DA CONCEIÇÃO","470","2016 Q4","PERCENTUAL_TODOS_TRI",25
"Sul","CS LAGOA DA CONCEIÇÃO","471","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Sul","CS LAGOA DA CONCEIÇÃO","472","2016 Q4","PERCENTUAL_TODOS_TRI",75
"Continente","CS ABRAÃO","570","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Continente","CS ABRAÃO","571","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Continente","CS CAPOEIRAS","60","2016 Q4","PERCENTUAL_TODOS_TRI",75
"Continente","CS COQUEIROS","600","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Continente","CS COQUEIROS","601","2016 Q4","PERCENTUAL_TODOS_TRI",0
"Continente","CS COQUEIROS","602","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Continente","CS CAPOEIRAS","61","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Continente","CS CAPOEIRAS","62","2016 Q4","PERCENTUAL_TODOS_TRI",85.7142857142857
"Centro","CS AGRONÔMICA","690","2016 Q4","PERCENTUAL_TODOS_TRI",38.4615384615385
"Centro","CS AGRONÔMICA","691","2016 Q4","PERCENTUAL_TODOS_TRI",57.1428571428571
"Centro","CS AGRONÔMICA","692","2016 Q4","PERCENTUAL_TODOS_TRI",45.4545454545455
"Centro","CS AGRONÔMICA","693","2016 Q4","PERCENTUAL_TODOS_TRI",28.5714285714286
"Continente","CS COLONINHA","70","2016 Q4","PERCENTUAL_TODOS_TRI",33.3333333333333
"Continente","CS COLONINHA","71","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Continente","CS COLONINHA","72","2016 Q4","PERCENTUAL_TODOS_TRI",100
"Sul","CS FAZENDA DO RIO TAVARES","780","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Sul","CS FAZENDA DO RIO TAVARES","781","2016 Q4","PERCENTUAL_TODOS_TRI",30
"Continente","CS ESTREITO","80","2016 Q4","PERCENTUAL_TODOS_TRI",0
"Continente","CS ESTREITO","81","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Continente","CS ESTREITO","82","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Continente","CS ESTREITO","83","2016 Q4","PERCENTUAL_TODOS_TRI",71.4285714285714
"Centro","CS TRINDADE","850","2016 Q4","PERCENTUAL_TODOS_TRI",71.4285714285714
"Centro","CS TRINDADE","851","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Centro","CS TRINDADE","852","2016 Q4","PERCENTUAL_TODOS_TRI",20
"Centro","CS TRINDADE","853","2016 Q4","PERCENTUAL_TODOS_TRI",33.3333333333333
"Centro","CS TRINDADE","854","2016 Q4","PERCENTUAL_TODOS_TRI",57.1428571428571
"Continente","CS VILA APARECIDA","90","2016 Q4","PERCENTUAL_TODOS_TRI",57.1428571428571
"Continente","CS VILA APARECIDA","91","2016 Q4","PERCENTUAL_TODOS_TRI",50
"Centro","CS CENTRO","951","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Centro","CS CENTRO","952","2016 Q4","PERCENTUAL_TODOS_TRI",33.3333333333333
"Norte","CS SANTINHO","980","2016 Q4","PERCENTUAL_TODOS_TRI",66.6666666666667
"Norte","CS SANTINHO","981","2016 Q4","PERCENTUAL_TODOS_TRI",76.9230769230769
"Continente","CS JARDIM ATLÂNTICO","10","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Continente","CS NOVO CONTINENTE","100","2017 Q1","PERCENTUAL_TODOS_TRI",80
"Continente","CS NOVO CONTINENTE","101","2017 Q1","PERCENTUAL_TODOS_TRI",25
"Continente","CS NOVO CONTINENTE","102","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Continente","CS NOVO CONTINENTE","103","2017 Q1","PERCENTUAL_TODOS_TRI",42.8571428571429
"Continente","CS JARDIM ATLÂNTICO","11","2017 Q1","PERCENTUAL_TODOS_TRI",80
"Centro","CS MONTE SERRAT","120","2017 Q1","PERCENTUAL_TODOS_TRI",40
"Centro","CS MONTE SERRAT","121","2017 Q1","PERCENTUAL_TODOS_TRI",50
"Centro","CS MONTE SERRAT","122","2017 Q1","PERCENTUAL_TODOS_TRI",100
"Centro","CS PRAINHA","130","2017 Q1","PERCENTUAL_TODOS_TRI",28.5714285714286
