"","DISTRITO","UNIDADE","AREA","ANO","MES","CITOPATO"
"1","Centro","CS AGRONÔMICA",0,2013,1,12
"2","Centro","CS AGRONÔMICA",0,2013,2,3
"3","Centro","CS AGRONÔMICA",0,2013,3,10
"4","Centro","CS AGRONÔMICA",0,2013,4,7
"5","Centro","CS AGRONÔMICA",0,2013,5,8
"6","Centro","CS AGRONÔMICA",0,2013,6,14
"7","Centro","CS AGRONÔMICA",0,2013,7,7
"8","Centro","CS AGRONÔMICA",0,2013,8,20
"9","Centro","CS AGRONÔMICA",0,2013,9,9
"10","Centro","CS AGRONÔMICA",0,2013,10,30
"11","Centro","CS AGRONÔMICA",0,2013,11,5
"12","Centro","CS AGRONÔMICA",0,2013,12,5
"13","Centro","CS AGRONÔMICA",0,2014,1,5
"14","Centro","CS AGRONÔMICA",0,2014,2,11
"15","Centro","CS AGRONÔMICA",0,2014,3,9
"16","Centro","CS AGRONÔMICA",0,2014,4,4
"17","Centro","CS AGRONÔMICA",0,2014,5,12
"18","Centro","CS AGRONÔMICA",0,2014,6,8
"19","Centro","CS AGRONÔMICA",0,2014,7,13
"20","Centro","CS AGRONÔMICA",0,2014,8,12
"21","Centro","CS AGRONÔMICA",0,2014,9,10
"22","Centro","CS AGRONÔMICA",0,2014,10,17
"23","Centro","CS AGRONÔMICA",0,2014,11,4
"24","Centro","CS AGRONÔMICA",0,2014,12,2
"25","Centro","CS AGRONÔMICA",0,2015,1,6
"26","Centro","CS AGRONÔMICA",0,2015,2,9
"27","Centro","CS AGRONÔMICA",0,2015,3,2
"28","Centro","CS AGRONÔMICA",0,2015,4,5
"29","Centro","CS AGRONÔMICA",0,2015,6,5
"30","Centro","CS AGRONÔMICA",0,2015,7,3
"31","Centro","CS AGRONÔMICA",0,2015,8,5
"32","Centro","CS AGRONÔMICA",0,2015,9,9
"33","Centro","CS AGRONÔMICA",0,2015,10,24
"34","Centro","CS AGRONÔMICA",0,2015,11,14
"35","Centro","CS AGRONÔMICA",0,2015,12,5
"36","Centro","CS AGRONÔMICA",0,2016,1,9
"37","Centro","CS AGRONÔMICA",0,2016,2,3
"38","Centro","CS AGRONÔMICA",0,2016,3,7
"39","Centro","CS AGRONÔMICA",0,2016,4,1
"40","Centro","CS AGRONÔMICA",0,2016,5,4
"41","Centro","CS AGRONÔMICA",0,2016,6,1
"42","Centro","CS AGRONÔMICA",0,2016,7,5
"43","Centro","CS AGRONÔMICA",0,2016,8,5
"44","Centro","CS AGRONÔMICA",0,2016,9,10
"45","Centro","CS AGRONÔMICA",0,2016,10,9
"46","Centro","CS AGRONÔMICA",0,2016,11,10
"47","Centro","CS AGRONÔMICA",0,2016,12,1
"48","Centro","CS AGRONÔMICA",0,2017,1,4
"49","Centro","CS AGRONÔMICA",0,2017,3,19
"50","Centro","CS AGRONÔMICA",0,2017,4,5
"51","Centro","CS AGRONÔMICA",0,2017,5,4
"52","Centro","CS AGRONÔMICA",0,2017,6,6
"53","Centro","CS AGRONÔMICA",0,2017,7,7
"54","Centro","CS AGRONÔMICA",0,2017,8,12
"55","Centro","CS AGRONÔMICA",0,2017,9,16
"56","Centro","CS AGRONÔMICA",0,2017,10,21
"57","Centro","CS AGRONÔMICA",0,2017,11,17
"58","Centro","CS AGRONÔMICA",0,2017,12,5
"59","Centro","CS AGRONÔMICA",0,2018,1,14
"60","Centro","CS AGRONÔMICA",0,2018,2,10
"61","Centro","CS AGRONÔMICA",0,2018,3,14
"62","Centro","CS AGRONÔMICA",1,2013,1,8
"63","Centro","CS AGRONÔMICA",1,2013,2,3
"64","Centro","CS AGRONÔMICA",1,2013,3,6
"65","Centro","CS AGRONÔMICA",1,2013,4,5
"66","Centro","CS AGRONÔMICA",1,2013,5,14
"67","Centro","CS AGRONÔMICA",1,2013,6,4
"68","Centro","CS AGRONÔMICA",1,2013,7,7
"69","Centro","CS AGRONÔMICA",1,2013,8,3
"70","Centro","CS AGRONÔMICA",1,2013,9,6
"71","Centro","CS AGRONÔMICA",1,2013,10,15
"72","Centro","CS AGRONÔMICA",1,2013,11,2
"73","Centro","CS AGRONÔMICA",1,2013,12,4
"74","Centro","CS AGRONÔMICA",1,2014,1,4
"75","Centro","CS AGRONÔMICA",1,2014,2,8
"76","Centro","CS AGRONÔMICA",1,2014,3,17
"77","Centro","CS AGRONÔMICA",1,2014,5,5
"78","Centro","CS AGRONÔMICA",1,2014,6,2
"79","Centro","CS AGRONÔMICA",1,2014,7,9
"80","Centro","CS AGRONÔMICA",1,2014,8,8
"81","Centro","CS AGRONÔMICA",1,2014,9,8
"82","Centro","CS AGRONÔMICA",1,2014,10,12
"83","Centro","CS AGRONÔMICA",1,2014,11,4
"84","Centro","CS AGRONÔMICA",1,2014,12,2
"85","Centro","CS AGRONÔMICA",1,2015,1,9
"86","Centro","CS AGRONÔMICA",1,2015,2,4
"87","Centro","CS AGRONÔMICA",1,2015,3,2
"88","Centro","CS AGRONÔMICA",1,2015,4,2
"89","Centro","CS AGRONÔMICA",1,2015,5,2
"90","Centro","CS AGRONÔMICA",1,2015,6,6
"91","Centro","CS AGRONÔMICA",1,2015,7,8
"92","Centro","CS AGRONÔMICA",1,2015,8,13
"93","Centro","CS AGRONÔMICA",1,2015,9,13
"94","Centro","CS AGRONÔMICA",1,2015,10,29
"95","Centro","CS AGRONÔMICA",1,2015,11,7
"96","Centro","CS AGRONÔMICA",1,2015,12,2
"97","Centro","CS AGRONÔMICA",1,2016,1,17
"98","Centro","CS AGRONÔMICA",1,2016,2,4
"99","Centro","CS AGRONÔMICA",1,2016,3,2
"100","Centro","CS AGRONÔMICA",1,2016,4,4
"101","Centro","CS AGRONÔMICA",1,2016,5,3
"102","Centro","CS AGRONÔMICA",1,2016,6,11
"103","Centro","CS AGRONÔMICA",1,2016,7,1
"104","Centro","CS AGRONÔMICA",1,2016,8,2
"105","Centro","CS AGRONÔMICA",1,2016,9,5
"106","Centro","CS AGRONÔMICA",1,2016,10,10
"107","Centro","CS AGRONÔMICA",1,2016,11,3
"108","Centro","CS AGRONÔMICA",1,2016,12,2
"109","Centro","CS AGRONÔMICA",1,2017,1,1
"110","Centro","CS AGRONÔMICA",1,2017,3,7
"111","Centro","CS AGRONÔMICA",1,2017,4,7
"112","Centro","CS AGRONÔMICA",1,2017,5,6
"113","Centro","CS AGRONÔMICA",1,2017,6,8
"114","Centro","CS AGRONÔMICA",1,2017,7,7
"115","Centro","CS AGRONÔMICA",1,2017,8,18
"116","Centro","CS AGRONÔMICA",1,2017,9,11
"117","Centro","CS AGRONÔMICA",1,2017,10,5
"118","Centro","CS AGRONÔMICA",1,2017,11,13
"119","Centro","CS AGRONÔMICA",1,2017,12,5
"120","Centro","CS AGRONÔMICA",1,2018,1,14
"121","Centro","CS AGRONÔMICA",1,2018,2,2
"122","Centro","CS AGRONÔMICA",1,2018,3,5
"123","Centro","CS AGRONÔMICA",2,2013,1,12
"124","Centro","CS AGRONÔMICA",2,2013,2,4
"125","Centro","CS AGRONÔMICA",2,2013,3,8
"126","Centro","CS AGRONÔMICA",2,2013,4,5
"127","Centro","CS AGRONÔMICA",2,2013,5,9
"128","Centro","CS AGRONÔMICA",2,2013,6,4
"129","Centro","CS AGRONÔMICA",2,2013,7,12
"130","Centro","CS AGRONÔMICA",2,2013,8,12
"131","Centro","CS AGRONÔMICA",2,2013,9,8
"132","Centro","CS AGRONÔMICA",2,2013,10,18
"133","Centro","CS AGRONÔMICA",2,2013,11,5
"134","Centro","CS AGRONÔMICA",2,2013,12,1
"135","Centro","CS AGRONÔMICA",2,2014,1,4
"136","Centro","CS AGRONÔMICA",2,2014,2,10
"137","Centro","CS AGRONÔMICA",2,2014,3,5
"138","Centro","CS AGRONÔMICA",2,2014,4,8
"139","Centro","CS AGRONÔMICA",2,2014,5,9
"140","Centro","CS AGRONÔMICA",2,2014,6,9
"141","Centro","CS AGRONÔMICA",2,2014,7,13
"142","Centro","CS AGRONÔMICA",2,2014,8,4
"143","Centro","CS AGRONÔMICA",2,2014,9,11
"144","Centro","CS AGRONÔMICA",2,2014,10,18
"145","Centro","CS AGRONÔMICA",2,2014,11,4
"146","Centro","CS AGRONÔMICA",2,2014,12,2
"147","Centro","CS AGRONÔMICA",2,2015,1,12
"148","Centro","CS AGRONÔMICA",2,2015,2,4
"149","Centro","CS AGRONÔMICA",2,2015,3,2
"150","Centro","CS AGRONÔMICA",2,2015,4,3
"151","Centro","CS AGRONÔMICA",2,2015,6,7
"152","Centro","CS AGRONÔMICA",2,2015,7,5
"153","Centro","CS AGRONÔMICA",2,2015,8,10
"154","Centro","CS AGRONÔMICA",2,2015,9,10
"155","Centro","CS AGRONÔMICA",2,2015,10,12
"156","Centro","CS AGRONÔMICA",2,2015,11,7
"157","Centro","CS AGRONÔMICA",2,2015,12,8
"158","Centro","CS AGRONÔMICA",2,2016,1,16
"159","Centro","CS AGRONÔMICA",2,2016,2,5
"160","Centro","CS AGRONÔMICA",2,2016,3,9
"161","Centro","CS AGRONÔMICA",2,2016,4,6
"162","Centro","CS AGRONÔMICA",2,2016,5,3
"163","Centro","CS AGRONÔMICA",2,2016,6,5
"164","Centro","CS AGRONÔMICA",2,2016,7,7
"165","Centro","CS AGRONÔMICA",2,2016,8,6
"166","Centro","CS AGRONÔMICA",2,2016,9,8
"167","Centro","CS AGRONÔMICA",2,2016,10,7
"168","Centro","CS AGRONÔMICA",2,2016,11,2
"169","Centro","CS AGRONÔMICA",2,2016,12,2
"170","Centro","CS AGRONÔMICA",2,2017,1,1
"171","Centro","CS AGRONÔMICA",2,2017,3,5
"172","Centro","CS AGRONÔMICA",2,2017,4,7
"173","Centro","CS AGRONÔMICA",2,2017,5,5
"174","Centro","CS AGRONÔMICA",2,2017,6,4
"175","Centro","CS AGRONÔMICA",2,2017,7,4
"176","Centro","CS AGRONÔMICA",2,2017,8,12
"177","Centro","CS AGRONÔMICA",2,2017,9,8
"178","Centro","CS AGRONÔMICA",2,2017,10,8
"179","Centro","CS AGRONÔMICA",2,2017,11,6
"180","Centro","CS AGRONÔMICA",2,2017,12,3
"181","Centro","CS AGRONÔMICA",2,2018,1,7
"182","Centro","CS AGRONÔMICA",2,2018,2,3
"183","Centro","CS AGRONÔMICA",2,2018,3,19
"184","Centro","CS AGRONÔMICA",3,2013,1,5
"185","Centro","CS AGRONÔMICA",3,2013,2,6
"186","Centro","CS AGRONÔMICA",3,2013,3,9
"187","Centro","CS AGRONÔMICA",3,2013,4,5
"188","Centro","CS AGRONÔMICA",3,2013,5,12
"189","Centro","CS AGRONÔMICA",3,2013,6,6
"190","Centro","CS AGRONÔMICA",3,2013,7,8
"191","Centro","CS AGRONÔMICA",3,2013,8,15
"192","Centro","CS AGRONÔMICA",3,2013,9,7
"193","Centro","CS AGRONÔMICA",3,2013,10,23
"194","Centro","CS AGRONÔMICA",3,2013,11,6
"195","Centro","CS AGRONÔMICA",3,2013,12,1
"196","Centro","CS AGRONÔMICA",3,2014,1,6
"197","Centro","CS AGRONÔMICA",3,2014,2,7
"198","Centro","CS AGRONÔMICA",3,2014,3,9
"199","Centro","CS AGRONÔMICA",3,2014,4,3
"200","Centro","CS AGRONÔMICA",3,2014,5,6
"201","Centro","CS AGRONÔMICA",3,2014,6,4
"202","Centro","CS AGRONÔMICA",3,2014,7,17
"203","Centro","CS AGRONÔMICA",3,2014,8,21
"204","Centro","CS AGRONÔMICA",3,2014,9,11
"205","Centro","CS AGRONÔMICA",3,2014,10,11
"206","Centro","CS AGRONÔMICA",3,2014,11,3
"207","Centro","CS AGRONÔMICA",3,2014,12,5
"208","Centro","CS AGRONÔMICA",3,2015,1,10
"209","Centro","CS AGRONÔMICA",3,2015,2,5
"210","Centro","CS AGRONÔMICA",3,2015,3,4
"211","Centro","CS AGRONÔMICA",3,2015,4,1
"212","Centro","CS AGRONÔMICA",3,2015,5,2
"213","Centro","CS AGRONÔMICA",3,2015,6,7
"214","Centro","CS AGRONÔMICA",3,2015,7,6
"215","Centro","CS AGRONÔMICA",3,2015,8,10
"216","Centro","CS AGRONÔMICA",3,2015,9,8
"217","Centro","CS AGRONÔMICA",3,2015,10,27
"218","Centro","CS AGRONÔMICA",3,2015,11,9
"219","Centro","CS AGRONÔMICA",3,2015,12,2
"220","Centro","CS AGRONÔMICA",3,2016,1,19
"221","Centro","CS AGRONÔMICA",3,2016,2,1
"222","Centro","CS AGRONÔMICA",3,2016,3,14
"223","Centro","CS AGRONÔMICA",3,2016,4,7
"224","Centro","CS AGRONÔMICA",3,2016,5,3
"225","Centro","CS AGRONÔMICA",3,2016,6,6
"226","Centro","CS AGRONÔMICA",3,2016,7,5
"227","Centro","CS AGRONÔMICA",3,2016,8,3
"228","Centro","CS AGRONÔMICA",3,2016,9,4
"229","Centro","CS AGRONÔMICA",3,2016,10,15
"230","Centro","CS AGRONÔMICA",3,2016,11,10
"231","Centro","CS AGRONÔMICA",3,2016,12,5
"232","Centro","CS AGRONÔMICA",3,2017,1,1
"233","Centro","CS AGRONÔMICA",3,2017,3,11
"234","Centro","CS AGRONÔMICA",3,2017,4,7
"235","Centro","CS AGRONÔMICA",3,2017,5,9
"236","Centro","CS AGRONÔMICA",3,2017,6,11
"237","Centro","CS AGRONÔMICA",3,2017,7,12
"238","Centro","CS AGRONÔMICA",3,2017,8,11
"239","Centro","CS AGRONÔMICA",3,2017,9,8
"240","Centro","CS AGRONÔMICA",3,2017,10,14
"241","Centro","CS AGRONÔMICA",3,2017,11,8
"242","Centro","CS AGRONÔMICA",3,2017,12,8
"243","Centro","CS AGRONÔMICA",3,2018,1,9
"244","Centro","CS AGRONÔMICA",3,2018,2,8
"245","Centro","CS AGRONÔMICA",3,2018,3,10
"246","Centro","CS CENTRO",0,2013,1,13
"247","Centro","CS CENTRO",0,2013,2,9
"248","Centro","CS CENTRO",0,2013,3,20
"249","Centro","CS CENTRO",0,2013,4,14
"250","Centro","CS CENTRO",0,2013,5,3
"251","Centro","CS CENTRO",0,2013,6,11
"252","Centro","CS CENTRO",0,2013,7,25
"253","Centro","CS CENTRO",0,2013,8,25
"254","Centro","CS CENTRO",0,2013,9,21
"255","Centro","CS CENTRO",0,2013,10,23
"256","Centro","CS CENTRO",0,2013,11,14
"257","Centro","CS CENTRO",0,2013,12,11
"258","Centro","CS CENTRO",0,2014,1,16
"259","Centro","CS CENTRO",0,2014,2,32
"260","Centro","CS CENTRO",0,2014,3,6
"261","Centro","CS CENTRO",0,2014,4,6
"262","Centro","CS CENTRO",0,2014,5,1
"263","Centro","CS CENTRO",0,2014,6,25
"264","Centro","CS CENTRO",0,2014,7,6
"265","Centro","CS CENTRO",0,2014,8,12
"266","Centro","CS CENTRO",0,2014,9,14
"267","Centro","CS CENTRO",0,2014,10,22
"268","Centro","CS CENTRO",0,2014,11,11
"269","Centro","CS CENTRO",0,2014,12,2
"270","Centro","CS CENTRO",0,2015,1,8
"271","Centro","CS CENTRO",0,2015,2,14
"272","Centro","CS CENTRO",0,2015,3,17
"273","Centro","CS CENTRO",0,2015,4,10
"274","Centro","CS CENTRO",0,2015,6,19
"275","Centro","CS CENTRO",0,2015,7,16
"276","Centro","CS CENTRO",0,2015,8,19
"277","Centro","CS CENTRO",0,2015,9,14
"278","Centro","CS CENTRO",0,2015,10,16
"279","Centro","CS CENTRO",0,2015,11,13
"280","Centro","CS CENTRO",0,2015,12,6
"281","Centro","CS CENTRO",0,2016,1,12
"282","Centro","CS CENTRO",0,2016,2,3
"283","Centro","CS CENTRO",0,2016,3,2
"284","Centro","CS CENTRO",0,2016,4,12
"285","Centro","CS CENTRO",0,2016,5,2
"286","Centro","CS CENTRO",0,2016,6,12
"287","Centro","CS CENTRO",0,2016,7,25
"288","Centro","CS CENTRO",0,2016,8,16
"289","Centro","CS CENTRO",0,2016,9,17
"290","Centro","CS CENTRO",0,2016,10,17
"291","Centro","CS CENTRO",0,2016,11,22
"292","Centro","CS CENTRO",0,2016,12,11
"293","Centro","CS CENTRO",0,2017,1,3
"294","Centro","CS CENTRO",0,2017,3,8
"295","Centro","CS CENTRO",0,2017,4,13
"296","Centro","CS CENTRO",0,2017,6,18
"297","Centro","CS CENTRO",0,2017,7,17
"298","Centro","CS CENTRO",0,2017,8,22
"299","Centro","CS CENTRO",0,2017,9,17
"300","Centro","CS CENTRO",0,2017,10,28
"301","Centro","CS CENTRO",0,2017,11,24
"302","Centro","CS CENTRO",0,2017,12,5
"303","Centro","CS CENTRO",0,2018,1,6
"304","Centro","CS CENTRO",0,2018,2,2
"305","Centro","CS CENTRO",0,2018,3,18
"306","Centro","CS CENTRO",1,2013,1,2
"307","Centro","CS CENTRO",1,2013,2,2
"308","Centro","CS CENTRO",1,2013,3,5
"309","Centro","CS CENTRO",1,2013,4,3
"310","Centro","CS CENTRO",1,2013,5,5
"311","Centro","CS CENTRO",1,2013,6,5
"312","Centro","CS CENTRO",1,2013,7,14
"313","Centro","CS CENTRO",1,2013,8,16
"314","Centro","CS CENTRO",1,2013,9,11
"315","Centro","CS CENTRO",1,2013,10,21
"316","Centro","CS CENTRO",1,2013,11,8
"317","Centro","CS CENTRO",1,2013,12,2
"318","Centro","CS CENTRO",1,2014,1,9
"319","Centro","CS CENTRO",1,2014,2,10
"320","Centro","CS CENTRO",1,2014,3,2
"321","Centro","CS CENTRO",1,2014,4,4
"322","Centro","CS CENTRO",1,2014,6,13
"323","Centro","CS CENTRO",1,2014,7,5
"324","Centro","CS CENTRO",1,2014,8,11
"325","Centro","CS CENTRO",1,2014,9,11
"326","Centro","CS CENTRO",1,2014,10,14
"327","Centro","CS CENTRO",1,2014,11,3
"328","Centro","CS CENTRO",1,2014,12,1
"329","Centro","CS CENTRO",1,2015,1,6
"330","Centro","CS CENTRO",1,2015,2,3
"331","Centro","CS CENTRO",1,2015,3,5
"332","Centro","CS CENTRO",1,2015,4,7
"333","Centro","CS CENTRO",1,2015,5,2
"334","Centro","CS CENTRO",1,2015,6,13
"335","Centro","CS CENTRO",1,2015,7,17
"336","Centro","CS CENTRO",1,2015,8,9
"337","Centro","CS CENTRO",1,2015,9,12
"338","Centro","CS CENTRO",1,2015,10,23
"339","Centro","CS CENTRO",1,2015,11,7
"340","Centro","CS CENTRO",1,2015,12,8
"341","Centro","CS CENTRO",1,2016,1,7
"342","Centro","CS CENTRO",1,2016,4,8
"343","Centro","CS CENTRO",1,2016,5,1
"344","Centro","CS CENTRO",1,2016,6,15
"345","Centro","CS CENTRO",1,2016,7,13
"346","Centro","CS CENTRO",1,2016,8,6
"347","Centro","CS CENTRO",1,2016,9,10
"348","Centro","CS CENTRO",1,2016,10,7
"349","Centro","CS CENTRO",1,2016,11,10
"350","Centro","CS CENTRO",1,2016,12,6
"351","Centro","CS CENTRO",1,2017,3,5
"352","Centro","CS CENTRO",1,2017,4,7
"353","Centro","CS CENTRO",1,2017,6,16
"354","Centro","CS CENTRO",1,2017,7,11
"355","Centro","CS CENTRO",1,2017,8,7
"356","Centro","CS CENTRO",1,2017,9,10
"357","Centro","CS CENTRO",1,2017,10,10
"358","Centro","CS CENTRO",1,2017,11,9
"359","Centro","CS CENTRO",1,2017,12,10
"360","Centro","CS CENTRO",1,2018,1,2
"361","Centro","CS CENTRO",1,2018,2,1
"362","Centro","CS CENTRO",1,2018,3,9
"363","Centro","CS CENTRO",2,2013,1,8
"364","Centro","CS CENTRO",2,2013,2,8
"365","Centro","CS CENTRO",2,2013,3,13
"366","Centro","CS CENTRO",2,2013,4,10
"367","Centro","CS CENTRO",2,2013,5,8
"368","Centro","CS CENTRO",2,2013,6,7
"369","Centro","CS CENTRO",2,2013,7,18
"370","Centro","CS CENTRO",2,2013,8,11
"371","Centro","CS CENTRO",2,2013,9,9
"372","Centro","CS CENTRO",2,2013,10,19
"373","Centro","CS CENTRO",2,2013,11,16
"374","Centro","CS CENTRO",2,2013,12,7
"375","Centro","CS CENTRO",2,2014,1,11
"376","Centro","CS CENTRO",2,2014,2,21
"377","Centro","CS CENTRO",2,2014,3,4
"378","Centro","CS CENTRO",2,2014,4,7
"379","Centro","CS CENTRO",2,2014,6,19
"380","Centro","CS CENTRO",2,2014,7,3
"381","Centro","CS CENTRO",2,2014,8,11
"382","Centro","CS CENTRO",2,2014,9,16
"383","Centro","CS CENTRO",2,2014,10,12
"384","Centro","CS CENTRO",2,2014,11,6
"385","Centro","CS CENTRO",2,2014,12,3
"386","Centro","CS CENTRO",2,2015,1,3
"387","Centro","CS CENTRO",2,2015,2,15
"388","Centro","CS CENTRO",2,2015,3,8
"389","Centro","CS CENTRO",2,2015,4,14
"390","Centro","CS CENTRO",2,2015,5,2
"391","Centro","CS CENTRO",2,2015,6,10
"392","Centro","CS CENTRO",2,2015,7,15
"393","Centro","CS CENTRO",2,2015,8,8
"394","Centro","CS CENTRO",2,2015,9,11
"395","Centro","CS CENTRO",2,2015,10,28
"396","Centro","CS CENTRO",2,2015,11,16
"397","Centro","CS CENTRO",2,2015,12,10
"398","Centro","CS CENTRO",2,2016,1,7
"399","Centro","CS CENTRO",2,2016,2,3
"400","Centro","CS CENTRO",2,2016,4,12
"401","Centro","CS CENTRO",2,2016,6,10
"402","Centro","CS CENTRO",2,2016,7,17
"403","Centro","CS CENTRO",2,2016,8,12
"404","Centro","CS CENTRO",2,2016,9,10
"405","Centro","CS CENTRO",2,2016,10,20
"406","Centro","CS CENTRO",2,2016,11,11
"407","Centro","CS CENTRO",2,2016,12,8
"408","Centro","CS CENTRO",2,2017,3,2
"409","Centro","CS CENTRO",2,2017,4,6
"410","Centro","CS CENTRO",2,2017,5,1
"411","Centro","CS CENTRO",2,2017,6,18
"412","Centro","CS CENTRO",2,2017,7,22
"413","Centro","CS CENTRO",2,2017,8,21
"414","Centro","CS CENTRO",2,2017,9,11
"415","Centro","CS CENTRO",2,2017,10,23
"416","Centro","CS CENTRO",2,2017,11,6
"417","Centro","CS CENTRO",2,2017,12,9
"418","Centro","CS CENTRO",2,2018,3,20
"419","Centro","CS CÓRREGO GRANDE",0,2013,1,10
"420","Centro","CS CÓRREGO GRANDE",0,2013,2,9
"421","Centro","CS CÓRREGO GRANDE",0,2013,3,13
"422","Centro","CS CÓRREGO GRANDE",0,2013,4,7
"423","Centro","CS CÓRREGO GRANDE",0,2013,5,6
"424","Centro","CS CÓRREGO GRANDE",0,2013,6,5
"425","Centro","CS CÓRREGO GRANDE",0,2013,7,1
"426","Centro","CS CÓRREGO GRANDE",0,2013,8,7
"427","Centro","CS CÓRREGO GRANDE",0,2013,9,13
"428","Centro","CS CÓRREGO GRANDE",0,2013,10,10
"429","Centro","CS CÓRREGO GRANDE",0,2013,11,2
"430","Centro","CS CÓRREGO GRANDE",0,2013,12,8
"431","Centro","CS CÓRREGO GRANDE",0,2014,1,2
"432","Centro","CS CÓRREGO GRANDE",0,2014,3,6
"433","Centro","CS CÓRREGO GRANDE",0,2014,4,9
"434","Centro","CS CÓRREGO GRANDE",0,2014,5,8
"435","Centro","CS CÓRREGO GRANDE",0,2014,6,11
"436","Centro","CS CÓRREGO GRANDE",0,2014,7,4
"437","Centro","CS CÓRREGO GRANDE",0,2014,8,1
"438","Centro","CS CÓRREGO GRANDE",0,2014,9,1
"439","Centro","CS CÓRREGO GRANDE",0,2014,10,3
"440","Centro","CS CÓRREGO GRANDE",0,2014,11,2
"441","Centro","CS CÓRREGO GRANDE",0,2014,12,1
"442","Centro","CS CÓRREGO GRANDE",0,2015,1,13
"443","Centro","CS CÓRREGO GRANDE",0,2015,2,2
"444","Centro","CS CÓRREGO GRANDE",0,2015,3,8
"445","Centro","CS CÓRREGO GRANDE",0,2015,4,14
"446","Centro","CS CÓRREGO GRANDE",0,2015,5,2
"447","Centro","CS CÓRREGO GRANDE",0,2015,6,9
"448","Centro","CS CÓRREGO GRANDE",0,2015,7,7
"449","Centro","CS CÓRREGO GRANDE",0,2015,8,12
"450","Centro","CS CÓRREGO GRANDE",0,2015,9,15
"451","Centro","CS CÓRREGO GRANDE",0,2015,10,23
"452","Centro","CS CÓRREGO GRANDE",0,2015,11,5
"453","Centro","CS CÓRREGO GRANDE",0,2015,12,5
"454","Centro","CS CÓRREGO GRANDE",0,2016,1,11
"455","Centro","CS CÓRREGO GRANDE",0,2016,2,7
"456","Centro","CS CÓRREGO GRANDE",0,2016,3,2
"457","Centro","CS CÓRREGO GRANDE",0,2016,4,3
"458","Centro","CS CÓRREGO GRANDE",0,2016,5,19
"459","Centro","CS CÓRREGO GRANDE",0,2016,6,11
"460","Centro","CS CÓRREGO GRANDE",0,2016,7,7
"461","Centro","CS CÓRREGO GRANDE",0,2016,8,8
"462","Centro","CS CÓRREGO GRANDE",0,2016,9,9
"463","Centro","CS CÓRREGO GRANDE",0,2016,10,14
"464","Centro","CS CÓRREGO GRANDE",0,2016,11,2
"465","Centro","CS CÓRREGO GRANDE",0,2016,12,1
"466","Centro","CS CÓRREGO GRANDE",0,2017,1,4
"467","Centro","CS CÓRREGO GRANDE",0,2017,3,5
"468","Centro","CS CÓRREGO GRANDE",0,2017,4,5
"469","Centro","CS CÓRREGO GRANDE",0,2017,5,6
"470","Centro","CS CÓRREGO GRANDE",0,2017,6,16
"471","Centro","CS CÓRREGO GRANDE",0,2017,7,1
"472","Centro","CS CÓRREGO GRANDE",0,2017,8,1
"473","Centro","CS CÓRREGO GRANDE",0,2017,9,9
"474","Centro","CS CÓRREGO GRANDE",0,2017,10,11
"475","Centro","CS CÓRREGO GRANDE",0,2017,11,11
"476","Centro","CS CÓRREGO GRANDE",0,2017,12,11
"477","Centro","CS CÓRREGO GRANDE",0,2018,1,9
"478","Centro","CS CÓRREGO GRANDE",0,2018,2,9
"479","Centro","CS CÓRREGO GRANDE",0,2018,3,5
"480","Centro","CS CÓRREGO GRANDE",1,2013,1,7
"481","Centro","CS CÓRREGO GRANDE",1,2013,2,8
"482","Centro","CS CÓRREGO GRANDE",1,2013,3,7
"483","Centro","CS CÓRREGO GRANDE",1,2013,4,3
"484","Centro","CS CÓRREGO GRANDE",1,2013,5,4
"485","Centro","CS CÓRREGO GRANDE",1,2013,8,7
"486","Centro","CS CÓRREGO GRANDE",1,2013,9,6
"487","Centro","CS CÓRREGO GRANDE",1,2013,10,8
"488","Centro","CS CÓRREGO GRANDE",1,2013,11,5
"489","Centro","CS CÓRREGO GRANDE",1,2013,12,2
"490","Centro","CS CÓRREGO GRANDE",1,2014,1,8
"491","Centro","CS CÓRREGO GRANDE",1,2014,2,5
"492","Centro","CS CÓRREGO GRANDE",1,2014,3,3
"493","Centro","CS CÓRREGO GRANDE",1,2014,4,4
"494","Centro","CS CÓRREGO GRANDE",1,2014,5,11
"495","Centro","CS CÓRREGO GRANDE",1,2014,6,2
"496","Centro","CS CÓRREGO GRANDE",1,2014,7,4
"497","Centro","CS CÓRREGO GRANDE",1,2014,8,1
"498","Centro","CS CÓRREGO GRANDE",1,2014,9,1
"499","Centro","CS CÓRREGO GRANDE",1,2014,10,3
"500","Centro","CS CÓRREGO GRANDE",1,2014,12,2
"501","Centro","CS CÓRREGO GRANDE",1,2015,1,9
"502","Centro","CS CÓRREGO GRANDE",1,2015,3,13
"503","Centro","CS CÓRREGO GRANDE",1,2015,4,8
"504","Centro","CS CÓRREGO GRANDE",1,2015,5,1
"505","Centro","CS CÓRREGO GRANDE",1,2015,6,10
"506","Centro","CS CÓRREGO GRANDE",1,2015,7,6
"507","Centro","CS CÓRREGO GRANDE",1,2015,8,7
"508","Centro","CS CÓRREGO GRANDE",1,2015,9,11
"509","Centro","CS CÓRREGO GRANDE",1,2015,10,13
"510","Centro","CS CÓRREGO GRANDE",1,2015,11,7
"511","Centro","CS CÓRREGO GRANDE",1,2015,12,6
"512","Centro","CS CÓRREGO GRANDE",1,2016,1,3
"513","Centro","CS CÓRREGO GRANDE",1,2016,2,7
