"","DISTRITO","UNIDADE","AREA","ANO","MES","CITOPATO"
"1894","Centro","CS TRINDADE",3,2015,7,4
"1895","Centro","CS TRINDADE",3,2015,8,16
"1896","Centro","CS TRINDADE",3,2015,9,11
"1897","Centro","CS TRINDADE",3,2015,10,9
"1898","Centro","CS TRINDADE",3,2015,11,10
"1899","Centro","CS TRINDADE",3,2015,12,5
"1900","Centro","CS TRINDADE",3,2016,1,4
"1901","Centro","CS TRINDADE",3,2016,2,9
"1902","Centro","CS TRINDADE",3,2016,3,10
"1903","Centro","CS TRINDADE",3,2016,4,4
"1904","Centro","CS TRINDADE",3,2016,5,6
"1905","Centro","CS TRINDADE",3,2016,6,5
"1906","Centro","CS TRINDADE",3,2016,7,4
"1907","Centro","CS TRINDADE",3,2016,8,6
"1908","Centro","CS TRINDADE",3,2016,9,2
"1909","Centro","CS TRINDADE",3,2016,10,8
"1910","Centro","CS TRINDADE",3,2016,11,7
"1911","Centro","CS TRINDADE",3,2016,12,2
"1912","Centro","CS TRINDADE",3,2017,1,6
"1913","Centro","CS TRINDADE",3,2017,3,8
"1914","Centro","CS TRINDADE",3,2017,4,11
"1915","Centro","CS TRINDADE",3,2017,5,8
"1916","Centro","CS TRINDADE",3,2017,6,7
"1917","Centro","CS TRINDADE",3,2017,7,11
"1918","Centro","CS TRINDADE",3,2017,8,15
"1919","Centro","CS TRINDADE",3,2017,9,10
"1920","Centro","CS TRINDADE",3,2017,10,16
"1921","Centro","CS TRINDADE",3,2017,11,9
"1922","Centro","CS TRINDADE",3,2017,12,4
"1923","Centro","CS TRINDADE",3,2018,1,4
"1924","Centro","CS TRINDADE",3,2018,2,9
"1925","Centro","CS TRINDADE",3,2018,3,20
"1926","Centro","CS TRINDADE",4,2013,1,12
"1927","Centro","CS TRINDADE",4,2013,2,3
"1928","Centro","CS TRINDADE",4,2013,3,6
"1929","Centro","CS TRINDADE",4,2013,4,5
"1930","Centro","CS TRINDADE",4,2013,5,4
"1931","Centro","CS TRINDADE",4,2013,6,1
"1932","Centro","CS TRINDADE",4,2013,7,6
"1933","Centro","CS TRINDADE",4,2013,8,1
"1934","Centro","CS TRINDADE",4,2013,9,5
"1935","Centro","CS TRINDADE",4,2013,10,10
"1936","Centro","CS TRINDADE",4,2013,11,3
"1937","Centro","CS TRINDADE",4,2013,12,3
"1938","Centro","CS TRINDADE",4,2014,1,1
"1939","Centro","CS TRINDADE",4,2014,2,8
"1940","Centro","CS TRINDADE",4,2014,3,8
"1941","Centro","CS TRINDADE",4,2014,4,3
"1942","Centro","CS TRINDADE",4,2014,5,2
"1943","Centro","CS TRINDADE",4,2014,6,14
"1944","Centro","CS TRINDADE",4,2014,7,8
"1945","Centro","CS TRINDADE",4,2014,8,4
"1946","Centro","CS TRINDADE",4,2014,9,15
"1947","Centro","CS TRINDADE",4,2014,10,7
"1948","Centro","CS TRINDADE",4,2014,11,2
"1949","Centro","CS TRINDADE",4,2014,12,7
"1950","Centro","CS TRINDADE",4,2015,1,10
"1951","Centro","CS TRINDADE",4,2015,2,6
"1952","Centro","CS TRINDADE",4,2015,3,5
"1953","Centro","CS TRINDADE",4,2015,4,6
"1954","Centro","CS TRINDADE",4,2015,5,2
"1955","Centro","CS TRINDADE",4,2015,6,5
"1956","Centro","CS TRINDADE",4,2015,7,15
"1957","Centro","CS TRINDADE",4,2015,8,12
"1958","Centro","CS TRINDADE",4,2015,9,14
"1959","Centro","CS TRINDADE",4,2015,10,5
"1960","Centro","CS TRINDADE",4,2015,11,9
"1961","Centro","CS TRINDADE",4,2015,12,5
"1962","Centro","CS TRINDADE",4,2016,1,5
"1963","Centro","CS TRINDADE",4,2016,2,6
"1964","Centro","CS TRINDADE",4,2016,3,3
"1965","Centro","CS TRINDADE",4,2016,4,2
"1966","Centro","CS TRINDADE",4,2016,5,10
"1967","Centro","CS TRINDADE",4,2016,6,5
"1968","Centro","CS TRINDADE",4,2016,7,3
"1969","Centro","CS TRINDADE",4,2016,8,9
"1970","Centro","CS TRINDADE",4,2016,9,5
"1971","Centro","CS TRINDADE",4,2016,10,1
"1972","Centro","CS TRINDADE",4,2016,11,8
"1973","Centro","CS TRINDADE",4,2016,12,6
"1974","Centro","CS TRINDADE",4,2017,3,7
"1975","Centro","CS TRINDADE",4,2017,4,13
"1976","Centro","CS TRINDADE",4,2017,5,12
"1977","Centro","CS TRINDADE",4,2017,6,4
"1978","Centro","CS TRINDADE",4,2017,7,7
"1979","Centro","CS TRINDADE",4,2017,8,15
"1980","Centro","CS TRINDADE",4,2017,9,11
"1981","Centro","CS TRINDADE",4,2017,10,19
"1982","Centro","CS TRINDADE",4,2017,11,5
"1983","Centro","CS TRINDADE",4,2017,12,5
"1984","Centro","CS TRINDADE",4,2018,1,5
"1985","Centro","CS TRINDADE",4,2018,2,8
"1986","Centro","CS TRINDADE",4,2018,3,16
"1987","Centro","CS TRINDADE",5,2013,1,1
"1988","Centro","CS TRINDADE",5,2013,3,1
"1989","Centro","CS TRINDADE",5,2013,5,1
"1990","Centro","CS TRINDADE",5,2013,6,2
"1991","Centro","CS TRINDADE",5,2013,8,2
"1992","Centro","CS TRINDADE",5,2013,9,5
"1993","Centro","CS TRINDADE",5,2013,10,1
"1994","Centro","CS TRINDADE",5,2013,11,1
"1995","Centro","CS TRINDADE",5,2013,12,5
"1996","Centro","CS TRINDADE",5,2014,3,1
"1997","Centro","CS TRINDADE",5,2014,5,1
"1998","Centro","CS TRINDADE",5,2014,6,4
"1999","Centro","CS TRINDADE",5,2014,7,1
"2000","Centro","CS TRINDADE",5,2014,10,1
"2001","Centro","CS TRINDADE",5,2014,11,1
"2002","Centro","CS TRINDADE",5,2014,12,2
"2003","Centro","CS TRINDADE",5,2015,2,1
"2004","Centro","CS TRINDADE",5,2015,7,3
"2005","Centro","CS TRINDADE",5,2015,8,3
"2006","Centro","CS TRINDADE",5,2015,10,1
"2007","Centro","CS TRINDADE",5,2015,11,2
"2008","Centro","CS TRINDADE",5,2015,12,1
"2009","Centro","CS TRINDADE",5,2016,1,1
"2010","Centro","CS TRINDADE",5,2016,2,2
"2011","Centro","CS TRINDADE",5,2016,3,1
"2012","Centro","CS TRINDADE",5,2016,4,1
"2013","Centro","CS TRINDADE",5,2016,5,3
"2014","Centro","CS TRINDADE",5,2016,7,1
"2015","Centro","CS TRINDADE",5,2016,10,1
"2016","Centro","CS TRINDADE",5,2017,3,1
"2017","Centro","CS TRINDADE",5,2017,4,1
"2018","Centro","CS TRINDADE",5,2017,6,5
"2019","Centro","CS TRINDADE",5,2017,7,4
"2020","Centro","CS TRINDADE",5,2017,8,4
"2021","Centro","CS TRINDADE",5,2017,9,5
"2022","Centro","CS TRINDADE",5,2017,10,1
"2023","Centro","CS TRINDADE",5,2017,11,2
"2024","Centro","CS TRINDADE",5,2018,1,1
"2025","Centro","CS TRINDADE",5,2018,2,2
"2026","Centro","CS TRINDADE",5,2018,3,3
"2027","Continente","CS ABRAÃO",0,2013,1,3
"2028","Continente","CS ABRAÃO",0,2013,2,14
"2029","Continente","CS ABRAÃO",0,2013,3,9
"2030","Continente","CS ABRAÃO",0,2013,4,7
"2031","Continente","CS ABRAÃO",0,2013,5,4
"2032","Continente","CS ABRAÃO",0,2013,6,4
"2033","Continente","CS ABRAÃO",0,2013,7,6
"2034","Continente","CS ABRAÃO",0,2013,8,12
"2035","Continente","CS ABRAÃO",0,2013,9,11
"2036","Continente","CS ABRAÃO",0,2013,10,29
"2037","Continente","CS ABRAÃO",0,2013,11,10
"2038","Continente","CS ABRAÃO",0,2013,12,4
"2039","Continente","CS ABRAÃO",0,2014,1,7
"2040","Continente","CS ABRAÃO",0,2014,2,9
"2041","Continente","CS ABRAÃO",0,2014,3,17
"2042","Continente","CS ABRAÃO",0,2014,4,4
"2043","Continente","CS ABRAÃO",0,2014,5,5
"2044","Continente","CS ABRAÃO",0,2014,6,11
"2045","Continente","CS ABRAÃO",0,2014,7,7
"2046","Continente","CS ABRAÃO",0,2014,8,6
"2047","Continente","CS ABRAÃO",0,2014,9,8
"2048","Continente","CS ABRAÃO",0,2014,10,12
"2049","Continente","CS ABRAÃO",0,2014,11,19
"2050","Continente","CS ABRAÃO",0,2015,1,15
"2051","Continente","CS ABRAÃO",0,2015,2,7
"2052","Continente","CS ABRAÃO",0,2015,3,12
"2053","Continente","CS ABRAÃO",0,2015,4,9
"2054","Continente","CS ABRAÃO",0,2015,5,8
"2055","Continente","CS ABRAÃO",0,2015,6,2
"2056","Continente","CS ABRAÃO",0,2015,7,12
"2057","Continente","CS ABRAÃO",0,2015,8,13
"2058","Continente","CS ABRAÃO",0,2015,9,16
"2059","Continente","CS ABRAÃO",0,2015,10,17
"2060","Continente","CS ABRAÃO",0,2015,11,10
"2061","Continente","CS ABRAÃO",0,2015,12,5
"2062","Continente","CS ABRAÃO",0,2016,1,7
"2063","Continente","CS ABRAÃO",0,2016,2,8
"2064","Continente","CS ABRAÃO",0,2016,3,8
"2065","Continente","CS ABRAÃO",0,2016,4,15
"2066","Continente","CS ABRAÃO",0,2016,5,16
"2067","Continente","CS ABRAÃO",0,2016,6,11
"2068","Continente","CS ABRAÃO",0,2016,7,5
"2069","Continente","CS ABRAÃO",0,2016,8,9
"2070","Continente","CS ABRAÃO",0,2016,9,10
"2071","Continente","CS ABRAÃO",0,2016,10,4
"2072","Continente","CS ABRAÃO",0,2016,11,15
"2073","Continente","CS ABRAÃO",0,2016,12,6
"2074","Continente","CS ABRAÃO",0,2017,1,8
"2075","Continente","CS ABRAÃO",0,2017,3,3
"2076","Continente","CS ABRAÃO",0,2017,4,21
"2077","Continente","CS ABRAÃO",0,2017,5,23
"2078","Continente","CS ABRAÃO",0,2017,6,14
"2079","Continente","CS ABRAÃO",0,2017,7,4
"2080","Continente","CS ABRAÃO",0,2017,8,9
"2081","Continente","CS ABRAÃO",0,2017,9,14
"2082","Continente","CS ABRAÃO",0,2017,10,2
"2083","Continente","CS ABRAÃO",0,2017,11,5
"2084","Continente","CS ABRAÃO",0,2017,12,7
"2085","Continente","CS ABRAÃO",0,2018,1,5
"2086","Continente","CS ABRAÃO",0,2018,2,10
"2087","Continente","CS ABRAÃO",0,2018,3,4
"2088","Continente","CS ABRAÃO",1,2013,2,15
"2089","Continente","CS ABRAÃO",1,2013,3,8
"2090","Continente","CS ABRAÃO",1,2013,4,3
"2091","Continente","CS ABRAÃO",1,2013,5,4
"2092","Continente","CS ABRAÃO",1,2013,6,4
"2093","Continente","CS ABRAÃO",1,2013,7,10
"2094","Continente","CS ABRAÃO",1,2013,8,10
"2095","Continente","CS ABRAÃO",1,2013,9,14
"2096","Continente","CS ABRAÃO",1,2013,10,9
"2097","Continente","CS ABRAÃO",1,2013,11,9
"2098","Continente","CS ABRAÃO",1,2013,12,7
"2099","Continente","CS ABRAÃO",1,2014,1,2
"2100","Continente","CS ABRAÃO",1,2014,2,7
"2101","Continente","CS ABRAÃO",1,2014,3,15
"2102","Continente","CS ABRAÃO",1,2014,4,8
"2103","Continente","CS ABRAÃO",1,2014,5,14
"2104","Continente","CS ABRAÃO",1,2014,6,9
"2105","Continente","CS ABRAÃO",1,2014,7,7
"2106","Continente","CS ABRAÃO",1,2014,8,16
"2107","Continente","CS ABRAÃO",1,2014,9,13
"2108","Continente","CS ABRAÃO",1,2014,10,9
"2109","Continente","CS ABRAÃO",1,2014,11,8
"2110","Continente","CS ABRAÃO",1,2014,12,2
"2111","Continente","CS ABRAÃO",1,2015,1,6
"2112","Continente","CS ABRAÃO",1,2015,2,7
"2113","Continente","CS ABRAÃO",1,2015,3,17
"2114","Continente","CS ABRAÃO",1,2015,4,14
"2115","Continente","CS ABRAÃO",1,2015,5,6
"2116","Continente","CS ABRAÃO",1,2015,6,4
"2117","Continente","CS ABRAÃO",1,2015,7,12
"2118","Continente","CS ABRAÃO",1,2015,8,14
"2119","Continente","CS ABRAÃO",1,2015,9,14
"2120","Continente","CS ABRAÃO",1,2015,10,5
"2121","Continente","CS ABRAÃO",1,2015,11,5
"2122","Continente","CS ABRAÃO",1,2015,12,9
"2123","Continente","CS ABRAÃO",1,2016,1,3
"2124","Continente","CS ABRAÃO",1,2016,2,4
"2125","Continente","CS ABRAÃO",1,2016,3,2
"2126","Continente","CS ABRAÃO",1,2016,4,7
"2127","Continente","CS ABRAÃO",1,2016,5,13
"2128","Continente","CS ABRAÃO",1,2016,6,15
"2129","Continente","CS ABRAÃO",1,2016,7,6
"2130","Continente","CS ABRAÃO",1,2016,8,4
"2131","Continente","CS ABRAÃO",1,2016,9,10
"2132","Continente","CS ABRAÃO",1,2016,10,6
"2133","Continente","CS ABRAÃO",1,2016,11,1
"2134","Continente","CS ABRAÃO",1,2016,12,2
"2135","Continente","CS ABRAÃO",1,2017,1,3
"2136","Continente","CS ABRAÃO",1,2017,4,7
"2137","Continente","CS ABRAÃO",1,2017,5,10
"2138","Continente","CS ABRAÃO",1,2017,6,7
"2139","Continente","CS ABRAÃO",1,2017,7,5
"2140","Continente","CS ABRAÃO",1,2017,8,13
"2141","Continente","CS ABRAÃO",1,2017,9,9
"2142","Continente","CS ABRAÃO",1,2017,10,4
"2143","Continente","CS ABRAÃO",1,2017,11,4
"2144","Continente","CS ABRAÃO",1,2017,12,8
"2145","Continente","CS ABRAÃO",1,2018,1,1
"2146","Continente","CS ABRAÃO",1,2018,2,5
"2147","Continente","CS ABRAÃO",1,2018,3,8
"2148","Continente","CS ABRAÃO",2,2013,1,1
"2149","Continente","CS ABRAÃO",2,2013,2,4
"2150","Continente","CS ABRAÃO",2,2013,3,8
"2151","Continente","CS ABRAÃO",2,2013,4,6
"2152","Continente","CS ABRAÃO",2,2013,5,1
"2153","Continente","CS ABRAÃO",2,2013,6,8
"2154","Continente","CS ABRAÃO",2,2013,7,6
"2155","Continente","CS ABRAÃO",2,2013,8,9
"2156","Continente","CS ABRAÃO",2,2013,9,5
"2157","Continente","CS ABRAÃO",2,2013,10,15
"2158","Continente","CS ABRAÃO",2,2013,11,7
"2159","Continente","CS ABRAÃO",2,2013,12,8
"2160","Continente","CS ABRAÃO",2,2014,1,1
"2161","Continente","CS ABRAÃO",2,2014,2,8
"2162","Continente","CS ABRAÃO",2,2014,3,7
"2163","Continente","CS ABRAÃO",2,2014,4,2
"2164","Continente","CS ABRAÃO",2,2014,5,11
"2165","Continente","CS ABRAÃO",2,2014,6,5
"2166","Continente","CS ABRAÃO",2,2014,7,7
"2167","Continente","CS ABRAÃO",2,2014,8,9
"2168","Continente","CS ABRAÃO",2,2014,9,11
"2169","Continente","CS ABRAÃO",2,2014,10,6
"2170","Continente","CS ABRAÃO",2,2014,11,6
"2171","Continente","CS ABRAÃO",2,2014,12,4
"2172","Continente","CS ABRAÃO",2,2015,1,5
"2173","Continente","CS ABRAÃO",2,2015,2,2
"2174","Continente","CS ABRAÃO",2,2015,3,10
"2175","Continente","CS ABRAÃO",2,2015,4,5
"2176","Continente","CS ABRAÃO",2,2015,5,5
"2177","Continente","CS ABRAÃO",2,2015,6,5
"2178","Continente","CS ABRAÃO",2,2015,7,8
"2179","Continente","CS ABRAÃO",2,2015,8,7
"2180","Continente","CS ABRAÃO",2,2015,9,9
"2181","Continente","CS ABRAÃO",2,2015,10,6
"2182","Continente","CS ABRAÃO",2,2015,11,9
"2183","Continente","CS ABRAÃO",2,2015,12,3
"2184","Continente","CS ABRAÃO",2,2016,1,4
"2185","Continente","CS ABRAÃO",2,2016,2,7
"2186","Continente","CS ABRAÃO",2,2016,3,7
"2187","Continente","CS ABRAÃO",2,2016,4,9
"2188","Continente","CS ABRAÃO",2,2016,5,10
"2189","Continente","CS ABRAÃO",2,2016,6,6
"2190","Continente","CS ABRAÃO",2,2016,7,7
"2191","Continente","CS ABRAÃO",2,2016,8,1
"2192","Continente","CS ABRAÃO",2,2016,9,5
"2193","Continente","CS ABRAÃO",2,2016,10,9
"2194","Continente","CS ABRAÃO",2,2016,11,5
"2195","Continente","CS ABRAÃO",2,2017,3,3
"2196","Continente","CS ABRAÃO",2,2017,4,7
"2197","Continente","CS ABRAÃO",2,2017,5,10
"2198","Continente","CS ABRAÃO",2,2017,6,13
"2199","Continente","CS ABRAÃO",2,2017,7,2
"2200","Continente","CS ABRAÃO",2,2017,8,12
"2201","Continente","CS ABRAÃO",2,2017,9,10
"2202","Continente","CS ABRAÃO",2,2017,10,4
"2203","Continente","CS ABRAÃO",2,2017,11,5
"2204","Continente","CS ABRAÃO",2,2017,12,1
"2205","Continente","CS ABRAÃO",2,2018,1,4
"2206","Continente","CS ABRAÃO",2,2018,2,7
"2207","Continente","CS ABRAÃO",2,2018,3,15
"2208","Continente","CS BALNEÁRIO",0,2013,1,12
"2209","Continente","CS BALNEÁRIO",0,2013,2,4
"2210","Continente","CS BALNEÁRIO",0,2013,3,6
"2211","Continente","CS BALNEÁRIO",0,2013,4,15
"2212","Continente","CS BALNEÁRIO",0,2013,5,4
"2213","Continente","CS BALNEÁRIO",0,2013,6,4
"2214","Continente","CS BALNEÁRIO",0,2013,7,9
"2215","Continente","CS BALNEÁRIO",0,2013,8,5
"2216","Continente","CS BALNEÁRIO",0,2013,10,26
"2217","Continente","CS BALNEÁRIO",0,2013,11,3
"2218","Continente","CS BALNEÁRIO",0,2013,12,3
"2219","Continente","CS BALNEÁRIO",0,2014,1,5
"2220","Continente","CS BALNEÁRIO",0,2014,2,9
"2221","Continente","CS BALNEÁRIO",0,2014,3,2
"2222","Continente","CS BALNEÁRIO",0,2014,4,1
"2223","Continente","CS BALNEÁRIO",0,2014,5,5
"2224","Continente","CS BALNEÁRIO",0,2014,6,6
"2225","Continente","CS BALNEÁRIO",0,2014,7,3
"2226","Continente","CS BALNEÁRIO",0,2014,8,7
"2227","Continente","CS BALNEÁRIO",0,2014,9,5
"2228","Continente","CS BALNEÁRIO",0,2014,10,10
"2229","Continente","CS BALNEÁRIO",0,2014,12,7
"2230","Continente","CS BALNEÁRIO",0,2015,1,6
"2231","Continente","CS BALNEÁRIO",0,2015,2,14
"2232","Continente","CS BALNEÁRIO",0,2015,3,7
"2233","Continente","CS BALNEÁRIO",0,2015,4,9
"2234","Continente","CS BALNEÁRIO",0,2015,6,9
"2235","Continente","CS BALNEÁRIO",0,2015,7,10
"2236","Continente","CS BALNEÁRIO",0,2015,8,13
"2237","Continente","CS BALNEÁRIO",0,2015,9,8
"2238","Continente","CS BALNEÁRIO",0,2015,10,36
"2239","Continente","CS BALNEÁRIO",0,2015,11,13
"2240","Continente","CS BALNEÁRIO",0,2015,12,2
"2241","Continente","CS BALNEÁRIO",0,2016,1,15
"2242","Continente","CS BALNEÁRIO",0,2016,2,12
"2243","Continente","CS BALNEÁRIO",0,2016,3,2
"2244","Continente","CS BALNEÁRIO",0,2016,4,14
"2245","Continente","CS BALNEÁRIO",0,2016,5,3
"2246","Continente","CS BALNEÁRIO",0,2016,6,17
"2247","Continente","CS BALNEÁRIO",0,2016,7,9
"2248","Continente","CS BALNEÁRIO",0,2016,8,10
"2249","Continente","CS BALNEÁRIO",0,2016,9,17
"2250","Continente","CS BALNEÁRIO",0,2016,10,13
"2251","Continente","CS BALNEÁRIO",0,2016,11,15
"2252","Continente","CS BALNEÁRIO",0,2016,12,1
"2253","Continente","CS BALNEÁRIO",0,2017,1,7
"2254","Continente","CS BALNEÁRIO",0,2017,2,1
"2255","Continente","CS BALNEÁRIO",0,2017,3,18
"2256","Continente","CS BALNEÁRIO",0,2017,4,8
"2257","Continente","CS BALNEÁRIO",0,2017,5,22
"2258","Continente","CS BALNEÁRIO",0,2017,6,8
"2259","Continente","CS BALNEÁRIO",0,2017,7,11
"2260","Continente","CS BALNEÁRIO",0,2017,8,22
"2261","Continente","CS BALNEÁRIO",0,2017,9,10
"2262","Continente","CS BALNEÁRIO",0,2017,10,10
"2263","Continente","CS BALNEÁRIO",0,2017,11,8
"2264","Continente","CS BALNEÁRIO",0,2017,12,3
"2265","Continente","CS BALNEÁRIO",0,2018,1,4
"2266","Continente","CS BALNEÁRIO",0,2018,2,10
"2267","Continente","CS BALNEÁRIO",0,2018,3,16
"2268","Continente","CS BALNEÁRIO",1,2013,1,5
"2269","Continente","CS BALNEÁRIO",1,2013,2,4
"2270","Continente","CS BALNEÁRIO",1,2013,3,7
"2271","Continente","CS BALNEÁRIO",1,2013,4,10
"2272","Continente","CS BALNEÁRIO",1,2013,5,7
"2273","Continente","CS BALNEÁRIO",1,2013,6,4
"2274","Continente","CS BALNEÁRIO",1,2013,7,5
"2275","Continente","CS BALNEÁRIO",1,2013,8,4
"2276","Continente","CS BALNEÁRIO",1,2013,9,7
"2277","Continente","CS BALNEÁRIO",1,2013,10,16
"2278","Continente","CS BALNEÁRIO",1,2013,11,6
"2279","Continente","CS BALNEÁRIO",1,2013,12,3
"2280","Continente","CS BALNEÁRIO",1,2014,1,3
"2281","Continente","CS BALNEÁRIO",1,2014,2,8
"2282","Continente","CS BALNEÁRIO",1,2014,3,11
"2283","Continente","CS BALNEÁRIO",1,2014,4,8
"2284","Continente","CS BALNEÁRIO",1,2014,6,4
"2285","Continente","CS BALNEÁRIO",1,2014,7,10
"2286","Continente","CS BALNEÁRIO",1,2014,8,2
"2287","Continente","CS BALNEÁRIO",1,2014,9,2
"2288","Continente","CS BALNEÁRIO",1,2014,10,14
"2289","Continente","CS BALNEÁRIO",1,2014,11,7
"2290","Continente","CS BALNEÁRIO",1,2014,12,3
"2291","Continente","CS BALNEÁRIO",1,2015,1,1
"2292","Continente","CS BALNEÁRIO",1,2015,2,5
"2293","Continente","CS BALNEÁRIO",1,2015,3,2
"2294","Continente","CS BALNEÁRIO",1,2015,4,4
"2295","Continente","CS BALNEÁRIO",1,2015,5,5
"2296","Continente","CS BALNEÁRIO",1,2015,6,9
"2297","Continente","CS BALNEÁRIO",1,2015,7,12
"2298","Continente","CS BALNEÁRIO",1,2015,8,6
"2299","Continente","CS BALNEÁRIO",1,2015,9,8
"2300","Continente","CS BALNEÁRIO",1,2015,10,28
"2301","Continente","CS BALNEÁRIO",1,2015,11,8
"2302","Continente","CS BALNEÁRIO",1,2015,12,5
"2303","Continente","CS BALNEÁRIO",1,2016,1,9
"2304","Continente","CS BALNEÁRIO",1,2016,2,8
"2305","Continente","CS BALNEÁRIO",1,2016,3,7
"2306","Continente","CS BALNEÁRIO",1,2016,4,14
"2307","Continente","CS BALNEÁRIO",1,2016,5,14
"2308","Continente","CS BALNEÁRIO",1,2016,6,5
"2309","Continente","CS BALNEÁRIO",1,2016,7,10
"2310","Continente","CS BALNEÁRIO",1,2016,8,9
"2311","Continente","CS BALNEÁRIO",1,2016,9,14
"2312","Continente","CS BALNEÁRIO",1,2016,10,7
"2313","Continente","CS BALNEÁRIO",1,2016,11,18
"2314","Continente","CS BALNEÁRIO",1,2016,12,8
"2315","Continente","CS BALNEÁRIO",1,2017,1,8
"2316","Continente","CS BALNEÁRIO",1,2017,3,16
"2317","Continente","CS BALNEÁRIO",1,2017,4,6
"2318","Continente","CS BALNEÁRIO",1,2017,5,15
"2319","Continente","CS BALNEÁRIO",1,2017,6,8
"2320","Continente","CS BALNEÁRIO",1,2017,7,19
"2321","Continente","CS BALNEÁRIO",1,2017,8,12
"2322","Continente","CS BALNEÁRIO",1,2017,9,5
"2323","Continente","CS BALNEÁRIO",1,2017,10,8
"2324","Continente","CS BALNEÁRIO",1,2017,11,17
"2325","Continente","CS BALNEÁRIO",1,2017,12,5
"2326","Continente","CS BALNEÁRIO",1,2018,1,3
"2327","Continente","CS BALNEÁRIO",1,2018,2,10
"2328","Continente","CS BALNEÁRIO",1,2018,3,8
"2329","Continente","CS CAPOEIRAS",0,2013,1,5
"2330","Continente","CS CAPOEIRAS",0,2013,2,2
"2331","Continente","CS CAPOEIRAS",0,2013,3,15
"2332","Continente","CS CAPOEIRAS",0,2013,4,8
"2333","Continente","CS CAPOEIRAS",0,2013,5,6
"2334","Continente","CS CAPOEIRAS",0,2013,6,9
"2335","Continente","CS CAPOEIRAS",0,2013,7,11
"2336","Continente","CS CAPOEIRAS",0,2013,8,15
"2337","Continente","CS CAPOEIRAS",0,2013,9,21
"2338","Continente","CS CAPOEIRAS",0,2013,10,35
"2339","Continente","CS CAPOEIRAS",0,2013,11,8
"2340","Continente","CS CAPOEIRAS",0,2013,12,12
"2341","Continente","CS CAPOEIRAS",0,2014,1,2
"2342","Continente","CS CAPOEIRAS",0,2014,2,4
"2343","Continente","CS CAPOEIRAS",0,2014,3,10
"2344","Continente","CS CAPOEIRAS",0,2014,4,8
"2345","Continente","CS CAPOEIRAS",0,2014,5,2
"2346","Continente","CS CAPOEIRAS",0,2014,6,4
"2347","Continente","CS CAPOEIRAS",0,2014,7,10
"2348","Continente","CS CAPOEIRAS",0,2014,8,6
"2349","Continente","CS CAPOEIRAS",0,2014,9,1
"2350","Continente","CS CAPOEIRAS",0,2014,10,17
"2351","Continente","CS CAPOEIRAS",0,2014,11,10
"2352","Continente","CS CAPOEIRAS",0,2014,12,5
"2353","Continente","CS CAPOEIRAS",0,2015,1,1
"2354","Continente","CS CAPOEIRAS",0,2015,2,9
"2355","Continente","CS CAPOEIRAS",0,2015,3,8
"2356","Continente","CS CAPOEIRAS",0,2015,4,14
"2357","Continente","CS CAPOEIRAS",0,2015,5,17
"2358","Continente","CS CAPOEIRAS",0,2015,6,26
"2359","Continente","CS CAPOEIRAS",0,2015,7,28
"2360","Continente","CS CAPOEIRAS",0,2015,8,15
"2361","Continente","CS CAPOEIRAS",0,2015,9,12
"2362","Continente","CS CAPOEIRAS",0,2015,10,24
"2363","Continente","CS CAPOEIRAS",0,2015,11,6
"2364","Continente","CS CAPOEIRAS",0,2015,12,16
"2365","Continente","CS CAPOEIRAS",0,2016,1,14
"2366","Continente","CS CAPOEIRAS",0,2016,2,7
"2367","Continente","CS CAPOEIRAS",0,2016,3,4
"2368","Continente","CS CAPOEIRAS",0,2016,4,10
"2369","Continente","CS CAPOEIRAS",0,2016,5,14
"2370","Continente","CS CAPOEIRAS",0,2016,6,10
"2371","Continente","CS CAPOEIRAS",0,2016,7,1
"2372","Continente","CS CAPOEIRAS",0,2016,8,15
"2373","Continente","CS CAPOEIRAS",0,2016,9,13
"2374","Continente","CS CAPOEIRAS",0,2016,10,19
"2375","Continente","CS CAPOEIRAS",0,2016,11,7
"2376","Continente","CS CAPOEIRAS",0,2016,12,3
"2377","Continente","CS CAPOEIRAS",0,2017,1,4
"2378","Continente","CS CAPOEIRAS",0,2017,3,10
"2379","Continente","CS CAPOEIRAS",0,2017,4,13
"2380","Continente","CS CAPOEIRAS",0,2017,5,18
"2381","Continente","CS CAPOEIRAS",0,2017,6,7
"2382","Continente","CS CAPOEIRAS",0,2017,7,5
"2383","Continente","CS CAPOEIRAS",0,2017,8,13
"2384","Continente","CS CAPOEIRAS",0,2017,9,14
"2385","Continente","CS CAPOEIRAS",0,2017,10,19
"2386","Continente","CS CAPOEIRAS",0,2017,11,12
"2387","Continente","CS CAPOEIRAS",0,2017,12,4
"2388","Continente","CS CAPOEIRAS",0,2018,1,6
"2389","Continente","CS CAPOEIRAS",0,2018,2,8
"2390","Continente","CS CAPOEIRAS",0,2018,3,12
"2391","Continente","CS CAPOEIRAS",1,2013,1,1
"2392","Continente","CS CAPOEIRAS",1,2013,2,2
"2393","Continente","CS CAPOEIRAS",1,2013,3,10
"2394","Continente","CS CAPOEIRAS",1,2013,4,6
"2395","Continente","CS CAPOEIRAS",1,2013,5,1
"2396","Continente","CS CAPOEIRAS",1,2013,6,5
"2397","Continente","CS CAPOEIRAS",1,2013,7,4
"2398","Continente","CS CAPOEIRAS",1,2013,8,12
"2399","Continente","CS CAPOEIRAS",1,2013,9,9
"2400","Continente","CS CAPOEIRAS",1,2013,10,21
