"","DISTRITO","UNIDADE","AREA","ANO","MES","GESTANTES","GESTANTES_7_CONS","GEST_TODOS_TRI","GEST_ODONTO"
"3119","Continente","CS SAPE",1,2014,12,3,3,1,0
"3120","Continente","CS SAPE",1,2015,1,2,2,1,0
"3121","Continente","CS SAPE",1,2015,2,2,2,2,0
"3122","Continente","CS SAPE",1,2015,3,2,2,1,1
"3123","Continente","CS SAPE",1,2015,4,4,4,2,3
"3124","Continente","CS SAPE",1,2015,5,4,2,2,1
"3125","Continente","CS SAPE",1,2015,6,2,1,1,0
"3126","Continente","CS SAPE",1,2015,7,3,3,2,2
"3127","Continente","CS SAPE",1,2015,8,1,1,0,0
"3128","Continente","CS SAPE",1,2015,9,1,1,1,1
"3129","Continente","CS SAPE",1,2015,10,3,2,2,2
"3130","Continente","CS SAPE",1,2015,11,4,4,2,1
"3131","Continente","CS SAPE",1,2015,12,4,2,1,1
"3132","Continente","CS SAPE",1,2016,1,2,1,0,0
"3133","Continente","CS SAPE",1,2016,2,4,4,3,2
"3134","Continente","CS SAPE",1,2016,4,2,1,1,0
"3135","Continente","CS SAPE",1,2016,5,2,2,2,0
"3136","Continente","CS SAPE",1,2016,6,4,4,4,1
"3137","Continente","CS SAPE",1,2016,7,7,7,2,1
"3138","Continente","CS SAPE",1,2016,8,3,3,2,1
"3139","Continente","CS SAPE",1,2016,9,2,2,1,1
"3140","Continente","CS SAPE",1,2016,10,2,2,0,1
"3141","Continente","CS SAPE",1,2016,12,1,1,1,1
"3142","Continente","CS SAPE",1,2017,1,2,2,1,0
"3143","Continente","CS SAPE",1,2017,2,2,2,2,0
"3144","Continente","CS SAPE",1,2017,3,2,2,1,0
"3145","Continente","CS SAPE",1,2017,5,4,3,2,1
"3146","Continente","CS SAPE",1,2017,6,3,2,2,1
"3147","Continente","CS SAPE",1,2017,7,2,2,2,2
"3148","Continente","CS SAPE",1,2017,8,3,2,1,1
"3149","Continente","CS SAPE",1,2017,9,1,1,1,0
"3150","Continente","CS SAPE",1,2017,10,3,3,2,0
"3151","Continente","CS VILA APARECIDA",0,2013,1,3,1,1,1
"3152","Continente","CS VILA APARECIDA",0,2013,3,1,0,0,0
"3153","Continente","CS VILA APARECIDA",0,2013,4,7,7,5,4
"3154","Continente","CS VILA APARECIDA",0,2013,5,3,3,3,2
"3155","Continente","CS VILA APARECIDA",0,2013,6,1,1,1,1
"3156","Continente","CS VILA APARECIDA",0,2013,7,1,1,1,1
"3157","Continente","CS VILA APARECIDA",0,2013,8,2,0,0,0
"3158","Continente","CS VILA APARECIDA",0,2013,9,3,0,1,2
"3159","Continente","CS VILA APARECIDA",0,2013,11,1,1,1,0
"3160","Continente","CS VILA APARECIDA",0,2013,12,4,3,2,3
"3161","Continente","CS VILA APARECIDA",0,2014,1,2,2,1,1
"3162","Continente","CS VILA APARECIDA",0,2014,2,2,2,2,1
"3163","Continente","CS VILA APARECIDA",0,2014,3,2,1,1,0
"3164","Continente","CS VILA APARECIDA",0,2014,4,2,1,0,0
"3165","Continente","CS VILA APARECIDA",0,2014,5,3,2,0,0
"3166","Continente","CS VILA APARECIDA",0,2014,6,3,1,1,0
"3167","Continente","CS VILA APARECIDA",0,2014,8,4,4,3,1
"3168","Continente","CS VILA APARECIDA",0,2014,9,2,2,1,2
"3169","Continente","CS VILA APARECIDA",0,2014,10,2,2,2,2
"3170","Continente","CS VILA APARECIDA",0,2014,11,1,1,0,1
"3171","Continente","CS VILA APARECIDA",0,2014,12,3,3,3,1
"3172","Continente","CS VILA APARECIDA",0,2015,1,4,3,3,4
"3173","Continente","CS VILA APARECIDA",0,2015,2,2,1,2,0
"3174","Continente","CS VILA APARECIDA",0,2015,3,2,2,2,2
"3175","Continente","CS VILA APARECIDA",0,2015,4,1,1,1,0
"3176","Continente","CS VILA APARECIDA",0,2015,5,2,2,2,1
"3177","Continente","CS VILA APARECIDA",0,2015,6,1,1,1,1
"3178","Continente","CS VILA APARECIDA",0,2015,7,2,1,1,0
"3179","Continente","CS VILA APARECIDA",0,2015,10,1,1,0,1
"3180","Continente","CS VILA APARECIDA",0,2015,11,1,0,0,0
"3181","Continente","CS VILA APARECIDA",0,2015,12,1,0,0,1
"3182","Continente","CS VILA APARECIDA",0,2016,1,2,2,2,0
"3183","Continente","CS VILA APARECIDA",0,2016,2,3,3,2,1
"3184","Continente","CS VILA APARECIDA",0,2016,3,4,4,3,3
"3185","Continente","CS VILA APARECIDA",0,2016,4,3,3,2,0
"3186","Continente","CS VILA APARECIDA",0,2016,5,3,3,3,0
"3187","Continente","CS VILA APARECIDA",0,2016,6,2,2,1,2
"3188","Continente","CS VILA APARECIDA",0,2016,7,3,2,1,0
"3189","Continente","CS VILA APARECIDA",0,2016,8,4,3,1,1
"3190","Continente","CS VILA APARECIDA",0,2016,9,3,2,2,0
"3191","Continente","CS VILA APARECIDA",0,2016,10,3,3,2,2
"3192","Continente","CS VILA APARECIDA",0,2016,11,1,0,0,0
"3193","Continente","CS VILA APARECIDA",0,2016,12,3,3,2,0
"3194","Continente","CS VILA APARECIDA",0,2017,1,1,1,1,0
"3195","Continente","CS VILA APARECIDA",0,2017,2,1,0,0,0
"3196","Continente","CS VILA APARECIDA",0,2017,3,2,2,2,0
"3197","Continente","CS VILA APARECIDA",0,2017,4,3,3,2,1
"3198","Continente","CS VILA APARECIDA",0,2017,5,1,1,1,0
"3199","Continente","CS VILA APARECIDA",0,2017,7,2,1,2,1
"3200","Continente","CS VILA APARECIDA",0,2017,8,3,2,0,0
"3201","Continente","CS VILA APARECIDA",0,2017,9,3,1,1,0
"3202","Continente","CS VILA APARECIDA",1,2013,1,1,1,1,0
"3203","Continente","CS VILA APARECIDA",1,2013,3,2,1,0,1
"3204","Continente","CS VILA APARECIDA",1,2013,4,2,2,0,1
"3205","Continente","CS VILA APARECIDA",1,2013,7,2,1,0,0
"3206","Continente","CS VILA APARECIDA",1,2013,9,1,1,0,0
"3207","Continente","CS VILA APARECIDA",1,2013,10,4,2,2,2
"3208","Continente","CS VILA APARECIDA",1,2013,11,1,1,0,0
"3209","Continente","CS VILA APARECIDA",1,2013,12,4,2,2,2
"3210","Continente","CS VILA APARECIDA",1,2014,2,2,1,0,1
"3211","Continente","CS VILA APARECIDA",1,2014,3,1,1,1,1
"3212","Continente","CS VILA APARECIDA",1,2014,4,2,1,0,0
"3213","Continente","CS VILA APARECIDA",1,2014,5,3,3,2,0
"3214","Continente","CS VILA APARECIDA",1,2014,6,3,2,1,1
"3215","Continente","CS VILA APARECIDA",1,2014,7,2,2,1,2
"3216","Continente","CS VILA APARECIDA",1,2014,8,1,0,0,0
"3217","Continente","CS VILA APARECIDA",1,2014,9,1,0,0,0
"3218","Continente","CS VILA APARECIDA",1,2014,10,2,1,2,1
"3219","Continente","CS VILA APARECIDA",1,2014,11,4,2,2,0
"3220","Continente","CS VILA APARECIDA",1,2014,12,1,1,0,0
"3221","Continente","CS VILA APARECIDA",1,2015,2,1,1,1,0
"3222","Continente","CS VILA APARECIDA",1,2015,3,1,1,1,1
"3223","Continente","CS VILA APARECIDA",1,2015,4,3,2,1,1
"3224","Continente","CS VILA APARECIDA",1,2015,5,3,3,2,0
"3225","Continente","CS VILA APARECIDA",1,2015,6,3,2,2,1
"3226","Continente","CS VILA APARECIDA",1,2015,7,3,3,3,0
"3227","Continente","CS VILA APARECIDA",1,2015,9,1,1,0,0
"3228","Continente","CS VILA APARECIDA",1,2015,10,4,2,2,1
"3229","Continente","CS VILA APARECIDA",1,2015,11,1,1,1,0
"3230","Continente","CS VILA APARECIDA",1,2016,1,4,3,2,1
"3231","Continente","CS VILA APARECIDA",1,2016,2,1,0,0,1
"3232","Continente","CS VILA APARECIDA",1,2016,3,1,1,1,1
"3233","Continente","CS VILA APARECIDA",1,2016,4,4,4,4,1
"3234","Continente","CS VILA APARECIDA",1,2016,5,1,0,0,0
"3235","Continente","CS VILA APARECIDA",1,2016,6,1,0,0,0
"3236","Continente","CS VILA APARECIDA",1,2016,8,4,3,2,1
"3237","Continente","CS VILA APARECIDA",1,2016,9,3,3,1,2
"3238","Continente","CS VILA APARECIDA",1,2016,12,4,3,2,1
"3239","Continente","CS VILA APARECIDA",1,2017,1,2,2,2,0
"3240","Continente","CS VILA APARECIDA",1,2017,2,2,2,0,0
"3241","Continente","CS VILA APARECIDA",1,2017,3,2,1,1,2
"3242","Continente","CS VILA APARECIDA",1,2017,4,3,2,2,1
"3243","Continente","CS VILA APARECIDA",1,2017,5,1,1,1,1
"3244","Continente","CS VILA APARECIDA",1,2017,6,3,3,2,1
"3245","Continente","CS VILA APARECIDA",1,2017,7,3,3,1,1
"3246","Continente","CS VILA APARECIDA",1,2017,8,6,4,2,3
"3247","Continente","CS VILA APARECIDA",1,2017,9,2,1,1,2
"3248","Continente","CS VILA APARECIDA",1,2017,10,1,0,0,0
"3249","Continente","CS VILA APARECIDA",1,2017,11,1,0,0,0
"3250","Continente","CS VILA APARECIDA",1,2017,12,3,1,2,2
"3251","Norte","CS BARRA DA LAGOA",0,2013,1,2,1,1,1
"3252","Norte","CS BARRA DA LAGOA",0,2013,3,3,2,3,1
"3253","Norte","CS BARRA DA LAGOA",0,2013,4,1,1,0,1
"3254","Norte","CS BARRA DA LAGOA",0,2013,5,1,1,1,0
"3255","Norte","CS BARRA DA LAGOA",0,2013,6,3,3,3,1
"3256","Norte","CS BARRA DA LAGOA",0,2013,7,5,4,3,0
"3257","Norte","CS BARRA DA LAGOA",0,2013,10,4,1,1,0
"3258","Norte","CS BARRA DA LAGOA",0,2013,11,1,1,1,0
"3259","Norte","CS BARRA DA LAGOA",0,2013,12,4,0,1,0
"3260","Norte","CS BARRA DA LAGOA",0,2014,1,4,1,1,0
"3261","Norte","CS BARRA DA LAGOA",0,2014,2,1,1,1,0
"3262","Norte","CS BARRA DA LAGOA",0,2014,3,4,3,3,1
"3263","Norte","CS BARRA DA LAGOA",0,2014,4,4,3,1,1
"3264","Norte","CS BARRA DA LAGOA",0,2014,6,4,3,3,2
"3265","Norte","CS BARRA DA LAGOA",0,2014,7,1,1,0,0
"3266","Norte","CS BARRA DA LAGOA",0,2014,8,2,1,0,0
"3267","Norte","CS BARRA DA LAGOA",0,2014,9,2,2,1,0
"3268","Norte","CS BARRA DA LAGOA",0,2014,10,2,2,2,1
"3269","Norte","CS BARRA DA LAGOA",0,2014,12,2,1,1,0
"3270","Norte","CS BARRA DA LAGOA",0,2015,1,1,0,0,0
"3271","Norte","CS BARRA DA LAGOA",0,2015,2,4,2,2,0
"3272","Norte","CS BARRA DA LAGOA",0,2015,3,2,1,1,0
"3273","Norte","CS BARRA DA LAGOA",0,2015,4,3,3,1,0
"3274","Norte","CS BARRA DA LAGOA",0,2015,5,5,3,2,0
"3275","Norte","CS BARRA DA LAGOA",0,2015,6,2,1,1,0
"3276","Norte","CS BARRA DA LAGOA",0,2015,7,2,2,2,0
"3277","Norte","CS BARRA DA LAGOA",0,2015,8,2,2,1,0
"3278","Norte","CS BARRA DA LAGOA",0,2015,10,4,3,3,1
"3279","Norte","CS BARRA DA LAGOA",0,2015,11,4,3,2,0
"3280","Norte","CS BARRA DA LAGOA",0,2015,12,3,2,1,0
"3281","Norte","CS BARRA DA LAGOA",0,2016,1,2,2,2,1
"3282","Norte","CS BARRA DA LAGOA",0,2016,3,3,1,1,2
"3283","Norte","CS BARRA DA LAGOA",0,2016,4,2,1,1,1
"3284","Norte","CS BARRA DA LAGOA",0,2016,5,2,2,1,2
"3285","Norte","CS BARRA DA LAGOA",0,2016,6,1,0,1,1
"3286","Norte","CS BARRA DA LAGOA",0,2016,7,1,1,1,0
"3287","Norte","CS BARRA DA LAGOA",0,2016,8,1,1,1,0
"3288","Norte","CS BARRA DA LAGOA",0,2016,9,2,2,1,0
"3289","Norte","CS BARRA DA LAGOA",0,2016,11,2,1,1,0
"3290","Norte","CS BARRA DA LAGOA",0,2016,12,7,5,4,3
"3291","Norte","CS BARRA DA LAGOA",0,2017,1,4,4,3,4
"3292","Norte","CS BARRA DA LAGOA",0,2017,2,5,3,2,2
"3293","Norte","CS BARRA DA LAGOA",0,2017,3,3,1,1,1
"3294","Norte","CS BARRA DA LAGOA",0,2017,4,2,2,2,1
"3295","Norte","CS BARRA DA LAGOA",0,2017,5,6,4,3,3
"3296","Norte","CS BARRA DA LAGOA",0,2017,6,4,3,2,4
"3297","Norte","CS BARRA DA LAGOA",0,2017,8,1,1,0,0
"3298","Norte","CS BARRA DA LAGOA",0,2017,9,6,5,5,4
"3299","Norte","CS BARRA DA LAGOA",0,2017,10,1,0,0,1
"3300","Norte","CS BARRA DA LAGOA",0,2017,11,3,2,1,2
"3301","Norte","CS BARRA DA LAGOA",0,2017,12,4,2,3,3
"3302","Norte","CS BARRA DA LAGOA",1,2013,1,1,0,0,0
"3303","Norte","CS BARRA DA LAGOA",1,2013,2,1,0,0,0
"3304","Norte","CS BARRA DA LAGOA",1,2013,3,5,5,4,2
"3305","Norte","CS BARRA DA LAGOA",1,2013,4,2,2,1,0
"3306","Norte","CS BARRA DA LAGOA",1,2013,5,2,2,1,0
"3307","Norte","CS BARRA DA LAGOA",1,2013,6,5,3,1,0
"3308","Norte","CS BARRA DA LAGOA",1,2013,7,2,2,1,1
"3309","Norte","CS BARRA DA LAGOA",1,2013,9,4,2,1,1
"3310","Norte","CS BARRA DA LAGOA",1,2013,10,2,2,0,0
"3311","Norte","CS BARRA DA LAGOA",1,2013,11,2,2,1,0
"3312","Norte","CS BARRA DA LAGOA",1,2014,1,2,1,1,1
"3313","Norte","CS BARRA DA LAGOA",1,2014,2,3,3,3,1
"3314","Norte","CS BARRA DA LAGOA",1,2014,3,2,0,0,1
"3315","Norte","CS BARRA DA LAGOA",1,2014,4,2,1,0,0
"3316","Norte","CS BARRA DA LAGOA",1,2014,5,1,1,1,0
"3317","Norte","CS BARRA DA LAGOA",1,2014,7,3,2,1,0
"3318","Norte","CS BARRA DA LAGOA",1,2014,8,2,2,2,0
"3319","Norte","CS BARRA DA LAGOA",1,2014,9,3,1,1,0
"3320","Norte","CS BARRA DA LAGOA",1,2014,10,2,0,0,0
"3321","Norte","CS BARRA DA LAGOA",1,2014,11,1,1,1,0
"3322","Norte","CS BARRA DA LAGOA",1,2014,12,5,4,2,1
"3323","Norte","CS BARRA DA LAGOA",1,2015,1,3,3,2,1
"3324","Norte","CS BARRA DA LAGOA",1,2015,2,3,2,2,0
"3325","Norte","CS BARRA DA LAGOA",1,2015,3,3,1,1,0
"3326","Norte","CS BARRA DA LAGOA",1,2015,4,1,1,1,0
"3327","Norte","CS BARRA DA LAGOA",1,2015,5,2,2,1,1
"3328","Norte","CS BARRA DA LAGOA",1,2015,6,3,3,2,0
"3329","Norte","CS BARRA DA LAGOA",1,2015,7,1,1,0,0
"3330","Norte","CS BARRA DA LAGOA",1,2015,9,4,3,3,0
"3331","Norte","CS BARRA DA LAGOA",1,2015,10,3,1,1,0
"3332","Norte","CS BARRA DA LAGOA",1,2015,11,1,1,1,0
"3333","Norte","CS BARRA DA LAGOA",1,2015,12,4,3,3,2
"3334","Norte","CS BARRA DA LAGOA",1,2016,2,1,1,1,0
"3335","Norte","CS BARRA DA LAGOA",1,2016,3,3,1,1,2
"3336","Norte","CS BARRA DA LAGOA",1,2016,4,1,1,0,0
"3337","Norte","CS BARRA DA LAGOA",1,2016,5,3,2,1,1
"3338","Norte","CS BARRA DA LAGOA",1,2016,6,4,2,1,2
"3339","Norte","CS BARRA DA LAGOA",1,2016,7,1,1,1,0
"3340","Norte","CS BARRA DA LAGOA",1,2016,8,1,1,1,1
"3341","Norte","CS BARRA DA LAGOA",1,2016,9,3,2,3,0
"3342","Norte","CS BARRA DA LAGOA",1,2016,10,1,1,0,1
"3343","Norte","CS BARRA DA LAGOA",1,2016,11,3,2,2,0
"3344","Norte","CS BARRA DA LAGOA",1,2016,12,2,1,1,0
"3345","Norte","CS BARRA DA LAGOA",1,2017,1,2,0,0,0
"3346","Norte","CS BARRA DA LAGOA",1,2017,2,4,2,2,1
"3347","Norte","CS BARRA DA LAGOA",1,2017,3,1,0,0,0
"3348","Norte","CS BARRA DA LAGOA",1,2017,4,1,1,1,0
"3349","Norte","CS BARRA DA LAGOA",1,2017,5,6,4,5,3
"3350","Norte","CS BARRA DA LAGOA",1,2017,6,4,4,4,1
"3351","Norte","CS BARRA DA LAGOA",1,2017,7,2,1,2,1
"3352","Norte","CS BARRA DA LAGOA",1,2017,8,3,3,1,2
"3353","Norte","CS BARRA DA LAGOA",1,2017,9,2,1,0,0
"3354","Norte","CS BARRA DA LAGOA",1,2017,10,2,1,1,1
"3355","Norte","CS BARRA DA LAGOA",1,2017,11,5,4,4,3
"3356","Norte","CS BARRA DA LAGOA",1,2017,12,1,1,1,0
"3357","Norte","CS BARRA DA LAGOA",2,2013,1,1,0,0,0
"3358","Norte","CS BARRA DA LAGOA",2,2013,3,1,0,0,0
"3359","Norte","CS BARRA DA LAGOA",2,2013,5,2,1,1,1
"3360","Norte","CS BARRA DA LAGOA",2,2013,9,1,1,1,1
"3361","Norte","CS BARRA DA LAGOA",2,2013,10,1,1,1,0
"3362","Norte","CS BARRA DA LAGOA",2,2013,11,1,1,1,0
"3363","Norte","CS BARRA DA LAGOA",2,2013,12,1,0,0,0
"3364","Norte","CS BARRA DA LAGOA",2,2014,1,1,1,1,0
"3365","Norte","CS BARRA DA LAGOA",2,2014,5,1,1,1,0
"3366","Norte","CS BARRA DA LAGOA",2,2014,9,1,0,0,1
"3367","Norte","CS BARRA DA LAGOA",2,2014,10,1,1,1,0
"3368","Norte","CS BARRA DA LAGOA",2,2014,11,2,1,1,1
"3369","Norte","CS BARRA DA LAGOA",2,2015,1,2,1,0,0
"3370","Norte","CS BARRA DA LAGOA",2,2015,2,1,0,1,0
"3371","Norte","CS BARRA DA LAGOA",2,2015,3,1,1,0,1
"3372","Norte","CS BARRA DA LAGOA",2,2015,4,2,1,0,1
"3373","Norte","CS BARRA DA LAGOA",2,2015,7,1,1,1,0
"3374","Norte","CS BARRA DA LAGOA",2,2015,8,1,1,1,0
"3375","Norte","CS BARRA DA LAGOA",2,2015,9,3,3,3,0
"3376","Norte","CS BARRA DA LAGOA",2,2015,10,4,2,1,2
"3377","Norte","CS BARRA DA LAGOA",2,2015,11,2,2,1,2
"3378","Norte","CS BARRA DA LAGOA",2,2015,12,2,1,0,1
"3379","Norte","CS BARRA DA LAGOA",2,2016,1,1,1,1,0
"3380","Norte","CS BARRA DA LAGOA",2,2016,2,2,2,1,0
"3381","Norte","CS BARRA DA LAGOA",2,2016,3,2,1,1,2
"3382","Norte","CS BARRA DA LAGOA",2,2016,4,1,1,1,0
"3383","Norte","CS BARRA DA LAGOA",2,2016,6,2,2,1,1
"3384","Norte","CS BARRA DA LAGOA",2,2016,7,1,1,1,0
"3385","Norte","CS BARRA DA LAGOA",2,2016,9,1,1,1,0
"3386","Norte","CS BARRA DA LAGOA",2,2016,12,1,0,0,0
"3387","Norte","CS BARRA DA LAGOA",2,2017,2,2,1,0,0
"3388","Norte","CS BARRA DA LAGOA",2,2017,4,1,1,1,0
"3389","Norte","CS BARRA DA LAGOA",2,2017,5,1,0,0,0
"3390","Norte","CS BARRA DA LAGOA",2,2017,6,1,0,0,0
"3391","Norte","CS BARRA DA LAGOA",2,2017,9,2,1,1,0
"3392","Norte","CS BARRA DA LAGOA",2,2017,12,4,3,2,1
"3393","Norte","CS CACHOEIRA BOM JESUS",0,2013,1,8,6,6,2
"3394","Norte","CS CACHOEIRA BOM JESUS",0,2013,2,4,3,2,1
"3395","Norte","CS CACHOEIRA BOM JESUS",0,2013,3,2,1,1,0
"3396","Norte","CS CACHOEIRA BOM JESUS",0,2013,4,4,4,1,1
"3397","Norte","CS CACHOEIRA BOM JESUS",0,2013,5,4,4,2,2
"3398","Norte","CS CACHOEIRA BOM JESUS",0,2013,6,3,2,2,1
"3399","Norte","CS CACHOEIRA BOM JESUS",0,2013,7,2,2,1,1
"3400","Norte","CS CACHOEIRA BOM JESUS",0,2013,9,2,2,2,1
"3401","Norte","CS CACHOEIRA BOM JESUS",0,2013,10,4,4,3,1
"3402","Norte","CS CACHOEIRA BOM JESUS",0,2013,11,2,1,1,1
"3403","Norte","CS CACHOEIRA BOM JESUS",0,2013,12,4,2,1,2
"3404","Norte","CS CACHOEIRA BOM JESUS",0,2014,1,3,2,2,1
"3405","Norte","CS CACHOEIRA BOM JESUS",0,2014,2,4,3,1,2
"3406","Norte","CS CACHOEIRA BOM JESUS",0,2014,3,1,1,0,0
"3407","Norte","CS CACHOEIRA BOM JESUS",0,2014,4,4,2,2,0
"3408","Norte","CS CACHOEIRA BOM JESUS",0,2014,5,4,4,2,2
"3409","Norte","CS CACHOEIRA BOM JESUS",0,2014,6,6,4,2,0
"3410","Norte","CS CACHOEIRA BOM JESUS",0,2014,7,2,1,0,0
"3411","Norte","CS CACHOEIRA BOM JESUS",0,2014,8,4,2,2,0
"3412","Norte","CS CACHOEIRA BOM JESUS",0,2014,9,1,1,1,0
"3413","Norte","CS CACHOEIRA BOM JESUS",0,2014,10,5,2,1,0
"3414","Norte","CS CACHOEIRA BOM JESUS",0,2014,11,7,6,5,1
"3415","Norte","CS CACHOEIRA BOM JESUS",0,2014,12,3,3,2,0
"3416","Norte","CS CACHOEIRA BOM JESUS",0,2015,1,4,3,1,1
"3417","Norte","CS CACHOEIRA BOM JESUS",0,2015,2,5,3,2,3
"3418","Norte","CS CACHOEIRA BOM JESUS",0,2015,3,8,7,6,2
"3419","Norte","CS CACHOEIRA BOM JESUS",0,2015,4,6,3,3,2
"3420","Norte","CS CACHOEIRA BOM JESUS",0,2015,5,5,1,1,1
"3421","Norte","CS CACHOEIRA BOM JESUS",0,2015,6,1,1,1,0
"3422","Norte","CS CACHOEIRA BOM JESUS",0,2015,7,4,3,3,1
"3423","Norte","CS CACHOEIRA BOM JESUS",0,2015,8,5,4,3,3
"3424","Norte","CS CACHOEIRA BOM JESUS",0,2015,9,5,4,4,1
"3425","Norte","CS CACHOEIRA BOM JESUS",0,2015,10,2,2,1,1
"3426","Norte","CS CACHOEIRA BOM JESUS",0,2015,11,9,6,3,2
"3427","Norte","CS CACHOEIRA BOM JESUS",0,2015,12,4,4,4,3
"3428","Norte","CS CACHOEIRA BOM JESUS",0,2016,1,4,3,2,0
"3429","Norte","CS CACHOEIRA BOM JESUS",0,2016,2,3,3,2,0
"3430","Norte","CS CACHOEIRA BOM JESUS",0,2016,3,6,5,4,3
"3431","Norte","CS CACHOEIRA BOM JESUS",0,2016,4,3,2,2,0
"3432","Norte","CS CACHOEIRA BOM JESUS",0,2016,5,6,6,5,1
"3433","Norte","CS CACHOEIRA BOM JESUS",0,2016,6,4,3,3,1
"3434","Norte","CS CACHOEIRA BOM JESUS",0,2016,7,5,4,2,1
"3435","Norte","CS CACHOEIRA BOM JESUS",0,2016,8,8,7,1,2
"3436","Norte","CS CACHOEIRA BOM JESUS",0,2016,9,4,4,3,1
"3437","Norte","CS CACHOEIRA BOM JESUS",0,2016,10,3,2,2,0
"3438","Norte","CS CACHOEIRA BOM JESUS",0,2016,11,1,1,0,0
"3439","Norte","CS CACHOEIRA BOM JESUS",0,2016,12,4,2,1,0
"3440","Norte","CS CACHOEIRA BOM JESUS",0,2017,1,7,6,4,1
"3441","Norte","CS CACHOEIRA BOM JESUS",0,2017,2,3,2,2,0
"3442","Norte","CS CACHOEIRA BOM JESUS",0,2017,3,4,4,3,1
"3443","Norte","CS CACHOEIRA BOM JESUS",0,2017,4,7,5,6,2
"3444","Norte","CS CACHOEIRA BOM JESUS",0,2017,5,3,3,1,0
"3445","Norte","CS CACHOEIRA BOM JESUS",0,2017,6,2,2,2,0
"3446","Norte","CS CACHOEIRA BOM JESUS",0,2017,7,5,3,3,0
"3447","Norte","CS CACHOEIRA BOM JESUS",0,2017,8,4,3,1,2
"3448","Norte","CS CACHOEIRA BOM JESUS",0,2017,9,4,4,2,0
"3449","Norte","CS CACHOEIRA BOM JESUS",0,2017,10,6,5,4,3
"3450","Norte","CS CACHOEIRA BOM JESUS",0,2017,11,3,3,3,2
"3451","Norte","CS CACHOEIRA BOM JESUS",0,2017,12,2,0,0,0
"3452","Norte","CS CACHOEIRA BOM JESUS",1,2013,1,3,3,2,2
"3453","Norte","CS CACHOEIRA BOM JESUS",1,2013,2,1,0,0,0
"3454","Norte","CS CACHOEIRA BOM JESUS",1,2013,3,10,8,8,6
"3455","Norte","CS CACHOEIRA BOM JESUS",1,2013,4,5,4,4,2
"3456","Norte","CS CACHOEIRA BOM JESUS",1,2013,5,7,6,4,6
"3457","Norte","CS CACHOEIRA BOM JESUS",1,2013,6,3,3,3,2
"3458","Norte","CS CACHOEIRA BOM JESUS",1,2013,7,6,5,3,0
"3459","Norte","CS CACHOEIRA BOM JESUS",1,2013,8,1,1,1,1
"3460","Norte","CS CACHOEIRA BOM JESUS",1,2013,9,2,2,2,2
"3461","Norte","CS CACHOEIRA BOM JESUS",1,2013,10,3,2,2,2
"3462","Norte","CS CACHOEIRA BOM JESUS",1,2013,11,7,5,4,3
"3463","Norte","CS CACHOEIRA BOM JESUS",1,2013,12,3,3,3,3
"3464","Norte","CS CACHOEIRA BOM JESUS",1,2014,1,4,4,3,1
"3465","Norte","CS CACHOEIRA BOM JESUS",1,2014,2,7,5,3,3
"3466","Norte","CS CACHOEIRA BOM JESUS",1,2014,3,6,3,1,1
"3467","Norte","CS CACHOEIRA BOM JESUS",1,2014,4,3,1,1,1
"3468","Norte","CS CACHOEIRA BOM JESUS",1,2014,5,6,5,5,0
"3469","Norte","CS CACHOEIRA BOM JESUS",1,2014,6,8,7,6,1
"3470","Norte","CS CACHOEIRA BOM JESUS",1,2014,7,7,4,2,1
"3471","Norte","CS CACHOEIRA BOM JESUS",1,2014,8,6,5,3,4
"3472","Norte","CS CACHOEIRA BOM JESUS",1,2014,9,6,4,4,3
"3473","Norte","CS CACHOEIRA BOM JESUS",1,2014,10,5,4,1,3
"3474","Norte","CS CACHOEIRA BOM JESUS",1,2014,11,1,1,1,1
"3475","Norte","CS CACHOEIRA BOM JESUS",1,2014,12,2,2,1,2
"3476","Norte","CS CACHOEIRA BOM JESUS",1,2015,1,6,5,4,3
"3477","Norte","CS CACHOEIRA BOM JESUS",1,2015,2,2,2,2,1
"3478","Norte","CS CACHOEIRA BOM JESUS",1,2015,3,7,7,5,3
"3479","Norte","CS CACHOEIRA BOM JESUS",1,2015,4,2,2,1,0
"3480","Norte","CS CACHOEIRA BOM JESUS",1,2015,5,5,2,2,1
"3481","Norte","CS CACHOEIRA BOM JESUS",1,2015,6,8,6,3,1
"3482","Norte","CS CACHOEIRA BOM JESUS",1,2015,7,5,5,2,3
"3483","Norte","CS CACHOEIRA BOM JESUS",1,2015,8,5,4,4,2
"3484","Norte","CS CACHOEIRA BOM JESUS",1,2015,9,1,1,1,0
"3485","Norte","CS CACHOEIRA BOM JESUS",1,2015,10,8,3,2,2
"3486","Norte","CS CACHOEIRA BOM JESUS",1,2015,11,4,4,2,2
"3487","Norte","CS CACHOEIRA BOM JESUS",1,2015,12,4,3,2,3
"3488","Norte","CS CACHOEIRA BOM JESUS",1,2016,1,1,1,1,0
"3489","Norte","CS CACHOEIRA BOM JESUS",1,2016,2,5,5,4,3
"3490","Norte","CS CACHOEIRA BOM JESUS",1,2016,3,3,3,2,1
"3491","Norte","CS CACHOEIRA BOM JESUS",1,2016,4,5,3,3,2
"3492","Norte","CS CACHOEIRA BOM JESUS",1,2016,5,2,2,1,2
"3493","Norte","CS CACHOEIRA BOM JESUS",1,2016,6,5,4,2,1
"3494","Norte","CS CACHOEIRA BOM JESUS",1,2016,7,2,2,1,0
