"","DISTRITO","UNIDADE","AREA","ANO","MES","PRIM_CONS_ODO","TC","PROCEDIMENTOS"
"1","Centro","CS AGRONÔMICA",0,2013,1,47,25,327
"2","Centro","CS AGRONÔMICA",0,2013,2,24,22,299
"3","Centro","CS AGRONÔMICA",0,2013,3,32,17,227
"4","Centro","CS AGRONÔMICA",0,2013,4,31,22,388
"5","Centro","CS AGRONÔMICA",0,2013,5,26,20,573
"6","Centro","CS AGRONÔMICA",0,2013,6,34,17,378
"7","Centro","CS AGRONÔMICA",0,2013,7,28,17,207
"8","Centro","CS AGRONÔMICA",0,2013,8,20,20,348
"9","Centro","CS AGRONÔMICA",0,2013,9,38,27,751
"10","Centro","CS AGRONÔMICA",0,2013,10,31,23,450
"11","Centro","CS AGRONÔMICA",0,2013,11,22,14,301
"12","Centro","CS AGRONÔMICA",0,2013,12,14,15,258
"13","Centro","CS AGRONÔMICA",0,2014,1,54,36,372
"14","Centro","CS AGRONÔMICA",0,2014,2,34,13,317
"15","Centro","CS AGRONÔMICA",0,2014,3,21,21,237
"16","Centro","CS AGRONÔMICA",0,2014,4,36,26,499
"17","Centro","CS AGRONÔMICA",0,2014,5,43,40,544
"18","Centro","CS AGRONÔMICA",0,2014,6,28,26,371
"19","Centro","CS AGRONÔMICA",0,2014,7,32,27,398
"20","Centro","CS AGRONÔMICA",0,2014,8,35,33,349
"21","Centro","CS AGRONÔMICA",0,2014,9,8,3,249
"22","Centro","CS AGRONÔMICA",0,2014,10,36,24,420
"23","Centro","CS AGRONÔMICA",0,2014,11,23,22,384
"24","Centro","CS AGRONÔMICA",0,2014,12,22,26,227
"25","Centro","CS AGRONÔMICA",0,2015,1,40,26,342
"26","Centro","CS AGRONÔMICA",0,2015,2,10,8,128
"27","Centro","CS AGRONÔMICA",0,2015,3,9,11,172
"28","Centro","CS AGRONÔMICA",0,2015,4,7,0,176
"29","Centro","CS AGRONÔMICA",0,2015,5,25,21,215
"30","Centro","CS AGRONÔMICA",0,2015,6,28,22,410
"31","Centro","CS AGRONÔMICA",0,2015,7,4,0,354
"32","Centro","CS AGRONÔMICA",0,2015,8,36,29,429
"33","Centro","CS AGRONÔMICA",0,2015,9,34,25,472
"34","Centro","CS AGRONÔMICA",0,2015,10,31,31,379
"35","Centro","CS AGRONÔMICA",0,2015,11,33,24,318
"36","Centro","CS AGRONÔMICA",0,2015,12,8,13,212
"37","Centro","CS AGRONÔMICA",0,2016,1,19,8,177
"38","Centro","CS AGRONÔMICA",0,2016,2,30,29,204
"39","Centro","CS AGRONÔMICA",0,2016,3,18,11,188
"40","Centro","CS AGRONÔMICA",0,2016,4,22,17,270
"41","Centro","CS AGRONÔMICA",0,2016,5,40,30,425
"42","Centro","CS AGRONÔMICA",0,2016,6,27,24,489
"43","Centro","CS AGRONÔMICA",0,2016,7,36,33,362
"44","Centro","CS AGRONÔMICA",0,2016,8,5,5,214
"45","Centro","CS AGRONÔMICA",0,2016,9,44,30,414
"46","Centro","CS AGRONÔMICA",0,2016,10,27,18,311
"47","Centro","CS AGRONÔMICA",0,2016,11,34,31,327
"48","Centro","CS AGRONÔMICA",0,2016,12,17,23,153
"49","Centro","CS AGRONÔMICA",0,2017,1,25,12,155
"50","Centro","CS AGRONÔMICA",0,2017,2,4,5,61
"51","Centro","CS AGRONÔMICA",0,2017,3,25,16,231
"52","Centro","CS AGRONÔMICA",0,2017,4,47,39,378
"53","Centro","CS AGRONÔMICA",0,2017,5,52,36,500
"54","Centro","CS AGRONÔMICA",0,2017,6,44,32,377
"55","Centro","CS AGRONÔMICA",0,2017,7,30,28,306
"56","Centro","CS AGRONÔMICA",0,2017,8,4,3,166
"57","Centro","CS AGRONÔMICA",0,2017,9,36,28,259
"58","Centro","CS AGRONÔMICA",0,2017,10,33,23,300
"59","Centro","CS AGRONÔMICA",0,2017,11,31,26,310
"60","Centro","CS AGRONÔMICA",0,2017,12,23,27,222
"61","Centro","CS AGRONÔMICA",0,2013,1,0,0,0
"62","Centro","CS AGRONÔMICA",0,2013,2,0,0,0
"63","Centro","CS AGRONÔMICA",0,2013,3,0,0,1
"64","Centro","CS AGRONÔMICA",0,2013,4,0,0,2
"65","Centro","CS AGRONÔMICA",0,2013,5,0,0,129
"66","Centro","CS AGRONÔMICA",0,2013,6,0,0,1
"67","Centro","CS AGRONÔMICA",0,2013,7,0,0,0
"68","Centro","CS AGRONÔMICA",0,2013,8,0,0,36
"69","Centro","CS AGRONÔMICA",0,2013,9,0,0,290
"70","Centro","CS AGRONÔMICA",0,2013,10,0,0,22
"71","Centro","CS AGRONÔMICA",0,2013,11,0,0,3
"72","Centro","CS AGRONÔMICA",0,2013,12,0,0,0
"73","Centro","CS AGRONÔMICA",0,2014,1,0,0,0
"74","Centro","CS AGRONÔMICA",0,2014,2,0,0,1
"75","Centro","CS AGRONÔMICA",0,2014,3,0,0,4
"76","Centro","CS AGRONÔMICA",0,2014,4,0,0,1
"77","Centro","CS AGRONÔMICA",0,2014,5,0,0,21
"78","Centro","CS AGRONÔMICA",0,2014,6,0,0,1
"79","Centro","CS AGRONÔMICA",0,2014,7,0,0,4
"80","Centro","CS AGRONÔMICA",0,2014,8,0,0,50
"81","Centro","CS AGRONÔMICA",0,2014,9,0,0,99
"82","Centro","CS AGRONÔMICA",0,2014,10,0,0,85
"83","Centro","CS AGRONÔMICA",0,2014,11,0,0,132
"84","Centro","CS AGRONÔMICA",0,2014,12,0,0,22
"85","Centro","CS AGRONÔMICA",0,2015,1,0,0,11
"86","Centro","CS AGRONÔMICA",0,2015,2,0,0,18
"87","Centro","CS AGRONÔMICA",0,2015,3,0,0,46
"88","Centro","CS AGRONÔMICA",0,2015,4,0,0,99
"89","Centro","CS AGRONÔMICA",0,2015,5,0,0,105
"90","Centro","CS AGRONÔMICA",0,2015,6,0,0,238
"91","Centro","CS AGRONÔMICA",0,2015,7,0,0,204
"92","Centro","CS AGRONÔMICA",0,2015,8,0,0,208
"93","Centro","CS AGRONÔMICA",0,2015,9,0,0,211
"94","Centro","CS AGRONÔMICA",0,2015,10,0,0,151
"95","Centro","CS AGRONÔMICA",0,2015,11,0,0,109
"96","Centro","CS AGRONÔMICA",0,2015,12,0,0,80
"97","Centro","CS AGRONÔMICA",0,2016,1,0,0,1
"98","Centro","CS AGRONÔMICA",0,2016,2,0,0,24
"99","Centro","CS AGRONÔMICA",0,2016,3,0,0,69
"100","Centro","CS AGRONÔMICA",0,2016,4,0,0,149
"101","Centro","CS AGRONÔMICA",0,2016,5,0,0,228
"102","Centro","CS AGRONÔMICA",0,2016,6,0,0,230
"103","Centro","CS AGRONÔMICA",0,2016,7,0,0,88
"104","Centro","CS AGRONÔMICA",0,2016,8,0,0,106
"105","Centro","CS AGRONÔMICA",0,2016,9,0,0,187
"106","Centro","CS AGRONÔMICA",0,2016,10,0,0,83
"107","Centro","CS AGRONÔMICA",0,2016,11,0,0,78
"108","Centro","CS AGRONÔMICA",0,2016,12,0,0,13
"109","Centro","CS AGRONÔMICA",0,2017,1,0,0,1
"110","Centro","CS AGRONÔMICA",0,2017,2,0,0,0
"111","Centro","CS AGRONÔMICA",0,2017,3,0,0,58
"112","Centro","CS AGRONÔMICA",0,2017,4,0,0,78
"113","Centro","CS AGRONÔMICA",0,2017,5,0,0,119
"114","Centro","CS AGRONÔMICA",0,2017,6,0,0,72
"115","Centro","CS AGRONÔMICA",0,2017,7,0,0,12
"116","Centro","CS AGRONÔMICA",0,2017,8,0,0,29
"117","Centro","CS AGRONÔMICA",0,2017,9,0,0,20
"118","Centro","CS AGRONÔMICA",0,2017,10,0,0,8
"119","Centro","CS AGRONÔMICA",0,2017,11,0,0,31
"120","Centro","CS AGRONÔMICA",0,2017,12,0,0,6
"121","Centro","CS AGRONÔMICA",1,2013,1,25,19,360
"122","Centro","CS AGRONÔMICA",1,2013,2,19,10,232
"123","Centro","CS AGRONÔMICA",1,2013,3,34,10,291
"124","Centro","CS AGRONÔMICA",1,2013,4,43,17,380
"125","Centro","CS AGRONÔMICA",1,2013,5,34,24,515
"126","Centro","CS AGRONÔMICA",1,2013,6,19,4,367
"127","Centro","CS AGRONÔMICA",1,2013,7,30,17,297
"128","Centro","CS AGRONÔMICA",1,2013,8,16,15,298
"129","Centro","CS AGRONÔMICA",1,2013,9,10,6,452
"130","Centro","CS AGRONÔMICA",1,2013,10,41,17,536
"131","Centro","CS AGRONÔMICA",1,2013,11,16,11,221
"132","Centro","CS AGRONÔMICA",1,2013,12,22,25,260
"133","Centro","CS AGRONÔMICA",1,2014,1,24,14,146
"134","Centro","CS AGRONÔMICA",1,2014,2,39,24,359
"135","Centro","CS AGRONÔMICA",1,2014,3,23,19,345
"136","Centro","CS AGRONÔMICA",1,2014,4,42,25,393
"137","Centro","CS AGRONÔMICA",1,2014,5,30,22,482
"138","Centro","CS AGRONÔMICA",1,2014,6,29,21,464
"139","Centro","CS AGRONÔMICA",1,2014,7,33,11,308
"140","Centro","CS AGRONÔMICA",1,2014,8,38,25,474
"141","Centro","CS AGRONÔMICA",1,2014,9,28,19,452
"142","Centro","CS AGRONÔMICA",1,2014,10,9,6,207
"143","Centro","CS AGRONÔMICA",1,2014,11,25,21,542
"144","Centro","CS AGRONÔMICA",1,2014,12,10,10,147
"145","Centro","CS AGRONÔMICA",1,2015,1,56,46,467
"146","Centro","CS AGRONÔMICA",1,2015,2,14,13,179
"147","Centro","CS AGRONÔMICA",1,2015,3,12,11,255
"148","Centro","CS AGRONÔMICA",1,2015,4,12,4,444
"149","Centro","CS AGRONÔMICA",1,2015,5,12,8,122
"150","Centro","CS AGRONÔMICA",1,2015,6,14,9,358
"151","Centro","CS AGRONÔMICA",1,2015,7,11,4,378
"152","Centro","CS AGRONÔMICA",1,2015,8,28,29,367
"153","Centro","CS AGRONÔMICA",1,2015,9,24,18,345
"154","Centro","CS AGRONÔMICA",1,2015,10,25,20,339
"155","Centro","CS AGRONÔMICA",1,2015,11,22,10,232
"156","Centro","CS AGRONÔMICA",1,2015,12,13,9,140
"157","Centro","CS AGRONÔMICA",1,2016,1,18,7,136
"158","Centro","CS AGRONÔMICA",1,2016,2,39,24,229
"159","Centro","CS AGRONÔMICA",1,2016,3,15,12,211
"160","Centro","CS AGRONÔMICA",1,2016,4,31,16,390
"161","Centro","CS AGRONÔMICA",1,2016,5,49,43,784
"162","Centro","CS AGRONÔMICA",1,2016,6,41,32,665
"163","Centro","CS AGRONÔMICA",1,2016,7,29,33,434
"164","Centro","CS AGRONÔMICA",1,2016,8,5,5,169
"165","Centro","CS AGRONÔMICA",1,2016,9,38,39,513
"166","Centro","CS AGRONÔMICA",1,2016,10,34,21,464
"167","Centro","CS AGRONÔMICA",1,2016,11,25,22,336
"168","Centro","CS AGRONÔMICA",1,2016,12,21,23,181
"169","Centro","CS AGRONÔMICA",1,2017,1,13,5,89
"170","Centro","CS AGRONÔMICA",1,2017,2,6,3,65
"171","Centro","CS AGRONÔMICA",1,2017,3,47,27,341
"172","Centro","CS AGRONÔMICA",1,2017,4,37,25,324
"173","Centro","CS AGRONÔMICA",1,2017,5,70,30,602
"174","Centro","CS AGRONÔMICA",1,2017,6,45,24,491
"175","Centro","CS AGRONÔMICA",1,2017,7,59,40,282
"176","Centro","CS AGRONÔMICA",1,2017,8,35,20,290
"177","Centro","CS AGRONÔMICA",1,2017,9,42,30,264
"178","Centro","CS AGRONÔMICA",1,2017,10,7,6,142
"179","Centro","CS AGRONÔMICA",1,2017,11,37,26,214
"180","Centro","CS AGRONÔMICA",1,2017,12,28,30,216
"181","Centro","CS AGRONÔMICA",1,2013,1,0,0,0
"182","Centro","CS AGRONÔMICA",1,2013,2,0,0,0
"183","Centro","CS AGRONÔMICA",1,2013,3,0,0,1
"184","Centro","CS AGRONÔMICA",1,2013,4,0,0,1
"185","Centro","CS AGRONÔMICA",1,2013,5,0,0,93
"186","Centro","CS AGRONÔMICA",1,2013,6,0,0,0
"187","Centro","CS AGRONÔMICA",1,2013,7,0,0,0
"188","Centro","CS AGRONÔMICA",1,2013,8,0,0,28
"189","Centro","CS AGRONÔMICA",1,2013,9,0,0,229
"190","Centro","CS AGRONÔMICA",1,2013,10,0,0,122
"191","Centro","CS AGRONÔMICA",1,2013,11,0,0,8
"192","Centro","CS AGRONÔMICA",1,2013,12,0,0,0
"193","Centro","CS AGRONÔMICA",1,2014,1,0,0,0
"194","Centro","CS AGRONÔMICA",1,2014,2,0,0,0
"195","Centro","CS AGRONÔMICA",1,2014,3,0,0,6
"196","Centro","CS AGRONÔMICA",1,2014,4,0,0,6
"197","Centro","CS AGRONÔMICA",1,2014,5,0,0,34
"198","Centro","CS AGRONÔMICA",1,2014,6,0,0,4
"199","Centro","CS AGRONÔMICA",1,2014,7,0,0,2
"200","Centro","CS AGRONÔMICA",1,2014,8,0,0,122
"201","Centro","CS AGRONÔMICA",1,2014,9,0,0,104
"202","Centro","CS AGRONÔMICA",1,2014,10,0,0,58
"203","Centro","CS AGRONÔMICA",1,2014,11,0,0,219
"204","Centro","CS AGRONÔMICA",1,2014,12,0,0,6
"205","Centro","CS AGRONÔMICA",1,2015,1,0,0,34
"206","Centro","CS AGRONÔMICA",1,2015,2,0,0,33
"207","Centro","CS AGRONÔMICA",1,2015,3,0,0,163
"208","Centro","CS AGRONÔMICA",1,2015,4,0,0,225
"209","Centro","CS AGRONÔMICA",1,2015,5,0,0,49
"210","Centro","CS AGRONÔMICA",1,2015,6,0,0,194
"211","Centro","CS AGRONÔMICA",1,2015,7,0,0,166
"212","Centro","CS AGRONÔMICA",1,2015,8,0,0,133
"213","Centro","CS AGRONÔMICA",1,2015,9,0,0,122
"214","Centro","CS AGRONÔMICA",1,2015,10,0,0,125
"215","Centro","CS AGRONÔMICA",1,2015,11,0,0,82
"216","Centro","CS AGRONÔMICA",1,2015,12,0,0,7
"217","Centro","CS AGRONÔMICA",1,2016,1,0,0,3
"218","Centro","CS AGRONÔMICA",1,2016,2,0,0,8
"219","Centro","CS AGRONÔMICA",1,2016,3,0,0,37
"220","Centro","CS AGRONÔMICA",1,2016,4,0,0,145
"221","Centro","CS AGRONÔMICA",1,2016,5,0,0,374
"222","Centro","CS AGRONÔMICA",1,2016,6,0,0,293
"223","Centro","CS AGRONÔMICA",1,2016,7,0,0,105
"224","Centro","CS AGRONÔMICA",1,2016,8,0,0,47
"225","Centro","CS AGRONÔMICA",1,2016,9,0,0,170
"226","Centro","CS AGRONÔMICA",1,2016,10,0,0,186
"227","Centro","CS AGRONÔMICA",1,2016,11,0,0,107
"228","Centro","CS AGRONÔMICA",1,2016,12,0,0,17
"229","Centro","CS AGRONÔMICA",1,2017,1,0,0,0
"230","Centro","CS AGRONÔMICA",1,2017,2,0,0,0
"231","Centro","CS AGRONÔMICA",1,2017,3,0,0,116
"232","Centro","CS AGRONÔMICA",1,2017,4,0,0,107
"233","Centro","CS AGRONÔMICA",1,2017,5,0,0,185
"234","Centro","CS AGRONÔMICA",1,2017,6,0,0,202
"235","Centro","CS AGRONÔMICA",1,2017,7,0,0,8
"236","Centro","CS AGRONÔMICA",1,2017,8,0,0,44
"237","Centro","CS AGRONÔMICA",1,2017,9,0,0,42
"238","Centro","CS AGRONÔMICA",1,2017,10,0,0,29
"239","Centro","CS AGRONÔMICA",1,2017,11,0,0,46
"240","Centro","CS AGRONÔMICA",1,2017,12,0,0,2
"241","Centro","CS AGRONÔMICA",2,2013,1,7,4,117
"242","Centro","CS AGRONÔMICA",2,2013,2,13,3,133
"243","Centro","CS AGRONÔMICA",2,2013,3,24,16,286
"244","Centro","CS AGRONÔMICA",2,2013,4,21,12,315
"245","Centro","CS AGRONÔMICA",2,2013,5,17,15,275
"246","Centro","CS AGRONÔMICA",2,2013,6,11,4,235
"247","Centro","CS AGRONÔMICA",2,2013,7,16,12,181
"248","Centro","CS AGRONÔMICA",2,2013,8,29,22,367
"249","Centro","CS AGRONÔMICA",2,2013,9,20,12,442
"250","Centro","CS AGRONÔMICA",2,2013,10,18,9,263
"251","Centro","CS AGRONÔMICA",2,2013,11,11,10,122
"252","Centro","CS AGRONÔMICA",2,2013,12,6,11,128
"253","Centro","CS AGRONÔMICA",2,2014,1,33,25,243
"254","Centro","CS AGRONÔMICA",2,2014,2,21,9,222
"255","Centro","CS AGRONÔMICA",2,2014,3,9,9,114
"256","Centro","CS AGRONÔMICA",2,2014,4,11,9,169
"257","Centro","CS AGRONÔMICA",2,2014,5,12,9,298
"258","Centro","CS AGRONÔMICA",2,2014,6,29,21,273
"259","Centro","CS AGRONÔMICA",2,2014,7,23,13,173
"260","Centro","CS AGRONÔMICA",2,2014,8,21,12,254
"261","Centro","CS AGRONÔMICA",2,2014,9,14,9,272
"262","Centro","CS AGRONÔMICA",2,2014,10,18,16,169
"263","Centro","CS AGRONÔMICA",2,2014,11,15,15,269
"264","Centro","CS AGRONÔMICA",2,2014,12,17,20,175
"265","Centro","CS AGRONÔMICA",2,2015,1,4,1,117
"266","Centro","CS AGRONÔMICA",2,2015,2,18,14,137
"267","Centro","CS AGRONÔMICA",2,2015,3,14,8,210
"268","Centro","CS AGRONÔMICA",2,2015,4,17,9,197
"269","Centro","CS AGRONÔMICA",2,2015,5,11,8,88
"270","Centro","CS AGRONÔMICA",2,2015,6,13,7,248
"271","Centro","CS AGRONÔMICA",2,2015,7,12,13,242
"272","Centro","CS AGRONÔMICA",2,2015,8,16,14,288
"273","Centro","CS AGRONÔMICA",2,2015,9,24,10,290
"274","Centro","CS AGRONÔMICA",2,2015,10,19,8,276
"275","Centro","CS AGRONÔMICA",2,2015,11,20,20,211
"276","Centro","CS AGRONÔMICA",2,2015,12,6,13,113
"277","Centro","CS AGRONÔMICA",2,2016,1,9,3,123
"278","Centro","CS AGRONÔMICA",2,2016,2,21,16,171
"279","Centro","CS AGRONÔMICA",2,2016,3,3,6,118
"280","Centro","CS AGRONÔMICA",2,2016,4,17,10,196
"281","Centro","CS AGRONÔMICA",2,2016,5,19,18,391
"282","Centro","CS AGRONÔMICA",2,2016,6,27,25,422
"283","Centro","CS AGRONÔMICA",2,2016,7,9,8,210
"284","Centro","CS AGRONÔMICA",2,2016,8,4,11,167
"285","Centro","CS AGRONÔMICA",2,2016,9,20,21,224
"286","Centro","CS AGRONÔMICA",2,2016,10,27,16,268
"287","Centro","CS AGRONÔMICA",2,2016,11,11,12,215
"288","Centro","CS AGRONÔMICA",2,2016,12,13,15,141
"289","Centro","CS AGRONÔMICA",2,2017,1,16,9,88
"290","Centro","CS AGRONÔMICA",2,2017,2,5,7,44
"291","Centro","CS AGRONÔMICA",2,2017,3,32,19,199
"292","Centro","CS AGRONÔMICA",2,2017,4,18,20,212
"293","Centro","CS AGRONÔMICA",2,2017,5,25,21,281
"294","Centro","CS AGRONÔMICA",2,2017,6,23,17,335
"295","Centro","CS AGRONÔMICA",2,2017,7,24,24,199
"296","Centro","CS AGRONÔMICA",2,2017,8,14,11,188
"297","Centro","CS AGRONÔMICA",2,2017,9,24,23,196
"298","Centro","CS AGRONÔMICA",2,2017,10,17,10,170
"299","Centro","CS AGRONÔMICA",2,2017,11,18,17,288
"300","Centro","CS AGRONÔMICA",2,2017,12,11,18,154
"301","Centro","CS AGRONÔMICA",2,2013,1,0,0,0
"302","Centro","CS AGRONÔMICA",2,2013,2,0,0,0
"303","Centro","CS AGRONÔMICA",2,2013,3,0,0,7
"304","Centro","CS AGRONÔMICA",2,2013,4,0,0,2
"305","Centro","CS AGRONÔMICA",2,2013,5,0,0,59
"306","Centro","CS AGRONÔMICA",2,2013,6,0,0,2
"307","Centro","CS AGRONÔMICA",2,2013,7,0,0,1
"308","Centro","CS AGRONÔMICA",2,2013,8,0,0,50
"309","Centro","CS AGRONÔMICA",2,2013,9,0,0,159
"310","Centro","CS AGRONÔMICA",2,2013,10,0,0,40
"311","Centro","CS AGRONÔMICA",2,2013,11,0,0,3
"312","Centro","CS AGRONÔMICA",2,2013,12,0,0,0
"313","Centro","CS AGRONÔMICA",2,2014,1,0,0,0
"314","Centro","CS AGRONÔMICA",2,2014,2,0,0,0
"315","Centro","CS AGRONÔMICA",2,2014,3,0,0,9
"316","Centro","CS AGRONÔMICA",2,2014,4,0,0,5
"317","Centro","CS AGRONÔMICA",2,2014,5,0,0,36
"318","Centro","CS AGRONÔMICA",2,2014,6,0,0,1
"319","Centro","CS AGRONÔMICA",2,2014,7,0,0,0
"320","Centro","CS AGRONÔMICA",2,2014,8,0,0,74
"321","Centro","CS AGRONÔMICA",2,2014,9,0,0,99
"322","Centro","CS AGRONÔMICA",2,2014,10,0,0,51
"323","Centro","CS AGRONÔMICA",2,2014,11,0,0,108
"324","Centro","CS AGRONÔMICA",2,2014,12,0,0,6
"325","Centro","CS AGRONÔMICA",2,2015,1,0,0,5
"326","Centro","CS AGRONÔMICA",2,2015,2,0,0,38
"327","Centro","CS AGRONÔMICA",2,2015,3,0,0,102
"328","Centro","CS AGRONÔMICA",2,2015,4,0,0,93
"329","Centro","CS AGRONÔMICA",2,2015,5,0,0,26
"330","Centro","CS AGRONÔMICA",2,2015,6,0,0,165
"331","Centro","CS AGRONÔMICA",2,2015,7,0,0,100
"332","Centro","CS AGRONÔMICA",2,2015,8,0,0,120
"333","Centro","CS AGRONÔMICA",2,2015,9,0,0,113
"334","Centro","CS AGRONÔMICA",2,2015,10,0,0,85
"335","Centro","CS AGRONÔMICA",2,2015,11,0,0,52
"336","Centro","CS AGRONÔMICA",2,2015,12,0,0,9
"337","Centro","CS AGRONÔMICA",2,2016,1,0,0,1
"338","Centro","CS AGRONÔMICA",2,2016,2,0,0,15
"339","Centro","CS AGRONÔMICA",2,2016,3,0,0,13
"340","Centro","CS AGRONÔMICA",2,2016,4,0,0,91
"341","Centro","CS AGRONÔMICA",2,2016,5,0,0,247
"342","Centro","CS AGRONÔMICA",2,2016,6,0,0,196
"343","Centro","CS AGRONÔMICA",2,2016,7,0,0,36
"344","Centro","CS AGRONÔMICA",2,2016,8,0,0,35
"345","Centro","CS AGRONÔMICA",2,2016,9,0,0,72
"346","Centro","CS AGRONÔMICA",2,2016,10,0,0,93
"347","Centro","CS AGRONÔMICA",2,2016,11,0,0,57
"348","Centro","CS AGRONÔMICA",2,2016,12,0,0,19
"349","Centro","CS AGRONÔMICA",2,2017,1,0,0,1
"350","Centro","CS AGRONÔMICA",2,2017,2,0,0,0
"351","Centro","CS AGRONÔMICA",2,2017,3,0,0,31
"352","Centro","CS AGRONÔMICA",2,2017,4,0,0,64
"353","Centro","CS AGRONÔMICA",2,2017,5,0,0,79
"354","Centro","CS AGRONÔMICA",2,2017,6,0,0,151
"355","Centro","CS AGRONÔMICA",2,2017,7,0,0,4
"356","Centro","CS AGRONÔMICA",2,2017,8,0,0,18
"357","Centro","CS AGRONÔMICA",2,2017,9,0,0,18
"358","Centro","CS AGRONÔMICA",2,2017,10,0,0,9
"359","Centro","CS AGRONÔMICA",2,2017,11,0,0,31
"360","Centro","CS AGRONÔMICA",2,2017,12,0,0,1
"361","Centro","CS AGRONÔMICA",3,2013,1,17,9,139
"362","Centro","CS AGRONÔMICA",3,2013,2,13,5,119
"363","Centro","CS AGRONÔMICA",3,2013,3,18,14,161
"364","Centro","CS AGRONÔMICA",3,2013,4,18,14,182
"365","Centro","CS AGRONÔMICA",3,2013,5,17,16,270
"366","Centro","CS AGRONÔMICA",3,2013,6,8,6,175
"367","Centro","CS AGRONÔMICA",3,2013,7,9,11,131
"368","Centro","CS AGRONÔMICA",3,2013,8,11,12,220
"369","Centro","CS AGRONÔMICA",3,2013,9,16,10,306
"370","Centro","CS AGRONÔMICA",3,2013,10,11,10,199
"371","Centro","CS AGRONÔMICA",3,2013,11,9,8,125
"372","Centro","CS AGRONÔMICA",3,2013,12,11,18,155
"373","Centro","CS AGRONÔMICA",3,2014,1,21,16,176
"374","Centro","CS AGRONÔMICA",3,2014,2,19,16,205
"375","Centro","CS AGRONÔMICA",3,2014,3,3,2,81
"376","Centro","CS AGRONÔMICA",3,2014,4,15,12,245
"377","Centro","CS AGRONÔMICA",3,2014,5,13,9,198
"378","Centro","CS AGRONÔMICA",3,2014,6,21,17,218
"379","Centro","CS AGRONÔMICA",3,2014,7,26,14,215
"380","Centro","CS AGRONÔMICA",3,2014,8,13,14,198
"381","Centro","CS AGRONÔMICA",3,2014,9,20,17,217
"382","Centro","CS AGRONÔMICA",3,2014,10,4,5,133
"383","Centro","CS AGRONÔMICA",3,2014,11,10,8,122
"384","Centro","CS AGRONÔMICA",3,2014,12,8,14,125
"385","Centro","CS AGRONÔMICA",3,2015,1,8,7,86
"386","Centro","CS AGRONÔMICA",3,2015,2,20,11,105
"387","Centro","CS AGRONÔMICA",3,2015,3,13,14,103
"388","Centro","CS AGRONÔMICA",3,2015,4,6,4,102
"389","Centro","CS AGRONÔMICA",3,2015,5,7,5,90
"390","Centro","CS AGRONÔMICA",3,2015,6,11,8,193
"391","Centro","CS AGRONÔMICA",3,2015,7,14,7,191
"392","Centro","CS AGRONÔMICA",3,2015,8,18,22,250
"393","Centro","CS AGRONÔMICA",3,2015,9,12,6,158
"394","Centro","CS AGRONÔMICA",3,2015,10,15,11,162
"395","Centro","CS AGRONÔMICA",3,2015,11,16,13,135
"396","Centro","CS AGRONÔMICA",3,2015,12,6,9,88
"397","Centro","CS AGRONÔMICA",3,2016,1,6,2,99
"398","Centro","CS AGRONÔMICA",3,2016,2,18,8,132
"399","Centro","CS AGRONÔMICA",3,2016,3,2,6,90
"400","Centro","CS AGRONÔMICA",3,2016,4,13,8,134
"401","Centro","CS AGRONÔMICA",3,2016,5,22,13,272
"402","Centro","CS AGRONÔMICA",3,2016,6,27,27,321
"403","Centro","CS AGRONÔMICA",3,2016,7,16,8,177
"404","Centro","CS AGRONÔMICA",3,2016,8,9,5,153
"405","Centro","CS AGRONÔMICA",3,2016,9,16,12,218
"406","Centro","CS AGRONÔMICA",3,2016,10,25,14,258
"407","Centro","CS AGRONÔMICA",3,2016,11,17,16,184
"408","Centro","CS AGRONÔMICA",3,2016,12,17,25,124
"409","Centro","CS AGRONÔMICA",3,2017,1,5,6,55
"410","Centro","CS AGRONÔMICA",3,2017,2,4,3,28
"411","Centro","CS AGRONÔMICA",3,2017,3,32,24,213
"412","Centro","CS AGRONÔMICA",3,2017,4,24,20,199
"413","Centro","CS AGRONÔMICA",3,2017,5,26,18,262
"414","Centro","CS AGRONÔMICA",3,2017,6,25,27,233
"415","Centro","CS AGRONÔMICA",3,2017,7,22,15,163
"416","Centro","CS AGRONÔMICA",3,2017,8,23,15,171
"417","Centro","CS AGRONÔMICA",3,2017,9,29,16,219
"418","Centro","CS AGRONÔMICA",3,2017,10,23,18,183
"419","Centro","CS AGRONÔMICA",3,2017,11,8,11,187
"420","Centro","CS AGRONÔMICA",3,2017,12,10,22,155
"421","Centro","CS AGRONÔMICA",3,2013,1,0,0,0
"422","Centro","CS AGRONÔMICA",3,2013,2,0,0,0
"423","Centro","CS AGRONÔMICA",3,2013,3,0,0,1
"424","Centro","CS AGRONÔMICA",3,2013,4,0,0,0
"425","Centro","CS AGRONÔMICA",3,2013,5,0,0,55
"426","Centro","CS AGRONÔMICA",3,2013,6,0,0,0
"427","Centro","CS AGRONÔMICA",3,2013,7,0,0,0
"428","Centro","CS AGRONÔMICA",3,2013,8,0,0,11
"429","Centro","CS AGRONÔMICA",3,2013,9,0,0,100
"430","Centro","CS AGRONÔMICA",3,2013,10,0,0,8
"431","Centro","CS AGRONÔMICA",3,2013,11,0,0,4
"432","Centro","CS AGRONÔMICA",3,2013,12,0,0,0
"433","Centro","CS AGRONÔMICA",3,2014,1,0,0,0
"434","Centro","CS AGRONÔMICA",3,2014,2,0,0,0
"435","Centro","CS AGRONÔMICA",3,2014,3,0,0,1
