"DISTRITO","UNIDADE","TRIMESTRE","VALOR"
"Centro","CS JOÃO PAULO","2013 Q1",109
"Norte","CS JURERE","2013 Q1",52
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q1",149
"Continente","CS MONTE CRISTO","2013 Q1",278
"Centro","CS MONTE SERRAT","2013 Q1",184
"Sul","CS MORRO DAS PEDRAS","2013 Q1",152
"Continente","CS NOVO CONTINENTE","2013 Q1",97
"Centro","CS PANTANAL","2013 Q1",77
"Sul","CS PANTANO DO SUL","2013 Q1",54
"Norte","CS PONTA DAS CANAS","2013 Q1",111
"Centro","CS PRAINHA","2013 Q1",171
"Norte","CS RATONES","2013 Q1",117
"Sul","CS RIBEIRÃO DA ILHA","2013 Q1",54
"Sul","CS RIO TAVARES","2013 Q1",105
"Norte","CS RIO VERMELHO","2013 Q1",377
"Centro","CS SACO DOS LIMÕES","2013 Q1",238
"Norte","CS SACO GRANDE","2013 Q1",424
"Norte","CS SANTINHO","2013 Q1",70
"Norte","CS SANTO ANTONIO LISBOA","2013 Q1",153
"Continente","CS SAPE","2013 Q1",54
"Sul","CS TAPERA","2013 Q1",180
"Centro","CS TRINDADE","2013 Q1",267
"Norte","CS VARGEM GRANDE","2013 Q1",15
"Norte","CS VARGEM PEQUENA","2013 Q1",71
"Continente","CS VILA APARECIDA","2013 Q1",13
"Continente","CS ABRAÃO","2013 Q2",65
"Centro","CS AGRONÔMICA","2013 Q2",279
"Sul","CS ALTO RIBEIRÃO","2013 Q2",88
"Sul","CS ARMAÇÃO","2013 Q2",190
"Continente","CS BALNEÁRIO","2013 Q2",86
"Norte","CS BARRA DA LAGOA","2013 Q2",197
"Norte","CS CACHOEIRA BOM JESUS","2013 Q2",98
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q2",12
"Sul","CS CAMPECHE","2013 Q2",133
"Norte","CS CANASVIEIRAS","2013 Q2",176
"Sul","CS CANTO DA LAGOA","2013 Q2",52
"Continente","CS CAPOEIRAS","2013 Q2",154
"Sul","CS CARIANOS","2013 Q2",123
"Centro","CS CENTRO","2013 Q2",103
"Continente","CS COLONINHA","2013 Q2",228
"Continente","CS COQUEIROS","2013 Q2",163
"Centro","CS CÓRREGO GRANDE","2013 Q2",123
"Sul","CS COSTA DA LAGOA","2013 Q2",38
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q2",101
"Continente","CS ESTREITO","2013 Q2",168
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q2",36
"Norte","CS INGLESES","2013 Q2",469
"Centro","CS ITACORUBI","2013 Q2",284
"Continente","CS JARDIM ATLÂNTICO","2013 Q2",60
"Centro","CS JOÃO PAULO","2013 Q2",64
"Norte","CS JURERE","2013 Q2",47
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q2",195
"Continente","CS MONTE CRISTO","2013 Q2",220
"Centro","CS MONTE SERRAT","2013 Q2",125
"Sul","CS MORRO DAS PEDRAS","2013 Q2",149
"Continente","CS NOVO CONTINENTE","2013 Q2",81
"Centro","CS PANTANAL","2013 Q2",133
"Sul","CS PANTANO DO SUL","2013 Q2",91
"Norte","CS PONTA DAS CANAS","2013 Q2",85
"Centro","CS PRAINHA","2013 Q2",104
"Norte","CS RATONES","2013 Q2",110
"Sul","CS RIBEIRÃO DA ILHA","2013 Q2",42
"Sul","CS RIO TAVARES","2013 Q2",130
"Norte","CS RIO VERMELHO","2013 Q2",329
"Centro","CS SACO DOS LIMÕES","2013 Q2",350
"Norte","CS SACO GRANDE","2013 Q2",384
"Norte","CS SANTINHO","2013 Q2",100
"Norte","CS SANTO ANTONIO LISBOA","2013 Q2",160
"Continente","CS SAPE","2013 Q2",27
"Sul","CS TAPERA","2013 Q2",224
"Centro","CS TRINDADE","2013 Q2",249
"Norte","CS VARGEM GRANDE","2013 Q2",15
"Norte","CS VARGEM PEQUENA","2013 Q2",66
"Continente","CS VILA APARECIDA","2013 Q2",6
"Continente","CS ABRAÃO","2013 Q3",92
"Centro","CS AGRONÔMICA","2013 Q3",243
"Sul","CS ALTO RIBEIRÃO","2013 Q3",101
"Sul","CS ARMAÇÃO","2013 Q3",146
"Continente","CS BALNEÁRIO","2013 Q3",101
"Norte","CS BARRA DA LAGOA","2013 Q3",142
"Norte","CS CACHOEIRA BOM JESUS","2013 Q3",170
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q3",6
"Sul","CS CAMPECHE","2013 Q3",144
"Norte","CS CANASVIEIRAS","2013 Q3",214
"Sul","CS CANTO DA LAGOA","2013 Q3",59
"Continente","CS CAPOEIRAS","2013 Q3",193
"Sul","CS CARIANOS","2013 Q3",97
"Centro","CS CENTRO","2013 Q3",146
"Continente","CS COLONINHA","2013 Q3",234
"Continente","CS COQUEIROS","2013 Q3",201
"Centro","CS CÓRREGO GRANDE","2013 Q3",72
"Sul","CS COSTA DA LAGOA","2013 Q3",36
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q3",107
"Continente","CS ESTREITO","2013 Q3",160
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q3",39
"Norte","CS INGLESES","2013 Q3",222
"Centro","CS ITACORUBI","2013 Q3",281
"Continente","CS JARDIM ATLÂNTICO","2013 Q3",78
"Centro","CS JOÃO PAULO","2013 Q3",69
"Norte","CS JURERE","2013 Q3",68
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q3",106
"Continente","CS MONTE CRISTO","2013 Q3",339
"Centro","CS MONTE SERRAT","2013 Q3",101
"Sul","CS MORRO DAS PEDRAS","2013 Q3",125
"Continente","CS NOVO CONTINENTE","2013 Q3",166
"Centro","CS PANTANAL","2013 Q3",152
"Sul","CS PANTANO DO SUL","2013 Q3",82
"Norte","CS PONTA DAS CANAS","2013 Q3",66
"Centro","CS PRAINHA","2013 Q3",145
"Norte","CS RATONES","2013 Q3",65
"Sul","CS RIBEIRÃO DA ILHA","2013 Q3",54
"Sul","CS RIO TAVARES","2013 Q3",127
"Norte","CS RIO VERMELHO","2013 Q3",289
"Centro","CS SACO DOS LIMÕES","2013 Q3",357
"Norte","CS SACO GRANDE","2013 Q3",457
"Norte","CS SANTINHO","2013 Q3",95
"Norte","CS SANTO ANTONIO LISBOA","2013 Q3",171
"Continente","CS SAPE","2013 Q3",25
"Sul","CS TAPERA","2013 Q3",247
"Centro","CS TRINDADE","2013 Q3",282
"Norte","CS VARGEM GRANDE","2013 Q3",18
"Norte","CS VARGEM PEQUENA","2013 Q3",18
"Continente","CS VILA APARECIDA","2013 Q3",4
"Continente","CS ABRAÃO","2013 Q4",74
"Centro","CS AGRONÔMICA","2013 Q4",212
"Sul","CS ALTO RIBEIRÃO","2013 Q4",64
"Sul","CS ARMAÇÃO","2013 Q4",42
"Continente","CS BALNEÁRIO","2013 Q4",54
"Norte","CS BARRA DA LAGOA","2013 Q4",73
"Norte","CS CACHOEIRA BOM JESUS","2013 Q4",116
"Sul","CS CAIEIRA BARRA DO SUL","2013 Q4",19
"Sul","CS CAMPECHE","2013 Q4",108
"Norte","CS CANASVIEIRAS","2013 Q4",158
"Sul","CS CANTO DA LAGOA","2013 Q4",24
"Continente","CS CAPOEIRAS","2013 Q4",118
"Sul","CS CARIANOS","2013 Q4",82
"Centro","CS CENTRO","2013 Q4",91
"Continente","CS COLONINHA","2013 Q4",172
"Continente","CS COQUEIROS","2013 Q4",127
"Centro","CS CÓRREGO GRANDE","2013 Q4",88
"Sul","CS COSTA DA LAGOA","2013 Q4",15
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2013 Q4",66
"Continente","CS ESTREITO","2013 Q4",139
"Sul","CS FAZENDA DO RIO TAVARES","2013 Q4",35
"Norte","CS INGLESES","2013 Q4",124
"Centro","CS ITACORUBI","2013 Q4",224
"Continente","CS JARDIM ATLÂNTICO","2013 Q4",49
"Centro","CS JOÃO PAULO","2013 Q4",38
"Norte","CS JURERE","2013 Q4",74
"Sul","CS LAGOA DA CONCEIÇÃO","2013 Q4",75
"Continente","CS MONTE CRISTO","2013 Q4",223
"Centro","CS MONTE SERRAT","2013 Q4",98
"Sul","CS MORRO DAS PEDRAS","2013 Q4",87
"Continente","CS NOVO CONTINENTE","2013 Q4",114
"Centro","CS PANTANAL","2013 Q4",96
"Sul","CS PANTANO DO SUL","2013 Q4",47
"Norte","CS PONTA DAS CANAS","2013 Q4",71
"Centro","CS PRAINHA","2013 Q4",106
"Norte","CS RATONES","2013 Q4",74
"Sul","CS RIBEIRÃO DA ILHA","2013 Q4",28
"Sul","CS RIO TAVARES","2013 Q4",97
"Norte","CS RIO VERMELHO","2013 Q4",243
"Centro","CS SACO DOS LIMÕES","2013 Q4",208
"Norte","CS SACO GRANDE","2013 Q4",264
"Norte","CS SANTINHO","2013 Q4",62
"Norte","CS SANTO ANTONIO LISBOA","2013 Q4",86
"Continente","CS SAPE","2013 Q4",11
"Sul","CS TAPERA","2013 Q4",175
"Centro","CS TRINDADE","2013 Q4",163
"Norte","CS VARGEM GRANDE","2013 Q4",9
"Norte","CS VARGEM PEQUENA","2013 Q4",47
"Continente","CS VILA APARECIDA","2013 Q4",1
"Continente","CS ABRAÃO","2014 Q1",123
"Centro","CS AGRONÔMICA","2014 Q1",301
"Sul","CS ALTO RIBEIRÃO","2014 Q1",88
"Sul","CS ARMAÇÃO","2014 Q1",231
"Continente","CS BALNEÁRIO","2014 Q1",93
"Norte","CS BARRA DA LAGOA","2014 Q1",79
"Norte","CS CACHOEIRA BOM JESUS","2014 Q1",21
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q1",43
"Sul","CS CAMPECHE","2014 Q1",125
"Norte","CS CANASVIEIRAS","2014 Q1",177
"Sul","CS CANTO DA LAGOA","2014 Q1",36
"Continente","CS CAPOEIRAS","2014 Q1",127
"Sul","CS CARIANOS","2014 Q1",110
"Centro","CS CENTRO","2014 Q1",151
"Continente","CS COLONINHA","2014 Q1",160
"Continente","CS COQUEIROS","2014 Q1",153
"Centro","CS CÓRREGO GRANDE","2014 Q1",132
"Sul","CS COSTA DA LAGOA","2014 Q1",19
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q1",100
"Continente","CS ESTREITO","2014 Q1",151
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q1",39
"Norte","CS INGLESES","2014 Q1",150
"Centro","CS ITACORUBI","2014 Q1",230
"Continente","CS JARDIM ATLÂNTICO","2014 Q1",80
"Centro","CS JOÃO PAULO","2014 Q1",127
"Norte","CS JURERE","2014 Q1",65
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q1",184
"Continente","CS MONTE CRISTO","2014 Q1",299
"Centro","CS MONTE SERRAT","2014 Q1",156
"Sul","CS MORRO DAS PEDRAS","2014 Q1",181
"Continente","CS NOVO CONTINENTE","2014 Q1",133
"Centro","CS PANTANAL","2014 Q1",89
"Sul","CS PANTANO DO SUL","2014 Q1",65
"Norte","CS PONTA DAS CANAS","2014 Q1",104
"Centro","CS PRAINHA","2014 Q1",120
"Norte","CS RATONES","2014 Q1",95
"Sul","CS RIBEIRÃO DA ILHA","2014 Q1",51
"Sul","CS RIO TAVARES","2014 Q1",62
"Norte","CS RIO VERMELHO","2014 Q1",376
"Centro","CS SACO DOS LIMÕES","2014 Q1",216
"Norte","CS SACO GRANDE","2014 Q1",436
"Norte","CS SANTINHO","2014 Q1",56
"Norte","CS SANTO ANTONIO LISBOA","2014 Q1",207
"Continente","CS SAPE","2014 Q1",99
"Sul","CS TAPERA","2014 Q1",259
"Centro","CS TRINDADE","2014 Q1",236
"Norte","CS VARGEM GRANDE","2014 Q1",16
"Norte","CS VARGEM PEQUENA","2014 Q1",7
"Continente","CS VILA APARECIDA","2014 Q1",9
"Continente","CS ABRAÃO","2014 Q2",110
"Centro","CS AGRONÔMICA","2014 Q2",309
"Sul","CS ALTO RIBEIRÃO","2014 Q2",88
"Sul","CS ARMAÇÃO","2014 Q2",129
"Continente","CS BALNEÁRIO","2014 Q2",56
"Norte","CS BARRA DA LAGOA","2014 Q2",68
"Norte","CS CACHOEIRA BOM JESUS","2014 Q2",79
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q2",26
"Sul","CS CAMPECHE","2014 Q2",125
"Norte","CS CANASVIEIRAS","2014 Q2",133
"Sul","CS CANTO DA LAGOA","2014 Q2",46
"Continente","CS CAPOEIRAS","2014 Q2",91
"Sul","CS CARIANOS","2014 Q2",105
"Centro","CS CENTRO","2014 Q2",92
"Continente","CS COLONINHA","2014 Q2",168
"Continente","CS COQUEIROS","2014 Q2",205
"Centro","CS CÓRREGO GRANDE","2014 Q2",111
"Sul","CS COSTA DA LAGOA","2014 Q2",9
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q2",83
"Continente","CS ESTREITO","2014 Q2",151
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q2",32
"Norte","CS INGLESES","2014 Q2",142
"Centro","CS ITACORUBI","2014 Q2",184
"Continente","CS JARDIM ATLÂNTICO","2014 Q2",48
"Centro","CS JOÃO PAULO","2014 Q2",130
"Norte","CS JURERE","2014 Q2",85
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q2",159
"Continente","CS MONTE CRISTO","2014 Q2",297
"Centro","CS MONTE SERRAT","2014 Q2",108
"Sul","CS MORRO DAS PEDRAS","2014 Q2",152
"Continente","CS NOVO CONTINENTE","2014 Q2",164
"Centro","CS PANTANAL","2014 Q2",94
"Sul","CS PANTANO DO SUL","2014 Q2",78
"Norte","CS PONTA DAS CANAS","2014 Q2",24
"Centro","CS PRAINHA","2014 Q2",172
"Norte","CS RATONES","2014 Q2",86
"Sul","CS RIBEIRÃO DA ILHA","2014 Q2",34
"Sul","CS RIO TAVARES","2014 Q2",140
"Norte","CS RIO VERMELHO","2014 Q2",317
"Centro","CS SACO DOS LIMÕES","2014 Q2",349
"Norte","CS SACO GRANDE","2014 Q2",334
"Norte","CS SANTINHO","2014 Q2",127
"Norte","CS SANTO ANTONIO LISBOA","2014 Q2",181
"Continente","CS SAPE","2014 Q2",86
"Sul","CS TAPERA","2014 Q2",223
"Centro","CS TRINDADE","2014 Q2",180
"Norte","CS VARGEM GRANDE","2014 Q2",13
"Norte","CS VARGEM PEQUENA","2014 Q2",8
"Continente","CS VILA APARECIDA","2014 Q2",5
"Continente","CS ABRAÃO","2014 Q3",98
"Centro","CS AGRONÔMICA","2014 Q3",291
"Sul","CS ALTO RIBEIRÃO","2014 Q3",86
"Sul","CS ARMAÇÃO","2014 Q3",103
"Continente","CS BALNEÁRIO","2014 Q3",77
"Norte","CS BARRA DA LAGOA","2014 Q3",113
"Norte","CS CACHOEIRA BOM JESUS","2014 Q3",123
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q3",23
"Sul","CS CAMPECHE","2014 Q3",142
"Norte","CS CANASVIEIRAS","2014 Q3",208
"Sul","CS CANTO DA LAGOA","2014 Q3",64
"Continente","CS CAPOEIRAS","2014 Q3",111
"Sul","CS CARIANOS","2014 Q3",32
"Centro","CS CENTRO","2014 Q3",94
"Continente","CS COLONINHA","2014 Q3",205
"Continente","CS COQUEIROS","2014 Q3",224
"Centro","CS CÓRREGO GRANDE","2014 Q3",84
"Sul","CS COSTA DA LAGOA","2014 Q3",6
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q3",79
"Continente","CS ESTREITO","2014 Q3",149
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q3",39
"Norte","CS INGLESES","2014 Q3",161
"Centro","CS ITACORUBI","2014 Q3",261
"Continente","CS JARDIM ATLÂNTICO","2014 Q3",20
"Centro","CS JOÃO PAULO","2014 Q3",77
"Norte","CS JURERE","2014 Q3",99
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q3",209
"Continente","CS MONTE CRISTO","2014 Q3",426
"Centro","CS MONTE SERRAT","2014 Q3",90
"Sul","CS MORRO DAS PEDRAS","2014 Q3",139
"Continente","CS NOVO CONTINENTE","2014 Q3",149
"Centro","CS PANTANAL","2014 Q3",161
"Sul","CS PANTANO DO SUL","2014 Q3",59
"Norte","CS PONTA DAS CANAS","2014 Q3",27
"Centro","CS PRAINHA","2014 Q3",177
"Norte","CS RATONES","2014 Q3",25
"Sul","CS RIBEIRÃO DA ILHA","2014 Q3",17
"Sul","CS RIO TAVARES","2014 Q3",138
"Norte","CS RIO VERMELHO","2014 Q3",301
"Centro","CS SACO DOS LIMÕES","2014 Q3",380
"Norte","CS SACO GRANDE","2014 Q3",455
"Norte","CS SANTINHO","2014 Q3",140
"Norte","CS SANTO ANTONIO LISBOA","2014 Q3",191
"Continente","CS SAPE","2014 Q3",109
"Sul","CS TAPERA","2014 Q3",178
"Centro","CS TRINDADE","2014 Q3",306
"Norte","CS VARGEM GRANDE","2014 Q3",14
"Norte","CS VARGEM PEQUENA","2014 Q3",54
"Continente","CS VILA APARECIDA","2014 Q3",5
"Continente","CS ABRAÃO","2014 Q4",56
"Centro","CS AGRONÔMICA","2014 Q4",197
"Sul","CS ALTO RIBEIRÃO","2014 Q4",45
"Sul","CS ARMAÇÃO","2014 Q4",64
"Continente","CS BALNEÁRIO","2014 Q4",62
"Norte","CS BARRA DA LAGOA","2014 Q4",90
"Norte","CS CACHOEIRA BOM JESUS","2014 Q4",54
"Sul","CS CAIEIRA BARRA DO SUL","2014 Q4",9
"Sul","CS CAMPECHE","2014 Q4",126
"Norte","CS CANASVIEIRAS","2014 Q4",188
"Sul","CS CANTO DA LAGOA","2014 Q4",35
"Continente","CS CAPOEIRAS","2014 Q4",76
"Sul","CS CARIANOS","2014 Q4",64
"Centro","CS CENTRO","2014 Q4",101
"Continente","CS COLONINHA","2014 Q4",174
"Continente","CS COQUEIROS","2014 Q4",141
"Centro","CS CÓRREGO GRANDE","2014 Q4",23
"Sul","CS COSTA DA LAGOA","2014 Q4",20
"Sul","CS COSTEIRA DO PIRAJUBAÉ","2014 Q4",69
"Continente","CS ESTREITO","2014 Q4",92
"Sul","CS FAZENDA DO RIO TAVARES","2014 Q4",34
"Norte","CS INGLESES","2014 Q4",96
"Centro","CS ITACORUBI","2014 Q4",142
"Continente","CS JARDIM ATLÂNTICO","2014 Q4",25
"Centro","CS JOÃO PAULO","2014 Q4",98
"Norte","CS JURERE","2014 Q4",96
"Sul","CS LAGOA DA CONCEIÇÃO","2014 Q4",96
"Continente","CS MONTE CRISTO","2014 Q4",270
"Centro","CS MONTE SERRAT","2014 Q4",81
"Sul","CS MORRO DAS PEDRAS","2014 Q4",126
"Continente","CS NOVO CONTINENTE","2014 Q4",111
"Centro","CS PANTANAL","2014 Q4",95
"Sul","CS PANTANO DO SUL","2014 Q4",69
"Norte","CS PONTA DAS CANAS","2014 Q4",135
"Centro","CS PRAINHA","2014 Q4",102
"Norte","CS RATONES","2014 Q4",50
"Sul","CS RIBEIRÃO DA ILHA","2014 Q4",14
"Sul","CS RIO TAVARES","2014 Q4",96
"Norte","CS RIO VERMELHO","2014 Q4",263
"Centro","CS SACO DOS LIMÕES","2014 Q4",182
"Norte","CS SACO GRANDE","2014 Q4",164
"Norte","CS SANTINHO","2014 Q4",148
"Norte","CS SANTO ANTONIO LISBOA","2014 Q4",86
"Continente","CS SAPE","2014 Q4",76
"Sul","CS TAPERA","2014 Q4",142
"Centro","CS TRINDADE","2014 Q4",170
"Norte","CS VARGEM GRANDE","2014 Q4",16
