"DISTRITO","UNIDADE","AREA","TRIMESTRE","VALOR"
"Centro","CS ITACORUBI",190,"2016 Q1",26.3297872340426
"Centro","CS ITACORUBI",191,"2016 Q1",24.1935483870968
"Centro","CS ITACORUBI",192,"2016 Q1",18.9111747851003
"Centro","CS ITACORUBI",193,"2016 Q1",21.7948717948718
"Continente","CS BALNEÁRIO",20,"2016 Q1",30.1038062283737
"Sul","CS CAIEIRA BARRA DO SUL",200,"2016 Q1",31.0344827586207
"Continente","CS BALNEÁRIO",21,"2016 Q1",25.1748251748252
"Sul","CS ALTO RIBEIRÃO",210,"2016 Q1",20
"Sul","CS RIBEIRÃO DA ILHA",220,"2016 Q1",29.3768545994065
"Sul","CS PANTANO DO SUL",230,"2016 Q1",16.9278996865204
"Sul","CS ARMAÇÃO",240,"2016 Q1",14.1935483870968
"Sul","CS ARMAÇÃO",241,"2016 Q1",18.1818181818182
"Sul","CS ARMAÇÃO",242,"2016 Q1",40.9090909090909
"Sul","CS MORRO DAS PEDRAS",250,"2016 Q1",32.5513196480938
"Sul","CS MORRO DAS PEDRAS",251,"2016 Q1",20.625
"Sul","CS TAPERA",260,"2016 Q1",13.9805825242718
"Sul","CS TAPERA",261,"2016 Q1",21.6
"Sul","CS TAPERA",262,"2016 Q1",30.1848049281314
"Sul","CS TAPERA",263,"2016 Q1",31.25
"Sul","CS CARIANOS",270,"2016 Q1",30.6122448979592
"Sul","CS CARIANOS",271,"2016 Q1",16.6051660516605
"Sul","CS CARIANOS",272,"2016 Q1",70.5882352941176
"Sul","CS CAMPECHE",280,"2016 Q1",28.3018867924528
"Sul","CS CAMPECHE",281,"2016 Q1",15.2912621359223
"Sul","CS RIO TAVARES",290,"2016 Q1",7.57097791798107
"Sul","CS RIO TAVARES",291,"2016 Q1",9.90990990990991
"Sul","CS RIO TAVARES",292,"2016 Q1",12.5
"Sul","CS RIO TAVARES",293,"2016 Q1",9.67741935483871
"Continente","CS SAPE",30,"2016 Q1",23.3870967741935
"Sul","CS COSTEIRA DO PIRAJUBAÉ",300,"2016 Q1",18.1208053691275
"Sul","CS COSTEIRA DO PIRAJUBAÉ",301,"2016 Q1",10.9947643979058
"Sul","CS COSTEIRA DO PIRAJUBAÉ",302,"2016 Q1",27.9904306220096
"Continente","CS SAPE",31,"2016 Q1",26.5017667844523
"Centro","CS SACO DOS LIMÕES",310,"2016 Q1",12.3134328358209
"Centro","CS SACO DOS LIMÕES",311,"2016 Q1",10.7142857142857
"Centro","CS SACO DOS LIMÕES",312,"2016 Q1",12.1457489878542
"Centro","CS SACO DOS LIMÕES",313,"2016 Q1",10.7142857142857
"Centro","CS JOÃO PAULO",320,"2016 Q1",15.2439024390244
"Centro","CS JOÃO PAULO",321,"2016 Q1",10.7142857142857
"Norte","CS SACO GRANDE",330,"2016 Q1",12.4015748031496
"Norte","CS SACO GRANDE",331,"2016 Q1",14.1560798548094
"Norte","CS SACO GRANDE",332,"2016 Q1",18.5512367491166
"Norte","CS SACO GRANDE",333,"2016 Q1",10.3125
"Norte","CS SACO GRANDE",334,"2016 Q1",18.4426229508197
"Norte","CS SACO GRANDE",335,"2016 Q1",10.6941838649156
"Norte","CS VARGEM PEQUENA",340,"2016 Q1",30.4615384615385
"Norte","CS RATONES",350,"2016 Q1",20.4878048780488
"Norte","CS RATONES",351,"2016 Q1",26.0869565217391
"Norte","CS SANTO ANTONIO LISBOA",360,"2016 Q1",22.4
"Norte","CS SANTO ANTONIO LISBOA",361,"2016 Q1",15.1898734177215
"Norte","CS PONTA DAS CANAS",370,"2016 Q1",21.6577540106952
"Norte","CS PONTA DAS CANAS",371,"2016 Q1",35.7512953367876
"Norte","CS CANASVIEIRAS",380,"2016 Q1",9.93975903614458
"Norte","CS CANASVIEIRAS",381,"2016 Q1",17.1428571428571
"Norte","CS CANASVIEIRAS",382,"2016 Q1",43.2065217391304
"Norte","CS CANASVIEIRAS",383,"2016 Q1",15.9420289855072
"Norte","CS CANASVIEIRAS",384,"2016 Q1",16.7553191489362
"Norte","CS JURERE",390,"2016 Q1",26.0869565217391
"Continente","CS MONTE CRISTO",40,"2016 Q1",12.1827411167513
"Norte","CS CACHOEIRA BOM JESUS",400,"2016 Q1",14.2292490118577
"Norte","CS CACHOEIRA BOM JESUS",401,"2016 Q1",20.5714285714286
"Continente","CS MONTE CRISTO",41,"2016 Q1",11.4688128772636
"Norte","CS VARGEM GRANDE",410,"2016 Q1",28.3261802575107
"Continente","CS MONTE CRISTO",42,"2016 Q1",7.74907749077491
"Norte","CS RIO VERMELHO",420,"2016 Q1",26.3929618768328
"Norte","CS RIO VERMELHO",421,"2016 Q1",19.4489465153971
"Norte","CS RIO VERMELHO",422,"2016 Q1",18.4210526315789
"Norte","CS RIO VERMELHO",423,"2016 Q1",10.188679245283
"Norte","CS RIO VERMELHO",424,"2016 Q1",17.2131147540984
"Continente","CS MONTE CRISTO",43,"2016 Q1",8.54700854700855
"Norte","CS INGLESES",431,"2016 Q1",18.3333333333333
"Norte","CS INGLESES",432,"2016 Q1",18.0904522613065
"Norte","CS INGLESES",433,"2016 Q1",20.6650831353919
"Norte","CS INGLESES",434,"2016 Q1",16.9014084507042
"Norte","CS INGLESES",435,"2016 Q1",29.4416243654822
"Norte","CS INGLESES",436,"2016 Q1",14.5454545454545
"Norte","CS INGLESES",437,"2016 Q1",20.1680672268908
"Norte","CS INGLESES",438,"2016 Q1",14.7540983606557
"Continente","CS MONTE CRISTO",44,"2016 Q1",7.5
"Norte","CS BARRA DA LAGOA",440,"2016 Q1",29.1770573566085
"Norte","CS BARRA DA LAGOA",441,"2016 Q1",12.7659574468085
"Norte","CS BARRA DA LAGOA",442,"2016 Q1",69.6428571428572
"Continente","CS MONTE CRISTO",45,"2016 Q1",10.9756097560976
"Sul","CS CANTO DA LAGOA",450,"2016 Q1",18.5328185328185
"Continente","CS MONTE CRISTO",46,"2016 Q1",8.33333333333333
"Sul","CS COSTA DA LAGOA",460,"2016 Q1",3.55029585798817
"Sul","CS LAGOA DA CONCEIÇÃO",470,"2016 Q1",21.8884120171674
