"","DISTRITO","UNIDADE","AREA","ANO","MES","QTDE_ATEND"
"1","Centro","CS AGRONÔMICA",0,2013,1,24
"2","Centro","CS AGRONÔMICA",0,2013,2,21
"3","Centro","CS AGRONÔMICA",0,2013,3,29
"4","Centro","CS AGRONÔMICA",0,2013,4,27
"5","Centro","CS AGRONÔMICA",0,2013,5,24
"6","Centro","CS AGRONÔMICA",0,2013,6,19
"7","Centro","CS AGRONÔMICA",0,2013,7,28
"8","Centro","CS AGRONÔMICA",0,2013,8,28
"9","Centro","CS AGRONÔMICA",0,2013,9,24
"10","Centro","CS AGRONÔMICA",0,2013,10,17
"11","Centro","CS AGRONÔMICA",0,2013,11,7
"12","Centro","CS AGRONÔMICA",0,2013,12,15
"13","Centro","CS AGRONÔMICA",0,2014,1,14
"14","Centro","CS AGRONÔMICA",0,2014,2,27
"15","Centro","CS AGRONÔMICA",0,2014,3,30
"16","Centro","CS AGRONÔMICA",0,2014,4,26
"17","Centro","CS AGRONÔMICA",0,2014,5,15
"18","Centro","CS AGRONÔMICA",0,2014,6,24
"19","Centro","CS AGRONÔMICA",0,2014,7,18
"20","Centro","CS AGRONÔMICA",0,2014,8,19
"21","Centro","CS AGRONÔMICA",0,2014,9,21
"22","Centro","CS AGRONÔMICA",0,2014,10,27
"23","Centro","CS AGRONÔMICA",0,2014,11,15
"24","Centro","CS AGRONÔMICA",0,2014,12,14
"25","Centro","CS AGRONÔMICA",0,2015,1,15
"26","Centro","CS AGRONÔMICA",0,2015,2,14
"27","Centro","CS AGRONÔMICA",0,2015,3,15
"28","Centro","CS AGRONÔMICA",0,2015,4,24
"29","Centro","CS AGRONÔMICA",0,2015,5,7
"30","Centro","CS AGRONÔMICA",0,2015,6,13
"31","Centro","CS AGRONÔMICA",0,2015,7,30
"32","Centro","CS AGRONÔMICA",0,2015,8,20
"33","Centro","CS AGRONÔMICA",0,2015,9,16
"34","Centro","CS AGRONÔMICA",0,2015,10,14
"35","Centro","CS AGRONÔMICA",0,2015,11,14
"36","Centro","CS AGRONÔMICA",0,2015,12,16
"37","Centro","CS AGRONÔMICA",0,2016,1,28
"38","Centro","CS AGRONÔMICA",0,2016,2,18
"39","Centro","CS AGRONÔMICA",0,2016,3,2
"40","Centro","CS AGRONÔMICA",0,2016,4,13
"41","Centro","CS AGRONÔMICA",0,2016,5,14
"42","Centro","CS AGRONÔMICA",0,2016,6,13
"43","Centro","CS AGRONÔMICA",0,2016,7,10
"44","Centro","CS AGRONÔMICA",0,2016,8,17
"45","Centro","CS AGRONÔMICA",0,2016,9,9
"46","Centro","CS AGRONÔMICA",0,2016,10,6
"47","Centro","CS AGRONÔMICA",0,2016,11,12
"48","Centro","CS AGRONÔMICA",0,2016,12,9
"49","Centro","CS AGRONÔMICA",0,2017,1,10
"50","Centro","CS AGRONÔMICA",0,2017,2,1
"51","Centro","CS AGRONÔMICA",0,2017,3,12
"52","Centro","CS AGRONÔMICA",0,2017,4,13
"53","Centro","CS AGRONÔMICA",0,2017,5,13
"54","Centro","CS AGRONÔMICA",0,2017,6,18
"55","Centro","CS AGRONÔMICA",0,2017,7,6
"56","Centro","CS AGRONÔMICA",0,2017,8,13
"57","Centro","CS AGRONÔMICA",0,2017,9,10
"58","Centro","CS AGRONÔMICA",0,2017,10,8
"59","Centro","CS AGRONÔMICA",0,2017,11,13
"60","Centro","CS AGRONÔMICA",1,2013,1,28
"61","Centro","CS AGRONÔMICA",1,2013,2,30
"62","Centro","CS AGRONÔMICA",1,2013,3,32
"63","Centro","CS AGRONÔMICA",1,2013,4,29
"64","Centro","CS AGRONÔMICA",1,2013,5,21
"65","Centro","CS AGRONÔMICA",1,2013,6,22
"66","Centro","CS AGRONÔMICA",1,2013,7,35
"67","Centro","CS AGRONÔMICA",1,2013,8,31
"68","Centro","CS AGRONÔMICA",1,2013,9,23
"69","Centro","CS AGRONÔMICA",1,2013,10,31
"70","Centro","CS AGRONÔMICA",1,2013,11,19
"71","Centro","CS AGRONÔMICA",1,2013,12,8
"72","Centro","CS AGRONÔMICA",1,2014,1,17
"73","Centro","CS AGRONÔMICA",1,2014,2,21
"74","Centro","CS AGRONÔMICA",1,2014,3,30
"75","Centro","CS AGRONÔMICA",1,2014,4,11
"76","Centro","CS AGRONÔMICA",1,2014,5,14
"77","Centro","CS AGRONÔMICA",1,2014,6,9
"78","Centro","CS AGRONÔMICA",1,2014,7,20
"79","Centro","CS AGRONÔMICA",1,2014,8,21
"80","Centro","CS AGRONÔMICA",1,2014,9,25
"81","Centro","CS AGRONÔMICA",1,2014,10,19
"82","Centro","CS AGRONÔMICA",1,2014,11,13
"83","Centro","CS AGRONÔMICA",1,2014,12,16
"84","Centro","CS AGRONÔMICA",1,2015,1,14
"85","Centro","CS AGRONÔMICA",1,2015,2,14
"86","Centro","CS AGRONÔMICA",1,2015,3,14
"87","Centro","CS AGRONÔMICA",1,2015,4,21
"88","Centro","CS AGRONÔMICA",1,2015,5,10
"89","Centro","CS AGRONÔMICA",1,2015,6,14
"90","Centro","CS AGRONÔMICA",1,2015,7,16
"91","Centro","CS AGRONÔMICA",1,2015,8,16
"92","Centro","CS AGRONÔMICA",1,2015,9,21
"93","Centro","CS AGRONÔMICA",1,2015,10,21
"94","Centro","CS AGRONÔMICA",1,2015,11,16
"95","Centro","CS AGRONÔMICA",1,2015,12,17
"96","Centro","CS AGRONÔMICA",1,2016,1,14
"97","Centro","CS AGRONÔMICA",1,2016,2,21
"98","Centro","CS AGRONÔMICA",1,2016,3,4
"99","Centro","CS AGRONÔMICA",1,2016,4,12
"100","Centro","CS AGRONÔMICA",1,2016,5,20
"101","Centro","CS AGRONÔMICA",1,2016,6,20
"102","Centro","CS AGRONÔMICA",1,2016,7,16
"103","Centro","CS AGRONÔMICA",1,2016,8,18
"104","Centro","CS AGRONÔMICA",1,2016,9,14
"105","Centro","CS AGRONÔMICA",1,2016,10,6
"106","Centro","CS AGRONÔMICA",1,2016,11,8
"107","Centro","CS AGRONÔMICA",1,2016,12,11
"108","Centro","CS AGRONÔMICA",1,2017,1,5
"109","Centro","CS AGRONÔMICA",1,2017,3,11
"110","Centro","CS AGRONÔMICA",1,2017,4,11
"111","Centro","CS AGRONÔMICA",1,2017,5,13
"112","Centro","CS AGRONÔMICA",1,2017,6,11
"113","Centro","CS AGRONÔMICA",1,2017,7,12
"114","Centro","CS AGRONÔMICA",1,2017,8,19
"115","Centro","CS AGRONÔMICA",1,2017,9,9
"116","Centro","CS AGRONÔMICA",1,2017,10,8
"117","Centro","CS AGRONÔMICA",1,2017,11,5
"118","Centro","CS AGRONÔMICA",2,2013,1,24
"119","Centro","CS AGRONÔMICA",2,2013,2,17
"120","Centro","CS AGRONÔMICA",2,2013,3,20
"121","Centro","CS AGRONÔMICA",2,2013,4,22
"122","Centro","CS AGRONÔMICA",2,2013,5,26
"123","Centro","CS AGRONÔMICA",2,2013,6,10
"124","Centro","CS AGRONÔMICA",2,2013,7,22
"125","Centro","CS AGRONÔMICA",2,2013,8,26
"126","Centro","CS AGRONÔMICA",2,2013,9,23
"127","Centro","CS AGRONÔMICA",2,2013,10,24
"128","Centro","CS AGRONÔMICA",2,2013,11,14
"129","Centro","CS AGRONÔMICA",2,2013,12,16
"130","Centro","CS AGRONÔMICA",2,2014,1,23
"131","Centro","CS AGRONÔMICA",2,2014,2,14
"132","Centro","CS AGRONÔMICA",2,2014,3,24
"133","Centro","CS AGRONÔMICA",2,2014,4,22
"134","Centro","CS AGRONÔMICA",2,2014,5,15
"135","Centro","CS AGRONÔMICA",2,2014,6,15
"136","Centro","CS AGRONÔMICA",2,2014,7,19
"137","Centro","CS AGRONÔMICA",2,2014,8,16
"138","Centro","CS AGRONÔMICA",2,2014,9,29
"139","Centro","CS AGRONÔMICA",2,2014,10,25
"140","Centro","CS AGRONÔMICA",2,2014,11,16
"141","Centro","CS AGRONÔMICA",2,2014,12,14
"142","Centro","CS AGRONÔMICA",2,2015,1,23
"143","Centro","CS AGRONÔMICA",2,2015,2,13
"144","Centro","CS AGRONÔMICA",2,2015,3,12
"145","Centro","CS AGRONÔMICA",2,2015,4,18
"146","Centro","CS AGRONÔMICA",2,2015,5,8
"147","Centro","CS AGRONÔMICA",2,2015,6,21
"148","Centro","CS AGRONÔMICA",2,2015,7,13
"149","Centro","CS AGRONÔMICA",2,2015,8,18
"150","Centro","CS AGRONÔMICA",2,2015,9,18
"151","Centro","CS AGRONÔMICA",2,2015,10,17
"152","Centro","CS AGRONÔMICA",2,2015,11,10
"153","Centro","CS AGRONÔMICA",2,2015,12,11
"154","Centro","CS AGRONÔMICA",2,2016,1,10
"155","Centro","CS AGRONÔMICA",2,2016,2,18
"156","Centro","CS AGRONÔMICA",2,2016,3,6
"157","Centro","CS AGRONÔMICA",2,2016,4,19
"158","Centro","CS AGRONÔMICA",2,2016,5,6
"159","Centro","CS AGRONÔMICA",2,2016,6,6
"160","Centro","CS AGRONÔMICA",2,2016,7,10
"161","Centro","CS AGRONÔMICA",2,2016,8,11
"162","Centro","CS AGRONÔMICA",2,2016,9,19
"163","Centro","CS AGRONÔMICA",2,2016,10,14
"164","Centro","CS AGRONÔMICA",2,2016,11,17
"165","Centro","CS AGRONÔMICA",2,2016,12,15
"166","Centro","CS AGRONÔMICA",2,2017,1,5
"167","Centro","CS AGRONÔMICA",2,2017,3,18
"168","Centro","CS AGRONÔMICA",2,2017,4,10
"169","Centro","CS AGRONÔMICA",2,2017,5,9
"170","Centro","CS AGRONÔMICA",2,2017,6,14
"171","Centro","CS AGRONÔMICA",2,2017,7,11
"172","Centro","CS AGRONÔMICA",2,2017,8,22
"173","Centro","CS AGRONÔMICA",2,2017,9,12
"174","Centro","CS AGRONÔMICA",2,2017,10,10
"175","Centro","CS AGRONÔMICA",2,2017,11,10
"176","Centro","CS AGRONÔMICA",3,2013,1,24
"177","Centro","CS AGRONÔMICA",3,2013,2,12
"178","Centro","CS AGRONÔMICA",3,2013,3,21
"179","Centro","CS AGRONÔMICA",3,2013,4,20
"180","Centro","CS AGRONÔMICA",3,2013,5,20
"181","Centro","CS AGRONÔMICA",3,2013,6,11
"182","Centro","CS AGRONÔMICA",3,2013,7,17
"183","Centro","CS AGRONÔMICA",3,2013,8,22
"184","Centro","CS AGRONÔMICA",3,2013,9,14
"185","Centro","CS AGRONÔMICA",3,2013,10,10
"186","Centro","CS AGRONÔMICA",3,2013,11,6
"187","Centro","CS AGRONÔMICA",3,2013,12,6
"188","Centro","CS AGRONÔMICA",3,2014,1,15
"189","Centro","CS AGRONÔMICA",3,2014,2,11
"190","Centro","CS AGRONÔMICA",3,2014,3,9
"191","Centro","CS AGRONÔMICA",3,2014,4,13
"192","Centro","CS AGRONÔMICA",3,2014,5,13
"193","Centro","CS AGRONÔMICA",3,2014,6,8
"194","Centro","CS AGRONÔMICA",3,2014,7,10
"195","Centro","CS AGRONÔMICA",3,2014,8,9
"196","Centro","CS AGRONÔMICA",3,2014,9,8
"197","Centro","CS AGRONÔMICA",3,2014,10,13
"198","Centro","CS AGRONÔMICA",3,2014,11,9
"199","Centro","CS AGRONÔMICA",3,2014,12,13
"200","Centro","CS AGRONÔMICA",3,2015,1,11
"201","Centro","CS AGRONÔMICA",3,2015,2,7
"202","Centro","CS AGRONÔMICA",3,2015,3,9
"203","Centro","CS AGRONÔMICA",3,2015,4,9
"204","Centro","CS AGRONÔMICA",3,2015,5,6
"205","Centro","CS AGRONÔMICA",3,2015,6,11
"206","Centro","CS AGRONÔMICA",3,2015,7,8
"207","Centro","CS AGRONÔMICA",3,2015,8,11
"208","Centro","CS AGRONÔMICA",3,2015,9,11
"209","Centro","CS AGRONÔMICA",3,2015,10,8
"210","Centro","CS AGRONÔMICA",3,2015,11,16
"211","Centro","CS AGRONÔMICA",3,2015,12,10
"212","Centro","CS AGRONÔMICA",3,2016,1,13
"213","Centro","CS AGRONÔMICA",3,2016,2,11
"214","Centro","CS AGRONÔMICA",3,2016,3,7
"215","Centro","CS AGRONÔMICA",3,2016,4,7
"216","Centro","CS AGRONÔMICA",3,2016,5,8
"217","Centro","CS AGRONÔMICA",3,2016,6,16
"218","Centro","CS AGRONÔMICA",3,2016,7,16
"219","Centro","CS AGRONÔMICA",3,2016,8,15
"220","Centro","CS AGRONÔMICA",3,2016,9,8
"221","Centro","CS AGRONÔMICA",3,2016,10,6
"222","Centro","CS AGRONÔMICA",3,2016,11,5
"223","Centro","CS AGRONÔMICA",3,2016,12,6
"224","Centro","CS AGRONÔMICA",3,2017,1,7
"225","Centro","CS AGRONÔMICA",3,2017,2,2
"226","Centro","CS AGRONÔMICA",3,2017,3,9
"227","Centro","CS AGRONÔMICA",3,2017,4,4
"228","Centro","CS AGRONÔMICA",3,2017,5,8
"229","Centro","CS AGRONÔMICA",3,2017,6,7
"230","Centro","CS AGRONÔMICA",3,2017,7,8
"231","Centro","CS AGRONÔMICA",3,2017,8,5
"232","Centro","CS AGRONÔMICA",3,2017,9,6
"233","Centro","CS AGRONÔMICA",3,2017,10,5
"234","Centro","CS AGRONÔMICA",3,2017,11,2
"235","Centro","CS AGRONÔMICA",3,2017,12,1
"236","Centro","CS CENTRO",0,2013,1,30
"237","Centro","CS CENTRO",0,2013,2,27
"238","Centro","CS CENTRO",0,2013,3,19
"239","Centro","CS CENTRO",0,2013,4,26
"240","Centro","CS CENTRO",0,2013,5,17
"241","Centro","CS CENTRO",0,2013,6,19
"242","Centro","CS CENTRO",0,2013,7,23
"243","Centro","CS CENTRO",0,2013,8,28
"244","Centro","CS CENTRO",0,2013,9,18
"245","Centro","CS CENTRO",0,2013,10,25
"246","Centro","CS CENTRO",0,2013,11,17
"247","Centro","CS CENTRO",0,2013,12,22
"248","Centro","CS CENTRO",0,2014,1,19
"249","Centro","CS CENTRO",0,2014,2,28
"250","Centro","CS CENTRO",0,2014,3,17
"251","Centro","CS CENTRO",0,2014,4,24
"252","Centro","CS CENTRO",0,2014,5,27
"253","Centro","CS CENTRO",0,2014,6,27
"254","Centro","CS CENTRO",0,2014,7,18
"255","Centro","CS CENTRO",0,2014,8,29
"256","Centro","CS CENTRO",0,2014,9,28
"257","Centro","CS CENTRO",0,2014,10,26
"258","Centro","CS CENTRO",0,2014,11,23
"259","Centro","CS CENTRO",0,2014,12,12
"260","Centro","CS CENTRO",0,2015,1,18
"261","Centro","CS CENTRO",0,2015,2,21
"262","Centro","CS CENTRO",0,2015,3,41
"263","Centro","CS CENTRO",0,2015,4,35
"264","Centro","CS CENTRO",0,2015,5,10
"265","Centro","CS CENTRO",0,2015,6,12
"266","Centro","CS CENTRO",0,2015,7,22
"267","Centro","CS CENTRO",0,2015,8,23
"268","Centro","CS CENTRO",0,2015,9,17
"269","Centro","CS CENTRO",0,2015,10,14
"270","Centro","CS CENTRO",0,2015,11,18
"271","Centro","CS CENTRO",0,2015,12,26
"272","Centro","CS CENTRO",0,2016,1,29
"273","Centro","CS CENTRO",0,2016,2,17
"274","Centro","CS CENTRO",0,2016,3,11
"275","Centro","CS CENTRO",0,2016,4,5
"276","Centro","CS CENTRO",0,2016,5,8
"277","Centro","CS CENTRO",0,2016,6,26
"278","Centro","CS CENTRO",0,2016,7,30
"279","Centro","CS CENTRO",0,2016,8,16
"280","Centro","CS CENTRO",0,2016,9,13
"281","Centro","CS CENTRO",0,2016,10,12
"282","Centro","CS CENTRO",0,2016,11,14
"283","Centro","CS CENTRO",0,2016,12,20
"284","Centro","CS CENTRO",0,2017,1,6
"285","Centro","CS CENTRO",0,2017,2,1
"286","Centro","CS CENTRO",0,2017,3,14
"287","Centro","CS CENTRO",0,2017,4,6
"288","Centro","CS CENTRO",0,2017,5,11
"289","Centro","CS CENTRO",0,2017,6,10
"290","Centro","CS CENTRO",0,2017,7,13
"291","Centro","CS CENTRO",0,2017,8,13
"292","Centro","CS CENTRO",0,2017,9,16
"293","Centro","CS CENTRO",0,2017,10,19
"294","Centro","CS CENTRO",0,2017,11,15
"295","Centro","CS CENTRO",0,2017,12,2
"296","Centro","CS CENTRO",1,2013,1,11
"297","Centro","CS CENTRO",1,2013,2,11
"298","Centro","CS CENTRO",1,2013,3,15
"299","Centro","CS CENTRO",1,2013,4,6
"300","Centro","CS CENTRO",1,2013,5,4
"301","Centro","CS CENTRO",1,2013,6,6
"302","Centro","CS CENTRO",1,2013,7,16
"303","Centro","CS CENTRO",1,2013,8,7
"304","Centro","CS CENTRO",1,2013,9,12
"305","Centro","CS CENTRO",1,2013,10,12
"306","Centro","CS CENTRO",1,2013,11,3
"307","Centro","CS CENTRO",1,2013,12,9
"308","Centro","CS CENTRO",1,2014,1,9
"309","Centro","CS CENTRO",1,2014,2,4
"310","Centro","CS CENTRO",1,2014,3,13
"311","Centro","CS CENTRO",1,2014,4,6
"312","Centro","CS CENTRO",1,2014,5,4
"313","Centro","CS CENTRO",1,2014,6,4
"314","Centro","CS CENTRO",1,2014,7,6
"315","Centro","CS CENTRO",1,2014,8,5
"316","Centro","CS CENTRO",1,2014,9,7
"317","Centro","CS CENTRO",1,2014,10,9
"318","Centro","CS CENTRO",1,2014,11,4
"319","Centro","CS CENTRO",1,2014,12,3
"320","Centro","CS CENTRO",1,2015,1,14
"321","Centro","CS CENTRO",1,2015,2,15
"322","Centro","CS CENTRO",1,2015,3,3
"323","Centro","CS CENTRO",1,2015,4,8
"324","Centro","CS CENTRO",1,2015,6,3
"325","Centro","CS CENTRO",1,2015,7,9
"326","Centro","CS CENTRO",1,2015,8,11
"327","Centro","CS CENTRO",1,2015,9,5
"328","Centro","CS CENTRO",1,2015,10,4
"329","Centro","CS CENTRO",1,2015,11,7
"330","Centro","CS CENTRO",1,2015,12,4
"331","Centro","CS CENTRO",1,2016,1,2
"332","Centro","CS CENTRO",1,2016,2,2
"333","Centro","CS CENTRO",1,2016,4,3
"334","Centro","CS CENTRO",1,2016,5,7
"335","Centro","CS CENTRO",1,2016,6,5
"336","Centro","CS CENTRO",1,2016,7,5
"337","Centro","CS CENTRO",1,2016,8,7
"338","Centro","CS CENTRO",1,2016,9,4
"339","Centro","CS CENTRO",1,2016,10,6
"340","Centro","CS CENTRO",1,2016,11,4
"341","Centro","CS CENTRO",1,2016,12,6
"342","Centro","CS CENTRO",1,2017,1,7
"343","Centro","CS CENTRO",1,2017,3,4
"344","Centro","CS CENTRO",1,2017,4,7
"345","Centro","CS CENTRO",1,2017,5,1
"346","Centro","CS CENTRO",1,2017,6,4
"347","Centro","CS CENTRO",1,2017,8,4
"348","Centro","CS CENTRO",1,2017,9,6
"349","Centro","CS CENTRO",1,2017,10,1
"350","Centro","CS CENTRO",1,2017,11,6
"351","Centro","CS CENTRO",2,2013,1,25
"352","Centro","CS CENTRO",2,2013,2,14
"353","Centro","CS CENTRO",2,2013,3,7
"354","Centro","CS CENTRO",2,2013,4,19
"355","Centro","CS CENTRO",2,2013,5,16
"356","Centro","CS CENTRO",2,2013,6,18
"357","Centro","CS CENTRO",2,2013,7,24
"358","Centro","CS CENTRO",2,2013,8,15
"359","Centro","CS CENTRO",2,2013,9,11
"360","Centro","CS CENTRO",2,2013,10,19
"361","Centro","CS CENTRO",2,2013,11,13
"362","Centro","CS CENTRO",2,2013,12,17
"363","Centro","CS CENTRO",2,2014,1,20
"364","Centro","CS CENTRO",2,2014,2,11
"365","Centro","CS CENTRO",2,2014,3,17
"366","Centro","CS CENTRO",2,2014,4,19
"367","Centro","CS CENTRO",2,2014,5,15
"368","Centro","CS CENTRO",2,2014,6,20
"369","Centro","CS CENTRO",2,2014,7,20
"370","Centro","CS CENTRO",2,2014,8,13
"371","Centro","CS CENTRO",2,2014,9,23
"372","Centro","CS CENTRO",2,2014,10,27
"373","Centro","CS CENTRO",2,2014,11,21
"374","Centro","CS CENTRO",2,2014,12,17
"375","Centro","CS CENTRO",2,2015,1,8
"376","Centro","CS CENTRO",2,2015,2,14
"377","Centro","CS CENTRO",2,2015,3,11
"378","Centro","CS CENTRO",2,2015,4,17
"379","Centro","CS CENTRO",2,2015,5,7
"380","Centro","CS CENTRO",2,2015,6,5
"381","Centro","CS CENTRO",2,2015,7,14
"382","Centro","CS CENTRO",2,2015,8,18
"383","Centro","CS CENTRO",2,2015,9,14
"384","Centro","CS CENTRO",2,2015,10,10
"385","Centro","CS CENTRO",2,2015,11,13
"386","Centro","CS CENTRO",2,2015,12,5
"387","Centro","CS CENTRO",2,2016,1,12
"388","Centro","CS CENTRO",2,2016,2,9
"389","Centro","CS CENTRO",2,2016,3,8
"390","Centro","CS CENTRO",2,2016,4,14
"391","Centro","CS CENTRO",2,2016,5,17
"392","Centro","CS CENTRO",2,2016,6,10
"393","Centro","CS CENTRO",2,2016,7,4
"394","Centro","CS CENTRO",2,2016,8,11
"395","Centro","CS CENTRO",2,2016,9,10
"396","Centro","CS CENTRO",2,2016,10,13
"397","Centro","CS CENTRO",2,2016,11,8
"398","Centro","CS CENTRO",2,2016,12,6
"399","Centro","CS CENTRO",2,2017,1,9
"400","Centro","CS CENTRO",2,2017,3,18
"401","Centro","CS CENTRO",2,2017,4,4
"402","Centro","CS CENTRO",2,2017,5,7
"403","Centro","CS CENTRO",2,2017,6,16
"404","Centro","CS CENTRO",2,2017,7,8
"405","Centro","CS CENTRO",2,2017,8,12
"406","Centro","CS CENTRO",2,2017,9,5
"407","Centro","CS CENTRO",2,2017,10,6
"408","Centro","CS CENTRO",2,2017,11,9
"409","Centro","CS CENTRO",2,2017,12,1
"410","Centro","CS CÓRREGO GRANDE",0,2013,1,16
"411","Centro","CS CÓRREGO GRANDE",0,2013,2,9
"412","Centro","CS CÓRREGO GRANDE",0,2013,3,6
"413","Centro","CS CÓRREGO GRANDE",0,2013,4,14
"414","Centro","CS CÓRREGO GRANDE",0,2013,5,7
"415","Centro","CS CÓRREGO GRANDE",0,2013,6,8
"416","Centro","CS CÓRREGO GRANDE",0,2013,7,14
"417","Centro","CS CÓRREGO GRANDE",0,2013,8,16
"418","Centro","CS CÓRREGO GRANDE",0,2013,9,11
"419","Centro","CS CÓRREGO GRANDE",0,2013,10,19
"420","Centro","CS CÓRREGO GRANDE",0,2013,11,13
"421","Centro","CS CÓRREGO GRANDE",0,2013,12,10
"422","Centro","CS CÓRREGO GRANDE",0,2014,1,17
"423","Centro","CS CÓRREGO GRANDE",0,2014,2,8
"424","Centro","CS CÓRREGO GRANDE",0,2014,3,9
"425","Centro","CS CÓRREGO GRANDE",0,2014,4,16
"426","Centro","CS CÓRREGO GRANDE",0,2014,5,9
"427","Centro","CS CÓRREGO GRANDE",0,2014,6,9
"428","Centro","CS CÓRREGO GRANDE",0,2014,7,12
"429","Centro","CS CÓRREGO GRANDE",0,2014,8,6
"430","Centro","CS CÓRREGO GRANDE",0,2014,9,17
"431","Centro","CS CÓRREGO GRANDE",0,2014,10,16
"432","Centro","CS CÓRREGO GRANDE",0,2014,11,12
"433","Centro","CS CÓRREGO GRANDE",0,2014,12,13
"434","Centro","CS CÓRREGO GRANDE",0,2015,1,12
"435","Centro","CS CÓRREGO GRANDE",0,2015,2,14
"436","Centro","CS CÓRREGO GRANDE",0,2015,3,14
"437","Centro","CS CÓRREGO GRANDE",0,2015,4,12
"438","Centro","CS CÓRREGO GRANDE",0,2015,5,4
"439","Centro","CS CÓRREGO GRANDE",0,2015,6,4
"440","Centro","CS CÓRREGO GRANDE",0,2015,7,13
"441","Centro","CS CÓRREGO GRANDE",0,2015,8,10
"442","Centro","CS CÓRREGO GRANDE",0,2015,9,16
"443","Centro","CS CÓRREGO GRANDE",0,2015,10,10
"444","Centro","CS CÓRREGO GRANDE",0,2015,11,8
"445","Centro","CS CÓRREGO GRANDE",0,2015,12,9
"446","Centro","CS CÓRREGO GRANDE",0,2016,1,9
"447","Centro","CS CÓRREGO GRANDE",0,2016,2,6
"448","Centro","CS CÓRREGO GRANDE",0,2016,3,5
"449","Centro","CS CÓRREGO GRANDE",0,2016,4,7
"450","Centro","CS CÓRREGO GRANDE",0,2016,5,8
"451","Centro","CS CÓRREGO GRANDE",0,2016,6,13
"452","Centro","CS CÓRREGO GRANDE",0,2016,7,12
"453","Centro","CS CÓRREGO GRANDE",0,2016,8,9
"454","Centro","CS CÓRREGO GRANDE",0,2016,9,10
"455","Centro","CS CÓRREGO GRANDE",0,2016,10,7
"456","Centro","CS CÓRREGO GRANDE",0,2016,11,10
"457","Centro","CS CÓRREGO GRANDE",0,2016,12,12
"458","Centro","CS CÓRREGO GRANDE",0,2017,1,8
"459","Centro","CS CÓRREGO GRANDE",0,2017,3,15
"460","Centro","CS CÓRREGO GRANDE",0,2017,4,5
"461","Centro","CS CÓRREGO GRANDE",0,2017,5,8
"462","Centro","CS CÓRREGO GRANDE",0,2017,6,20
"463","Centro","CS CÓRREGO GRANDE",0,2017,7,13
"464","Centro","CS CÓRREGO GRANDE",0,2017,8,12
"465","Centro","CS CÓRREGO GRANDE",0,2017,9,23
"466","Centro","CS CÓRREGO GRANDE",0,2017,10,4
"467","Centro","CS CÓRREGO GRANDE",0,2017,11,11
"468","Centro","CS CÓRREGO GRANDE",0,2017,12,2
"469","Centro","CS CÓRREGO GRANDE",1,2013,1,10
"470","Centro","CS CÓRREGO GRANDE",1,2013,2,2
"471","Centro","CS CÓRREGO GRANDE",1,2013,3,9
"472","Centro","CS CÓRREGO GRANDE",1,2013,4,5
"473","Centro","CS CÓRREGO GRANDE",1,2013,5,9
"474","Centro","CS CÓRREGO GRANDE",1,2013,6,2
"475","Centro","CS CÓRREGO GRANDE",1,2013,7,7
"476","Centro","CS CÓRREGO GRANDE",1,2013,8,7
"477","Centro","CS CÓRREGO GRANDE",1,2013,9,5
"478","Centro","CS CÓRREGO GRANDE",1,2013,10,6
"479","Centro","CS CÓRREGO GRANDE",1,2013,11,4
"480","Centro","CS CÓRREGO GRANDE",1,2013,12,7
"481","Centro","CS CÓRREGO GRANDE",1,2014,1,6
"482","Centro","CS CÓRREGO GRANDE",1,2014,2,5
"483","Centro","CS CÓRREGO GRANDE",1,2014,3,6
"484","Centro","CS CÓRREGO GRANDE",1,2014,4,7
"485","Centro","CS CÓRREGO GRANDE",1,2014,5,4
"486","Centro","CS CÓRREGO GRANDE",1,2014,6,3
"487","Centro","CS CÓRREGO GRANDE",1,2014,7,12
"488","Centro","CS CÓRREGO GRANDE",1,2014,8,8
"489","Centro","CS CÓRREGO GRANDE",1,2014,9,6
"490","Centro","CS CÓRREGO GRANDE",1,2014,10,9
"491","Centro","CS CÓRREGO GRANDE",1,2014,11,7
"492","Centro","CS CÓRREGO GRANDE",1,2014,12,14
"493","Centro","CS CÓRREGO GRANDE",1,2015,1,3
"494","Centro","CS CÓRREGO GRANDE",1,2015,2,4
"495","Centro","CS CÓRREGO GRANDE",1,2015,3,6
"496","Centro","CS CÓRREGO GRANDE",1,2015,4,4
"497","Centro","CS CÓRREGO GRANDE",1,2015,6,8
"498","Centro","CS CÓRREGO GRANDE",1,2015,7,8
"499","Centro","CS CÓRREGO GRANDE",1,2015,8,6
"500","Centro","CS CÓRREGO GRANDE",1,2015,9,8
"501","Centro","CS CÓRREGO GRANDE",1,2015,10,3
"502","Centro","CS CÓRREGO GRANDE",1,2015,11,2
"503","Centro","CS CÓRREGO GRANDE",1,2015,12,6
"504","Centro","CS CÓRREGO GRANDE",1,2016,1,6
"505","Centro","CS CÓRREGO GRANDE",1,2016,2,8
"506","Centro","CS CÓRREGO GRANDE",1,2016,3,2
"507","Centro","CS CÓRREGO GRANDE",1,2016,4,5
"508","Centro","CS CÓRREGO GRANDE",1,2016,5,9
"509","Centro","CS CÓRREGO GRANDE",1,2016,6,6
"510","Centro","CS CÓRREGO GRANDE",1,2016,7,6
"511","Centro","CS CÓRREGO GRANDE",1,2016,8,8
"512","Centro","CS CÓRREGO GRANDE",1,2016,9,9
