"","DISTRITO","UNIDADE","AREA","ANO","MES","QTDE_ATEND"
"1625","Centro","CS SACO DOS LIMÕES",3,2015,8,8
"1626","Centro","CS SACO DOS LIMÕES",3,2015,9,7
"1627","Centro","CS SACO DOS LIMÕES",3,2015,10,6
"1628","Centro","CS SACO DOS LIMÕES",3,2015,11,7
"1629","Centro","CS SACO DOS LIMÕES",3,2015,12,9
"1630","Centro","CS SACO DOS LIMÕES",3,2016,1,6
"1631","Centro","CS SACO DOS LIMÕES",3,2016,2,12
"1632","Centro","CS SACO DOS LIMÕES",3,2016,4,6
"1633","Centro","CS SACO DOS LIMÕES",3,2016,5,9
"1634","Centro","CS SACO DOS LIMÕES",3,2016,6,6
"1635","Centro","CS SACO DOS LIMÕES",3,2016,7,2
"1636","Centro","CS SACO DOS LIMÕES",3,2016,8,4
"1637","Centro","CS SACO DOS LIMÕES",3,2016,9,8
"1638","Centro","CS SACO DOS LIMÕES",3,2016,10,7
"1639","Centro","CS SACO DOS LIMÕES",3,2016,11,13
"1640","Centro","CS SACO DOS LIMÕES",3,2016,12,5
"1641","Centro","CS SACO DOS LIMÕES",3,2017,1,1
"1642","Centro","CS SACO DOS LIMÕES",3,2017,2,2
"1643","Centro","CS SACO DOS LIMÕES",3,2017,3,7
"1644","Centro","CS SACO DOS LIMÕES",3,2017,4,8
"1645","Centro","CS SACO DOS LIMÕES",3,2017,5,11
"1646","Centro","CS SACO DOS LIMÕES",3,2017,6,5
"1647","Centro","CS SACO DOS LIMÕES",3,2017,7,1
"1648","Centro","CS SACO DOS LIMÕES",3,2017,8,8
"1649","Centro","CS SACO DOS LIMÕES",3,2017,9,9
"1650","Centro","CS SACO DOS LIMÕES",3,2017,10,7
"1651","Centro","CS SACO DOS LIMÕES",3,2017,11,7
"1652","Centro","CS SACO DOS LIMÕES",4,2013,1,5
"1653","Centro","CS SACO DOS LIMÕES",4,2013,2,3
"1654","Centro","CS SACO DOS LIMÕES",4,2013,3,3
"1655","Centro","CS SACO DOS LIMÕES",4,2013,4,2
"1656","Centro","CS SACO DOS LIMÕES",4,2013,5,9
"1657","Centro","CS SACO DOS LIMÕES",4,2013,6,6
"1658","Centro","CS SACO DOS LIMÕES",4,2013,7,9
"1659","Centro","CS SACO DOS LIMÕES",4,2013,8,2
"1660","Centro","CS SACO DOS LIMÕES",4,2013,9,2
"1661","Centro","CS SACO DOS LIMÕES",4,2013,10,4
"1662","Centro","CS SACO DOS LIMÕES",4,2013,11,1
"1663","Centro","CS SACO DOS LIMÕES",4,2013,12,2
"1664","Centro","CS SACO DOS LIMÕES",4,2014,1,5
"1665","Centro","CS SACO DOS LIMÕES",4,2014,2,8
"1666","Centro","CS SACO DOS LIMÕES",4,2014,3,2
"1667","Centro","CS SACO DOS LIMÕES",4,2014,4,7
"1668","Centro","CS SACO DOS LIMÕES",4,2014,5,3
"1669","Centro","CS SACO DOS LIMÕES",4,2014,6,2
"1670","Centro","CS SACO DOS LIMÕES",4,2014,7,5
"1671","Centro","CS SACO DOS LIMÕES",4,2014,8,3
"1672","Centro","CS SACO DOS LIMÕES",4,2014,9,4
"1673","Centro","CS SACO DOS LIMÕES",4,2014,10,3
"1674","Centro","CS SACO DOS LIMÕES",4,2014,11,1
"1675","Centro","CS SACO DOS LIMÕES",4,2014,12,4
"1676","Centro","CS SACO DOS LIMÕES",4,2015,1,1
"1677","Centro","CS SACO DOS LIMÕES",4,2015,3,5
"1678","Centro","CS SACO DOS LIMÕES",4,2015,4,4
"1679","Centro","CS SACO DOS LIMÕES",4,2015,5,6
"1680","Centro","CS SACO DOS LIMÕES",4,2015,6,8
"1681","Centro","CS SACO DOS LIMÕES",4,2015,7,3
"1682","Centro","CS SACO DOS LIMÕES",4,2015,8,1
"1683","Centro","CS SACO DOS LIMÕES",4,2015,9,2
"1684","Centro","CS SACO DOS LIMÕES",4,2015,10,5
"1685","Centro","CS SACO DOS LIMÕES",4,2015,11,2
"1686","Centro","CS SACO DOS LIMÕES",4,2015,12,2
"1687","Centro","CS SACO DOS LIMÕES",4,2016,1,1
"1688","Centro","CS SACO DOS LIMÕES",4,2016,2,4
"1689","Centro","CS SACO DOS LIMÕES",4,2016,3,2
"1690","Centro","CS SACO DOS LIMÕES",4,2016,4,2
"1691","Centro","CS SACO DOS LIMÕES",4,2016,5,5
"1692","Centro","CS SACO DOS LIMÕES",4,2016,6,1
"1693","Centro","CS SACO DOS LIMÕES",4,2016,7,5
"1694","Centro","CS SACO DOS LIMÕES",4,2016,8,2
"1695","Centro","CS SACO DOS LIMÕES",4,2016,9,4
"1696","Centro","CS SACO DOS LIMÕES",4,2016,10,4
"1697","Centro","CS SACO DOS LIMÕES",4,2016,11,2
"1698","Centro","CS SACO DOS LIMÕES",4,2016,12,1
"1699","Centro","CS SACO DOS LIMÕES",4,2017,3,8
"1700","Centro","CS SACO DOS LIMÕES",4,2017,4,4
"1701","Centro","CS SACO DOS LIMÕES",4,2017,5,5
"1702","Centro","CS SACO DOS LIMÕES",4,2017,6,5
"1703","Centro","CS SACO DOS LIMÕES",4,2017,7,5
"1704","Centro","CS SACO DOS LIMÕES",4,2017,8,5
"1705","Centro","CS SACO DOS LIMÕES",4,2017,9,2
"1706","Centro","CS SACO DOS LIMÕES",4,2017,10,3
"1707","Centro","CS SACO DOS LIMÕES",4,2017,11,2
"1708","Centro","CS SACO DOS LIMÕES",312,2013,1,1
"1709","Centro","CS SACO DOS LIMÕES",312,2013,5,1
"1710","Centro","CS SACO DOS LIMÕES",312,2013,8,2
"1711","Centro","CS SACO DOS LIMÕES",312,2014,10,1
"1712","Centro","CS SACO DOS LIMÕES",312,2014,12,2
"1713","Centro","CS SACO DOS LIMÕES",312,2015,1,2
"1714","Centro","CS SACO DOS LIMÕES",312,2015,5,1
"1715","Centro","CS SACO DOS LIMÕES",312,2015,9,1
"1716","Centro","CS SACO DOS LIMÕES",312,2015,11,1
"1717","Centro","CS SACO DOS LIMÕES",312,2015,12,1
"1718","Centro","CS SACO DOS LIMÕES",312,2016,8,1
"1719","Centro","CS SACO DOS LIMÕES",312,2016,11,1
"1720","Centro","CS SACO DOS LIMÕES",312,2017,3,1
"1721","Centro","CS SACO DOS LIMÕES",312,2017,12,1
"1722","Centro","CS TRINDADE",0,2013,1,22
"1723","Centro","CS TRINDADE",0,2013,2,15
"1724","Centro","CS TRINDADE",0,2013,3,19
"1725","Centro","CS TRINDADE",0,2013,4,26
"1726","Centro","CS TRINDADE",0,2013,5,15
"1727","Centro","CS TRINDADE",0,2013,6,15
"1728","Centro","CS TRINDADE",0,2013,7,5
"1729","Centro","CS TRINDADE",0,2013,8,11
"1730","Centro","CS TRINDADE",0,2013,9,21
"1731","Centro","CS TRINDADE",0,2013,10,25
"1732","Centro","CS TRINDADE",0,2013,11,11
"1733","Centro","CS TRINDADE",0,2013,12,2
"1734","Centro","CS TRINDADE",0,2014,1,13
"1735","Centro","CS TRINDADE",0,2014,2,7
"1736","Centro","CS TRINDADE",0,2014,3,18
"1737","Centro","CS TRINDADE",0,2014,4,24
"1738","Centro","CS TRINDADE",0,2014,5,11
"1739","Centro","CS TRINDADE",0,2014,6,28
"1740","Centro","CS TRINDADE",0,2014,7,11
"1741","Centro","CS TRINDADE",0,2014,8,22
"1742","Centro","CS TRINDADE",0,2014,9,10
"1743","Centro","CS TRINDADE",0,2014,10,14
"1744","Centro","CS TRINDADE",0,2014,11,10
"1745","Centro","CS TRINDADE",0,2014,12,7
"1746","Centro","CS TRINDADE",0,2015,1,11
"1747","Centro","CS TRINDADE",0,2015,2,11
"1748","Centro","CS TRINDADE",0,2015,3,12
"1749","Centro","CS TRINDADE",0,2015,4,19
"1750","Centro","CS TRINDADE",0,2015,5,2
"1751","Centro","CS TRINDADE",0,2015,6,9
"1752","Centro","CS TRINDADE",0,2015,7,15
"1753","Centro","CS TRINDADE",0,2015,8,13
"1754","Centro","CS TRINDADE",0,2015,9,15
"1755","Centro","CS TRINDADE",0,2015,10,17
"1756","Centro","CS TRINDADE",0,2015,11,28
"1757","Centro","CS TRINDADE",0,2015,12,8
"1758","Centro","CS TRINDADE",0,2016,1,14
"1759","Centro","CS TRINDADE",0,2016,2,14
"1760","Centro","CS TRINDADE",0,2016,3,1
"1761","Centro","CS TRINDADE",0,2016,4,17
"1762","Centro","CS TRINDADE",0,2016,5,14
"1763","Centro","CS TRINDADE",0,2016,6,15
"1764","Centro","CS TRINDADE",0,2016,7,12
"1765","Centro","CS TRINDADE",0,2016,8,12
"1766","Centro","CS TRINDADE",0,2016,9,16
"1767","Centro","CS TRINDADE",0,2016,10,9
"1768","Centro","CS TRINDADE",0,2016,11,14
"1769","Centro","CS TRINDADE",0,2016,12,11
"1770","Centro","CS TRINDADE",0,2017,1,7
"1771","Centro","CS TRINDADE",0,2017,3,7
"1772","Centro","CS TRINDADE",0,2017,4,9
"1773","Centro","CS TRINDADE",0,2017,5,10
"1774","Centro","CS TRINDADE",0,2017,6,10
"1775","Centro","CS TRINDADE",0,2017,7,14
"1776","Centro","CS TRINDADE",0,2017,8,11
"1777","Centro","CS TRINDADE",0,2017,9,18
"1778","Centro","CS TRINDADE",0,2017,10,12
"1779","Centro","CS TRINDADE",0,2017,11,11
"1780","Centro","CS TRINDADE",0,2017,12,4
"1781","Centro","CS TRINDADE",1,2013,1,19
"1782","Centro","CS TRINDADE",1,2013,2,19
"1783","Centro","CS TRINDADE",1,2013,3,13
"1784","Centro","CS TRINDADE",1,2013,4,18
"1785","Centro","CS TRINDADE",1,2013,5,19
"1786","Centro","CS TRINDADE",1,2013,6,21
"1787","Centro","CS TRINDADE",1,2013,7,16
"1788","Centro","CS TRINDADE",1,2013,8,20
"1789","Centro","CS TRINDADE",1,2013,9,19
"1790","Centro","CS TRINDADE",1,2013,10,15
"1791","Centro","CS TRINDADE",1,2013,11,16
"1792","Centro","CS TRINDADE",1,2013,12,16
"1793","Centro","CS TRINDADE",1,2014,1,14
"1794","Centro","CS TRINDADE",1,2014,2,20
"1795","Centro","CS TRINDADE",1,2014,3,24
"1796","Centro","CS TRINDADE",1,2014,4,22
"1797","Centro","CS TRINDADE",1,2014,5,18
"1798","Centro","CS TRINDADE",1,2014,6,15
"1799","Centro","CS TRINDADE",1,2014,7,17
"1800","Centro","CS TRINDADE",1,2014,8,18
"1801","Centro","CS TRINDADE",1,2014,9,22
"1802","Centro","CS TRINDADE",1,2014,10,25
"1803","Centro","CS TRINDADE",1,2014,11,12
"1804","Centro","CS TRINDADE",1,2014,12,17
"1805","Centro","CS TRINDADE",1,2015,1,27
"1806","Centro","CS TRINDADE",1,2015,2,18
"1807","Centro","CS TRINDADE",1,2015,3,23
"1808","Centro","CS TRINDADE",1,2015,4,20
"1809","Centro","CS TRINDADE",1,2015,5,17
"1810","Centro","CS TRINDADE",1,2015,6,13
"1811","Centro","CS TRINDADE",1,2015,7,13
"1812","Centro","CS TRINDADE",1,2015,8,16
"1813","Centro","CS TRINDADE",1,2015,9,15
"1814","Centro","CS TRINDADE",1,2015,10,22
"1815","Centro","CS TRINDADE",1,2015,11,12
"1816","Centro","CS TRINDADE",1,2015,12,22
"1817","Centro","CS TRINDADE",1,2016,1,10
"1818","Centro","CS TRINDADE",1,2016,2,16
"1819","Centro","CS TRINDADE",1,2016,3,6
"1820","Centro","CS TRINDADE",1,2016,4,23
"1821","Centro","CS TRINDADE",1,2016,5,16
"1822","Centro","CS TRINDADE",1,2016,6,22
"1823","Centro","CS TRINDADE",1,2016,7,25
"1824","Centro","CS TRINDADE",1,2016,8,24
"1825","Centro","CS TRINDADE",1,2016,9,11
"1826","Centro","CS TRINDADE",1,2016,10,18
"1827","Centro","CS TRINDADE",1,2016,11,15
"1828","Centro","CS TRINDADE",1,2016,12,11
"1829","Centro","CS TRINDADE",1,2017,1,13
"1830","Centro","CS TRINDADE",1,2017,2,1
"1831","Centro","CS TRINDADE",1,2017,3,18
"1832","Centro","CS TRINDADE",1,2017,4,15
"1833","Centro","CS TRINDADE",1,2017,5,20
"1834","Centro","CS TRINDADE",1,2017,6,25
"1835","Centro","CS TRINDADE",1,2017,7,27
"1836","Centro","CS TRINDADE",1,2017,8,25
"1837","Centro","CS TRINDADE",1,2017,9,24
"1838","Centro","CS TRINDADE",1,2017,10,24
"1839","Centro","CS TRINDADE",1,2017,11,23
"1840","Centro","CS TRINDADE",1,2017,12,10
"1841","Centro","CS TRINDADE",2,2013,1,9
"1842","Centro","CS TRINDADE",2,2013,2,8
"1843","Centro","CS TRINDADE",2,2013,3,11
"1844","Centro","CS TRINDADE",2,2013,4,12
"1845","Centro","CS TRINDADE",2,2013,5,10
"1846","Centro","CS TRINDADE",2,2013,6,12
"1847","Centro","CS TRINDADE",2,2013,7,11
"1848","Centro","CS TRINDADE",2,2013,8,10
"1849","Centro","CS TRINDADE",2,2013,9,14
"1850","Centro","CS TRINDADE",2,2013,10,13
"1851","Centro","CS TRINDADE",2,2013,11,11
"1852","Centro","CS TRINDADE",2,2013,12,7
"1853","Centro","CS TRINDADE",2,2014,1,7
"1854","Centro","CS TRINDADE",2,2014,2,13
"1855","Centro","CS TRINDADE",2,2014,3,9
"1856","Centro","CS TRINDADE",2,2014,4,5
"1857","Centro","CS TRINDADE",2,2014,5,14
"1858","Centro","CS TRINDADE",2,2014,6,13
"1859","Centro","CS TRINDADE",2,2014,7,12
"1860","Centro","CS TRINDADE",2,2014,8,12
"1861","Centro","CS TRINDADE",2,2014,9,12
"1862","Centro","CS TRINDADE",2,2014,10,16
"1863","Centro","CS TRINDADE",2,2014,11,11
"1864","Centro","CS TRINDADE",2,2014,12,15
"1865","Centro","CS TRINDADE",2,2015,1,8
"1866","Centro","CS TRINDADE",2,2015,2,7
"1867","Centro","CS TRINDADE",2,2015,3,11
"1868","Centro","CS TRINDADE",2,2015,4,13
"1869","Centro","CS TRINDADE",2,2015,5,3
"1870","Centro","CS TRINDADE",2,2015,6,10
"1871","Centro","CS TRINDADE",2,2015,7,10
"1872","Centro","CS TRINDADE",2,2015,8,6
"1873","Centro","CS TRINDADE",2,2015,9,6
"1874","Centro","CS TRINDADE",2,2015,10,6
"1875","Centro","CS TRINDADE",2,2015,11,10
"1876","Centro","CS TRINDADE",2,2015,12,12
"1877","Centro","CS TRINDADE",2,2016,1,15
"1878","Centro","CS TRINDADE",2,2016,2,11
"1879","Centro","CS TRINDADE",2,2016,3,4
"1880","Centro","CS TRINDADE",2,2016,4,11
"1881","Centro","CS TRINDADE",2,2016,5,9
"1882","Centro","CS TRINDADE",2,2016,6,19
"1883","Centro","CS TRINDADE",2,2016,7,4
"1884","Centro","CS TRINDADE",2,2016,8,13
"1885","Centro","CS TRINDADE",2,2016,9,8
"1886","Centro","CS TRINDADE",2,2016,10,19
"1887","Centro","CS TRINDADE",2,2016,11,22
"1888","Centro","CS TRINDADE",2,2016,12,10
"1889","Centro","CS TRINDADE",2,2017,1,7
"1890","Centro","CS TRINDADE",2,2017,2,3
"1891","Centro","CS TRINDADE",2,2017,3,10
"1892","Centro","CS TRINDADE",2,2017,4,10
"1893","Centro","CS TRINDADE",2,2017,5,14
"1894","Centro","CS TRINDADE",2,2017,6,12
"1895","Centro","CS TRINDADE",2,2017,7,14
"1896","Centro","CS TRINDADE",2,2017,8,8
"1897","Centro","CS TRINDADE",2,2017,9,20
"1898","Centro","CS TRINDADE",2,2017,10,20
"1899","Centro","CS TRINDADE",2,2017,11,11
"1900","Centro","CS TRINDADE",3,2013,1,24
"1901","Centro","CS TRINDADE",3,2013,2,16
"1902","Centro","CS TRINDADE",3,2013,3,21
"1903","Centro","CS TRINDADE",3,2013,4,13
"1904","Centro","CS TRINDADE",3,2013,5,19
"1905","Centro","CS TRINDADE",3,2013,6,23
"1906","Centro","CS TRINDADE",3,2013,7,6
"1907","Centro","CS TRINDADE",3,2013,8,12
"1908","Centro","CS TRINDADE",3,2013,9,13
"1909","Centro","CS TRINDADE",3,2013,10,18
"1910","Centro","CS TRINDADE",3,2013,11,10
"1911","Centro","CS TRINDADE",3,2013,12,12
"1912","Centro","CS TRINDADE",3,2014,1,4
"1913","Centro","CS TRINDADE",3,2014,2,12
"1914","Centro","CS TRINDADE",3,2014,3,15
"1915","Centro","CS TRINDADE",3,2014,4,16
"1916","Centro","CS TRINDADE",3,2014,5,11
"1917","Centro","CS TRINDADE",3,2014,6,13
"1918","Centro","CS TRINDADE",3,2014,7,12
"1919","Centro","CS TRINDADE",3,2014,8,11
"1920","Centro","CS TRINDADE",3,2014,9,14
"1921","Centro","CS TRINDADE",3,2014,10,14
"1922","Centro","CS TRINDADE",3,2014,11,17
"1923","Centro","CS TRINDADE",3,2014,12,9
"1924","Centro","CS TRINDADE",3,2015,1,11
"1925","Centro","CS TRINDADE",3,2015,2,13
"1926","Centro","CS TRINDADE",3,2015,3,13
"1927","Centro","CS TRINDADE",3,2015,4,15
"1928","Centro","CS TRINDADE",3,2015,5,14
"1929","Centro","CS TRINDADE",3,2015,6,17
"1930","Centro","CS TRINDADE",3,2015,7,15
"1931","Centro","CS TRINDADE",3,2015,8,16
"1932","Centro","CS TRINDADE",3,2015,9,21
"1933","Centro","CS TRINDADE",3,2015,10,9
"1934","Centro","CS TRINDADE",3,2015,11,17
"1935","Centro","CS TRINDADE",3,2015,12,11
"1936","Centro","CS TRINDADE",3,2016,1,17
"1937","Centro","CS TRINDADE",3,2016,2,11
"1938","Centro","CS TRINDADE",3,2016,3,7
"1939","Centro","CS TRINDADE",3,2016,4,18
"1940","Centro","CS TRINDADE",3,2016,5,8
"1941","Centro","CS TRINDADE",3,2016,6,17
"1942","Centro","CS TRINDADE",3,2016,7,10
"1943","Centro","CS TRINDADE",3,2016,8,10
"1944","Centro","CS TRINDADE",3,2016,9,19
"1945","Centro","CS TRINDADE",3,2016,10,10
"1946","Centro","CS TRINDADE",3,2016,11,16
"1947","Centro","CS TRINDADE",3,2016,12,12
"1948","Centro","CS TRINDADE",3,2017,1,4
"1949","Centro","CS TRINDADE",3,2017,2,1
"1950","Centro","CS TRINDADE",3,2017,3,19
"1951","Centro","CS TRINDADE",3,2017,4,16
"1952","Centro","CS TRINDADE",3,2017,5,11
"1953","Centro","CS TRINDADE",3,2017,6,14
"1954","Centro","CS TRINDADE",3,2017,7,14
"1955","Centro","CS TRINDADE",3,2017,8,25
"1956","Centro","CS TRINDADE",3,2017,9,18
"1957","Centro","CS TRINDADE",3,2017,10,31
"1958","Centro","CS TRINDADE",3,2017,11,12
"1959","Centro","CS TRINDADE",3,2017,12,1
"1960","Centro","CS TRINDADE",4,2013,1,21
"1961","Centro","CS TRINDADE",4,2013,2,16
"1962","Centro","CS TRINDADE",4,2013,3,11
"1963","Centro","CS TRINDADE",4,2013,4,23
"1964","Centro","CS TRINDADE",4,2013,5,14
"1965","Centro","CS TRINDADE",4,2013,6,19
"1966","Centro","CS TRINDADE",4,2013,7,10
"1967","Centro","CS TRINDADE",4,2013,8,21
"1968","Centro","CS TRINDADE",4,2013,9,16
"1969","Centro","CS TRINDADE",4,2013,10,15
"1970","Centro","CS TRINDADE",4,2013,11,8
"1971","Centro","CS TRINDADE",4,2013,12,9
"1972","Centro","CS TRINDADE",4,2014,1,11
"1973","Centro","CS TRINDADE",4,2014,2,14
"1974","Centro","CS TRINDADE",4,2014,3,17
"1975","Centro","CS TRINDADE",4,2014,4,16
"1976","Centro","CS TRINDADE",4,2014,5,23
"1977","Centro","CS TRINDADE",4,2014,6,4
"1978","Centro","CS TRINDADE",4,2014,7,21
"1979","Centro","CS TRINDADE",4,2014,8,14
"1980","Centro","CS TRINDADE",4,2014,9,16
"1981","Centro","CS TRINDADE",4,2014,10,10
"1982","Centro","CS TRINDADE",4,2014,11,15
"1983","Centro","CS TRINDADE",4,2014,12,16
"1984","Centro","CS TRINDADE",4,2015,1,14
"1985","Centro","CS TRINDADE",4,2015,2,12
"1986","Centro","CS TRINDADE",4,2015,3,13
"1987","Centro","CS TRINDADE",4,2015,4,15
"1988","Centro","CS TRINDADE",4,2015,5,8
"1989","Centro","CS TRINDADE",4,2015,6,10
"1990","Centro","CS TRINDADE",4,2015,7,7
"1991","Centro","CS TRINDADE",4,2015,8,11
"1992","Centro","CS TRINDADE",4,2015,9,18
"1993","Centro","CS TRINDADE",4,2015,10,16
"1994","Centro","CS TRINDADE",4,2015,11,9
"1995","Centro","CS TRINDADE",4,2015,12,11
"1996","Centro","CS TRINDADE",4,2016,1,20
"1997","Centro","CS TRINDADE",4,2016,2,11
"1998","Centro","CS TRINDADE",4,2016,3,4
"1999","Centro","CS TRINDADE",4,2016,4,22
"2000","Centro","CS TRINDADE",4,2016,5,11
"2001","Centro","CS TRINDADE",4,2016,6,13
"2002","Centro","CS TRINDADE",4,2016,7,10
"2003","Centro","CS TRINDADE",4,2016,8,12
"2004","Centro","CS TRINDADE",4,2016,9,24
"2005","Centro","CS TRINDADE",4,2016,10,9
"2006","Centro","CS TRINDADE",4,2016,11,17
"2007","Centro","CS TRINDADE",4,2016,12,11
"2008","Centro","CS TRINDADE",4,2017,1,6
"2009","Centro","CS TRINDADE",4,2017,3,10
"2010","Centro","CS TRINDADE",4,2017,4,15
"2011","Centro","CS TRINDADE",4,2017,5,9
"2012","Centro","CS TRINDADE",4,2017,6,18
"2013","Centro","CS TRINDADE",4,2017,7,12
"2014","Centro","CS TRINDADE",4,2017,8,12
"2015","Centro","CS TRINDADE",4,2017,9,21
"2016","Centro","CS TRINDADE",4,2017,10,26
"2017","Centro","CS TRINDADE",4,2017,11,22
"2018","Centro","CS TRINDADE",4,2017,12,2
"2019","Centro","CS TRINDADE",5,2013,1,2
"2020","Centro","CS TRINDADE",5,2013,2,4
"2021","Centro","CS TRINDADE",5,2013,3,1
"2022","Centro","CS TRINDADE",5,2013,4,5
"2023","Centro","CS TRINDADE",5,2013,5,4
"2024","Centro","CS TRINDADE",5,2013,6,2
"2025","Centro","CS TRINDADE",5,2013,8,2
"2026","Centro","CS TRINDADE",5,2013,9,4
"2027","Centro","CS TRINDADE",5,2013,10,2
"2028","Centro","CS TRINDADE",5,2013,11,1
"2029","Centro","CS TRINDADE",5,2014,1,3
"2030","Centro","CS TRINDADE",5,2014,2,1
"2031","Centro","CS TRINDADE",5,2014,3,3
"2032","Centro","CS TRINDADE",5,2014,4,5
"2033","Centro","CS TRINDADE",5,2014,5,2
"2034","Centro","CS TRINDADE",5,2014,6,5
"2035","Centro","CS TRINDADE",5,2014,8,4
"2036","Centro","CS TRINDADE",5,2014,9,2
"2037","Centro","CS TRINDADE",5,2014,10,1
"2038","Centro","CS TRINDADE",5,2014,11,2
"2039","Centro","CS TRINDADE",5,2015,1,1
"2040","Centro","CS TRINDADE",5,2015,2,2
"2041","Centro","CS TRINDADE",5,2015,3,4
"2042","Centro","CS TRINDADE",5,2015,4,1
"2043","Centro","CS TRINDADE",5,2015,6,3
"2044","Centro","CS TRINDADE",5,2015,7,2
"2045","Centro","CS TRINDADE",5,2015,8,1
"2046","Centro","CS TRINDADE",5,2015,9,3
"2047","Centro","CS TRINDADE",5,2015,11,2
"2048","Centro","CS TRINDADE",5,2015,12,1
"2049","Centro","CS TRINDADE",5,2016,1,1
"2050","Centro","CS TRINDADE",5,2016,2,2
"2051","Centro","CS TRINDADE",5,2016,4,1
"2052","Centro","CS TRINDADE",5,2016,5,1
"2053","Centro","CS TRINDADE",5,2016,6,1
"2054","Centro","CS TRINDADE",5,2016,7,1
"2055","Centro","CS TRINDADE",5,2016,8,10
"2056","Centro","CS TRINDADE",5,2016,9,1
"2057","Centro","CS TRINDADE",5,2016,11,1
"2058","Centro","CS TRINDADE",5,2016,12,3
"2059","Centro","CS TRINDADE",5,2017,1,2
"2060","Centro","CS TRINDADE",5,2017,3,2
"2061","Centro","CS TRINDADE",5,2017,5,1
"2062","Centro","CS TRINDADE",5,2017,6,1
"2063","Centro","CS TRINDADE",5,2017,11,2
"2064","Centro","CS TRINDADE",5,2017,12,2
"2065","Continente","CS ABRAÃO",0,2013,1,9
"2066","Continente","CS ABRAÃO",0,2013,2,8
"2067","Continente","CS ABRAÃO",0,2013,3,7
"2068","Continente","CS ABRAÃO",0,2013,4,4
"2069","Continente","CS ABRAÃO",0,2013,5,9
"2070","Continente","CS ABRAÃO",0,2013,6,4
"2071","Continente","CS ABRAÃO",0,2013,7,5
"2072","Continente","CS ABRAÃO",0,2013,8,3
"2073","Continente","CS ABRAÃO",0,2013,9,7
"2074","Continente","CS ABRAÃO",0,2013,10,12
"2075","Continente","CS ABRAÃO",0,2013,11,2
"2076","Continente","CS ABRAÃO",0,2013,12,10
"2077","Continente","CS ABRAÃO",0,2014,1,7
"2078","Continente","CS ABRAÃO",0,2014,2,6
"2079","Continente","CS ABRAÃO",0,2014,3,8
"2080","Continente","CS ABRAÃO",0,2014,4,9
"2081","Continente","CS ABRAÃO",0,2014,5,4
"2082","Continente","CS ABRAÃO",0,2014,6,6
"2083","Continente","CS ABRAÃO",0,2014,7,7
"2084","Continente","CS ABRAÃO",0,2014,8,4
"2085","Continente","CS ABRAÃO",0,2014,9,7
"2086","Continente","CS ABRAÃO",0,2014,10,6
"2087","Continente","CS ABRAÃO",0,2014,11,5
"2088","Continente","CS ABRAÃO",0,2014,12,8
"2089","Continente","CS ABRAÃO",0,2015,1,5
"2090","Continente","CS ABRAÃO",0,2015,2,8
"2091","Continente","CS ABRAÃO",0,2015,3,8
"2092","Continente","CS ABRAÃO",0,2015,4,3
"2093","Continente","CS ABRAÃO",0,2015,5,2
"2094","Continente","CS ABRAÃO",0,2015,6,6
"2095","Continente","CS ABRAÃO",0,2015,7,4
"2096","Continente","CS ABRAÃO",0,2015,8,2
"2097","Continente","CS ABRAÃO",0,2015,9,8
"2098","Continente","CS ABRAÃO",0,2015,10,6
"2099","Continente","CS ABRAÃO",0,2015,11,5
"2100","Continente","CS ABRAÃO",0,2015,12,11
"2101","Continente","CS ABRAÃO",0,2016,1,4
"2102","Continente","CS ABRAÃO",0,2016,2,3
"2103","Continente","CS ABRAÃO",0,2016,3,2
"2104","Continente","CS ABRAÃO",0,2016,4,5
"2105","Continente","CS ABRAÃO",0,2016,5,3
"2106","Continente","CS ABRAÃO",0,2016,6,7
"2107","Continente","CS ABRAÃO",0,2016,7,3
"2108","Continente","CS ABRAÃO",0,2016,8,7
"2109","Continente","CS ABRAÃO",0,2016,9,6
"2110","Continente","CS ABRAÃO",0,2016,10,7
"2111","Continente","CS ABRAÃO",0,2016,11,6
"2112","Continente","CS ABRAÃO",0,2016,12,3
"2113","Continente","CS ABRAÃO",0,2017,1,2
"2114","Continente","CS ABRAÃO",0,2017,3,1
"2115","Continente","CS ABRAÃO",0,2017,5,2
"2116","Continente","CS ABRAÃO",0,2017,6,3
"2117","Continente","CS ABRAÃO",0,2017,7,2
"2118","Continente","CS ABRAÃO",0,2017,8,5
"2119","Continente","CS ABRAÃO",0,2017,9,5
"2120","Continente","CS ABRAÃO",0,2017,10,1
"2121","Continente","CS ABRAÃO",0,2017,11,2
"2122","Continente","CS ABRAÃO",0,2017,12,2
"2123","Continente","CS ABRAÃO",1,2013,1,5
"2124","Continente","CS ABRAÃO",1,2013,2,9
"2125","Continente","CS ABRAÃO",1,2013,3,2
"2126","Continente","CS ABRAÃO",1,2013,4,2
"2127","Continente","CS ABRAÃO",1,2013,5,7
"2128","Continente","CS ABRAÃO",1,2013,6,3
"2129","Continente","CS ABRAÃO",1,2013,7,5
"2130","Continente","CS ABRAÃO",1,2013,8,5
"2131","Continente","CS ABRAÃO",1,2013,9,2
"2132","Continente","CS ABRAÃO",1,2013,10,2
"2133","Continente","CS ABRAÃO",1,2013,11,3
"2134","Continente","CS ABRAÃO",1,2013,12,1
"2135","Continente","CS ABRAÃO",1,2014,1,7
