"DISTRITO","UNIDADE","AREA","ANO","MES","USU_MED_ENF","USU_ENF","USU_MED","USU_ODO","USU_TODOS_SERVICOS"
"Sul","CS CARIANOS",2,2018,7,52,18,40,10,113
"Sul","CS COSTA DA LAGOA",0,2018,4,15,3,13,1,65
"Sul","CS COSTA DA LAGOA",0,2018,5,155,2,154,15,236
"Sul","CS COSTA DA LAGOA",0,2018,6,167,34,154,8,244
"Sul","CS COSTA DA LAGOA",0,2018,7,162,7,158,16,244
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,4,354,254,140,55,724
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,5,563,351,289,18,904
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,6,472,394,106,80,952
"Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,7,548,339,271,63,967
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,4,502,288,283,52,847
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,5,615,367,320,24,1008
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,6,591,416,263,65,1077
"Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,7,599,384,307,78,1035
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,4,336,188,193,31,630
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,5,427,263,212,26,748
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,6,456,316,201,59,848
"Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,7,430,226,248,72,786
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,4,213,41,187,26,525
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,5,330,201,207,43,849
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,6,265,198,145,47,800
"Sul","CS FAZENDA DO RIO TAVARES",0,2018,7,383,216,247,55,795
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,4,327,179,256,36,729
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,5,370,266,189,55,1182
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,6,523,291,394,65,1223
"Sul","CS FAZENDA DO RIO TAVARES",1,2018,7,535,322,420,88,1095
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,4,202,50,183,17,464
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,5,356,143,290,14,598
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,6,449,213,347,49,726
"Sul","CS LAGOA DA CONCEIÇÃO",0,2018,7,419,187,325,29,653
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,4,201,69,175,12,356
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,5,266,159,154,2,533
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,6,392,193,314,37,603
"Sul","CS LAGOA DA CONCEIÇÃO",1,2018,7,381,142,320,24,584
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,4,161,36,143,22,396
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,5,323,115,251,12,685
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,6,377,155,289,31,634
"Sul","CS LAGOA DA CONCEIÇÃO",2,2018,7,384,133,310,28,663
"Sul","CS MORRO DAS PEDRAS",0,2018,4,242,72,194,25,472
"Sul","CS MORRO DAS PEDRAS",0,2018,5,341,130,269,35,616
"Sul","CS MORRO DAS PEDRAS",0,2018,6,323,109,272,52,615
"Sul","CS MORRO DAS PEDRAS",0,2018,7,298,59,273,44,604
"Sul","CS MORRO DAS PEDRAS",1,2018,4,267,68,223,47,614
"Sul","CS MORRO DAS PEDRAS",1,2018,5,438,167,333,61,800
"Sul","CS MORRO DAS PEDRAS",1,2018,6,441,147,357,85,873
"Sul","CS MORRO DAS PEDRAS",1,2018,7,366,97,314,84,778
"Sul","CS PANTANO DO SUL",0,2018,4,371,105,334,14,759
"Sul","CS PANTANO DO SUL",0,2018,5,491,179,416,101,978
"Sul","CS PANTANO DO SUL",0,2018,6,412,160,340,74,884
"Sul","CS PANTANO DO SUL",0,2018,7,453,98,403,87,891
"Sul","CS RIBEIRÃO DA ILHA",0,2018,4,208,56,167,55,470
"Sul","CS RIBEIRÃO DA ILHA",0,2018,5,250,88,191,45,562
"Sul","CS RIBEIRÃO DA ILHA",0,2018,6,320,140,222,64,704
"Sul","CS RIBEIRÃO DA ILHA",0,2018,7,228,123,120,3,537
"Sul","CS RIO TAVARES",0,2018,4,208,53,172,23,479
"Sul","CS RIO TAVARES",0,2018,5,283,81,234,45,720
"Sul","CS RIO TAVARES",0,2018,6,296,96,230,40,759
"Sul","CS RIO TAVARES",0,2018,7,405,108,334,9,725
"Sul","CS RIO TAVARES",1,2018,4,173,44,146,15,429
"Sul","CS RIO TAVARES",1,2018,5,254,77,210,23,671
"Sul","CS RIO TAVARES",1,2018,6,214,91,143,42,643
"Sul","CS RIO TAVARES",1,2018,7,289,84,233,6,599
"Sul","CS RIO TAVARES",2,2018,4,66,17,56,5,147
"Sul","CS RIO TAVARES",2,2018,5,105,33,79,9,261
"Sul","CS RIO TAVARES",2,2018,6,91,28,74,13,266
"Sul","CS RIO TAVARES",2,2018,7,124,36,102,5,259
"Sul","CS RIO TAVARES",3,2018,4,34,11,29,3,90
"Sul","CS RIO TAVARES",3,2018,5,58,21,46,4,140
"Sul","CS RIO TAVARES",3,2018,6,51,16,36,9,158
"Sul","CS RIO TAVARES",3,2018,7,62,14,51,1,130
"Sul","CS TAPERA",0,2018,4,327,78,289,7,644
"Sul","CS TAPERA",0,2018,5,619,260,480,42,920
"Sul","CS TAPERA",0,2018,6,683,253,555,50,1009
"Sul","CS TAPERA",0,2018,7,644,74,598,24,954
"Sul","CS TAPERA",1,2018,4,235,76,194,7,494
"Sul","CS TAPERA",1,2018,5,402,214,310,44,660
"Sul","CS TAPERA",1,2018,6,441,187,396,45,753
"Sul","CS TAPERA",1,2018,7,346,81,315,48,671
"Sul","CS TAPERA",2,2018,4,269,51,245,6,579
"Sul","CS TAPERA",2,2018,5,476,190,406,49,790
"Sul","CS TAPERA",2,2018,6,523,140,464,59,942
"Sul","CS TAPERA",2,2018,7,522,143,467,59,944
"Sul","CS TAPERA",3,2018,4,237,52,211,5,513
"Sul","CS TAPERA",3,2018,5,482,113,436,42,745
"Sul","CS TAPERA",3,2018,6,570,161,513,47,885
"Sul","CS TAPERA",3,2018,7,578,149,510,31,864
