"DISTRITO","UNIDADE","ANO","MES","COD_PROCEDIMENTO","QUANTIDADE","AREA"
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010074",3,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010074",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010082",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010090",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,"0214010090",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010090",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010090",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010104",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,"0214010104",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010104",1,470
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010058",2,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010058",3,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010058",2,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010074",1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010074",1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010074",4,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010090",1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010090",1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010090",2,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010104",1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010104",1,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010104",2,471
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010040",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010058",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,"0214010058",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010058",2,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010058",2,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010074",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010074",3,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,7,"0214010074",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010090",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,"0214010090",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010090",2,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,4,"0214010104",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,5,"0214010104",1,472
"Sul","CS LAGOA DA CONCEIÇÃO",2018,6,"0214010104",1,472
"Sul","CS MORRO DAS PEDRAS",2018,7,"0214010040",1,250
"Sul","CS MORRO DAS PEDRAS",2018,4,"0214010058",1,250
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010058",1,250
"Sul","CS MORRO DAS PEDRAS",2018,4,"0214010074",1,250
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010074",1,250
"Sul","CS MORRO DAS PEDRAS",2018,7,"0214010082",1,250
"Sul","CS MORRO DAS PEDRAS",2018,4,"0214010090",1,250
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010090",1,250
"Sul","CS MORRO DAS PEDRAS",2018,7,"0214010090",1,250
"Sul","CS MORRO DAS PEDRAS",2018,4,"0214010104",1,250
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010104",1,250
"Sul","CS MORRO DAS PEDRAS",2018,7,"0214010104",1,250
"Sul","CS MORRO DAS PEDRAS",2018,4,"0214010058",1,251
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010058",2,251
"Sul","CS MORRO DAS PEDRAS",2018,6,"0214010058",2,251
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010074",2,251
"Sul","CS MORRO DAS PEDRAS",2018,6,"0214010074",2,251
"Sul","CS MORRO DAS PEDRAS",2018,7,"0214010082",1,251
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010090",2,251
"Sul","CS MORRO DAS PEDRAS",2018,6,"0214010090",2,251
"Sul","CS MORRO DAS PEDRAS",2018,5,"0214010104",2,251
"Sul","CS MORRO DAS PEDRAS",2018,6,"0214010104",2,251
"Sul","CS MORRO DAS PEDRAS",2018,7,"0214010104",1,251
"Sul","CS PANTANO DO SUL",2018,4,"0214010058",4,230
"Sul","CS PANTANO DO SUL",2018,5,"0214010058",6,230
"Sul","CS PANTANO DO SUL",2018,6,"0214010058",3,230
"Sul","CS PANTANO DO SUL",2018,7,"0214010058",4,230
"Sul","CS PANTANO DO SUL",2018,4,"0214010074",4,230
"Sul","CS PANTANO DO SUL",2018,5,"0214010074",5,230
"Sul","CS PANTANO DO SUL",2018,6,"0214010074",4,230
"Sul","CS PANTANO DO SUL",2018,7,"0214010074",4,230
"Sul","CS PANTANO DO SUL",2018,4,"0214010090",4,230
"Sul","CS PANTANO DO SUL",2018,5,"0214010090",6,230
"Sul","CS PANTANO DO SUL",2018,6,"0214010090",3,230
"Sul","CS PANTANO DO SUL",2018,7,"0214010090",3,230
"Sul","CS PANTANO DO SUL",2018,4,"0214010104",4,230
"Sul","CS PANTANO DO SUL",2018,5,"0214010104",4,230
"Sul","CS PANTANO DO SUL",2018,6,"0214010104",2,230
"Sul","CS PANTANO DO SUL",2018,7,"0214010104",3,230
"Sul","CS RIBEIRÃO DA ILHA",2018,5,"0214010040",2,220
"Sul","CS RIBEIRÃO DA ILHA",2018,5,"0214010058",1,220
"Sul","CS RIBEIRÃO DA ILHA",2018,6,"0214010058",3,220
"Sul","CS RIBEIRÃO DA ILHA",2018,7,"0214010058",1,220
"Sul","CS RIBEIRÃO DA ILHA",2018,5,"0214010074",2,220
"Sul","CS RIBEIRÃO DA ILHA",2018,6,"0214010074",2,220
"Sul","CS RIBEIRÃO DA ILHA",2018,7,"0214010074",4,220
"Sul","CS RIBEIRÃO DA ILHA",2018,5,"0214010082",1,220
"Sul","CS RIBEIRÃO DA ILHA",2018,5,"0214010090",3,220
"Sul","CS RIBEIRÃO DA ILHA",2018,6,"0214010090",2,220
"Sul","CS RIBEIRÃO DA ILHA",2018,7,"0214010090",1,220
"Sul","CS RIBEIRÃO DA ILHA",2018,5,"0214010104",3,220
"Sul","CS RIBEIRÃO DA ILHA",2018,6,"0214010104",2,220
"Sul","CS RIBEIRÃO DA ILHA",2018,7,"0214010104",1,220
"Sul","CS RIO TAVARES",2018,7,"0214010058",1,290
"Sul","CS RIO TAVARES",2018,7,"0214010074",1,290
"Sul","CS RIO TAVARES",2018,7,"0214010090",1,290
"Sul","CS RIO TAVARES",2018,7,"0214010104",1,290
"Sul","CS RIO TAVARES",2018,5,"0214010058",1,291
"Sul","CS RIO TAVARES",2018,7,"0214010058",3,291
"Sul","CS RIO TAVARES",2018,5,"0214010074",1,291
"Sul","CS RIO TAVARES",2018,7,"0214010074",2,291
"Sul","CS RIO TAVARES",2018,7,"0214010090",4,291
"Sul","CS RIO TAVARES",2018,5,"0214010104",1,291
"Sul","CS RIO TAVARES",2018,7,"0214010104",2,291
"Sul","CS RIO TAVARES",2018,7,"0214010058",1,293
"Sul","CS RIO TAVARES",2018,7,"0214010090",1,293
"Sul","CS RIO TAVARES",2018,7,"0214010104",1,293
"Sul","CS TAPERA",2018,4,"0214010040",2,260
"Sul","CS TAPERA",2018,5,"0214010040",1,260
"Sul","CS TAPERA",2018,6,"0214010040",1,260
"Sul","CS TAPERA",2018,7,"0214010040",1,260
"Sul","CS TAPERA",2018,4,"0214010058",2,260
"Sul","CS TAPERA",2018,5,"0214010058",6,260
"Sul","CS TAPERA",2018,6,"0214010058",5,260
"Sul","CS TAPERA",2018,7,"0214010058",1,260
"Sul","CS TAPERA",2018,4,"0214010074",3,260
"Sul","CS TAPERA",2018,5,"0214010074",6,260
"Sul","CS TAPERA",2018,6,"0214010074",5,260
"Sul","CS TAPERA",2018,7,"0214010074",5,260
"Sul","CS TAPERA",2018,4,"0214010082",1,260
"Sul","CS TAPERA",2018,6,"0214010082",1,260
"Sul","CS TAPERA",2018,7,"0214010082",1,260
"Sul","CS TAPERA",2018,4,"0214010090",4,260
"Sul","CS TAPERA",2018,5,"0214010090",6,260
"Sul","CS TAPERA",2018,6,"0214010090",5,260
"Sul","CS TAPERA",2018,7,"0214010090",3,260
"Sul","CS TAPERA",2018,4,"0214010104",4,260
"Sul","CS TAPERA",2018,5,"0214010104",6,260
"Sul","CS TAPERA",2018,6,"0214010104",5,260
"Sul","CS TAPERA",2018,7,"0214010104",2,260
"Sul","CS TAPERA",2018,5,"0214010040",3,261
"Sul","CS TAPERA",2018,6,"0214010040",1,261
"Sul","CS TAPERA",2018,4,"0214010058",2,261
"Sul","CS TAPERA",2018,5,"0214010058",2,261
"Sul","CS TAPERA",2018,7,"0214010058",2,261
"Sul","CS TAPERA",2018,4,"0214010074",1,261
"Sul","CS TAPERA",2018,5,"0214010074",2,261
"Sul","CS TAPERA",2018,6,"0214010074",1,261
"Sul","CS TAPERA",2018,7,"0214010074",5,261
"Sul","CS TAPERA",2018,5,"0214010082",2,261
"Sul","CS TAPERA",2018,6,"0214010082",1,261
"Sul","CS TAPERA",2018,4,"0214010090",2,261
"Sul","CS TAPERA",2018,5,"0214010090",4,261
"Sul","CS TAPERA",2018,6,"0214010090",1,261
"Sul","CS TAPERA",2018,7,"0214010090",2,261
"Sul","CS TAPERA",2018,4,"0214010104",2,261
"Sul","CS TAPERA",2018,5,"0214010104",4,261
"Sul","CS TAPERA",2018,7,"0214010104",2,261
"Sul","CS TAPERA",2018,4,"0214010040",1,262
"Sul","CS TAPERA",2018,5,"0214010040",2,262
"Sul","CS TAPERA",2018,6,"0214010040",1,262
"Sul","CS TAPERA",2018,7,"0214010040",2,262
"Sul","CS TAPERA",2018,4,"0214010058",2,262
"Sul","CS TAPERA",2018,5,"0214010058",6,262
"Sul","CS TAPERA",2018,6,"0214010058",3,262
"Sul","CS TAPERA",2018,7,"0214010058",2,262
"Sul","CS TAPERA",2018,4,"0214010074",2,262
"Sul","CS TAPERA",2018,5,"0214010074",5,262
"Sul","CS TAPERA",2018,6,"0214010074",4,262
"Sul","CS TAPERA",2018,7,"0214010074",3,262
"Sul","CS TAPERA",2018,4,"0214010082",1,262
"Sul","CS TAPERA",2018,5,"0214010082",1,262
"Sul","CS TAPERA",2018,4,"0214010090",3,262
"Sul","CS TAPERA",2018,5,"0214010090",6,262
"Sul","CS TAPERA",2018,6,"0214010090",3,262
"Sul","CS TAPERA",2018,7,"0214010090",3,262
"Sul","CS TAPERA",2018,4,"0214010104",3,262
"Sul","CS TAPERA",2018,5,"0214010104",6,262
"Sul","CS TAPERA",2018,6,"0214010104",3,262
"Sul","CS TAPERA",2018,7,"0214010104",3,262
"Sul","CS TAPERA",2018,5,"0214010040",1,263
"Sul","CS TAPERA",2018,6,"0214010040",1,263
"Sul","CS TAPERA",2018,4,"0214010058",1,263
"Sul","CS TAPERA",2018,6,"0214010058",2,263
"Sul","CS TAPERA",2018,7,"0214010058",3,263
"Sul","CS TAPERA",2018,4,"0214010074",1,263
"Sul","CS TAPERA",2018,6,"0214010074",2,263
"Sul","CS TAPERA",2018,7,"0214010074",2,263
"Sul","CS TAPERA",2018,5,"0214010082",1,263
"Sul","CS TAPERA",2018,6,"0214010082",1,263
"Sul","CS TAPERA",2018,4,"0214010090",1,263
"Sul","CS TAPERA",2018,5,"0214010090",1,263
"Sul","CS TAPERA",2018,6,"0214010090",6,263
"Sul","CS TAPERA",2018,7,"0214010090",2,263
"Sul","CS TAPERA",2018,4,"0214010104",1,263
"Sul","CS TAPERA",2018,5,"0214010104",1,263
"Sul","CS TAPERA",2018,6,"0214010104",3,263
"Sul","CS TAPERA",2018,7,"0214010104",2,263
