"","DISTRITO","UNIDADE","AREA","ANO","MES","PESSOAS_SIFILIS","PESSOAS_TTO"
"2108","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,2,1,1
"2109","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,3,2,0
"2110","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,4,3,2
"2111","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,5,1,1
"2112","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,7,2,2
"2113","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,8,1,0
"2114","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,9,1,1
"2115","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2017,10,4,1
"2116","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2013,8,1,0
"2117","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2013,9,1,0
"2118","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2013,10,1,0
"2119","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2013,12,1,0
"2120","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2014,3,1,0
"2121","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2015,7,1,0
"2122","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2015,9,1,0
"2123","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2015,10,2,0
"2124","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2015,11,1,0
"2125","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2015,12,1,0
"2126","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,1,1,0
"2127","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,2,1,0
"2128","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,3,2,0
"2129","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,4,1,0
"2130","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,5,1,0
"2131","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,9,2,1
"2132","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2016,10,2,1
"2133","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2017,5,2,1
"2134","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2017,7,2,0
"2135","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2017,11,2,1
"2136","Sul","CS FAZENDA DO RIO TAVARES",0,2013,4,1,0
"2137","Sul","CS FAZENDA DO RIO TAVARES",0,2013,5,2,0
"2138","Sul","CS FAZENDA DO RIO TAVARES",0,2013,6,1,0
"2139","Sul","CS FAZENDA DO RIO TAVARES",0,2013,9,1,0
"2140","Sul","CS FAZENDA DO RIO TAVARES",0,2013,12,1,0
"2141","Sul","CS FAZENDA DO RIO TAVARES",0,2014,12,1,0
"2142","Sul","CS FAZENDA DO RIO TAVARES",0,2015,4,1,0
"2143","Sul","CS FAZENDA DO RIO TAVARES",0,2015,8,1,0
"2144","Sul","CS FAZENDA DO RIO TAVARES",0,2016,1,1,0
"2145","Sul","CS FAZENDA DO RIO TAVARES",0,2016,2,1,0
"2146","Sul","CS FAZENDA DO RIO TAVARES",0,2016,3,2,0
"2147","Sul","CS FAZENDA DO RIO TAVARES",0,2016,4,1,0
"2148","Sul","CS FAZENDA DO RIO TAVARES",0,2016,5,1,0
"2149","Sul","CS FAZENDA DO RIO TAVARES",0,2016,9,1,1
"2150","Sul","CS FAZENDA DO RIO TAVARES",0,2016,10,1,0
"2151","Sul","CS FAZENDA DO RIO TAVARES",0,2016,11,2,1
"2152","Sul","CS FAZENDA DO RIO TAVARES",0,2017,8,2,0
"2153","Sul","CS FAZENDA DO RIO TAVARES",0,2017,9,3,2
"2154","Sul","CS FAZENDA DO RIO TAVARES",0,2017,10,1,0
"2155","Sul","CS FAZENDA DO RIO TAVARES",1,2013,4,1,0
"2156","Sul","CS FAZENDA DO RIO TAVARES",1,2014,6,1,0
"2157","Sul","CS FAZENDA DO RIO TAVARES",1,2014,7,1,0
"2158","Sul","CS FAZENDA DO RIO TAVARES",1,2015,4,1,0
"2159","Sul","CS FAZENDA DO RIO TAVARES",1,2015,5,1,0
"2160","Sul","CS FAZENDA DO RIO TAVARES",1,2015,9,2,0
"2161","Sul","CS FAZENDA DO RIO TAVARES",1,2015,10,2,0
"2162","Sul","CS FAZENDA DO RIO TAVARES",1,2015,12,1,0
"2163","Sul","CS FAZENDA DO RIO TAVARES",1,2016,2,2,0
"2164","Sul","CS FAZENDA DO RIO TAVARES",1,2016,4,2,0
"2165","Sul","CS FAZENDA DO RIO TAVARES",1,2016,5,1,0
"2166","Sul","CS FAZENDA DO RIO TAVARES",1,2016,6,1,0
"2167","Sul","CS FAZENDA DO RIO TAVARES",1,2016,7,1,0
"2168","Sul","CS FAZENDA DO RIO TAVARES",1,2016,9,3,0
"2169","Sul","CS FAZENDA DO RIO TAVARES",1,2016,10,1,0
"2170","Sul","CS FAZENDA DO RIO TAVARES",1,2016,11,1,0
"2171","Sul","CS FAZENDA DO RIO TAVARES",1,2017,2,1,1
"2172","Sul","CS FAZENDA DO RIO TAVARES",1,2017,8,3,0
"2173","Sul","CS FAZENDA DO RIO TAVARES",1,2017,12,1,1
"2174","Sul","CS LAGOA DA CONCEIÇÃO",0,2015,2,1,0
"2175","Sul","CS LAGOA DA CONCEIÇÃO",0,2015,7,1,0
"2176","Sul","CS LAGOA DA CONCEIÇÃO",0,2015,10,1,0
"2177","Sul","CS LAGOA DA CONCEIÇÃO",0,2015,11,4,1
"2178","Sul","CS LAGOA DA CONCEIÇÃO",0,2015,12,1,0
"2179","Sul","CS LAGOA DA CONCEIÇÃO",0,2016,1,1,1
"2180","Sul","CS LAGOA DA CONCEIÇÃO",0,2016,3,1,0
"2181","Sul","CS LAGOA DA CONCEIÇÃO",0,2016,6,2,0
"2182","Sul","CS LAGOA DA CONCEIÇÃO",0,2016,7,2,0
"2183","Sul","CS LAGOA DA CONCEIÇÃO",0,2016,8,1,1
"2184","Sul","CS LAGOA DA CONCEIÇÃO",0,2016,9,2,1
"2185","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,1,1,1
"2186","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,3,2,1
"2187","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,5,1,1
"2188","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,6,1,1
"2189","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,8,2,2
"2190","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,9,1,1
"2191","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,10,2,1
"2192","Sul","CS LAGOA DA CONCEIÇÃO",0,2017,11,1,1
"2193","Sul","CS LAGOA DA CONCEIÇÃO",1,2013,4,1,0
"2194","Sul","CS LAGOA DA CONCEIÇÃO",1,2014,5,2,0
"2195","Sul","CS LAGOA DA CONCEIÇÃO",1,2014,8,1,0
"2196","Sul","CS LAGOA DA CONCEIÇÃO",1,2014,12,1,0
"2197","Sul","CS LAGOA DA CONCEIÇÃO",1,2015,3,3,0
"2198","Sul","CS LAGOA DA CONCEIÇÃO",1,2015,5,2,0
"2199","Sul","CS LAGOA DA CONCEIÇÃO",1,2015,8,1,0
"2200","Sul","CS LAGOA DA CONCEIÇÃO",1,2015,10,2,0
"2201","Sul","CS LAGOA DA CONCEIÇÃO",1,2015,11,2,1
"2202","Sul","CS LAGOA DA CONCEIÇÃO",1,2015,12,1,0
"2203","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,1,2,1
"2204","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,2,3,0
"2205","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,3,1,0
"2206","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,5,1,0
"2207","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,8,1,1
"2208","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,9,1,1
"2209","Sul","CS LAGOA DA CONCEIÇÃO",1,2016,11,1,0
"2210","Sul","CS LAGOA DA CONCEIÇÃO",1,2017,5,2,2
"2211","Sul","CS LAGOA DA CONCEIÇÃO",1,2017,7,1,0
"2212","Sul","CS LAGOA DA CONCEIÇÃO",1,2017,9,2,1
"2213","Sul","CS LAGOA DA CONCEIÇÃO",1,2017,10,2,1
"2214","Sul","CS LAGOA DA CONCEIÇÃO",1,2017,11,2,1
"2215","Sul","CS LAGOA DA CONCEIÇÃO",1,2017,12,1,1
"2216","Sul","CS LAGOA DA CONCEIÇÃO",2,2013,11,1,0
"2217","Sul","CS LAGOA DA CONCEIÇÃO",2,2015,2,1,0
"2218","Sul","CS LAGOA DA CONCEIÇÃO",2,2015,4,1,0
"2219","Sul","CS LAGOA DA CONCEIÇÃO",2,2015,9,1,0
"2220","Sul","CS LAGOA DA CONCEIÇÃO",2,2015,11,4,3
"2221","Sul","CS LAGOA DA CONCEIÇÃO",2,2015,12,1,0
"2222","Sul","CS LAGOA DA CONCEIÇÃO",2,2016,6,1,1
"2223","Sul","CS LAGOA DA CONCEIÇÃO",2,2016,7,2,0
"2224","Sul","CS LAGOA DA CONCEIÇÃO",2,2016,9,1,0
"2225","Sul","CS LAGOA DA CONCEIÇÃO",2,2017,3,1,0
"2226","Sul","CS LAGOA DA CONCEIÇÃO",2,2017,4,1,1
"2227","Sul","CS LAGOA DA CONCEIÇÃO",2,2017,5,1,0
"2228","Sul","CS LAGOA DA CONCEIÇÃO",2,2017,9,1,1
"2229","Sul","CS LAGOA DA CONCEIÇÃO",2,2017,11,1,1
"2230","Sul","CS MORRO DAS PEDRAS",0,2013,8,1,0
"2231","Sul","CS MORRO DAS PEDRAS",0,2014,5,1,0
"2232","Sul","CS MORRO DAS PEDRAS",0,2014,12,1,0
"2233","Sul","CS MORRO DAS PEDRAS",0,2015,5,1,0
"2234","Sul","CS MORRO DAS PEDRAS",0,2015,8,1,0
"2235","Sul","CS MORRO DAS PEDRAS",0,2015,10,2,0
"2236","Sul","CS MORRO DAS PEDRAS",0,2015,11,1,0
"2237","Sul","CS MORRO DAS PEDRAS",0,2016,3,2,0
"2238","Sul","CS MORRO DAS PEDRAS",0,2016,4,1,0
"2239","Sul","CS MORRO DAS PEDRAS",0,2016,5,1,0
"2240","Sul","CS MORRO DAS PEDRAS",0,2016,6,1,0
"2241","Sul","CS MORRO DAS PEDRAS",0,2016,7,2,1
"2242","Sul","CS MORRO DAS PEDRAS",0,2016,9,1,0
"2243","Sul","CS MORRO DAS PEDRAS",0,2016,11,2,0
"2244","Sul","CS MORRO DAS PEDRAS",0,2017,1,1,1
"2245","Sul","CS MORRO DAS PEDRAS",0,2017,2,1,0
"2246","Sul","CS MORRO DAS PEDRAS",0,2017,3,1,0
"2247","Sul","CS MORRO DAS PEDRAS",0,2017,11,1,1
"2248","Sul","CS MORRO DAS PEDRAS",0,2017,12,2,1
"2249","Sul","CS MORRO DAS PEDRAS",1,2014,9,2,0
"2250","Sul","CS MORRO DAS PEDRAS",1,2014,10,1,0
"2251","Sul","CS MORRO DAS PEDRAS",1,2015,6,1,0
"2252","Sul","CS MORRO DAS PEDRAS",1,2015,9,3,1
"2253","Sul","CS MORRO DAS PEDRAS",1,2015,11,1,0
"2254","Sul","CS MORRO DAS PEDRAS",1,2016,1,1,0
"2255","Sul","CS MORRO DAS PEDRAS",1,2016,2,1,0
"2256","Sul","CS MORRO DAS PEDRAS",1,2016,4,1,0
"2257","Sul","CS MORRO DAS PEDRAS",1,2016,5,1,0
"2258","Sul","CS MORRO DAS PEDRAS",1,2016,6,1,1
"2259","Sul","CS MORRO DAS PEDRAS",1,2016,7,3,0
"2260","Sul","CS MORRO DAS PEDRAS",1,2016,9,1,0
"2261","Sul","CS MORRO DAS PEDRAS",1,2016,11,1,0
"2262","Sul","CS MORRO DAS PEDRAS",1,2017,6,2,1
"2263","Sul","CS MORRO DAS PEDRAS",1,2017,7,2,2
"2264","Sul","CS MORRO DAS PEDRAS",1,2017,8,1,1
"2265","Sul","CS PANTANO DO SUL",0,2013,4,2,0
"2266","Sul","CS PANTANO DO SUL",0,2014,2,1,0
"2267","Sul","CS PANTANO DO SUL",0,2015,3,1,0
"2268","Sul","CS PANTANO DO SUL",0,2015,4,1,0
"2269","Sul","CS PANTANO DO SUL",0,2015,8,1,0
"2270","Sul","CS PANTANO DO SUL",0,2015,11,1,0
"2271","Sul","CS PANTANO DO SUL",0,2016,2,1,0
"2272","Sul","CS PANTANO DO SUL",0,2016,9,1,0
"2273","Sul","CS PANTANO DO SUL",0,2017,1,1,0
"2274","Sul","CS PANTANO DO SUL",0,2017,12,1,1
"2275","Sul","CS RIBEIRÃO DA ILHA",0,2013,6,1,0
"2276","Sul","CS RIBEIRÃO DA ILHA",0,2014,11,1,0
"2277","Sul","CS RIBEIRÃO DA ILHA",0,2015,9,1,0
"2278","Sul","CS RIBEIRÃO DA ILHA",0,2015,10,1,0
"2279","Sul","CS RIBEIRÃO DA ILHA",0,2016,1,1,0
"2280","Sul","CS RIBEIRÃO DA ILHA",0,2016,2,1,0
"2281","Sul","CS RIBEIRÃO DA ILHA",0,2016,4,2,0
"2282","Sul","CS RIBEIRÃO DA ILHA",0,2016,9,1,0
"2283","Sul","CS RIBEIRÃO DA ILHA",0,2016,10,1,1
"2284","Sul","CS RIBEIRÃO DA ILHA",0,2016,12,3,1
"2285","Sul","CS RIBEIRÃO DA ILHA",0,2017,5,1,0
"2286","Sul","CS RIBEIRÃO DA ILHA",0,2017,8,1,1
"2287","Sul","CS RIBEIRÃO DA ILHA",0,2017,9,1,0
"2288","Sul","CS RIO TAVARES",0,2013,10,1,0
"2289","Sul","CS RIO TAVARES",0,2014,4,1,0
"2290","Sul","CS RIO TAVARES",0,2014,8,2,0
"2291","Sul","CS RIO TAVARES",0,2014,9,2,0
"2292","Sul","CS RIO TAVARES",0,2014,11,1,0
"2293","Sul","CS RIO TAVARES",0,2014,12,1,0
"2294","Sul","CS RIO TAVARES",0,2015,1,2,0
"2295","Sul","CS RIO TAVARES",0,2015,4,1,0
"2296","Sul","CS RIO TAVARES",0,2015,8,1,1
"2297","Sul","CS RIO TAVARES",0,2015,9,1,0
"2298","Sul","CS RIO TAVARES",0,2015,10,1,0
"2299","Sul","CS RIO TAVARES",0,2015,12,1,0
"2300","Sul","CS RIO TAVARES",0,2016,3,1,1
"2301","Sul","CS RIO TAVARES",0,2016,7,2,2
"2302","Sul","CS RIO TAVARES",0,2017,5,2,0
"2303","Sul","CS RIO TAVARES",0,2017,7,1,0
"2304","Sul","CS RIO TAVARES",0,2017,9,1,1
"2305","Sul","CS RIO TAVARES",0,2017,10,1,0
"2306","Sul","CS RIO TAVARES",0,2017,12,1,1
"2307","Sul","CS RIO TAVARES",1,2013,3,1,0
"2308","Sul","CS RIO TAVARES",1,2013,7,1,0
"2309","Sul","CS RIO TAVARES",1,2015,3,2,0
"2310","Sul","CS RIO TAVARES",1,2015,7,1,1
"2311","Sul","CS RIO TAVARES",1,2015,8,2,1
"2312","Sul","CS RIO TAVARES",1,2015,10,1,0
"2313","Sul","CS RIO TAVARES",1,2016,2,1,0
"2314","Sul","CS RIO TAVARES",1,2016,4,1,0
"2315","Sul","CS RIO TAVARES",1,2016,9,1,0
"2316","Sul","CS RIO TAVARES",1,2017,6,1,0
"2317","Sul","CS RIO TAVARES",1,2017,7,1,0
"2318","Sul","CS RIO TAVARES",1,2017,8,1,0
"2319","Sul","CS RIO TAVARES",1,2017,9,1,1
"2320","Sul","CS RIO TAVARES",1,2017,12,2,0
"2321","Sul","CS RIO TAVARES",2,2014,10,1,0
"2322","Sul","CS RIO TAVARES",2,2015,3,3,0
"2323","Sul","CS RIO TAVARES",2,2015,10,1,0
"2324","Sul","CS RIO TAVARES",2,2016,2,1,0
"2325","Sul","CS RIO TAVARES",2,2017,3,1,0
"2326","Sul","CS RIO TAVARES",2,2017,8,1,0
"2327","Sul","CS RIO TAVARES",3,2013,10,1,0
"2328","Sul","CS RIO TAVARES",3,2016,6,1,0
"2329","Sul","CS RIO TAVARES",3,2016,10,1,1
"2330","Sul","CS RIO TAVARES",3,2017,4,1,1
"2331","Sul","CS RIO TAVARES",3,2017,8,3,3
"2332","Sul","CS TAPERA",0,2013,7,1,0
"2333","Sul","CS TAPERA",0,2014,3,1,0
"2334","Sul","CS TAPERA",0,2014,7,1,0
"2335","Sul","CS TAPERA",0,2014,9,1,0
"2336","Sul","CS TAPERA",0,2014,12,1,0
"2337","Sul","CS TAPERA",0,2015,5,1,0
"2338","Sul","CS TAPERA",0,2015,7,1,0
"2339","Sul","CS TAPERA",0,2015,8,1,0
"2340","Sul","CS TAPERA",0,2015,10,3,0
"2341","Sul","CS TAPERA",0,2015,11,1,0
"2342","Sul","CS TAPERA",0,2016,6,1,0
"2343","Sul","CS TAPERA",0,2016,11,3,0
"2344","Sul","CS TAPERA",0,2017,3,1,1
"2345","Sul","CS TAPERA",0,2017,4,1,1
"2346","Sul","CS TAPERA",0,2017,5,2,2
"2347","Sul","CS TAPERA",0,2017,8,1,1
"2348","Sul","CS TAPERA",0,2017,10,1,1
"2349","Sul","CS TAPERA",0,2017,11,4,4
"2350","Sul","CS TAPERA",1,2013,9,1,0
"2351","Sul","CS TAPERA",1,2014,4,1,0
"2352","Sul","CS TAPERA",1,2014,7,1,0
"2353","Sul","CS TAPERA",1,2016,1,1,0
"2354","Sul","CS TAPERA",1,2016,2,1,0
"2355","Sul","CS TAPERA",1,2016,6,3,0
"2356","Sul","CS TAPERA",1,2016,8,2,2
"2357","Sul","CS TAPERA",1,2016,11,1,0
"2358","Sul","CS TAPERA",1,2016,12,1,0
"2359","Sul","CS TAPERA",1,2017,4,1,0
"2360","Sul","CS TAPERA",1,2017,5,2,0
"2361","Sul","CS TAPERA",1,2017,7,1,1
"2362","Sul","CS TAPERA",2,2015,1,1,0
"2363","Sul","CS TAPERA",2,2015,7,1,0
"2364","Sul","CS TAPERA",2,2015,9,1,0
"2365","Sul","CS TAPERA",2,2016,4,1,0
"2366","Sul","CS TAPERA",2,2016,6,3,0
"2367","Sul","CS TAPERA",2,2016,8,1,1
"2368","Sul","CS TAPERA",2,2017,2,2,2
"2369","Sul","CS TAPERA",2,2017,4,1,0
"2370","Sul","CS TAPERA",2,2017,8,3,2
"2371","Sul","CS TAPERA",2,2017,10,1,1
"2372","Sul","CS TAPERA",2,2017,11,1,0
"2373","Sul","CS TAPERA",2,2017,12,1,1
"2374","Sul","CS TAPERA",3,2013,11,1,0
"2375","Sul","CS TAPERA",3,2014,6,1,0
"2376","Sul","CS TAPERA",3,2014,11,1,0
"2377","Sul","CS TAPERA",3,2015,4,1,0
"2378","Sul","CS TAPERA",3,2015,8,1,0
"2379","Sul","CS TAPERA",3,2015,9,1,0
"2380","Sul","CS TAPERA",3,2015,12,1,0
"2381","Sul","CS TAPERA",3,2016,1,1,0
"2382","Sul","CS TAPERA",3,2016,2,1,0
"2383","Sul","CS TAPERA",3,2016,7,1,0
"2384","Sul","CS TAPERA",3,2016,9,1,0
"2385","Sul","CS TAPERA",3,2016,11,1,1
"2386","Sul","CS TAPERA",3,2016,12,1,0
"2387","Sul","CS TAPERA",3,2017,5,1,0
"2388","Sul","CS TAPERA",3,2017,6,2,2
"2389","Sul","CS TAPERA",3,2017,7,1,1
"2390","Sul","CS TAPERA",3,2017,8,1,1
"2391","Sul","CS TAPERA",3,2017,11,1,1
"2392",NA,NA,NA,2013,2,2,0
"2393",NA,NA,NA,2013,3,1,0
"2394",NA,NA,NA,2013,4,2,0
"2395",NA,NA,NA,2013,6,1,0
"2396",NA,NA,NA,2013,7,1,0
"2397",NA,NA,NA,2013,9,3,1
"2398",NA,NA,NA,2013,10,1,0
"2399",NA,NA,NA,2013,12,1,0
"2400",NA,NA,NA,2014,2,1,0
"2401",NA,NA,NA,2014,3,1,0
"2402",NA,NA,NA,2014,10,3,0
"2403",NA,NA,NA,2014,12,1,0
"2404",NA,NA,NA,2015,1,1,0
"2405",NA,NA,NA,2015,2,3,0
"2406",NA,NA,NA,2015,3,7,1
"2407",NA,NA,NA,2015,4,2,0
"2408",NA,NA,NA,2015,6,2,0
"2409",NA,NA,NA,2015,7,1,0
"2410",NA,NA,NA,2015,8,6,0
"2411",NA,NA,NA,2015,9,1,1
"2412",NA,NA,NA,2015,10,3,0
"2413",NA,NA,NA,2015,11,2,0
"2414",NA,NA,NA,2015,12,2,1
"2415",NA,NA,NA,2016,1,4,1
"2416",NA,NA,NA,2016,2,1,0
"2417",NA,NA,NA,2016,4,4,0
"2418",NA,NA,NA,2016,5,2,0
"2419",NA,NA,NA,2016,6,2,0
"2420",NA,NA,NA,2016,7,3,2
"2421",NA,NA,NA,2016,8,3,1
"2422",NA,NA,NA,2016,9,1,0
"2423",NA,NA,NA,2016,10,3,1
"2424",NA,NA,NA,2016,11,1,1
"2425",NA,NA,NA,2016,12,4,1
"2426",NA,NA,NA,2017,3,4,1
"2427",NA,NA,NA,2017,4,1,0
"2428",NA,NA,NA,2017,5,4,2
"2429",NA,NA,NA,2017,7,3,2
"2430",NA,NA,NA,2017,8,1,1
"2431",NA,NA,NA,2017,9,2,2
"2432",NA,NA,NA,2017,10,3,0
"2433",NA,NA,NA,2017,11,3,1
"2434",NA,NA,NA,2017,12,1,0
"2435","Centro","CS AGRONÔMICA",0,2018,1,2,2
"2436","Centro","CS AGRONÔMICA",0,2018,3,1,0
"2437","Centro","CS AGRONÔMICA",1,2018,1,2,0
"2438","Centro","CS AGRONÔMICA",1,2018,3,2,2
"2439","Centro","CS AGRONÔMICA",2,2018,1,3,1
"2440","Centro","CS AGRONÔMICA",2,2018,2,2,1
"2441","Centro","CS AGRONÔMICA",2,2018,3,2,2
"2442","Centro","CS AGRONÔMICA",3,2018,3,1,1
"2443","Centro","CS CENTRO",0,2018,1,1,1
"2444","Centro","CS CENTRO",0,2018,2,3,1
"2445","Centro","CS CENTRO",0,2018,3,2,1
"2446","Centro","CS CENTRO",1,2018,1,2,1
"2447","Centro","CS CENTRO",1,2018,2,1,1
"2448","Centro","CS CENTRO",2,2018,1,2,2
"2449","Centro","CS CENTRO",2,2018,3,1,0
"2450","Centro","CS CÓRREGO GRANDE",0,2018,2,1,0
"2451","Centro","CS CÓRREGO GRANDE",0,2018,3,1,1
"2452","Centro","CS CÓRREGO GRANDE",1,2018,1,2,1
"2453","Centro","CS CÓRREGO GRANDE",1,2018,2,1,0
"2454","Centro","CS CÓRREGO GRANDE",1,2018,3,2,0
"2455","Centro","CS ITACORUBI",1,2018,2,2,2
"2456","Centro","CS ITACORUBI",1,2018,3,1,0
"2457","Centro","CS ITACORUBI",2,2018,1,1,1
"2458","Centro","CS ITACORUBI",3,2018,1,1,1
"2459","Centro","CS ITACORUBI",3,2018,2,1,0
"2460","Centro","CS ITACORUBI",3,2018,3,2,2
"2461","Centro","CS JOÃO PAULO",0,2018,2,2,1
"2462","Centro","CS JOÃO PAULO",0,2018,3,1,1
"2463","Centro","CS JOÃO PAULO",1,2018,2,1,1
"2464","Centro","CS JOÃO PAULO",1,2018,3,1,1
"2465","Centro","CS MONTE SERRAT",0,2018,2,1,0
"2466","Centro","CS MONTE SERRAT",0,2018,3,2,2
"2467","Centro","CS MONTE SERRAT",1,2018,2,1,0
"2468","Centro","CS MONTE SERRAT",2,2018,2,3,2
"2469","Centro","CS PANTANAL",0,2018,1,2,1
"2470","Centro","CS PANTANAL",0,2018,3,2,0
"2471","Centro","CS PANTANAL",1,2018,2,2,0
"2472","Centro","CS PANTANAL",1,2018,3,2,1
"2473","Centro","CS PRAINHA",0,2018,1,6,6
"2474","Centro","CS PRAINHA",0,2018,2,3,1
"2475","Centro","CS PRAINHA",0,2018,3,2,2
"2476","Centro","CS PRAINHA",1,2018,1,3,1
"2477","Centro","CS PRAINHA",1,2018,2,1,1
"2478","Centro","CS PRAINHA",1,2018,3,2,2
"2479","Centro","CS PRAINHA",2,2018,1,1,1
"2480","Centro","CS PRAINHA",2,2018,2,1,1
"2481","Centro","CS PRAINHA",2,2018,3,4,4
"2482","Centro","CS SACO DOS LIMÕES",0,2018,1,1,0
"2483","Centro","CS SACO DOS LIMÕES",0,2018,2,1,1
"2484","Centro","CS SACO DOS LIMÕES",1,2018,1,1,0
"2485","Centro","CS SACO DOS LIMÕES",1,2018,2,1,1
"2486","Centro","CS SACO DOS LIMÕES",1,2018,3,1,1
"2487","Centro","CS SACO DOS LIMÕES",2,2018,1,2,0
"2488","Centro","CS SACO DOS LIMÕES",2,2018,2,1,1
"2489","Centro","CS SACO DOS LIMÕES",2,2018,3,6,3
"2490","Centro","CS SACO DOS LIMÕES",3,2018,2,1,1
"2491","Centro","CS TRINDADE",0,2018,3,1,1
"2492","Centro","CS TRINDADE",2,2018,2,1,1
"2493","Centro","CS TRINDADE",3,2018,1,1,0
"2494","Centro","CS TRINDADE",3,2018,3,3,2
"2495","Centro","CS TRINDADE",4,2018,3,1,1
"2496","Continente","CS ABRAÃO",0,2018,1,1,0
"2497","Continente","CS ABRAÃO",2,2018,1,3,0
"2498","Continente","CS BALNEÁRIO",0,2018,2,3,2
"2499","Continente","CS BALNEÁRIO",0,2018,3,1,0
"2500","Continente","CS CAPOEIRAS",0,2018,1,1,1
"2501","Continente","CS CAPOEIRAS",1,2018,2,1,0
"2502","Continente","CS CAPOEIRAS",1,2018,3,1,0
"2503","Continente","CS CAPOEIRAS",2,2018,1,2,1
"2504","Continente","CS CAPOEIRAS",2,2018,3,1,1
"2505","Continente","CS COLONINHA",1,2018,1,1,1
"2506","Continente","CS COLONINHA",2,2018,1,2,2
"2507","Continente","CS COQUEIROS",0,2018,3,1,1
"2508","Continente","CS COQUEIROS",1,2018,1,3,3
"2509","Continente","CS COQUEIROS",1,2018,2,2,2
"2510","Continente","CS COQUEIROS",2,2018,2,1,1
"2511","Continente","CS ESTREITO",0,2018,2,1,0
"2512","Continente","CS ESTREITO",1,2018,2,1,0
"2513","Continente","CS ESTREITO",2,2018,3,1,1
"2514","Continente","CS ESTREITO",3,2018,2,2,1
"2515","Continente","CS JARDIM ATLÂNTICO",0,2018,3,1,1
"2516","Continente","CS MONTE CRISTO",0,2018,1,4,2
"2517","Continente","CS MONTE CRISTO",0,2018,2,1,1
"2518","Continente","CS MONTE CRISTO",0,2018,3,1,1
"2519","Continente","CS MONTE CRISTO",1,2018,1,4,2
"2520","Continente","CS MONTE CRISTO",1,2018,2,2,2
"2521","Continente","CS MONTE CRISTO",1,2018,3,2,2
"2522","Continente","CS MONTE CRISTO",2,2018,1,1,1
"2523","Continente","CS MONTE CRISTO",2,2018,3,1,1
"2524","Continente","CS MONTE CRISTO",3,2018,2,1,1
"2525","Continente","CS MONTE CRISTO",3,2018,3,2,2
"2526","Continente","CS MONTE CRISTO",4,2018,1,2,1
"2527","Continente","CS MONTE CRISTO",4,2018,2,1,0
"2528","Continente","CS MONTE CRISTO",4,2018,3,1,1
"2529","Continente","CS MONTE CRISTO",5,2018,2,2,1
"2530","Continente","CS NOVO CONTINENTE",0,2018,1,4,3
"2531","Continente","CS NOVO CONTINENTE",0,2018,2,1,1
"2532","Continente","CS NOVO CONTINENTE",0,2018,3,2,1
"2533","Continente","CS NOVO CONTINENTE",1,2018,1,2,2
"2534","Continente","CS NOVO CONTINENTE",1,2018,2,1,0
"2535","Continente","CS NOVO CONTINENTE",1,2018,3,1,1
"2536","Continente","CS NOVO CONTINENTE",2,2018,1,1,1
"2537","Continente","CS NOVO CONTINENTE",2,2018,3,1,1
"2538","Continente","CS VILA APARECIDA",0,2018,2,1,1
"2539","Continente","CS VILA APARECIDA",0,2018,3,1,1
"2540","Continente","CS VILA APARECIDA",1,2018,3,1,1
