"","DISTRITO","UNIDADE","AREA","ANO","MES","PESSOAS_SIFILIS","PESSOAS_TTO"
"2541","Norte","CS BARRA DA LAGOA",1,2018,1,1,1
"2542","Norte","CS CACHOEIRA BOM JESUS",0,2018,1,1,1
"2543","Norte","CS CACHOEIRA BOM JESUS",0,2018,3,4,3
"2544","Norte","CS CACHOEIRA BOM JESUS",1,2018,1,1,1
"2545","Norte","CS CACHOEIRA BOM JESUS",1,2018,2,2,1
"2546","Norte","CS CACHOEIRA BOM JESUS",1,2018,3,2,0
"2547","Norte","CS CANASVIEIRAS",0,2018,1,1,1
"2548","Norte","CS CANASVIEIRAS",0,2018,2,1,1
"2549","Norte","CS CANASVIEIRAS",0,2018,3,2,1
"2550","Norte","CS CANASVIEIRAS",2,2018,1,3,3
"2551","Norte","CS CANASVIEIRAS",2,2018,2,4,4
"2552","Norte","CS CANASVIEIRAS",2,2018,3,3,2
"2553","Norte","CS CANASVIEIRAS",3,2018,1,1,1
"2554","Norte","CS CANASVIEIRAS",3,2018,2,1,1
"2555","Norte","CS CANASVIEIRAS",4,2018,1,1,1
"2556","Norte","CS CANASVIEIRAS",4,2018,2,1,1
"2557","Norte","CS CANASVIEIRAS",4,2018,3,1,0
"2558","Norte","CS INGLESES",1,2018,1,1,0
"2559","Norte","CS INGLESES",1,2018,3,2,1
"2560","Norte","CS INGLESES",2,2018,3,1,0
"2561","Norte","CS INGLESES",3,2018,1,3,1
"2562","Norte","CS INGLESES",3,2018,2,1,0
"2563","Norte","CS INGLESES",3,2018,3,3,2
"2564","Norte","CS INGLESES",5,2018,2,1,0
"2565","Norte","CS INGLESES",5,2018,3,1,0
"2566","Norte","CS INGLESES",6,2018,1,1,0
"2567","Norte","CS INGLESES",6,2018,2,1,1
"2568","Norte","CS INGLESES",7,2018,1,2,0
"2569","Norte","CS INGLESES",7,2018,2,1,0
"2570","Norte","CS INGLESES",7,2018,3,3,1
"2571","Norte","CS INGLESES",8,2018,2,1,0
"2572","Norte","CS JURERE",0,2018,1,1,1
"2573","Norte","CS JURERE",0,2018,3,2,2
"2574","Norte","CS RATONES",0,2018,1,1,0
"2575","Norte","CS RATONES",0,2018,3,1,1
"2576","Norte","CS RIO VERMELHO",0,2018,1,1,0
"2577","Norte","CS RIO VERMELHO",0,2018,3,3,2
"2578","Norte","CS RIO VERMELHO",1,2018,1,1,0
"2579","Norte","CS RIO VERMELHO",1,2018,2,1,1
"2580","Norte","CS RIO VERMELHO",1,2018,3,1,0
"2581","Norte","CS RIO VERMELHO",2,2018,1,1,0
"2582","Norte","CS RIO VERMELHO",4,2018,2,1,1
"2583","Norte","CS RIO VERMELHO",4,2018,3,1,1
"2584","Norte","CS SACO GRANDE",0,2018,1,3,0
"2585","Norte","CS SACO GRANDE",0,2018,2,2,0
"2586","Norte","CS SACO GRANDE",0,2018,3,2,2
"2587","Norte","CS SACO GRANDE",1,2018,3,2,2
"2588","Norte","CS SACO GRANDE",2,2018,2,2,1
"2589","Norte","CS SACO GRANDE",2,2018,3,1,0
"2590","Norte","CS SACO GRANDE",3,2018,2,2,1
"2591","Norte","CS SACO GRANDE",5,2018,3,2,2
"2592","Norte","CS SANTINHO",0,2018,3,3,3
"2593","Norte","CS SANTINHO",1,2018,1,2,1
"2594","Norte","CS SANTINHO",1,2018,2,2,2
"2595","Norte","CS SANTINHO",1,2018,3,3,2
"2596","Norte","CS SANTO ANTONIO LISBOA",0,2018,2,1,0
"2597","Norte","CS SANTO ANTONIO LISBOA",0,2018,3,1,1
"2598","Norte","CS VARGEM GRANDE",0,2018,1,3,2
"2599","Norte","CS VARGEM GRANDE",0,2018,2,1,0
"2600","Norte","CS VARGEM GRANDE",0,2018,3,1,0
"2601","Norte","CS VARGEM PEQUENA",0,2018,1,1,0
"2602","Norte","CS VARGEM PEQUENA",0,2018,2,1,0
"2603","Sul","CS ALTO RIBEIRÃO",0,2018,3,1,1
"2604","Sul","CS ARMAÇÃO",2,2018,3,1,1
"2605","Sul","CS CAIEIRA BARRA DO SUL",0,2018,1,1,0
"2606","Sul","CS CAIEIRA BARRA DO SUL",0,2018,2,3,1
"2607","Sul","CS CARIANOS",1,2018,2,1,1
"2608","Sul","CS CARIANOS",1,2018,3,1,1
"2609","Sul","CS COSTEIRA DO PIRAJUBAÉ",0,2018,3,2,1
"2610","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,1,1,1
"2611","Sul","CS COSTEIRA DO PIRAJUBAÉ",1,2018,2,1,1
"2612","Sul","CS COSTEIRA DO PIRAJUBAÉ",2,2018,3,4,2
"2613","Sul","CS FAZENDA DO RIO TAVARES",0,2018,1,2,2
"2614","Sul","CS FAZENDA DO RIO TAVARES",0,2018,3,2,1
"2615","Sul","CS LAGOA DA CONCEIÇÃO",0,2018,2,1,1
"2616","Sul","CS LAGOA DA CONCEIÇÃO",1,2018,2,4,2
"2617","Sul","CS LAGOA DA CONCEIÇÃO",1,2018,3,2,1
"2618","Sul","CS MORRO DAS PEDRAS",0,2018,1,1,0
"2619","Sul","CS MORRO DAS PEDRAS",0,2018,3,1,1
"2620","Sul","CS PANTANO DO SUL",0,2018,1,1,1
"2621","Sul","CS RIBEIRÃO DA ILHA",0,2018,1,1,1
"2622","Sul","CS RIO TAVARES",2,2018,1,1,1
"2623","Sul","CS TAPERA",0,2018,1,1,0
"2624","Sul","CS TAPERA",0,2018,2,1,1
"2625","Sul","CS TAPERA",1,2018,1,1,1
"2626","Sul","CS TAPERA",1,2018,2,1,0
"2627","Sul","CS TAPERA",2,2018,1,3,3
"2628","Sul","CS TAPERA",2,2018,2,1,1
"2629","Sul","CS TAPERA",2,2018,3,1,1
"2630","Sul","CS TAPERA",3,2018,2,1,1
"2631","Sul","CS TAPERA",3,2018,3,1,0
